
[00:00:00.000 --> 00:00:09.920]   [MUSIC PLAYING]
[00:00:09.920 --> 00:00:12.800]   Across the world, pain comes in many forms.
[00:00:12.800 --> 00:00:23.000]   War, poverty, persecution.
[00:00:23.000 --> 00:00:25.160]   We hear bad news every day.
[00:00:25.160 --> 00:00:28.160]   Your ability to worship is restricted or forbidden.
[00:00:28.160 --> 00:00:31.360]   And in the hardest to reach places in the world,
[00:00:31.360 --> 00:00:35.280]   bad news isn't just on social media or TV.
[00:00:35.280 --> 00:00:37.320]   It's on their streets.
[00:00:37.320 --> 00:00:39.920]   It's breaking up their homes.
[00:00:39.920 --> 00:00:43.320]   It's attacking their churches.
[00:00:43.320 --> 00:00:46.120]   These distant places are home to billions
[00:00:46.120 --> 00:00:50.360]   of people who have never heard the name of Jesus.
[00:00:50.360 --> 00:00:52.160]   How will they hear?
[00:00:52.160 --> 00:00:55.640]   Who will tell them there is hope for the hopeless,
[00:00:55.640 --> 00:01:00.600]   food for the hungry, water for the thirsty?
[00:01:00.600 --> 00:01:04.400]   The gospel of Jesus for broken sinners.
[00:01:04.400 --> 00:01:06.000]   You have heard of it.
[00:01:06.000 --> 00:01:07.600]   But who will tell them?
[00:01:07.600 --> 00:01:23.600]   [APPLAUSE]
[00:01:23.600 --> 00:01:26.000]   Really good to be at the porch.
[00:01:26.000 --> 00:01:31.880]   I only have a few minutes tonight
[00:01:31.880 --> 00:01:36.880]   to talk about the greatest injustice in the world.
[00:01:36.880 --> 00:01:41.480]   So I'm just going to jump right in, if that's all right.
[00:01:41.480 --> 00:01:46.760]   Let me tell you where the next few minutes are going.
[00:01:46.760 --> 00:01:50.280]   At the end of our time together, I'm
[00:01:50.280 --> 00:01:56.440]   going to offer you a specific invitation
[00:01:56.440 --> 00:02:04.720]   to stand right where you are in this room,
[00:02:04.720 --> 00:02:10.760]   or I know I've prayed over those of you who are in Fort Worth,
[00:02:10.760 --> 00:02:14.040]   and Houston, and Austin, and Midland, and Scottsdale,
[00:02:14.040 --> 00:02:17.320]   and Boise, and Tulsa, and Cincinnati, and Des Moines,
[00:02:17.320 --> 00:02:20.680]   and Indianapolis, and Lafayette.
[00:02:20.680 --> 00:02:23.040]   So even though you're not in the room,
[00:02:23.040 --> 00:02:30.760]   this invitation is for you to stand right where you are.
[00:02:30.760 --> 00:02:38.640]   If you would be willing to put a stake in the ground tonight
[00:02:38.640 --> 00:02:39.880]   and say the following--
[00:02:39.880 --> 00:02:42.800]   I'm going to put it up here on the screen.
[00:02:42.800 --> 00:02:46.960]   If you'd be willing to say, God, I
[00:02:46.960 --> 00:02:57.480]   will do whatever you call me to do, no matter what it costs,
[00:02:57.480 --> 00:03:02.240]   to get the gospel to people who have never heard it.
[00:03:02.240 --> 00:03:08.000]   God, I will do whatever you call me to do,
[00:03:08.000 --> 00:03:12.680]   no matter what it costs, to get the gospel to people who've
[00:03:12.680 --> 00:03:13.240]   never heard it.
[00:03:13.240 --> 00:03:19.880]   So key words in the statement would be God.
[00:03:19.880 --> 00:03:23.760]   This is you standing before God.
[00:03:23.760 --> 00:03:27.000]   It's not about standing because somebody else is standing,
[00:03:27.000 --> 00:03:33.560]   or you think you should stand, or you feel bad sitting.
[00:03:33.560 --> 00:03:40.920]   It's about you soberly saying to the God who made you,
[00:03:40.920 --> 00:03:47.480]   who loves you, before whom you will stand one day,
[00:03:47.480 --> 00:03:50.760]   and to say that you will do whatever,
[00:03:50.760 --> 00:03:52.800]   so no strings attached.
[00:03:52.800 --> 00:03:56.760]   God, if that is to pack my bags and move somewhere else,
[00:03:56.760 --> 00:04:00.000]   anywhere else in the world, I will do it.
[00:04:00.000 --> 00:04:06.200]   If that is to sell my possessions, any possessions,
[00:04:06.200 --> 00:04:13.240]   if that is to stay single, or if that is to only marry somebody
[00:04:13.240 --> 00:04:14.620]   else who's saying the same thing,
[00:04:14.620 --> 00:04:17.680]   it would make no sense to say this and then marry somebody
[00:04:17.680 --> 00:04:21.040]   who's not saying this.
[00:04:21.040 --> 00:04:23.040]   So you're at a minimum reducing the number
[00:04:23.040 --> 00:04:26.000]   of people you would marry.
[00:04:26.000 --> 00:04:30.480]   So we're talking about major decisions in your life,
[00:04:30.480 --> 00:04:33.280]   now, in the future, and the rest of your life.
[00:04:33.280 --> 00:04:35.960]   This is saying, God, whenever, wherever, however,
[00:04:35.960 --> 00:04:43.400]   whatever you call me to do, no matter what it costs,
[00:04:43.400 --> 00:04:45.400]   knowing that there is absolutely no way for you
[00:04:45.400 --> 00:04:47.360]   to carry out this commitment without cost,
[00:04:47.360 --> 00:04:49.800]   without sacrifice.
[00:04:49.800 --> 00:04:52.800]   This is not for everybody.
[00:04:52.800 --> 00:04:59.240]   Many of you are not ready to say this, so don't stand.
[00:04:59.240 --> 00:05:03.080]   We're talking about sacrifice to do what?
[00:05:03.080 --> 00:05:09.360]   To get the gospel, it's the good news of God's love in Jesus,
[00:05:09.360 --> 00:05:16.680]   to people, to men, women, and kids, and young adults,
[00:05:16.680 --> 00:05:25.920]   just like you and me, who follow this, have never heard it.
[00:05:25.920 --> 00:05:32.800]   And people who've never heard the gospel.
[00:05:32.800 --> 00:05:36.400]   I'm gonna show you a map up here on the screen
[00:05:36.400 --> 00:05:39.640]   that is based on a Research Joshua project,
[00:05:39.640 --> 00:05:42.520]   and we as Radical have worked with them together on,
[00:05:42.520 --> 00:05:44.600]   but there's obviously three main colors on this map.
[00:05:44.600 --> 00:05:46.120]   You've got green, yellow, and red.
[00:05:46.120 --> 00:05:50.280]   The green areas of this map represent places
[00:05:50.280 --> 00:05:54.800]   where the gospel has gone, where there are Christians
[00:05:54.800 --> 00:05:56.880]   in churches spreading the gospel.
[00:05:56.880 --> 00:05:58.480]   Obviously, it doesn't mean that everybody
[00:05:58.480 --> 00:06:01.640]   in those green areas is a follower of Jesus.
[00:06:01.640 --> 00:06:04.000]   We know that. It's not true in Texas,
[00:06:04.000 --> 00:06:07.320]   and there's a lot of Christians in churches in Texas.
[00:06:07.320 --> 00:06:10.520]   So the green areas are places where disciples have been made
[00:06:10.520 --> 00:06:11.720]   and churches have been planted,
[00:06:11.720 --> 00:06:16.560]   and there's gospel spreading that's able to happen.
[00:06:16.560 --> 00:06:20.600]   Yellow areas are places that are less reached by the gospel,
[00:06:20.600 --> 00:06:22.640]   and it's usually going in one of two directions.
[00:06:22.640 --> 00:06:24.280]   So either like, picture Europe.
[00:06:24.280 --> 00:06:26.160]   These are places, some of them,
[00:06:26.160 --> 00:06:28.280]   where the gospel used to be prevalent
[00:06:28.280 --> 00:06:31.400]   and has waned in influence,
[00:06:31.400 --> 00:06:33.960]   and so there's a lot less gospel access now,
[00:06:33.960 --> 00:06:35.320]   or it could be going the other way.
[00:06:35.320 --> 00:06:38.120]   The gospel's recently come to a place,
[00:06:38.120 --> 00:06:42.440]   and it's growing, but it's still not widespread.
[00:06:42.440 --> 00:06:45.560]   And then there's the red areas on this map,
[00:06:45.560 --> 00:06:51.080]   and the red areas are where unreached people live.
[00:06:51.080 --> 00:06:55.560]   And what that word "unreached" means is not just lost.
[00:06:55.560 --> 00:06:58.120]   It's not just that they are sinners
[00:06:58.120 --> 00:07:02.200]   who are separated from God by their sin.
