
[00:00:00.000 --> 00:00:02.660]   (phone ringing)
[00:00:02.660 --> 00:00:03.640]   (phone dialing)
[00:00:03.640 --> 00:00:06.440]   - You have seven unheard messages.
[00:00:06.440 --> 00:00:08.120]   - Hey, sorry I haven't texted.
[00:00:08.120 --> 00:00:11.200]   I'm just not really sure what I'm feeling right now.
[00:00:11.200 --> 00:00:14.320]   - Hey yo Danny, where you at bro?
[00:00:14.320 --> 00:00:16.120]   I'll see you soon, all right?
[00:00:16.120 --> 00:00:18.240]   - Hey, so I have moved on,
[00:00:18.240 --> 00:00:19.600]   but I feel like the Lord keeps putting you back
[00:00:19.600 --> 00:00:20.880]   on my heart for a reason.
[00:00:20.880 --> 00:00:22.520]   So please call me back.
[00:00:22.520 --> 00:00:24.880]   - Hey bro, hey, I know you're going through it right now,
[00:00:24.880 --> 00:00:28.200]   but listen, I found another girl at the farmer's market now.
[00:00:28.200 --> 00:00:30.360]   She's not a farmer, but she is on the market.
[00:00:30.360 --> 00:00:33.120]   Okay, so hit me back, love you bro.
[00:00:33.120 --> 00:00:35.880]   - No, I'm sure this is the right number,
[00:00:35.880 --> 00:00:37.800]   but last night was a mistake.
[00:00:37.800 --> 00:00:40.720]   I was just hoping we could keep that between us.
[00:00:40.720 --> 00:00:41.920]   - Hey, just wanted to say,
[00:00:41.920 --> 00:00:43.720]   I don't think I can make it tonight.
[00:00:43.720 --> 00:00:48.040]   Yeah, I've just been thinking about us a lot lately
[00:00:48.040 --> 00:00:50.480]   and we need to talk.
[00:00:50.480 --> 00:00:56.480]   (audience cheering)
[00:00:57.480 --> 00:00:59.280]   - Porsch, how we doing?
[00:00:59.280 --> 00:01:01.040]   We doing okay tonight?
[00:01:01.040 --> 00:01:02.920]   It's great to see you.
[00:01:02.920 --> 00:01:04.240]   You're here for a good one.
[00:01:04.240 --> 00:01:05.960]   We're really excited for where we're going
[00:01:05.960 --> 00:01:07.640]   over the course of the evening.
[00:01:07.640 --> 00:01:09.080]   So thanks for making the time to be here.
[00:01:09.080 --> 00:01:11.360]   Dallas, love that you're in the room as always.
[00:01:11.360 --> 00:01:13.080]   We never take that for granted,
[00:01:13.080 --> 00:01:15.240]   but special shout out also to everyone
[00:01:15.240 --> 00:01:17.640]   that's tuning in online.
[00:01:17.640 --> 00:01:20.040]   We love everyone that would choose to give us
[00:01:20.040 --> 00:01:22.480]   a little moment of their evening to be a part
[00:01:22.480 --> 00:01:25.120]   of what God is doing in this room and rooms all over,
[00:01:25.120 --> 00:01:27.280]   particularly our Porsch Live locations.
[00:01:27.280 --> 00:01:29.680]   Shout out Porsch Live, Greater Lafayette, Fresno,
[00:01:29.680 --> 00:01:30.520]   and Scottsdale.
[00:01:30.520 --> 00:01:33.280]   We all give it up for everybody tuning in online right now.
[00:01:33.280 --> 00:01:39.000]   Well, hey, if you were to survey my college roommates
[00:01:39.000 --> 00:01:43.360]   and myself, what you would find is we had a lot in common.
[00:01:43.360 --> 00:01:44.920]   You see, we were all business majors
[00:01:44.920 --> 00:01:46.800]   and we were serving in the same organizations.
[00:01:46.800 --> 00:01:48.160]   There we go.
[00:01:48.160 --> 00:01:50.800]   We all played sports in high school,
[00:01:50.800 --> 00:01:52.840]   which meant we were overly competitive in college
[00:01:52.840 --> 00:01:55.080]   and well past our prime at that point.
[00:01:55.080 --> 00:01:56.600]   But it didn't slow us down.
[00:01:56.600 --> 00:01:57.960]   We were all followers of Jesus.
[00:01:57.960 --> 00:02:01.400]   Like we loved reading his word and engaging with his people
[00:02:01.400 --> 00:02:04.440]   and doing the best that we could to be faithful to him.
[00:02:04.440 --> 00:02:06.920]   And we were single,
[00:02:06.920 --> 00:02:09.040]   meaning that we knew little to nothing
[00:02:09.040 --> 00:02:10.480]   about the opposite sex.
[00:02:10.480 --> 00:02:13.080]   And yet, even though we were single,
[00:02:13.080 --> 00:02:15.040]   we were like-minded in the sense that
[00:02:15.040 --> 00:02:17.520]   we really wanted to find love.
[00:02:17.520 --> 00:02:19.040]   So over the course of our college career,
[00:02:19.040 --> 00:02:20.760]   we all had our fair share of attempts.
[00:02:20.760 --> 00:02:23.740]   We took our shots and we miserably failed
[00:02:23.740 --> 00:02:26.040]   over the course of our four-year experience.
[00:02:26.040 --> 00:02:28.560]   You see, we had so much in common,
[00:02:28.560 --> 00:02:31.040]   but the minute you injected us with a little bit of love,
[00:02:31.040 --> 00:02:34.560]   we found is we did really dumb things.
[00:02:34.560 --> 00:02:36.760]   We all went a variety of directions
[00:02:36.760 --> 00:02:39.720]   because love makes people crazy.
[00:02:39.720 --> 00:02:41.300]   So just to give you some perspective,
[00:02:41.300 --> 00:02:43.640]   maybe you'll relate to some of this.
[00:02:43.640 --> 00:02:47.280]   One of my roommates, he was the hometown heartthrob.
[00:02:47.280 --> 00:02:50.480]   Like the guy, he looked good, he smelled good,
[00:02:50.480 --> 00:02:51.480]   he had great hair.
[00:02:51.480 --> 00:02:53.080]   That's not weird, I shared a bathroom with him.
[00:02:53.080 --> 00:02:57.260]   We, he had straight, perfectly white teeth.
[00:02:57.260 --> 00:02:59.780]   He was an athletic guy, built real well.
[00:02:59.780 --> 00:03:01.600]   There was not a girl that he would ask on a date
[00:03:01.600 --> 00:03:03.000]   that would not say no to him
[00:03:03.000 --> 00:03:04.920]   because, hey, he was worth a shot.
[00:03:04.920 --> 00:03:08.080]   And yet, he was a hopeless romantic.
[00:03:08.080 --> 00:03:09.380]   He didn't play the field much
[00:03:09.380 --> 00:03:12.300]   because he had an ideal that he wanted to find.
[00:03:12.300 --> 00:03:16.880]   So he didn't fall often, but when he fell,
[00:03:16.880 --> 00:03:18.160]   he fell very hard.
[00:03:18.160 --> 00:03:19.480]   You know this guy.
[00:03:19.480 --> 00:03:20.620]   Another one of my roommates.
[00:03:20.620 --> 00:03:24.320]   He was the perennial date party favorite.
[00:03:24.320 --> 00:03:27.080]   He was the guy that girls loved to take to date parties
[00:03:27.080 --> 00:03:29.580]   because he had the most disarming personality
[00:03:29.580 --> 00:03:31.000]   and they just had an incredible time.
[00:03:31.000 --> 00:03:33.400]   It was such a blast always having him with them.
[00:03:33.400 --> 00:03:36.920]   And yet, nothing ever really materialized from that evening.
[00:03:36.920 --> 00:03:40.140]   The reason why is because he's a pretty chill kind of guy.
[00:03:40.140 --> 00:03:42.280]   Romance never really rocked him much.
[00:03:42.280 --> 00:03:45.360]   Another roommate of mine, well, he was clueless.
[00:03:45.360 --> 00:03:48.440]   So clueless, in fact, that he found himself
[00:03:48.440 --> 00:03:51.240]   stringing along not one, but two girls at the same night,
[00:03:51.240 --> 00:03:54.000]   completely unbeknownst to him.
[00:03:54.000 --> 00:03:57.000]   He didn't realize that they were bringing baked goods,
[00:03:57.000 --> 00:03:58.500]   cookies and brownies and muffins
[00:03:58.500 --> 00:03:59.640]   as a sign of their affection.
[00:03:59.640 --> 00:04:01.280]   He just thought that they were being friendly,
[00:04:01.280 --> 00:04:02.920]   but they had a very different perspective
[00:04:02.920 --> 00:04:04.680]   on it all together.
[00:04:04.680 --> 00:04:08.840]   The fourth of my roommates, he was the classic party guy.
[00:04:08.840 --> 00:04:12.200]   Like he never took anything seriously except his grades,
[00:04:12.200 --> 00:04:14.960]   meaning he never took a dating relationship serious,
[00:04:14.960 --> 00:04:17.500]   but for some reason, he was the one that figured it out
[00:04:17.500 --> 00:04:18.880]   because lo and behold, one day we looked up
[00:04:18.880 --> 00:04:20.160]   and he was in a relationship.
[00:04:20.160 --> 00:04:21.600]   And then there was me.
[00:04:21.600 --> 00:04:25.080]   And I was confusing, to say the least,
[00:04:25.080 --> 00:04:27.480]   probably because I was confused.
[00:04:27.480 --> 00:04:29.400]   I had commitment issues.
[00:04:29.400 --> 00:04:30.960]   My heart would tell me one thing,
[00:04:30.960 --> 00:04:34.000]   but my mind would tell me something different.
[00:04:34.000 --> 00:04:37.040]   You see, when you injected us with love,
[00:04:37.040 --> 00:04:40.200]   what we realized is we were a dizzying array
[00:04:40.200 --> 00:04:42.160]   of different directions.
[00:04:42.160 --> 00:04:44.120]   And yet, we all wanted it.
[00:04:44.120 --> 00:04:47.620]   What was wild is we were a reliable group of dudes.
[00:04:47.620 --> 00:04:49.540]   We were consistently kind to people.
[00:04:49.540 --> 00:04:52.060]   We were trustworthy with our word.
[00:04:52.060 --> 00:04:54.800]   We tried to move with an honorable approach
[00:04:54.800 --> 00:04:55.740]   towards other people.
[00:04:55.740 --> 00:04:59.700]   And yet, the minute we found ourselves falling,
[00:04:59.700 --> 00:05:02.940]   we started crushing or catching feelings.
[00:05:02.940 --> 00:05:04.740]   We were anything but predictable.
[00:05:04.740 --> 00:05:06.620]   Sound like anybody you know?
[00:05:06.620 --> 00:05:11.020]   You see, love has a polarizing and powerful effect
[00:05:11.020 --> 00:05:12.780]   on the lives of people.
[00:05:12.780 --> 00:05:16.080]   In this room alone, there are dozens of different reactions
[00:05:16.080 --> 00:05:17.800]   to just the screen behind me.
[00:05:17.800 --> 00:05:19.520]   You hear that we're in a dating series,
[00:05:19.520 --> 00:05:22.040]   and some of you, you rolled up tonight because of it,
[00:05:22.040 --> 00:05:24.520]   that you cannot wait for what's coming in the weeks ahead.
[00:05:24.520 --> 00:05:25.740]   You've already blocked off your calendar
[00:05:25.740 --> 00:05:27.040]   because you don't know where we're going,
[00:05:27.040 --> 00:05:28.200]   but you wanna be here for every single week.
[00:05:28.200 --> 00:05:30.280]   And yet, some of you, you did not roll up because of it.
[00:05:30.280 --> 00:05:31.120]   You rolled your eyes
[00:05:31.120 --> 00:05:34.240]   because it's just another dating series at the porch.
[00:05:34.240 --> 00:05:36.520]   Others of you, you get the idea of,
[00:05:36.520 --> 00:05:38.600]   man, I identify with that hopeless romantic.
[00:05:38.600 --> 00:05:40.520]   I'm hoping that I can find the perfect person.
[00:05:40.520 --> 00:05:41.520]   Maybe they're down the aisle.
[00:05:41.520 --> 00:05:43.360]   While others of you are not hopelessly romantic,
[00:05:43.360 --> 00:05:45.460]   you're cautiously optimistic.
[00:05:45.460 --> 00:05:47.360]   Maybe there's something over the course of these weeks
[00:05:47.360 --> 00:05:50.600]   that you'll learn that you have not known before.
[00:05:50.600 --> 00:05:54.640]   Regardless of where you fall within the spectrum
[00:05:54.640 --> 00:05:58.640]   on romantic relationships or finding love,
[00:05:58.640 --> 00:06:03.640]   we all go a different and dizzying direction
[00:06:03.640 --> 00:06:08.240]   whenever it comes to this specific topic.
[00:06:08.240 --> 00:06:11.480]   Some of you, you adopt traditional relationships.
[00:06:11.480 --> 00:06:14.160]   Others, you move into polyamorous dating.
[00:06:14.160 --> 00:06:18.280]   Some of you, you're deep-liking somebody at the office,
[00:06:18.280 --> 00:06:20.920]   while others are sitting in a situation ship
[00:06:20.920 --> 00:06:22.280]   where you're reaping all the benefits,
[00:06:22.280 --> 00:06:24.420]   but you're not actually making any of the commitment.
[00:06:24.420 --> 00:06:25.560]   Others, you've downloaded
[00:06:25.560 --> 00:06:27.400]   whatever dating app there is this month,
[00:06:27.400 --> 00:06:29.000]   and you're scrolling your way along,
[00:06:29.000 --> 00:06:30.400]   trying to filter out who will
[00:06:30.400 --> 00:06:32.440]   and who will not earn your affection.
[00:06:32.440 --> 00:06:35.180]   We go a smattering of different ways
[00:06:35.180 --> 00:06:36.240]   when this thing comes up.
[00:06:36.240 --> 00:06:40.200]   And yet, the truth is,
[00:06:40.200 --> 00:06:43.400]   we all have an intrinsic longing for this thing.
[00:06:43.400 --> 00:06:47.260]   You are like me and my roommates from school.
[00:06:47.260 --> 00:06:53.840]   And so this series is meant to be a service to you.
[00:06:53.840 --> 00:06:55.040]   I'll be really clear.
[00:06:55.040 --> 00:06:56.360]   I'm not diving into this
[00:06:56.360 --> 00:06:58.840]   because I just want to generate a bunch of likes
[00:06:58.840 --> 00:07:00.880]   or clicks or approval.
[00:07:00.880 --> 00:07:01.720]   That's not our desire.
[00:07:01.720 --> 00:07:03.360]   We genuinely want to be helpful
[00:07:03.360 --> 00:07:04.640]   over the course of this series.
[00:07:04.640 --> 00:07:06.160]   And we think the way that we've crafted it,
[00:07:06.160 --> 00:07:08.440]   will be so for you.
[00:07:08.440 --> 00:07:11.480]   We know that people want to find relationships.
[00:07:11.480 --> 00:07:15.220]   There's a deep desire within you individually,
[00:07:15.220 --> 00:07:17.700]   more than likely to find love,
[00:07:17.700 --> 00:07:20.400]   no different than ourselves.
[00:07:20.400 --> 00:07:21.280]   And the reason I know that
[00:07:21.280 --> 00:07:22.760]   is because the statistics back it up.
[00:07:22.760 --> 00:07:24.680]   I'm not going to bore you with a bunch of research.
[00:07:24.680 --> 00:07:26.640]   Trust me, I have done it.
[00:07:26.640 --> 00:07:28.640]   I did not want to stand on this stage
[00:07:28.640 --> 00:07:30.080]   and talk about this topic
[00:07:30.080 --> 00:07:32.720]   and not have any credibility in the conversation,
[00:07:32.720 --> 00:07:35.360]   but to spare you all of the data,
[00:07:35.360 --> 00:07:36.960]   I'll share a couple of things,
[00:07:36.960 --> 00:07:38.160]   just so you know,
[00:07:38.160 --> 00:07:40.880]   this is something we broadly want together.
[00:07:40.880 --> 00:07:43.080]   You see one survey found,
[00:07:43.080 --> 00:07:46.360]   that within young adults, 85% believe,
[00:07:46.360 --> 00:07:49.740]   I don't need a long-term relationship
[00:07:49.740 --> 00:07:51.440]   to find fulfillment in my life.
[00:07:51.440 --> 00:07:52.440]   I don't need that.
[00:07:52.440 --> 00:07:55.240]   85%, that's like the majority of this room.
[00:07:55.240 --> 00:07:58.680]   And yet within that same survey, 83%.
[00:07:58.680 --> 00:08:01.040]   So virtually the exact same number said,
[00:08:01.040 --> 00:08:01.880]   you know what?
[00:08:01.880 --> 00:08:04.580]   I do anticipate tying the knot at some point in my future.
[00:08:05.420 --> 00:08:07.100]   That feels wildly confusing.
[00:08:07.100 --> 00:08:08.680]   What are we saying when we read that survey?
[00:08:08.680 --> 00:08:10.060]   What we realize is people are saying,
[00:08:10.060 --> 00:08:10.900]   you know what?
[00:08:10.900 --> 00:08:12.740]   I don't need love,
[00:08:12.740 --> 00:08:13.900]   but it sure would be nice to snuggle up
[00:08:13.900 --> 00:08:14.740]   to someone every single night
[00:08:14.740 --> 00:08:16.620]   and spend the rest of my life with them.
[00:08:16.620 --> 00:08:22.260]   Another survey told us, according to Tinder,
[00:08:22.260 --> 00:08:24.260]   which is the most downloaded dating app
[00:08:24.260 --> 00:08:25.340]   among young adults,
[00:08:25.340 --> 00:08:29.180]   that Gen Z signaled within their relationship goals
[00:08:29.180 --> 00:08:30.600]   on their profile,
[00:08:30.600 --> 00:08:32.980]   more than any other intent,
[00:08:32.980 --> 00:08:35.580]   that they wanted long-term relationships.
[00:08:35.580 --> 00:08:36.820]   Why is that surprising?
[00:08:36.820 --> 00:08:39.120]   Because Tinder's not the place
[00:08:39.120 --> 00:08:40.980]   where you look for long-term relationships.
[00:08:40.980 --> 00:08:43.060]   Like their interface is all about hot or not, right?
[00:08:43.060 --> 00:08:45.220]   Like you swipe depending upon what they look like
[00:08:45.220 --> 00:08:46.500]   and what their first line is.
[00:08:46.500 --> 00:08:48.480]   It is not the place to look for long-term relationships.
[00:08:48.480 --> 00:08:51.220]   And yet even people on Tinder are saying,
[00:08:51.220 --> 00:08:52.860]   no, that's what I want,
[00:08:52.860 --> 00:08:55.380]   to bring it outside of the world and into this room.
[00:08:55.380 --> 00:08:56.980]   We surveyed you.
[00:08:56.980 --> 00:08:59.540]   And what we realized is that 70% of you
[00:08:59.540 --> 00:09:01.180]   identified as single.
[00:09:02.060 --> 00:09:03.060]   Not to out you like that,
[00:09:03.060 --> 00:09:04.340]   I don't know how it leaves you feeling,
[00:09:04.340 --> 00:09:06.940]   but what you need to know is that you also said
[00:09:06.940 --> 00:09:09.620]   the one serious topic we want to learn about
[00:09:09.620 --> 00:09:12.140]   is we want to learn about romance in relationships.
[00:09:12.140 --> 00:09:13.260]   Which you put those things together
[00:09:13.260 --> 00:09:16.220]   and what you realize is I'm single and I want love.
[00:09:16.220 --> 00:09:19.380]   Help me figure out the way forward on this.
