
[00:00:00.000 --> 00:00:02.760]   (birds chirping)
[00:00:02.760 --> 00:00:08.520]   (soft music)
[00:00:08.520 --> 00:00:13.880]   (phone buzzing)
[00:00:13.880 --> 00:00:20.020]   - Here are 10 tips and tricks to improve your mental health.
[00:00:20.020 --> 00:00:21.820]   - You gotta be willing to go all in.
[00:00:21.820 --> 00:00:24.820]   - The perfect morning routine to have the best day of your life.
[00:00:24.820 --> 00:00:26.780]   - Got the hits for you right here.
[00:00:26.780 --> 00:00:29.200]   - Looks like traffic's gonna be backed up this time.
[00:00:29.200 --> 00:00:31.860]   (phone ringing)
[00:00:31.860 --> 00:00:39.240]   (soft music)
[00:00:39.240 --> 00:00:56.040]   - All right, well, Porch, how we doing tonight?
[00:00:56.040 --> 00:00:56.880]   We doing okay?
[00:00:56.880 --> 00:00:57.760]   (audience cheering)
[00:00:57.760 --> 00:00:59.100]   It's great to see ya.
[00:00:59.100 --> 00:01:00.800]   Thanks for being here as always.
[00:01:00.800 --> 00:01:02.180]   It's wild to think like, man,
[00:01:02.180 --> 00:01:04.280]   we've only got two weeks left
[00:01:04.280 --> 00:01:07.740]   of regular Porch gatherings here in 2025,
[00:01:07.740 --> 00:01:09.840]   but man, I'm glad you're here this week.
[00:01:09.840 --> 00:01:10.800]   We've got next week.
[00:01:10.800 --> 00:01:13.280]   I think God has really big things in store.
[00:01:13.280 --> 00:01:15.240]   And then Christmas at the Porch is gonna be amazing too.
[00:01:15.240 --> 00:01:19.520]   So thanks for making time to be here with us in Dallas, Texas.
[00:01:19.520 --> 00:01:20.960]   We love what God's doing amongst young adults
[00:01:20.960 --> 00:01:22.160]   here in our city,
[00:01:22.160 --> 00:01:23.680]   but we also love what he's doing
[00:01:23.680 --> 00:01:26.240]   in the lives of young adults all over the nation.
[00:01:26.240 --> 00:01:27.880]   I know that you don't get to see it,
[00:01:27.880 --> 00:01:32.200]   but man, we get correspondence from different people
[00:01:32.200 --> 00:01:33.760]   and particularly our Porch Live locations
[00:01:33.760 --> 00:01:36.480]   where God is doing a similar work there
[00:01:36.480 --> 00:01:37.440]   that he's doing here.
[00:01:37.440 --> 00:01:40.080]   And that is an amazing thing to see.
[00:01:40.080 --> 00:01:42.840]   Special shout out to our Porch Live locations,
[00:01:42.840 --> 00:01:45.300]   Midland, Wheaton, Boise, specifically.
[00:01:45.300 --> 00:01:46.900]   We love you guys.
[00:01:46.900 --> 00:01:48.960]   And we hope to track with what God's gonna do
[00:01:48.960 --> 00:01:52.880]   the next two weeks, as well as in the future.
[00:01:52.880 --> 00:01:56.740]   Well, I remember I was nine years old
[00:01:56.740 --> 00:02:00.520]   when I encountered insecurity for the very first time.
[00:02:00.520 --> 00:02:02.880]   At least that's the first time that I can remember it.
[00:02:02.880 --> 00:02:07.240]   I was running for a fourth grade class representative.
[00:02:07.240 --> 00:02:10.800]   And after making posters that said,
[00:02:10.800 --> 00:02:13.220]   "Vote for Kylan, you'll be smiling."
[00:02:13.220 --> 00:02:19.040]   I came up short of actually winning.
[00:02:19.040 --> 00:02:22.040]   I came up in second place.
[00:02:22.040 --> 00:02:25.480]   Fast forward from there to my senior year of high school.
[00:02:25.480 --> 00:02:28.740]   I remember I'd put my campaign woes behind me
[00:02:28.740 --> 00:02:30.700]   and I decided in this moment
[00:02:30.700 --> 00:02:32.900]   to run for student council president.
[00:02:32.900 --> 00:02:34.540]   And I was doing so against one of my best friends.
[00:02:34.540 --> 00:02:36.800]   So I thought to myself, "Hey, it'll be great.
[00:02:36.800 --> 00:02:38.520]   "They'll win, I'll win, it doesn't matter.
[00:02:38.520 --> 00:02:39.540]   "Either one of us will go."
[00:02:39.540 --> 00:02:41.480]   But I knew deep down I really wanted this thing.
[00:02:41.480 --> 00:02:45.240]   And so I felt well-positioned to serve the people
[00:02:45.240 --> 00:02:47.420]   and to be voted in by those people.
[00:02:47.420 --> 00:02:50.100]   Because at that point I was on the football team.
[00:02:50.100 --> 00:02:52.540]   Like I was a leader amongst my peers.
[00:02:52.540 --> 00:02:55.160]   I knew that I was genuinely well-liked
[00:02:55.160 --> 00:02:56.400]   amongst people around me.
[00:02:56.400 --> 00:02:58.400]   I was destined for Texas A&M.
[00:02:58.400 --> 00:03:03.400]   And despite it all, once the ballots were tallied,
[00:03:03.400 --> 00:03:09.520]   I found that I again came in second place.
[00:03:09.520 --> 00:03:12.760]   And I was not sufficient to serve my friends
[00:03:12.760 --> 00:03:13.880]   the way that I wanted.
[00:03:13.880 --> 00:03:17.440]   I looked at myself and I had no posters to blame any longer.
[00:03:17.440 --> 00:03:20.680]   Now it just felt as if I wasn't good enough.
[00:03:20.680 --> 00:03:21.640]   Fast forward from there,
[00:03:21.640 --> 00:03:23.260]   I did end up going to Texas A&M.
[00:03:23.260 --> 00:03:24.260]   And as I was at Texas A&M,
[00:03:24.260 --> 00:03:29.260]   I got to serve for a campus ministry that I genuinely loved.
[00:03:29.260 --> 00:03:33.300]   Like this was something so unexpected for me.
[00:03:33.300 --> 00:03:35.860]   And yet when I got there and I found myself enrolled
[00:03:35.860 --> 00:03:38.620]   as one of their volunteers, it was the best experience.
[00:03:38.620 --> 00:03:41.140]   Like I met Jesus for the first time.
[00:03:41.140 --> 00:03:44.040]   And I genuinely, I fell in love with the scriptures.
[00:03:44.040 --> 00:03:46.300]   I was getting the chance to serve my peers.
[00:03:46.300 --> 00:03:48.060]   And as I was doing all this,
[00:03:48.060 --> 00:03:50.300]   an opportunity came my senior year of college
[00:03:50.300 --> 00:03:52.620]   to step into a potential leadership role
[00:03:52.620 --> 00:03:54.860]   because a vacancy had finally come open.
[00:03:54.860 --> 00:03:57.420]   And it was a dream of mine to step into that position,
[00:03:57.420 --> 00:04:00.620]   serve the students of our campus.
[00:04:00.620 --> 00:04:02.540]   And yet you didn't get to apply
[00:04:02.540 --> 00:04:03.800]   for these leadership positions.
[00:04:03.800 --> 00:04:05.540]   Instead, the staff would come along,
[00:04:05.540 --> 00:04:06.380]   they would tap you on the shoulder
[00:04:06.380 --> 00:04:08.780]   and they'd pull you in and appoint you to position.
[00:04:08.780 --> 00:04:11.180]   And so I was praying that they would do it with me,
[00:04:11.180 --> 00:04:12.740]   but they didn't.
[00:04:12.740 --> 00:04:15.560]   Instead, they selected somebody different
[00:04:15.560 --> 00:04:17.020]   from a different team altogether
[00:04:17.020 --> 00:04:20.700]   because they estimated that there were no suitable leaders
[00:04:20.700 --> 00:04:21.720]   on our team.
[00:04:21.720 --> 00:04:23.940]   And I wouldn't hurt.
[00:04:23.940 --> 00:04:26.780]   And then after I graduated,
[00:04:26.780 --> 00:04:29.540]   I found myself working my first full-time job.
[00:04:29.540 --> 00:04:31.180]   It was in a company that I really loved
[00:04:31.180 --> 00:04:32.880]   amongst the people that I really loved.
[00:04:32.880 --> 00:04:35.540]   They were young and they were innovative and ambitious.
[00:04:35.540 --> 00:04:36.380]   They were the kind of people
[00:04:36.380 --> 00:04:38.180]   that I wanted to be associated with.
[00:04:38.180 --> 00:04:40.860]   And I liked my job, but there was a new job coming open.
[00:04:40.860 --> 00:04:42.260]   I was like, man, I've got to hop into that thing
[00:04:42.260 --> 00:04:44.100]   because that is the kind of position
[00:04:44.100 --> 00:04:46.860]   where I could really see myself sitting and staying a while.
[00:04:46.860 --> 00:04:48.820]   I could drop roots, I could cement
[00:04:48.820 --> 00:04:52.980]   sort of a type of experience in this corporate environment
[00:04:52.980 --> 00:04:54.700]   that will last the test of time.
[00:04:54.700 --> 00:04:56.380]   And so I put my application in
[00:04:56.380 --> 00:04:58.100]   and I went through the entire interview process,
[00:04:58.100 --> 00:05:00.000]   one, two, three interviews,
[00:05:00.000 --> 00:05:04.220]   and naturally I came up second.
[00:05:04.220 --> 00:05:07.840]   Again, they went with someone different, someone unexpected.
[00:05:07.840 --> 00:05:11.520]   And yet, though I wanted to be there so badly,
[00:05:11.520 --> 00:05:12.460]   in that moment for me,
[00:05:12.460 --> 00:05:14.700]   it felt like they didn't want me to be there
[00:05:15.800 --> 00:05:19.260]   nearly as badly in response.
[00:05:19.260 --> 00:05:25.180]   Insecurity is a really big part of my story.
[00:05:25.180 --> 00:05:27.560]   And I could go on, but I tell you that
[00:05:27.560 --> 00:05:31.540]   because I think some of these moments in my life
[00:05:31.540 --> 00:05:34.160]   are reflective of some of the moments in this room.
[00:05:34.160 --> 00:05:37.700]   Like you have experienced your own insecurities
[00:05:37.700 --> 00:05:41.760]   because it is extremely prevalent in the lives of people,
[00:05:41.760 --> 00:05:44.420]   but particularly young adults.
[00:05:44.420 --> 00:05:46.040]   Like you think about yourself
[00:05:46.040 --> 00:05:48.680]   and you assess yourself in comparison to others
[00:05:48.680 --> 00:05:50.720]   and you find yourself insecure,
[00:05:50.720 --> 00:05:53.460]   insecure in the things that you have or have not achieved,
[00:05:53.460 --> 00:05:55.680]   insecure in the way that you do look,
[00:05:55.680 --> 00:05:58.140]   insecure in the eyes of your heroes
[00:05:58.140 --> 00:06:00.140]   and not measuring up to what they would want,
[00:06:00.140 --> 00:06:03.340]   insecure at the possibility of failure.
[00:06:03.340 --> 00:06:04.900]   And because you feel this way,
[00:06:04.900 --> 00:06:08.000]   what ends up happening is you change yourself.
[00:06:08.000 --> 00:06:10.300]   You look at yourself and deem yourself insufficient.
[00:06:10.300 --> 00:06:12.260]   And so you start to contort your identity
[00:06:12.260 --> 00:06:14.500]   to become more than you actually are.
[00:06:14.500 --> 00:06:16.200]   And so you go from being insecure
[00:06:16.200 --> 00:06:19.000]   to now becoming an imposter, which isn't just some of us,
[00:06:19.000 --> 00:06:20.240]   it's a lot of us.
[00:06:20.240 --> 00:06:22.540]   According to the American Psychological Association,
[00:06:22.540 --> 00:06:27.540]   82% of adults report facing feelings of imposter syndrome.
[00:06:27.540 --> 00:06:30.560]   What's imposter syndrome?
[00:06:30.560 --> 00:06:33.980]   It's feeling like a fraud, like a phony, like a total sham.
[00:06:33.980 --> 00:06:36.540]   Like you're sitting in rooms you're not supposed to be in,
[00:06:36.540 --> 00:06:40.160]   doing things that you feel totally inadequate to be doing.
[00:06:40.160 --> 00:06:41.940]   You're acting like something that you're not
[00:06:41.940 --> 00:06:45.100]   just because you feel the real you isn't actually enough.
[00:06:45.100 --> 00:06:46.700]   And so what you do is you think,
[00:06:46.700 --> 00:06:48.020]   no, I need to be someone smarter.
[00:06:48.020 --> 00:06:49.260]   I need to be someone sharper.
[00:06:49.260 --> 00:06:50.240]   I need to be someone stronger.
[00:06:50.240 --> 00:06:51.100]   I need to be someone prettier.
[00:06:51.100 --> 00:06:52.220]   I need to be someone wittier.
[00:06:52.220 --> 00:06:53.300]   I need to be someone better.
[00:06:53.300 --> 00:06:54.580]   I need to be someone impressive.
[00:06:54.580 --> 00:06:58.060]   Or like you think to yourself, I'm not sufficient.
[00:06:58.060 --> 00:07:01.200]   And so let me add to myself whatever it is I'm lacking
[00:07:01.200 --> 00:07:02.720]   so that way I can be.
[00:07:02.720 --> 00:07:07.020]   And the repercussions of it are really damaging.
[00:07:07.020 --> 00:07:11.220]   I remember I had a friend in high school.
[00:07:11.220 --> 00:07:12.860]   It was an awesome guy,
[00:07:12.860 --> 00:07:15.220]   but he would change the way he talked
[00:07:15.220 --> 00:07:17.420]   depending upon the people that he was with.
[00:07:17.420 --> 00:07:18.260]   You've got friends like this.
[00:07:18.260 --> 00:07:19.500]   Some of them are sitting in this room.
[00:07:19.500 --> 00:07:21.420]   Like whenever he was in the locker room with the boys,
[00:07:21.420 --> 00:07:22.920]   he cussed like a sailor.
[00:07:22.920 --> 00:07:25.300]   Whenever he was in classroom with our teachers,
[00:07:25.300 --> 00:07:26.880]   he had the best manners.
[00:07:26.880 --> 00:07:28.700]   Whenever he was talking to a girl,
[00:07:28.700 --> 00:07:30.340]   he was the smoothest guy around.
[00:07:30.340 --> 00:07:32.580]   Like he would adjust the way he spoke
[00:07:32.580 --> 00:07:34.500]   depending upon the crowd that he was with.
[00:07:34.500 --> 00:07:36.620]   And so one day I just asked him, I was like,
[00:07:36.620 --> 00:07:38.260]   hey, why do you do that?
[00:07:40.340 --> 00:07:43.740]   And he said something that I thought was really profound.
[00:07:43.740 --> 00:07:46.940]   He was like, people don't want the real me.
[00:07:46.940 --> 00:07:49.540]   They want their version of me.
[00:07:49.540 --> 00:07:54.020]   And at just 18 years old, from the mouths of babes,
[00:07:54.020 --> 00:07:57.860]   like he said something that it just resonated deeply
[00:07:57.860 --> 00:07:59.400]   and it felt so very sad.
[00:07:59.400 --> 00:08:01.700]   And as true as it was then,
[00:08:01.700 --> 00:08:05.980]   I think that that is still true for many of us today.
[00:08:05.980 --> 00:08:07.740]   Now, let me be really clear.
[00:08:08.700 --> 00:08:11.820]   When I talk to you about changing things about yourself,
[00:08:11.820 --> 00:08:14.180]   I'm not saying that every time you change
[00:08:14.180 --> 00:08:15.080]   something about yourself,
[00:08:15.080 --> 00:08:17.180]   you're trying to make up for some deficiency.
[00:08:17.180 --> 00:08:19.620]   You feel that everything you adapt
