
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:21.200]   - We did a survey a couple of weeks ago,
[00:00:21.200 --> 00:00:23.640]   and thank you for all of you who filled that out
[00:00:23.640 --> 00:00:25.560]   with super valuable data to us.
[00:00:25.560 --> 00:00:28.880]   Anytime you can help us know how better to connect with you
[00:00:28.880 --> 00:00:33.200]   or how better to teach or any of the topics to cover.
[00:00:33.200 --> 00:00:35.160]   And one of the questions we asked was,
[00:00:35.160 --> 00:00:38.800]   what topic would you most like to hear about,
[00:00:38.800 --> 00:00:40.200]   or do you think is most relevant
[00:00:40.200 --> 00:00:41.760]   to the circumstances you're in?
[00:00:41.760 --> 00:00:44.260]   And it was unanimous.
[00:00:44.260 --> 00:00:47.140]   There was one topic that was way ahead of all the rest.
[00:00:47.140 --> 00:00:48.940]   Anyone wanna take guess what it was?
[00:00:48.940 --> 00:00:51.440]   Dating? It wasn't dating.
[00:00:51.440 --> 00:00:52.980]   You'd think so.
[00:00:52.980 --> 00:00:53.820]   Any other?
[00:00:53.820 --> 00:00:56.520]   Peace, okay, yeah.
[00:00:56.520 --> 00:00:58.360]   It was anxiety and worry.
[00:00:58.360 --> 00:01:01.700]   The topic of anxiety and worry was significantly above
[00:01:01.700 --> 00:01:04.200]   even dating and every other topic.
[00:01:04.200 --> 00:01:06.880]   And so we have a very anxious group in our midst.
[00:01:06.880 --> 00:01:09.440]   And so tonight we're gonna cover the topic
[00:01:09.440 --> 00:01:14.440]   of missing out on peace or anxiety and worry.
[00:01:14.440 --> 00:01:18.120]   And worry, according to Webster's Dictionary,
[00:01:18.120 --> 00:01:23.120]   is a state of anxiety resulting from uncertainty
[00:01:23.120 --> 00:01:24.800]   over actual or potential problems.
[00:01:24.800 --> 00:01:25.720]   So we probably all know this,
[00:01:25.720 --> 00:01:27.680]   but worry is I'm looking into the future
[00:01:27.680 --> 00:01:30.320]   and I'm getting anxious and emotional response in me
[00:01:30.320 --> 00:01:33.200]   as I look at what may happen or what could happen,
[00:01:33.200 --> 00:01:35.780]   what I fear happening.
[00:01:35.780 --> 00:01:38.240]   And I have struggled with anxiety
[00:01:38.240 --> 00:01:40.200]   at different periods inside of my life.
[00:01:40.200 --> 00:01:44.960]   And one of the more kind of blatant ones
[00:01:44.960 --> 00:01:46.680]   will kind of set us up for where we're going.
[00:01:46.680 --> 00:01:51.040]   It was, I was preparing for my honeymoon
[00:01:51.040 --> 00:01:52.760]   and I had planned everything out.
[00:01:52.760 --> 00:01:54.120]   I had picked a spot.
[00:01:54.120 --> 00:01:57.280]   I was getting married and I was gonna take my then wife
[00:01:57.280 --> 00:02:00.880]   or my new wife to this really secluded,
[00:02:00.880 --> 00:02:05.000]   incredible boutique resort place for eight days.
[00:02:05.000 --> 00:02:08.520]   And she's all about relaxing and laying out by the beach.
[00:02:08.520 --> 00:02:09.460]   And so this was gonna be great.
[00:02:09.460 --> 00:02:12.600]   So I broke the bank, kind of went all in on this thing
[00:02:12.600 --> 00:02:15.380]   and got ready for this honeymoon.
[00:02:15.380 --> 00:02:18.120]   And the day before we were supposed to leave,
[00:02:18.120 --> 00:02:19.560]   so we got married on a Saturday
[00:02:19.560 --> 00:02:20.720]   and we were gonna leave on a Monday.
[00:02:20.720 --> 00:02:22.280]   We had a day in between.
[00:02:22.280 --> 00:02:27.240]   And on that day I was hit with a nervous breakdown
[00:02:27.240 --> 00:02:30.520]   like I've never experienced in my entire life.
[00:02:30.520 --> 00:02:34.240]   It hit me in a weird way that I was basically this,
[00:02:34.240 --> 00:02:37.360]   what are we gonna do for the next seven days
[00:02:37.360 --> 00:02:39.160]   as I'm trapped on this secluded island?
[00:02:39.160 --> 00:02:40.720]   I barely even know this woman.
[00:02:40.720 --> 00:02:42.880]   What am I doing right now and where are we going?
[00:02:42.880 --> 00:02:45.480]   And like a panic attack, like it's almost hard to describe.
[00:02:45.480 --> 00:02:46.860]   It sounds hilarious.
[00:02:46.860 --> 00:02:48.680]   But literally I began freaking out,
[00:02:48.680 --> 00:02:50.560]   like losing short of breath.
[00:02:50.560 --> 00:02:53.160]   I was going, oh my gosh, I need to find things to do there.
[00:02:53.160 --> 00:02:55.080]   And it's secluded, which is great for her,
[00:02:55.080 --> 00:02:56.400]   but I like to move around.
[00:02:56.400 --> 00:02:57.760]   I don't rest very well.
[00:02:57.760 --> 00:02:59.400]   And so I'm like freaking out.
[00:02:59.400 --> 00:03:00.680]   What am I gonna do?
[00:03:00.680 --> 00:03:03.520]   So I buy AT&T's international data plan
[00:03:03.520 --> 00:03:04.780]   so I could like do stuff on the site.
[00:03:04.780 --> 00:03:06.760]   I went and bought 12 books as I was like,
[00:03:06.760 --> 00:03:08.360]   I'll just make this an educational trip.
[00:03:08.360 --> 00:03:09.200]   Here we go.
[00:03:09.200 --> 00:03:14.200]   And I just began to think of what can I possibly do?
[00:03:14.200 --> 00:03:17.240]   And I know you're thinking, oh, it's your honeymoon.
[00:03:17.240 --> 00:03:20.040]   I know what you're gonna do on your honeymoon.
[00:03:20.040 --> 00:03:21.640]   And after 10 minutes, what are you gonna do
[00:03:21.640 --> 00:03:24.520]   the rest of the time that you're gonna do?
[00:03:24.520 --> 00:03:26.040]   Just something to think about.
[00:03:26.040 --> 00:03:27.520]   And so all of this is going through my mind
[00:03:27.520 --> 00:03:30.520]   and I'm going, oh my gosh, what am I gonna do?
[00:03:30.520 --> 00:03:31.520]   And I'm freaking out.
[00:03:31.520 --> 00:03:34.520]   And so literally I'm having to tell my new wife,
[00:03:34.520 --> 00:03:36.880]   we just need to pray because I am terrified
[00:03:36.880 --> 00:03:38.600]   of being trapped on an island with you
[00:03:38.600 --> 00:03:40.720]   and I don't know what to do,
[00:03:40.720 --> 00:03:43.480]   which of course makes every woman really happy to hear.
[00:03:43.480 --> 00:03:48.360]   And so all of this is kind of going on inside of my heart.
[00:03:48.360 --> 00:03:52.000]   And as crazy as that sounds, like it sounds ludicrous,
[00:03:52.000 --> 00:03:54.340]   even explaining, and the trip was great and it was awesome.
[00:03:54.340 --> 00:03:57.720]   And all of that disappeared once we had gotten there.
[00:03:57.720 --> 00:03:59.600]   But as insane as that sounds,
[00:03:59.600 --> 00:04:01.760]   like why would you worry about that?
[00:04:01.760 --> 00:04:07.680]   The funny thing about worry is all worry is really insane.
[00:04:07.680 --> 00:04:09.780]   Like it's irrational at some level.
[00:04:09.780 --> 00:04:11.340]   And here's what I mean by that.
[00:04:11.340 --> 00:04:15.160]   Like worry, it does not ever help the situation.
[00:04:15.160 --> 00:04:17.280]   In fact, let's just start this way.
[00:04:17.280 --> 00:04:19.040]   Has worrying about something,
[00:04:19.040 --> 00:04:21.080]   if you've ever worried about anything,
[00:04:21.080 --> 00:04:25.780]   has worrying ever positively contributed
[00:04:25.780 --> 00:04:28.520]   to the things that you worry about?
[00:04:28.520 --> 00:04:30.060]   Like is worrying about what's gonna happen
[00:04:30.060 --> 00:04:30.980]   the next day on that job,
[00:04:30.980 --> 00:04:32.660]   what's gonna happen in this relationship,
[00:04:32.660 --> 00:04:34.860]   will we go and get married, what's gonna happen,
[00:04:34.860 --> 00:04:37.240]   does worrying ever help?
[00:04:37.240 --> 00:04:39.360]   No.
[00:04:39.360 --> 00:04:41.960]   Like it always makes things generally worse.
[00:04:41.960 --> 00:04:44.660]   It takes up our mind, our focus, we're distracted.
[00:04:44.660 --> 00:04:48.140]   It never, in no situation, helps.
[00:04:48.140 --> 00:04:50.940]   And it wastes not only our emotional time,
[00:04:50.940 --> 00:04:52.480]   it wastes our time.
[00:04:52.480 --> 00:04:55.240]   And time, or life, equals time.
[00:04:55.240 --> 00:04:56.860]   And so you run out of time, you run out of life.
[00:04:56.860 --> 00:04:59.860]   Worry, in no circumstances,
[00:04:59.860 --> 00:05:02.880]   it adds positively to any situation.
[00:05:02.880 --> 00:05:06.300]   And so really, I mean, what we thought was
[00:05:06.300 --> 00:05:09.480]   we would give you two words in light of this,
[00:05:09.480 --> 00:05:12.440]   that worry never provides any benefit,
[00:05:12.440 --> 00:05:14.800]   and how it makes no sense in any situation.
[00:05:14.800 --> 00:05:15.960]   And so you might wanna write these down
[00:05:15.960 --> 00:05:18.020]   if you take notes straight from scripture.
[00:05:18.020 --> 00:05:20.040]   Here they are.
[00:05:20.980 --> 00:05:23.820]   In conclusion, stop it.
[00:05:23.820 --> 00:05:24.660]   Stop worrying.
[00:05:24.660 --> 00:05:26.780]   Let's close in prayer.
[00:05:26.780 --> 00:05:31.920]   I mean, it should be like that simple, shouldn't it?
[00:05:31.920 --> 00:05:34.060]   It makes no sense in any situation,
[00:05:34.060 --> 00:05:36.200]   it never adds to life, it only takes from a life,
[00:05:36.200 --> 00:05:38.940]   so why would we worry?
[00:05:38.940 --> 00:05:42.220]   And the funny thing, in addition to that about worry,
[00:05:42.220 --> 00:05:45.660]   is that knowing that being anxious,
[00:05:45.660 --> 00:05:49.820]   or knowing that worrying doesn't help,
[00:05:49.820 --> 00:05:51.440]   doesn't help.
[00:05:51.440 --> 00:05:54.240]   Like knowing that, hey, worrying is not helpful,
[00:05:54.240 --> 00:05:56.100]   well, you telling me worrying is not helpful,
[00:05:56.100 --> 00:05:58.280]   is not helpful, I still am worried.
[00:05:58.280 --> 00:06:00.800]   Trying to stop worry is like trying to fall asleep at night.
[00:06:00.800 --> 00:06:03.100]   It's like, I'm trying to stop, I just can't.
[00:06:03.100 --> 00:06:04.880]   I'm trying to sleep, I can't fall asleep.
[00:06:04.880 --> 00:06:06.900]   And so what do we do?
[00:06:06.900 --> 00:06:10.080]   And really, this isn't just a problem that relates to us.
[00:06:10.080 --> 00:06:14.680]   According to recent data, the United States as a whole
[00:06:14.680 --> 00:06:17.800]   would take home, if anxiety and worry was an Olympic sport,
[00:06:17.800 --> 00:06:19.280]   the gold medal every single year.
[00:06:19.280 --> 00:06:22.920]   We are a nation of worry warts off the charts.
[00:06:22.920 --> 00:06:25.400]   Unlike no other country, even in the West,
[00:06:25.400 --> 00:06:27.360]   America struggles with anxiety.
[00:06:27.360 --> 00:06:30.360]   Here's some stuff from the American Psychological Association
[00:06:30.360 --> 00:06:33.200]   where it says one third of Americans
[00:06:33.200 --> 00:06:35.880]   will have an anxiety disorder within their lifetime.
[00:06:35.880 --> 00:06:38.680]   40 million right now have an anxiety disorder.
[00:06:38.680 --> 00:06:42.560]   It is the most common mental disorder in America.
[00:06:42.560 --> 00:06:47.200]   50% of that 40 million is between the ages of 17 and 34,
[00:06:47.200 --> 00:06:50.360]   so the ages of most of us in this room.
[00:06:50.360 --> 00:06:51.560]   There's something about our country
[00:06:51.560 --> 00:06:52.860]   where it is like the land of the free
[00:06:52.860 --> 00:06:54.540]   and home of the anxious,
[00:06:54.540 --> 00:06:59.360]   where we are a worried, anxiety-filled people.
[00:06:59.360 --> 00:07:01.300]   And despite we know the fact that it doesn't help,
[00:07:01.300 --> 00:07:03.480]   like worrying, it's not gonna really add,
[00:07:03.480 --> 00:07:07.240]   even knowing that, we can't get rid of our worry.
[00:07:07.240 --> 00:07:11.560]   52% of millennials, which is young adult, 20s and 30s,
[00:07:11.560 --> 00:07:14.880]   have, according to American Psychological Association,
[00:07:14.880 --> 00:07:17.000]   laying awake in the past month due to stress
[00:07:17.000 --> 00:07:19.480]   and anxiety, they couldn't fall asleep or lost sleep.
[00:07:19.480 --> 00:07:24.480]   76% admit to experiencing significant amounts of anxiety
[00:07:24.480 --> 00:07:27.840]   due to future economic worries.
[00:07:27.840 --> 00:07:32.520]   And so tonight, we're gonna tackle this topic
[00:07:32.520 --> 00:07:36.440]   of finding freedom from anxiety.
[00:07:36.440 --> 00:07:39.600]   And the good news is, is that Jesus,
[00:07:39.600 --> 00:07:43.800]   who is called the Prince of Peace, think about that.
[00:07:45.800 --> 00:07:50.760]   The Prince of Peace, standing on a hillside one day,
[00:07:50.760 --> 00:07:54.520]   addressed the crowd that much like our nation,
[00:07:54.520 --> 00:07:57.360]   struggled with worry and with anxiety.
[00:07:57.360 --> 00:07:59.320]   And inside of the verses we're about to read,
[00:07:59.320 --> 00:08:03.080]   I promise you, if you struggle with anxiety,
[00:08:03.080 --> 00:08:06.680]   there is a truth and there is something that Jesus says,
[00:08:06.680 --> 00:08:09.920]   "I want to invite you out of that anxiety,
[00:08:09.920 --> 00:08:12.160]   "and if you will listen and you will apply,
[00:08:12.160 --> 00:08:15.560]   "you will find freedom from that."
[00:08:15.560 --> 00:08:17.600]   So we're gonna learn from the Prince of Peace
[00:08:17.600 --> 00:08:19.720]   on how to experience peace,
[00:08:19.720 --> 00:08:21.200]   or experience freedom from our anxiety.
[00:08:21.200 --> 00:08:22.800]   We're gonna be in Matthew chapter six.
[00:08:22.800 --> 00:08:25.240]   If you have a Bible, you can open up to Matthew chapter six.
[00:08:25.240 --> 00:08:27.280]   Should be somewhat near halfway of your Bible.
[00:08:27.280 --> 00:08:29.000]   If you hit Psalms, keep going right.
[00:08:29.000 --> 00:08:31.320]   And then you hit Matthew, if you hit Mark, Luke, John,
[00:08:31.320 --> 00:08:34.600]   or any other books, turn back to Matthew.
[00:08:34.600 --> 00:08:35.560]   We'll be in chapter six.
[00:08:35.560 --> 00:08:37.720]   This is the Sermon on the Mount.
[00:08:37.720 --> 00:08:40.920]   Without a question, Jesus' most famous teaching.
[00:08:40.920 --> 00:08:43.720]   And we're gonna be picking it up in verse 24.
[00:08:44.240 --> 00:08:45.160]   Here we go.
[00:08:45.160 --> 00:08:46.760]   "No one," Jesus speaking.
[00:08:46.760 --> 00:08:47.840]   So he looks out into this audience
[00:08:47.840 --> 00:08:49.400]   and he starts with an illustration.
[00:08:49.400 --> 00:08:52.960]   "No one can serve two masters.
[00:08:52.960 --> 00:08:56.480]   "Either you will hate the one and love the other,
[00:08:56.480 --> 00:09:00.320]   "or you will be devoted to one and despise the other."
[00:09:00.320 --> 00:09:02.920]   So Jesus starts saying, "Just like a servant
[00:09:02.920 --> 00:09:04.560]   "can't serve two masters."
[00:09:04.560 --> 00:09:07.320]   A servant has one master that they are devoted to.
[00:09:07.320 --> 00:09:09.600]   In the same way, so let me use this illustration,
[00:09:09.600 --> 00:09:12.000]   Jesus would say, to bridge how this works.
[00:09:12.000 --> 00:09:14.640]   Jesus would say, to bridge how this relates to you.
[00:09:14.640 --> 00:09:19.640]   You cannot serve or be a servant of both God and money.
[00:09:19.640 --> 00:09:22.160]   And the little word money,
[00:09:22.160 --> 00:09:23.860]   it's really not a great translation.
[00:09:23.860 --> 00:09:25.640]   It's the word mammon.
[00:09:25.640 --> 00:09:26.880]   And if you have a study Bible,
[00:09:26.880 --> 00:09:28.560]   it may even have a footnote that says mammon.
[00:09:28.560 --> 00:09:32.000]   And mammon was a personification of accumulation,
[00:09:32.000 --> 00:09:32.920]   which sounds funny.
[00:09:32.920 --> 00:09:34.760]   It was basically a word in this culture
[00:09:34.760 --> 00:09:39.120]   which just meant the God of accumulating, of getting stuff.
[00:09:40.460 --> 00:09:45.460]   Jesus says, "You can't serve both God's kingdom
[00:09:45.460 --> 00:09:47.120]   "and your kingdom."
