
[00:00:00.000 --> 00:00:02.000]  好 大家早上好晚安
[00:00:02.000 --> 00:00:04.000]  感謝環球聖經公會的邀請
[00:00:04.000 --> 00:00:07.000]  讓我有機會和大家分享哥林多前書
[00:00:07.000 --> 00:00:09.000]  亦都代表我復社機構
[00:00:09.000 --> 00:00:11.000]  畢特利神學院向大家問安
[00:00:11.000 --> 00:00:13.000]  願恩惠平安都臨到大家當中
[00:00:13.000 --> 00:00:16.000]  剛才都講了我們今天的主題
[00:00:16.000 --> 00:00:20.000]  就是從社會修辭學去研究哥林多前書
[00:00:20.000 --> 00:00:23.000]  我自己挺喜歡哥林多前書的
[00:00:23.000 --> 00:00:26.000]  我過往對這本書都有很多的研究
[00:00:26.000 --> 00:00:29.000]  因為其實我覺得它是一本很重要
[00:00:29.000 --> 00:00:32.000]  亦都一本挺吸引的書
[00:00:32.000 --> 00:00:34.000]  哥林多前書《臨前》
[00:00:34.000 --> 00:00:38.000]  在布羅斯信裏可以說是第二長的一本書
[00:00:38.000 --> 00:00:41.000]  《臨前》的內容都挺豐富的
[00:00:41.000 --> 00:00:43.000]  《臨前》的內容是很豐富
[00:00:43.000 --> 00:00:45.000]  但它長得來
[00:00:45.000 --> 00:00:47.000]  但其實相對地容易理解
[00:00:47.000 --> 00:00:49.000]  亦都比較吸引
[00:00:49.000 --> 00:00:51.000]  例如如果大家有看過《羅馬書》
[00:00:51.000 --> 00:00:52.000]  《迦勒台書》
[00:00:52.000 --> 00:00:54.000]  你應該知道那些恩信稱義
[00:00:54.000 --> 00:00:55.000]  引用很多舊約
[00:00:55.000 --> 00:00:57.000]  其實都相對難的
[00:00:57.000 --> 00:01:00.000]  對比《臨前》其實較為簡單易明
[00:01:00.000 --> 00:01:03.000]  第二樣其實對很多信徒來講
[00:01:03.000 --> 00:01:06.000]  我想我們去討論拜神是否值得那股驕傲
[00:01:06.000 --> 00:01:08.000]  比起我們需不需要守國禮
[00:01:08.000 --> 00:01:10.000]  來得有實際少少
[00:01:10.000 --> 00:01:12.000]  以及吸引一些的教導
[00:01:12.000 --> 00:01:15.000]  而且更加重要的事情
[00:01:15.000 --> 00:01:16.000]  我一會兒都會講到
[00:01:16.000 --> 00:01:18.000]  哥林多這個地方
[00:01:18.000 --> 00:01:19.000]  其實整封書信
[00:01:19.000 --> 00:01:22.000]  它的教導是很適合香港教會
[00:01:22.000 --> 00:01:24.000]  香港信徒
[00:01:24.000 --> 00:01:25.000]  因為香港和哥林多
[00:01:25.000 --> 00:01:28.000]  其實在某個程度是非常相似的
[00:01:28.000 --> 00:01:30.000]  相似的地方就是
[00:01:30.000 --> 00:01:32.000]  我們和當時的教會一樣
[00:01:32.000 --> 00:01:36.000]  面對很多社會上的價值觀挑戰
[00:01:36.000 --> 00:01:38.000]  影響我們的信仰
[00:01:38.000 --> 00:01:39.000]  我們每天都要去想一想
[00:01:39.000 --> 00:01:41.000]  究竟怎樣在我們生活裏
[00:01:41.000 --> 00:01:43.000]  堅持我們的信仰
[00:01:43.000 --> 00:01:45.000]  持守聖經教導
[00:01:45.000 --> 00:01:46.000]  所以因為這個相似
[00:01:46.000 --> 00:01:48.000]  是很值得我們去研究
[00:01:48.000 --> 00:01:51.000]  《臨前》是有十六章
[00:01:51.000 --> 00:01:53.000]  今晚應該只有一個小時
[00:01:53.000 --> 00:01:55.000]  一個半小時多一點
[00:01:55.000 --> 00:01:57.000]  一個小時九個小時左右
[00:01:57.000 --> 00:01:59.000]  如果和大家熟悉的對比
[00:01:59.000 --> 00:02:00.000]  我們今晚應該是
[00:02:00.000 --> 00:02:03.000]  大概是東京一日快閃團
[00:02:03.000 --> 00:02:04.000]  早幾去晚幾返
[00:02:04.000 --> 00:02:06.000]  你知道有多趕
[00:02:06.000 --> 00:02:08.000]  早幾去晚幾返都叫
[00:02:08.000 --> 00:02:10.000]  提我一句話
[00:02:10.000 --> 00:02:11.000]  因為大家都知道今天這麼趕
[00:02:11.000 --> 00:02:13.000]  所以幫我一個忙好不好
[00:02:13.000 --> 00:02:15.000]  有問題留下我們最後Q&A
[00:02:15.000 --> 00:02:16.000]  一起問好不好
[00:02:16.000 --> 00:02:17.000]  幫幫我
[00:02:17.000 --> 00:02:19.000]  不然我們趕不完這行程
[00:02:19.000 --> 00:02:20.000]  麻煩你
[00:02:20.000 --> 00:02:21.000]  所以你明白我們這麼趕
[00:02:21.000 --> 00:02:24.000]  所以我們只能夠重點去看
[00:02:24.000 --> 00:02:26.000]  不過我仍然希望
[00:02:26.000 --> 00:02:27.000]  今天可以和大家
[00:02:27.000 --> 00:02:30.000]  透過社會修辭學
[00:02:30.000 --> 00:02:33.000]  可以去《臨前》看這本書的時候
[00:02:33.000 --> 00:02:35.000]  可以和我們傳統的理解
[00:02:35.000 --> 00:02:37.000]  有些不同
[00:02:37.000 --> 00:02:40.000]  今晚我們大概會分為幾部分
[00:02:40.000 --> 00:02:42.000]  第一我會先簡介
[00:02:42.000 --> 00:02:43.000]  《臨前》的內容
[00:02:43.000 --> 00:02:45.000]  《臨前》的結構
[00:02:45.000 --> 00:02:48.000]  跟著我會講什麼是社會修辭學
[00:02:48.000 --> 00:02:49.000]  怎樣用這個方法
[00:02:49.000 --> 00:02:51.000]  或者怎樣用這個方法
[00:02:51.000 --> 00:02:52.000]  去理解聖經
[00:02:52.000 --> 00:02:55.000]  跟著我們會講一點點社會文化
[00:02:55.000 --> 00:02:56.000]  在哥倫多這個地方
[00:02:56.000 --> 00:02:59.000]  或者在當時的羅馬背景下
[00:02:59.000 --> 00:03:01.000]  有什麼重要的社會背景
[00:03:01.000 --> 00:03:03.000]  是影響我們看這本書的
[00:03:03.000 --> 00:03:04.000]  最後我選了兩段經文
[00:03:04.000 --> 00:03:06.000]  或者兩個部分
[00:03:06.000 --> 00:03:08.000]  和大家作為一個反思
[00:03:08.000 --> 00:03:10.000]  究竟怎樣用這個方法
[00:03:10.000 --> 00:03:11.000]  去看這本經文
[00:03:11.000 --> 00:03:12.000]  OK嗎
[00:03:12.000 --> 00:03:13.000]  我們開始行程
[00:03:13.000 --> 00:03:15.000]  很趕大家
[00:03:15.000 --> 00:03:17.000]  有些心理準備
[00:03:17.000 --> 00:03:19.000]  我們稍稍先理解一下
[00:03:19.000 --> 00:03:21.000]  哥倫多教會和哥倫多前書
[00:03:21.000 --> 00:03:23.000]  哥倫多這個地方
[00:03:23.000 --> 00:03:25.000]  是一個自古以來
[00:03:25.000 --> 00:03:27.000]  得天獨厚的商業重鎮
[00:03:27.000 --> 00:03:30.000]  它是位於哥倫多山下
[00:03:30.000 --> 00:03:31.000]  沿海一帶的平原
