
[00:00:00.000 --> 00:00:24.280]  請大家出席今晚由環球聲音工會主辦學基浸信會
[00:00:24.280 --> 00:00:33.880]  聖道重尋第三系列 從宣教易經看聖道傳承這個講座
[00:00:33.880 --> 00:00:36.680]  今晚是這個系列裡面的第一講
[00:00:36.680 --> 00:00:41.620]  題目是「私藥室的宣教與易經的啟定」
[00:00:41.620 --> 00:00:44.160]  講完是唐紫明博士
[00:00:44.160 --> 00:00:48.640]  我最近在看兩本講完所寫的書
[00:00:48.640 --> 00:00:53.440]  很想跟大家介紹一下
[00:00:53.440 --> 00:00:56.040]  第一本是「啟示與文字」
[00:00:56.040 --> 00:00:59.320]  其實大家看過螢光幕都可以看到
[00:00:59.320 --> 00:01:05.000]  第二本是「權威與贊科」
[00:01:05.000 --> 00:01:15.240]  第一本是交代有關1807年到1919年這段期間的中文聖經翻譯的故事
[00:01:15.240 --> 00:01:20.680]  第二本是由1919年之後到二零一幾年
[00:01:20.680 --> 00:01:28.360]  這段期間近代的中文聖經翻譯與譯本的比較
[00:01:28.360 --> 00:01:34.280]  兩本書沒有上下集的直接關係
[00:01:34.280 --> 00:01:36.560]  其實都是同一個故事
[00:01:36.560 --> 00:01:44.880]  作者表達他並不是為讀者陳述過去兩個世紀的易經歷史
[00:01:44.880 --> 00:01:52.960]  所以沒有將所有的譯本的清單都用這種清單的形式放在書中
[00:01:52.960 --> 00:01:59.160]  反而著重了譯本與譯本之間的關係和影響
[00:01:59.160 --> 00:02:07.840]  讓作者明白一個譯本為何會在某一個特定的時間和地方出現
[00:02:07.840 --> 00:02:14.320]  而它又對中文聖經翻譯的整體發展有甚麼影響和貢獻
[00:02:14.320 --> 00:02:18.080]  我個人很欣賞這份心意
[00:02:18.080 --> 00:02:26.960]  並且在閱讀過程中體會到作者花了很多時間、心血和精力
[00:02:26.960 --> 00:02:29.720]  來收集很多方面的資料
[00:02:29.720 --> 00:02:33.920]  對於作者的努力是十分敬佩
[00:02:33.920 --> 00:02:39.680]  因此我極力推薦大家買一本這本書來閱讀
[00:02:39.680 --> 00:02:43.840]  相信會帶給大家在閱讀過程中無窮的樂趣
[00:02:43.840 --> 00:02:46.560]  第一本我已經讀完了
[00:02:46.560 --> 00:02:48.160]  第二本剛開始閱讀
[00:02:48.160 --> 00:02:51.400]  一路讀後勾起了我很多回憶
[00:02:51.400 --> 00:02:54.360]  因為我早年的時候在中文聖經新譯會
[00:02:54.360 --> 00:02:57.120]  七零年代的時候已經在那裏參與侍奉
[00:02:57.120 --> 00:03:02.560]  裏面所講到的很多情況
[00:03:02.560 --> 00:03:06.400]  其實與我們當時的易經情況都很類似
[00:03:06.400 --> 00:03:09.200]  讀到近代的就更加不用說了
[00:03:09.200 --> 00:03:15.040]  很期待繼續閱讀第二本書,亦很鼓勵大家買來閱讀
[00:03:15.040 --> 00:03:21.120]  如果對於聖經翻譯、由來都有興趣知道更多
[00:03:21.120 --> 00:03:25.920]  不僅如此,一路讀的過程會發現很多有趣的地方
[00:03:25.920 --> 00:03:28.520]  是很值得閱讀的
[00:03:28.520 --> 00:03:32.160]  我們今天的講座與平時一樣,會分成兩節
[00:03:32.160 --> 00:03:35.200]  第一節大概到八時半左右
[00:03:35.200 --> 00:03:41.960]  講到完整的段落,我們會有一個短短的小休時間
[00:03:41.960 --> 00:03:46.320]  小休之前我們會收一次自由奉獻
[00:03:46.320 --> 00:03:48.440]  為了我們講座的需要
[00:03:48.440 --> 00:03:51.320]  機構其他方面的事工的需要
[00:03:51.320 --> 00:03:54.480]  然後大家會有十多分鐘的時間小休
[00:03:54.480 --> 00:03:59.160]  這個門口對著那個門口有一間小的房間
[00:03:59.160 --> 00:04:02.040]  我們那裏有一個書攤在那裏服侍大家
[00:04:02.040 --> 00:04:08.440]  剛才所介紹的書都會在那裏有折扣的優惠讓大家來選購
[00:04:08.440 --> 00:04:15.520]  因為今天配合講完的要求
[00:04:15.520 --> 00:04:19.520]  我們有一個特別的詩歌敬拜的時間
[00:04:19.520 --> 00:04:22.840]  所以我稍微調動了我們少少的程序
[00:04:22.840 --> 00:04:25.080]  我先介紹了講完
[00:04:25.080 --> 00:04:32.960]  然後請敬拜的眾恩玄律的弟兄姊妹上來
[00:04:32.960 --> 00:04:35.680]  有一段短時間的詩歌敬拜
[00:04:35.680 --> 00:04:41.720]  之後請講完直接出來跟我們分享第一節的課堂
[00:04:41.720 --> 00:04:47.240]  需要勞煩講完順便帶領我們有一個開會祈禱
[00:04:47.240 --> 00:04:50.040]  比較順暢的流程
[00:04:50.040 --> 00:04:51.760]  先介紹一下講完
[00:04:51.760 --> 00:04:54.840]  講完就是剛才提過的唐梓明博士
[00:04:54.840 --> 00:05:02.640]  他是加拿大三一大學神學院神學研究院聖經研究
[00:05:02.640 --> 00:05:06.760]  聖經翻譯和新教約原文的講師
[00:05:06.760 --> 00:05:14.000]  另外都是加拿大昆士昆蠻理工大學和卑詩大學
[00:05:14.000 --> 00:05:18.320]  歷史系亞洲研究系的講師
[00:05:18.320 --> 00:05:23.360]  再詳細的介紹要待會講完自己來分享
[00:05:23.360 --> 00:05:27.320]  我先把時間交給眾恩玄律的弟兄姊妹
[00:05:27.320 --> 00:05:29.280]  帶領我們有詩歌的敬拜
[00:05:29.280 --> 00:05:43.840]  各位弟兄姊妹你們好
[00:05:43.840 --> 00:05:44.760]  歡迎來到這裡
[00:05:44.760 --> 00:05:45.880]  大家方便的話
[00:05:45.880 --> 00:05:49.680]  我想邀請大家在這個敬拜時間一起集合
[00:05:49.680 --> 00:05:51.120]  就我們同心敬拜
[00:05:54.240 --> 00:05:56.080]  當我們同心敬拜的時候
[00:05:56.080 --> 00:05:57.560]  神就在中間
[00:05:57.560 --> 00:06:01.520]  每當我們同心敬拜
[00:06:01.520 --> 00:06:08.800]  每當我們同心敬拜
[00:06:08.800 --> 00:06:12.040]  來讓全世界知道
[00:06:12.040 --> 00:06:20.480]  我處極美善轉為榮光裡聖潔無瑕
[00:06:20.480 --> 00:06:26.200]  每當我們同心敬拜
[00:06:26.200 --> 00:06:29.480]  憑熱誠讚美重陽
[00:06:29.480 --> 00:06:32.680]  並世上各方驚嘆
[00:06:32.680 --> 00:06:37.760]  神恩偉業義無疆
[00:06:37.760 --> 00:06:41.280]  同眾讚出聖名
[00:06:41.280 --> 00:06:43.800]  舉起手和鼎
[00:06:43.800 --> 00:06:49.160]  同集優點志從以後教主誇聖
[00:06:49.160 --> 00:06:52.560]  同眾讚出聖名
[00:06:52.560 --> 00:06:55.080]  一手傾這重量
[00:06:55.080 --> 00:07:00.280]  同回應主恩深愛美滿
[00:07:00.280 --> 00:07:17.240]  每當我們同心敬拜
[00:07:17.240 --> 00:07:20.520]  來讓全世界知道
[00:07:20.520 --> 00:07:28.800]  我處極美善轉為榮光裡聖潔無瑕
[00:07:28.800 --> 00:07:34.560]  每當我們同心敬拜
[00:07:34.560 --> 00:07:37.760]  憑熱誠讚美重陽
[00:07:37.760 --> 00:07:40.920]  並世上各方驚嘆
[00:07:40.920 --> 00:07:45.880]  神恩偉業義無疆
[00:07:45.880 --> 00:07:49.320]  同眾讚出聖名
[00:07:49.320 --> 00:07:51.920]  舉起手和鼎
[00:07:51.920 --> 00:07:57.200]  同集優點志從以後教主誇聖
[00:07:57.200 --> 00:08:00.640]  同眾讚出聖名
[00:08:00.640 --> 00:08:03.120]  一手傾這重量
[00:08:03.120 --> 00:08:08.400]  同回應主恩深愛美滿
[00:08:08.400 --> 00:08:11.880]  同眾讚出聖名
[00:08:11.880 --> 00:08:14.440]  舉起手和鼎
[00:08:14.440 --> 00:08:19.640]  同集優點志從以後教主誇聖
[00:08:19.640 --> 00:08:22.960]  同眾讚出聖名
[00:08:22.960 --> 00:08:25.520]  一手傾這重量
[00:08:25.520 --> 00:08:31.200]  同回應主恩深愛美滿
[00:08:31.200 --> 00:08:36.880]  同回應主恩深愛美滿
[00:08:36.880 --> 00:08:42.640]  同回應主恩深愛美滿
[00:08:44.480 --> 00:08:46.400]  在我們滿心感謝你
[00:08:46.400 --> 00:08:48.120]  當我們同心敬拜的時候
[00:08:48.120 --> 00:08:50.640]  你的榮耀就充滿在這個地方
[00:08:50.640 --> 00:08:52.400]  而我們能夠在你面前
[00:08:52.400 --> 00:08:54.080]  並不是憑著自己的行為
[00:08:54.080 --> 00:08:55.280]  而是單憑著主耶穌基督
[00:08:55.280 --> 00:08:58.640]  在你木頭上為我們所成就的恩典
[00:08:58.640 --> 00:09:01.760]  主耶穌多謝你今天放下冠冕
[00:09:01.760 --> 00:09:03.400]  守上你的恩典之路
[00:09:03.400 --> 00:09:06.720]  用你的寶血去除去我們的羞辱
[00:09:06.720 --> 00:09:09.840]  將咒狀化為榮耀
[00:09:09.840 --> 00:09:11.040]  在我們承認
[00:09:11.040 --> 00:09:14.320]  在現實生活裡我們經常感到疲乏
[00:09:14.320 --> 00:09:17.200]  有時被環境壓迫得透不過氣
[00:09:17.200 --> 00:09:20.120]  就好像當初瞞途看到十字架的時候
[00:09:20.120 --> 00:09:22.080]  感到無力感一樣
[00:09:22.080 --> 00:09:23.440]  是主我們知道
[00:09:23.440 --> 00:09:25.280]  十字架並不是終點
[00:09:25.280 --> 00:09:28.160]  而是一個得勝的記號
[00:09:28.160 --> 00:09:30.440]  主基督就在這一刻
[00:09:30.440 --> 00:09:33.120]  我們願意將我們個人的軟弱
[00:09:33.120 --> 00:09:34.240]  重膽
[00:09:34.240 --> 00:09:36.120]  和對未來的恐懼
[00:09:36.120 --> 00:09:39.920]  統統都帶在這個得勝的步驟前面
[00:09:39.920 --> 00:09:41.640]  我們請用聖靈的參指
[00:09:41.640 --> 00:09:43.400]  更新我們的靈
[00:09:43.400 --> 00:09:46.120]  深信祢會必會加給我們力量
[00:09:46.120 --> 00:09:48.240]  讓我們等候祢再回來的日子
[00:09:48.240 --> 00:09:50.280]  心靈能夠再次迴轉
[00:09:50.280 --> 00:09:51.680]  如應展翅
[00:09:51.680 --> 00:09:53.520]  重新得力
[00:09:53.520 --> 00:09:54.800]  以上簡有不出祷告
[00:09:54.800 --> 00:09:57.480]  是奉下主耶穌基督得勝的名字而祈求
[00:09:57.480 --> 00:09:58.440]  阿門
[00:09:58.440 --> 00:10:04.920]  願神的話語成為我們的翅膀
[00:10:04.920 --> 00:10:06.880]  帶領我們飛越低谷
[00:10:06.880 --> 00:10:08.160]  進入祂的封城
[00:10:13.640 --> 00:10:17.120]  就在現在
[00:10:17.120 --> 00:10:20.800]  不再等待
[00:10:20.800 --> 00:10:27.200]  我的靈魂從黑暗之中醒過來
[00:10:27.200 --> 00:10:30.560]  主的封神
[00:10:30.560 --> 00:10:34.280]  主的榮耀
[00:10:34.280 --> 00:10:41.880]  教我靈魂哭歌唱至守靜默
[00:10:41.880 --> 00:10:45.320]  世上的所有
[00:10:45.320 --> 00:10:48.720]  以上的追求
[00:10:48.720 --> 00:10:55.200]  都不能媲美祢的美好
[00:10:55.200 --> 00:10:58.480]  主火的力量
[00:10:58.480 --> 00:11:01.800]  生命的光亮
