
[00:00:00.000 --> 00:00:04.000]  (廣播)
[00:00:04.320 --> 00:00:06.000]  (記者) 歡迎大家的到來
[00:00:06.000 --> 00:00:10.120]  今天曹院長因為交通失敗
[00:00:10.120 --> 00:00:11.640]  所以還未到場
[00:00:11.640 --> 00:00:13.440]  我們先報告一下
[00:00:13.440 --> 00:00:16.320]  待會中場的時候
[00:00:16.320 --> 00:00:20.120]  大家可以多點時間看我們的書攤
[00:00:20.120 --> 00:00:21.400]  大家會留意到
[00:00:21.400 --> 00:00:23.720]  今天是我們最後一場的講座
[00:00:23.720 --> 00:00:24.960]  2023年的
[00:00:24.960 --> 00:00:26.680]  2024年的時候
[00:00:26.680 --> 00:00:28.880]  我們會有一系列不同的講座
[00:00:28.880 --> 00:00:31.920]  會有聖經和靈修講座裡面
[00:00:31.920 --> 00:00:34.840]  是聖賢頌土
[00:00:34.840 --> 00:00:36.400]  有三場
[00:00:36.400 --> 00:00:41.000]  一場是1月5日
[00:00:41.000 --> 00:00:43.240]  是潘怡蓉博士的
[00:00:43.240 --> 00:00:45.600]  另外一場是何傑博士的
[00:00:45.600 --> 00:00:47.240]  1月12日
[00:00:47.240 --> 00:00:50.280]  第三場是賴玉芳老師的聖賢頌土
[00:00:50.280 --> 00:00:51.280]  1月19日
[00:00:51.280 --> 00:00:53.800]  三場都是星期五
[00:00:53.800 --> 00:00:55.720]  大家就容易去記得
[00:00:55.720 --> 00:00:58.040]  這次這三場就是
[00:00:58.040 --> 00:01:02.240]  在學基浸信會
[00:01:02.240 --> 00:01:04.520]  在深水埗園州街
[00:01:04.520 --> 00:01:08.000]  鄰近港鐵的長沙華站A2出口
[00:01:08.000 --> 00:01:10.360]  希望大家可以上我們Facebook
[00:01:10.360 --> 00:01:13.360]  或者上我們環球聖經公會的網站
[00:01:13.360 --> 00:01:15.160]  來看一看
[00:01:15.160 --> 00:01:16.240]  然後報名
[00:01:16.240 --> 00:01:18.440]  大家留意一下
[00:01:18.440 --> 00:01:20.200]  不知道大家有沒有留意到
[00:01:20.200 --> 00:01:21.920]  最近有一個宣傳
[00:01:21.920 --> 00:01:24.600]  是今天開始報名的
[00:01:25.080 --> 00:01:27.920]  就是說環球聖經公會
[00:01:27.920 --> 00:01:29.320]  從1月1日開始
[00:01:29.320 --> 00:01:32.000]  是讀經研經行動
[00:01:32.000 --> 00:01:34.280]  就是速讀一年裡面
[00:01:34.280 --> 00:01:35.680]  讀完整本聖經
[00:01:35.680 --> 00:01:37.880]  我想問一下這裡請問有哪一位是
[00:01:37.880 --> 00:01:39.880]  讀完整本聖經一次的
[00:01:39.880 --> 00:01:42.280]  哇
[00:01:42.280 --> 00:01:43.920]  真是感恩
[00:01:43.920 --> 00:01:45.600]  因為原來也有很多個
[00:01:45.600 --> 00:01:48.280]  突然之間讀完整本聖經一次的
[00:01:48.280 --> 00:01:51.440]  因為很多人都說
[00:01:52.440 --> 00:01:55.600]  真是搞不定生命記
[00:01:55.600 --> 00:01:56.440]  利美記
[00:01:56.440 --> 00:01:58.440]  永遠出不了埃及記
[00:01:58.440 --> 00:02:01.000]  但是原來裡面有這麼多位
[00:02:01.000 --> 00:02:02.440]  是已經OK了
[00:02:02.440 --> 00:02:03.920]  感恩
[00:02:03.920 --> 00:02:05.440]  留意一下
[00:02:05.440 --> 00:02:07.320]  只有1000個位
[00:02:07.320 --> 00:02:10.640]  請問有哪幾位已經報名了呢
[00:02:10.640 --> 00:02:12.480]  哦 也好
[00:02:12.480 --> 00:02:14.160]  已經有人報名了
[00:02:14.160 --> 00:02:15.520]  就是這個記住了
[00:02:15.520 --> 00:02:17.400]  待會完結之後回去
[00:02:17.400 --> 00:02:18.600]  或者在路上
[00:02:18.600 --> 00:02:19.960]  小心馬路
[00:02:19.960 --> 00:02:22.680]  馬上去報讀這個課程
[00:02:22.680 --> 00:02:23.760]  是一年的
[00:02:23.760 --> 00:02:25.280]  是從1月1日開始
[00:02:25.280 --> 00:02:28.680]  每天裡面是看3至4章的經文
[00:02:28.680 --> 00:02:30.360]  大家可能會覺得
[00:02:30.360 --> 00:02:33.360]  3至4章經文怎麼搞呢
[00:02:33.360 --> 00:02:35.360]  記住馬上掃描QR Code
[00:02:35.360 --> 00:02:37.080]  其實是沒有問題的
[00:02:37.080 --> 00:02:38.680]  因為3至4章
[00:02:38.680 --> 00:02:39.800]  我以前試過
[00:02:39.800 --> 00:02:40.560]  就是說
[00:02:40.560 --> 00:02:43.160]  原來當我們看聖經的時候
[00:02:43.160 --> 00:02:44.480]  連續看幾章
[00:02:44.480 --> 00:02:45.880]  會有一個好處
[00:02:45.880 --> 00:02:48.920]  就是可以連續看的時候
[00:02:48.920 --> 00:02:51.040]  清晰度是大一點的
[00:02:51.040 --> 00:02:52.400]  大一點很多
[00:02:52.400 --> 00:02:55.320]  這個是我以前沒有想過的
[00:02:55.320 --> 00:02:57.200]  但是當試完之後發覺原來
[00:02:57.200 --> 00:02:58.840]  前後這樣讀的時候
[00:02:58.840 --> 00:03:00.120]  我們是明白多一點
[00:03:00.120 --> 00:03:01.440]  不會這麼容易混淆
[00:03:01.440 --> 00:03:03.000]  大家可以試一試
[00:03:03.000 --> 00:03:05.520]  這個就是盡快報名
[00:03:05.520 --> 00:03:06.520]  1000個位
[00:03:06.520 --> 00:03:08.080]  是全球1000個位
[00:03:08.080 --> 00:03:09.640]  很快就滿了
[00:03:09.640 --> 00:03:11.840]  所以大家要留意一下
[00:03:11.840 --> 00:03:14.520]  除了這兩樣
[00:03:14.520 --> 00:03:15.640]  大家要留意
[00:03:15.640 --> 00:03:18.160]  今天我們這裡有一個書攤
[00:03:18.160 --> 00:03:19.600]  大家可以看到
[00:03:19.600 --> 00:03:21.000]  書攤裡面
[00:03:21.000 --> 00:03:22.520]  我們有一本書
[00:03:22.520 --> 00:03:26.320]  叫做《缺席的神》
[00:03:26.320 --> 00:03:28.720]  是講亞哥和以斯帖記研究的
[00:03:28.720 --> 00:03:33.600]  我們明年有一些讀經的運動
[00:03:33.600 --> 00:03:35.440]  就會看這本書
[00:03:35.440 --> 00:03:37.560]  希望大家都留意一下
[00:03:37.560 --> 00:03:38.960]  一會出去的時候
[00:03:38.960 --> 00:03:40.640]  就算你不買也要看一看
[00:03:40.640 --> 00:03:41.560]  為什麼呢
[00:03:41.560 --> 00:03:43.240]  知道原來
[00:03:43.240 --> 00:03:44.640]  我們明年是講這一間
[00:03:44.640 --> 00:03:47.160]  還有很多時候我們會覺得
[00:03:47.160 --> 00:03:50.000]  亞哥好像很容易讀
[00:03:50.000 --> 00:03:52.400]  但是原來不一定
[00:03:52.400 --> 00:03:54.000]  因為很多人都覺得
[00:03:54.000 --> 00:03:55.400]  哎呀
[00:03:55.400 --> 00:03:57.600]  讀亞哥好像有點難
[00:03:57.600 --> 00:03:58.760]  於是就停在這裡
