
[00:00:00.000 --> 00:00:16.000]  (內容簡介)
[00:00:16.000 --> 00:00:18.800]  林健牧師來到我們當中
[00:00:18.800 --> 00:00:23.000]  分享一個近年比較少人說的主題
[00:00:23.000 --> 00:00:25.000]  但其實是一個很重要的
[00:00:25.000 --> 00:00:27.000]  就是我們的教理
[00:00:27.000 --> 00:00:30.000]  我剛才和林健牧師閒談的時候
[00:00:30.000 --> 00:00:33.000]  我們所謂的後現代人
[00:00:33.000 --> 00:00:35.000]  很不喜歡有些規矩
[00:00:35.000 --> 00:00:37.000]  所以一聽到教理
[00:00:37.000 --> 00:00:39.000]  有部分的人
[00:00:39.000 --> 00:00:41.000]  包括弟兄姊妹或是教外的人
[00:00:41.000 --> 00:00:43.000]  就覺得只是規條而已
[00:00:43.000 --> 00:00:47.000]  但其實你們也可以說
[00:00:47.000 --> 00:00:48.000]  就算好像讀書一樣
[00:00:48.000 --> 00:00:49.000]  有一個雞精班
[00:00:49.000 --> 00:00:50.000]  那些雞精來的
[00:00:50.000 --> 00:00:52.000]  有些很重要的精華
[00:00:52.000 --> 00:00:54.000]  當然裡面有很多東西要討論
[00:00:54.000 --> 00:00:57.000]  但都是一些精華
[00:00:57.000 --> 00:01:00.000]  我們希望我們一個
[00:01:00.000 --> 00:01:02.000]  不論什麼世代的人
[00:01:02.000 --> 00:01:06.000]  其實都很需要去認識真理
[00:01:06.000 --> 00:01:08.000]  真理可以很長的去說
[00:01:08.000 --> 00:01:12.000]  亦都可以很精華的去總結出來
[00:01:12.000 --> 00:01:14.000]  我們希望我們今晚
[00:01:14.000 --> 00:01:16.000]  是一個開始
[00:01:16.000 --> 00:01:19.000]  去重新去檢視我們的信仰
[00:01:19.000 --> 00:01:22.000]  歷世歷代很多這些教理
[00:01:22.000 --> 00:01:28.000]  歷世歷代很多的先賢
[00:01:28.000 --> 00:01:32.000]  他們都花了很多時間去研究
[00:01:32.000 --> 00:01:34.000]  很仔細的去研究這些教理
[00:01:34.000 --> 00:01:38.000]  以至於可能有不同的派別
[00:01:38.000 --> 00:01:42.000]  但其實裡面都有很深層的一些想法
[00:01:42.000 --> 00:01:44.000]  和要求
[00:01:44.000 --> 00:01:45.000]  我們不要忽略
[00:01:45.000 --> 00:01:47.000]  他們只是麻煩而已
[00:01:47.000 --> 00:01:49.000]  其實一點都不麻煩
[00:01:49.000 --> 00:01:50.000]  我自己是教書的
[00:01:50.000 --> 00:01:53.000]  我知道教書我們經常都是教一些麻煩的東西
[00:01:53.000 --> 00:01:55.000]  但是你不去了解
[00:01:55.000 --> 00:01:59.000]  就好像AI一定會超越你
[00:01:59.000 --> 00:02:00.000]  你理解的話
[00:02:00.000 --> 00:02:01.000]  AI是超越不到你的
[00:02:01.000 --> 00:02:05.000]  我們將時間交給林健牧先
[00:02:05.000 --> 00:02:12.000]  大家好
[00:02:12.000 --> 00:02:14.000]  剛才Jonathan說什麼
[00:02:14.000 --> 00:02:16.000]  近年很少人說這個
[00:02:16.000 --> 00:02:19.000]  我想近幾十年都沒有人說這些
[00:02:19.000 --> 00:02:21.000]  但希望我們今天聊完之後
[00:02:21.000 --> 00:02:24.000]  你會明白為什麼我們需要去想
[00:02:24.000 --> 00:02:28.000]  這個信仰古白的東西
[00:02:28.000 --> 00:02:29.000]  無論如何
[00:02:29.000 --> 00:02:30.000]  今天技術上有些問題
[00:02:30.000 --> 00:02:33.000]  我又要控制住兩個電腦
[00:02:33.000 --> 00:02:36.000]  但希望是OK的
[00:02:36.000 --> 00:02:41.000]  首先歡迎大家來到我們今天的講座
[00:02:41.000 --> 00:02:43.000]  不知道大家喜不喜歡這個
[00:02:43.000 --> 00:02:44.000]  Human Torch
[00:02:44.000 --> 00:02:48.000]  霹靂火的傳言為你
[00:02:48.000 --> 00:02:51.000]  我想了很久
[00:02:51.000 --> 00:02:55.000]  這個題目本身可能是比較悶的題目
[00:02:55.000 --> 00:02:56.000]  於是我就說
[00:02:56.000 --> 00:02:59.000]  我不如有一個比較實在的東西
[00:02:59.000 --> 00:03:00.000]  我就想了很久
[00:03:00.000 --> 00:03:03.000]  我怎樣去形容改革中的信仰
[00:03:03.000 --> 00:03:06.000]  我就選擇用傳言為你
[00:03:06.000 --> 00:03:08.000]  待會你慢慢聽的時候
[00:03:08.000 --> 00:03:10.000]  你會比較知道
[00:03:10.000 --> 00:03:14.000]  為什麼我用傳言為你來形容改革中
[00:03:14.000 --> 00:03:16.000]  為什麼我們有這個討論
[00:03:16.000 --> 00:03:18.000]  其中一個原因是因為
[00:03:18.000 --> 00:03:22.000]  環球聖經公會正在做一個新的翻譯
[00:03:22.000 --> 00:03:25.000]  翻譯這些改革中的信仰古白
[00:03:25.000 --> 00:03:28.000]  我有一個朋友幫他們做翻譯
[00:03:28.000 --> 00:03:30.000]  遲些會出的
[00:03:30.000 --> 00:03:32.000]  他就有這個討論
[00:03:32.000 --> 00:03:36.000]  他說不如你來幫我講這個討論
[00:03:36.000 --> 00:03:41.000]  我來講的原因是因為我有
[00:03:41.000 --> 00:03:49.000]  因為我有雙重身份在香港
[00:03:49.000 --> 00:03:53.000]  第一就是我是一個植錦堂的牧師
[00:03:53.000 --> 00:03:57.000]  兩年多前我們開設了一個教會
[00:03:57.000 --> 00:03:59.000]  在銅鑼灣的叫Crossway
[00:03:59.000 --> 00:04:03.000]  中文叫做十教基督教會
[00:04:03.000 --> 00:04:08.000]  我回來香港大概11年左右
[00:04:08.000 --> 00:04:10.000]  之前在忠臣服侍過
[00:04:10.000 --> 00:04:14.000]  在另一個堂會服侍了7年
[00:04:14.000 --> 00:04:18.000]  Crossway對我來說是很特別的
[00:04:18.000 --> 00:04:22.000]  可以介紹是香港小有
[00:04:22.000 --> 00:04:25.000]  我們是全香港最小間
[00:04:25.000 --> 00:04:29.000]  但是有三個語言崇拜的教會
[00:04:29.000 --> 00:04:32.000]  每個星期我們都會有廣東話
[00:04:32.000 --> 00:04:36.000]  有普通話和英語崇拜
[00:04:36.000 --> 00:04:42.000]  我們總共崇拜人數可能120至150左右
[00:04:42.000 --> 00:04:45.000]  這個是我的一個身份
