
[00:00:00.000 --> 00:00:04.000]  多謝梁牧師再次邀請我
[00:00:04.000 --> 00:00:09.000]  今年又可以再來服務大家
[00:00:09.000 --> 00:00:13.000]  今日我給的題目是
[00:00:13.000 --> 00:00:19.000]  禱告神人相遇導向使命與生命的更新
[00:00:19.000 --> 00:00:23.000]  不知道電影姊妹你報的講座
[00:00:23.000 --> 00:00:26.000]  是給這個題目吸引嗎?
[00:00:26.000 --> 00:00:28.000]  哪一個字吸引你?
[00:00:28.000 --> 00:00:30.000]  甚麼原因吸引你?
[00:00:30.000 --> 00:00:37.000]  今天我們從一些靈修傳統裏
[00:00:37.000 --> 00:00:40.000]  我們很多時涉及一種核心
[00:00:40.000 --> 00:00:44.000]  如何理解靈修的角度去看禱告是甚麼
[00:00:44.000 --> 00:00:56.000]  我想先從靈修禱告
[00:00:56.000 --> 00:01:01.000]  這兩個字開始今天的講題
[00:01:01.000 --> 00:01:04.000]  我想看看電影姊妹對於你來說
[00:01:04.000 --> 00:01:08.000]  一見到靈修禱告你會有甚麼理解?
[00:01:08.000 --> 00:01:11.000]  你會有甚麼聯想?
[00:01:11.000 --> 00:01:15.000]  如果要用一個圖像
[00:01:15.000 --> 00:01:20.000]  或者一段字去表達或描述
[00:01:20.000 --> 00:01:23.000]  你對於基督徒靈修禱告
[00:01:23.000 --> 00:01:26.000]  你會怎樣理解?你會怎樣表達?
[00:01:26.000 --> 00:01:30.000]  我給大家一點時間去想想
[00:01:30.000 --> 00:01:33.000]  當你見到靈修禱告
[00:01:33.000 --> 00:01:35.000]  這四個字
[00:01:35.000 --> 00:01:38.000]  你即時會聯想到甚麼圖像?
[00:01:38.000 --> 00:01:40.000]  或者如果要邀請你
[00:01:40.000 --> 00:01:43.000]  要用一兩句去描述
[00:01:43.000 --> 00:01:45.000]  基督徒的靈修禱告是甚麼?
[00:01:45.000 --> 00:01:50.000]  你會怎樣描述?
[00:01:50.000 --> 00:01:53.000]  跟你隔壁的電影姊妹
[00:01:53.000 --> 00:01:59.000]  認識也不認識的交流一下
[00:01:59.000 --> 00:02:01.000]  一想起靈修禱告
[00:02:01.000 --> 00:02:03.000]  你會有甚麼圖像?
[00:02:03.000 --> 00:02:08.000]  或者你會用一句甚麼說話
[00:02:08.000 --> 00:02:10.000]  去介紹基督徒的靈修禱告?
[00:02:10.000 --> 00:02:13.000]  我在Google
[00:02:13.000 --> 00:02:17.000]  如果打靈修或祈禱
[00:02:17.000 --> 00:02:23.000]  Google會出類似的圖像
[00:02:23.000 --> 00:02:28.000]  一定會有十字架
[00:02:28.000 --> 00:02:30.000]  有聖經
[00:02:30.000 --> 00:02:33.000]  有大自然
[00:02:33.000 --> 00:02:36.000]  有咖啡,代表Me Time
[00:02:36.000 --> 00:02:37.000]  個人的時間
[00:02:37.000 --> 00:02:39.000]  這些會不會是
[00:02:39.000 --> 00:02:43.000]  靈修或祈禱的圖像?
[00:02:43.000 --> 00:02:46.000]  有沒有?
[00:02:46.000 --> 00:02:48.000]  沒有?
[00:02:48.000 --> 00:02:52.000]  我也想知道你們的圖像是甚麼?
[00:02:52.000 --> 00:02:53.000]  有沒有電影姊妹
[00:02:53.000 --> 00:02:56.000]  有一兩個電影姊妹可以說一下?
[00:02:56.000 --> 00:03:00.000]  剛才你描述的是甚麼?
[00:03:00.000 --> 00:03:05.000]  有沒有人願意大聲說一下?
[00:03:05.000 --> 00:03:08.000]  如果你的圖像不是有祈禱
[00:03:08.000 --> 00:03:10.000]  有聖經,有大自然
[00:03:10.000 --> 00:03:15.000]  你的圖像是怎樣?
[00:03:15.000 --> 00:03:17.000]  有沒有人敢說?
[00:03:17.000 --> 00:03:21.000]  (沒有咖啡,但有一本聖經)
[00:03:21.000 --> 00:03:24.000]  沒有咖啡,但有一本詩歌集
[00:03:24.000 --> 00:03:26.000]  但也有一本聖經
[00:03:26.000 --> 00:03:28.000]  好
[00:03:28.000 --> 00:03:31.000]  有沒有人願意分享?
[00:03:31.000 --> 00:03:33.000]  這位弟兄
[00:03:33.000 --> 00:03:39.000]  (聽不到,有個電話在這裡)
[00:03:39.000 --> 00:03:42.000]  (聽不到,有個電話在這裡)
[00:03:42.000 --> 00:03:44.000]  (聽不到,有個電話在這裡)
[00:03:44.000 --> 00:03:47.000]  沒錯
[00:03:47.000 --> 00:03:49.000]  (聖經在這裡)
[00:03:49.000 --> 00:03:52.000]  靈修沒有咖啡,有詩歌集
[00:03:52.000 --> 00:03:54.000]  但也有聖經
[00:03:54.000 --> 00:03:57.000]  聶牧師會很開心
[00:03:57.000 --> 00:03:59.000]  我們一般的聯想
[00:03:59.000 --> 00:04:03.000]  靈修、禱告一定有聖經的元素
[00:04:03.000 --> 00:04:06.000]  另外有十字架
[00:04:06.000 --> 00:04:07.000]  或者大自然
[00:04:07.000 --> 00:04:10.000]  很寧靜的環境
[00:04:10.000 --> 00:04:12.000]  好像青草地
[00:04:12.000 --> 00:04:14.000]  詩篇也有教導我們
[00:04:14.000 --> 00:04:16.000]  或者有些燭光
[00:04:16.000 --> 00:04:19.000]  有燭光的元素
[00:04:19.000 --> 00:04:22.000]  靈修、禱告很多時候聯想到
[00:04:22.000 --> 00:04:23.000]  我們的理解就是
[00:04:23.000 --> 00:04:26.000]  個人和上帝親近的時刻
[00:04:26.000 --> 00:04:29.000]  個人和神親近的時刻
[00:04:29.000 --> 00:04:32.000]  它的內容會是讀經
[00:04:32.000 --> 00:04:34.000]  明白神的話語
[00:04:34.000 --> 00:04:37.000]  或者求告神
[00:04:37.000 --> 00:04:39.000]  祈求、求赦免
[00:04:39.000 --> 00:04:42.000]  有時候我們有讚美、感謝
[00:04:42.000 --> 00:04:47.000]  向上主傾訴、言說、對話
[00:04:47.000 --> 00:04:50.000]  聊天、交談
[00:04:50.000 --> 00:04:55.000]  今天我想不在這個領域
[00:04:55.000 --> 00:04:58.000]  和大家去理解靈修和禱告
[00:04:58.000 --> 00:05:01.000]  我想帶大家在另外一個領域
[00:05:01.000 --> 00:05:04.000]  去理解靈修是甚麼
[00:05:04.000 --> 00:05:08.000]  以至禱告是甚麼
