
[00:00:00.000 --> 00:00:02.000]  我們今天主題是「因典」
[00:00:02.000 --> 00:00:08.000]  有機會再一次在網上跟大家見面
[00:00:08.000 --> 00:00:12.000]  特別在這個疫情這麼嚴峻的環境裡面
[00:00:12.000 --> 00:00:16.000]  第二波、第三波的疫情
[00:00:16.000 --> 00:00:20.000]  或者有些地方甚至是第四波
[00:00:20.000 --> 00:00:24.000]  我們都會在網上跟大家見面
[00:00:24.000 --> 00:00:30.000]  重新出現
[00:00:30.000 --> 00:00:36.000]  我們不單要看到疫情的嚴峻
[00:00:36.000 --> 00:00:42.000]  更加我們需要看到神自己的作為
[00:00:42.000 --> 00:00:50.000]  在疫情之後、在災後有一個祝福、有一個復興
[00:00:50.000 --> 00:00:54.000]  所以我們今天從以西傑書裡面
[00:00:54.000 --> 00:01:02.000]  我們來看災後的重建、災後主所帶來的復興
[00:01:02.000 --> 00:01:08.000]  所以我們的眼光不單是看到地上的疫情的嚴峻
[00:01:08.000 --> 00:01:12.000]  而是看到上帝神自己的掌權
[00:01:12.000 --> 00:01:16.000]  我們從以西傑書裡面來思想
[00:01:16.000 --> 00:01:22.000]  我們看聖經的時候,有時候需要看它的全貌
[00:01:22.000 --> 00:01:28.000]  整本書裡面的結構、思路、中心是什麼
[00:01:28.000 --> 00:01:38.000]  有時候我們需要有一個大圖畫、一個圖表來認識整本書的結構
[00:01:38.000 --> 00:01:45.000]  以西傑書,它在那裡提到一個重要的主題
[00:01:45.000 --> 00:01:50.000]  提到神的公義所帶來的審判
[00:01:50.000 --> 00:01:54.000]  人在罪裡面面對這位公義的主
[00:01:54.000 --> 00:01:57.000]  要接受他的審判
[00:01:57.000 --> 00:02:00.000]  審判不是最終的目的
[00:02:00.000 --> 00:02:06.000]  最終的目的,神的心意是要人能夠回轉過來
[00:02:06.000 --> 00:02:10.000]  要人能夠再次跟他的關係復和
[00:02:10.000 --> 00:02:13.000]  能夠領受祝福,能夠再次復興起來
[00:02:13.000 --> 00:02:21.000]  所以在以西傑書裡面,整本書可以分成兩部分來展示出來
[00:02:21.000 --> 00:02:29.000]  前面那部分,32章都是講到很沉重的審判的訊息
[00:02:29.000 --> 00:02:35.000]  在33章之後,就提到審判之後
[00:02:35.000 --> 00:02:39.000]  神的祝福、神的復興
[00:02:39.000 --> 00:02:44.000]  再一次將他的兒女、將他的子民跟他復和
[00:02:44.000 --> 00:02:46.000]  建立一個和好的關係
[00:02:46.000 --> 00:02:49.000]  所以我們今天來看的時候
[00:02:49.000 --> 00:02:56.000]  我們從整本書的結構來走一次
[00:02:56.000 --> 00:03:02.000]  然後我們拿出一些重要的訊息來思想
[00:03:02.000 --> 00:03:07.000]  在前面那部分,正一開始的時候
[00:03:07.000 --> 00:03:15.000]  在以西傑書裡面就提到耶和華的靈臨到先知以西傑
[00:03:15.000 --> 00:03:19.000]  耶和華的靈或者耶和華的手
[00:03:19.000 --> 00:03:23.000]  降在以西傑的身上
[00:03:23.000 --> 00:03:29.000]  當時一開始,我們看到一個歷史的時段
[00:03:29.000 --> 00:03:31.000]  這個時段是什麼呢?
[00:03:31.000 --> 00:03:34.000]  就說是30年的4月
[00:03:34.000 --> 00:03:41.000]  30年應該理解為當時以西傑30歲的時候
[00:03:41.000 --> 00:03:48.000]  他已經是第二批被擄到巴比倫
[00:03:48.000 --> 00:03:52.000]  在巴比倫這個迦勒底人的地方
[00:03:52.000 --> 00:03:56.000]  在迦巴魯河的邊上
[00:03:56.000 --> 00:04:01.000]  耶和華的靈降在他的身上
[00:04:01.000 --> 00:04:04.000]  以西傑是一個祭司
[00:04:04.000 --> 00:04:13.000]  按照律法,一個利未祭司20歲就開始在聖殿裡面來侍奉
[00:04:13.000 --> 00:04:18.000]  而他被擄到外邦的時候,遠離了聖殿
[00:04:18.000 --> 00:04:21.000]  但仍然在那邊,爽念到神
[00:04:21.000 --> 00:04:26.000]  又說神的手降在他身上
[00:04:26.000 --> 00:04:32.000]  使得他領受話語,傳遞訊息,成為一個先知的身份
[00:04:32.000 --> 00:04:37.000]  你知道大先知書的三卷
[00:04:37.000 --> 00:04:40.000]  以塞瓦、耶利米、以西傑
[00:04:40.000 --> 00:04:44.000]  所謂大先知不是因為他們有什麼巨大的影響力
[00:04:44.000 --> 00:04:47.000]  而是篇幅比較多
[00:04:47.000 --> 00:04:54.000]  每一個大先知的訊息都有一個重點
[00:04:54.000 --> 00:05:04.000]  都是圍繞著我們在新約所認識的三位一體的真神的訊息
[00:05:04.000 --> 00:05:06.000]  開展出來講
[00:05:06.000 --> 00:05:10.000]  在以塞瓦書的重點大家都知道
[00:05:10.000 --> 00:05:15.000]  是講到尼塞亞受苦的僕人,特別是53章
[00:05:15.000 --> 00:05:20.000]  講到這個沒有佳容美貌的受苦的僕人
[00:05:20.000 --> 00:05:24.000]  怎樣來到這個世上,因著他的邊傷我們得到醫治
[00:05:24.000 --> 00:05:26.000]  因著他的死亡我們得到生命
[00:05:26.000 --> 00:05:31.000]  他好像羊一樣被牽到宰殺的地方
[00:05:31.000 --> 00:05:36.000]  形容這位尼塞亞,這位的聖子
[00:05:36.000 --> 00:05:41.000]  耶利米先知書的重點是講到
[00:05:41.000 --> 00:05:49.000]  神這位天父的慈愛
[00:05:49.000 --> 00:05:55.000]  他怎樣來都是呼籲他的百姓
[00:05:55.000 --> 00:05:57.000]  再一次的歸回
[00:05:57.000 --> 00:06:00.000]  耶利米是一個悠長的先知
[00:06:00.000 --> 00:06:04.000]  他為了百姓的罪而哭泣
[00:06:04.000 --> 00:06:08.000]  代表著父神的心腸
[00:06:08.000 --> 00:06:10.000]  所以我們懷疑耶利米先知
[00:06:10.000 --> 00:06:17.000]  特別是形容聖父的慈愛
[00:06:17.000 --> 00:06:21.000]  而以西傑裡面講到的聖靈
[00:06:21.000 --> 00:06:24.000]  又說靈有52次這麼多
[00:06:24.000 --> 00:06:27.000]  在舊約裡面出現378次
[00:06:27.000 --> 00:06:32.000]  可見以西傑很多次講到耶和華的靈
[00:06:32.000 --> 00:06:34.000]  如何降在他的身上
[00:06:34.000 --> 00:06:35.000]  如何引導他
[00:06:35.000 --> 00:06:38.000]  是聖靈的一個先知
[00:06:38.000 --> 00:06:41.000]  所以三個大先知書裡面
[00:06:41.000 --> 00:06:45.000]  都有不同的重點來將神表達出來
[00:06:45.000 --> 00:06:49.000]  我們來看以西傑的時候
[00:06:49.000 --> 00:06:54.000]  一開始整本書所展示出來的
[00:06:54.000 --> 00:06:56.000]  就是一個異象
[00:06:56.000 --> 00:07:01.000]  當時耶和華的靈降在以西傑的身上
[00:07:01.000 --> 00:07:03.000]  他觀看的時候
[00:07:03.000 --> 00:07:07.000]  就看見有狂風在北邊刮來
[00:07:07.000 --> 00:07:14.000]  又有雲彩、又有光輝、又有精金的光耀等等
[00:07:14.000 --> 00:07:18.000]  然後看到有四個的活物
[00:07:18.000 --> 00:07:23.000]  四個的活物各有不同的形象
[00:07:23.000 --> 00:07:30.000]  各有四個的臉面和四個的翅膀
[00:07:30.000 --> 00:07:33.000]  這個臉面是什麼呢?
[00:07:33.000 --> 00:07:40.000]  就是獅子、牛、人和鷹
[00:07:40.000 --> 00:07:44.000]  每一個臉面都有一個代表的意思
[00:07:44.000 --> 00:07:49.000]  代表著獅子的權能、能力
[00:07:49.000 --> 00:07:52.000]  牛的服侍的心智
[00:07:52.000 --> 00:07:54.000]  人的完全智慧
[00:07:54.000 --> 00:07:59.000]  和鷹的屬天崇高的身份
[00:07:59.000 --> 00:08:02.000]  如果你看小六的時候
[00:08:02.000 --> 00:08:04.000]  同樣出現這四個活物
[00:08:04.000 --> 00:08:08.000]  這四個的臉面、四個的形象
[00:08:08.000 --> 00:08:11.000]  初期教會的教父
[00:08:11.000 --> 00:08:13.000]  特別是奧古斯丁
[00:08:13.000 --> 00:08:19.000]  就用這四個的形象來形容四卷的福音書
[00:08:19.000 --> 00:08:22.000]  馬太福音
[00:08:22.000 --> 00:08:25.000]  表示出耶穌基督的王權
[00:08:25.000 --> 00:08:30.000]  從大衛領受的王權
[00:08:30.000 --> 00:08:36.000]  於是他就用獅子來作為代表
[00:08:36.000 --> 00:08:41.000]  由於猶太的旗號用獅子來表示
[00:08:41.000 --> 00:08:46.000]  耶穌基督的王權是從大衛而出的
[00:08:46.000 --> 00:08:48.000]  而馬可福音
[00:08:48.000 --> 00:08:50.000]  又沒有加譜
[00:08:50.000 --> 00:08:52.000]  又沒有耶穌基督很多的講論
[00:08:52.000 --> 00:08:57.000]  一開始就講到他的工作、工作、工作、福斯、福斯
[00:08:57.000 --> 00:09:05.000]  他來使萬人來做萬人的贖罪、贖駕
[00:09:05.000 --> 00:09:07.000]  形容他好像牛一樣
[00:09:07.000 --> 00:09:09.000]  一路工作、工作、工作
[00:09:09.000 --> 00:09:11.000]  去到釘十字架
[00:09:11.000 --> 00:09:15.000]  完成這個救恩
[00:09:15.000 --> 00:09:19.000]  路加福音非常人性化
[00:09:19.000 --> 00:09:22.000]  當耶穌的朋友拉撒路死了
[00:09:22.000 --> 00:09:23.000]  他會哭泣的
[00:09:23.000 --> 00:09:26.000]  他為耶路撒冷來哭泣
[00:09:26.000 --> 00:09:29.000]  形容這個人的形象
[00:09:29.000 --> 00:09:31.000]  而且是一個完全的人
[00:09:31.000 --> 00:09:33.000]  沒有罪性的這個人
[00:09:33.000 --> 00:09:35.000]  充滿智慧的
[00:09:35.000 --> 00:09:38.000]  當文士、尼美人來攻擊他的時候
[00:09:38.000 --> 00:09:41.000]  他很有智慧的來回應
[00:09:41.000 --> 00:09:44.000]  約翰福音一開始的時候
[00:09:44.000 --> 00:09:47.000]  在高處那裡來形容
[00:09:47.000 --> 00:09:49.000]  太初有道
[00:09:49.000 --> 00:09:51.000]  道與神同在
[00:09:51.000 --> 00:09:53.000]  道就是神
[00:09:53.000 --> 00:09:56.000]  好像一隻鷹一樣
[00:09:56.000 --> 00:09:58.000]  這麼崇高的身份
[00:09:58.000 --> 00:10:01.000]  所以在以西傑書這四個活物裡面
[00:10:01.000 --> 00:10:03.000]  都是講到他們是侍奉神的
[00:10:03.000 --> 00:10:04.000]  描述他的時候
[00:10:04.000 --> 00:10:06.000]  他是直行的、前行的
[00:10:06.000 --> 00:10:08.000]  行走不需要轉身的
[00:10:08.000 --> 00:10:12.000]  都是完成神的旨意的
[00:10:12.000 --> 00:10:16.000]  其實他形容有火把、有光輝、有閃電、有電光
[00:10:16.000 --> 00:10:22.000]  都是講到他如何迅速的完成神的旨意
[00:10:22.000 --> 00:10:24.000]  而且他很靠近耶和華神的
[00:10:24.000 --> 00:10:27.000]  他也是很聖潔的
[00:10:27.000 --> 00:10:29.000]  這四個活物
[00:10:29.000 --> 00:10:31.000]  四個侍旁
[00:10:31.000 --> 00:10:33.000]  兩個是相連的
[00:10:33.000 --> 00:10:36.000]  然後兩個是遮著身體的
[00:10:36.000 --> 00:10:42.000]  用一個即使是這麼靠近耶和華神的天使
[00:10:42.000 --> 00:10:43.000]  這個活物
[00:10:43.000 --> 00:10:48.000]  同樣的他要遮蓋他自己的有限
[00:10:48.000 --> 00:10:50.000]  同時
[00:10:50.000 --> 00:10:52.000]  以西傑看見
[00:10:52.000 --> 00:10:54.000]  這四個活物旁邊各有四個輪
[00:10:54.000 --> 00:10:56.000]  帶動著這四個活物
[00:10:56.000 --> 00:10:59.000]  這四個輪是自由的轉動
[00:10:59.000 --> 00:11:01.000]  而且有眼目的
[00:11:01.000 --> 00:11:04.000]  表示他充滿智慧的
[00:11:04.000 --> 00:11:08.000]  配合這四個活物完成神的旨意
[00:11:08.000 --> 00:11:10.000]  這個在意象裡面
[00:11:10.000 --> 00:11:12.000]  讓我們看見
[00:11:12.000 --> 00:11:15.000]  四個活物的上面有一個窮倉
[00:11:15.000 --> 00:11:17.000]  有一個彩虹
[00:11:17.000 --> 00:11:19.000]  充滿著榮光
[00:11:19.000 --> 00:11:21.000]  然後有一個寶座在上面
