
[00:00:00.000 --> 00:00:02.000]  多謝各位觀眾收看 再會
[00:00:02.000 --> 00:00:05.000]  字幕由Amara.org社區提供
[00:00:05.000 --> 00:00:08.000]  字幕由Amara.org社區提供
[00:00:08.000 --> 00:00:11.000]  字幕由Amara.org社區提供
[00:00:11.000 --> 00:00:14.000]  字幕由Amara.org社區提供
[00:00:15.000 --> 00:00:17.000]  各位電視節目的觀眾
[00:00:17.000 --> 00:00:19.000]  我們今天很感恩
[00:00:19.000 --> 00:00:22.000]  雷牧師可以幫我們講
[00:00:22.000 --> 00:00:24.000]  其實不是今晚
[00:00:24.000 --> 00:00:26.000]  是下星期
[00:00:26.000 --> 00:00:28.000]  講兩堂
[00:00:28.000 --> 00:00:34.000]  關於聖經和聖經相關的地方
[00:00:34.000 --> 00:00:38.000]  整個的環境
[00:00:38.000 --> 00:00:40.000]  很難得
[00:00:40.000 --> 00:00:44.000]  我們今年可以辦這樣的講座
[00:00:44.000 --> 00:00:48.000]  我們也很感謝教會
[00:00:48.000 --> 00:00:50.000]  全民生命堂借的地方
[00:00:50.000 --> 00:00:53.000]  讓我們今晚去聚會
[00:00:53.000 --> 00:01:00.000]  我不知道大家有沒有跟過雷牧師的隊
[00:01:00.000 --> 00:01:04.000]  我第一次見到他
[00:01:04.000 --> 00:01:07.000]  其實他的名字我很早就聽過
[00:01:07.000 --> 00:01:09.000]  第一次見到他
[00:01:09.000 --> 00:01:11.000]  是在2013年
[00:01:11.000 --> 00:01:14.000]  我第一次去以色列的時候
[00:01:14.000 --> 00:01:16.000]  跟著團去
[00:01:16.000 --> 00:01:18.000]  我們的領隊
[00:01:18.000 --> 00:01:20.000]  跟雷牧師很熟的
[00:01:20.000 --> 00:01:24.000]  雷牧師他以為我認識他
[00:01:24.000 --> 00:01:27.000]  雷牧師在前面
[00:01:27.000 --> 00:01:29.000]  雷牧師在前面
[00:01:29.000 --> 00:01:31.000]  走得很快的那個
[00:01:31.000 --> 00:01:34.000]  然後我就去追他
[00:01:34.000 --> 00:01:37.000]  追不到
[00:01:37.000 --> 00:01:40.000]  他跟我那時候已經有一段距離
[00:01:40.000 --> 00:01:43.000]  為什麼走得那麼快
[00:01:43.000 --> 00:01:45.000]  他急急忙忙
[00:01:45.000 --> 00:01:47.000]  我又不可以離大隊太遠
[00:01:47.000 --> 00:01:50.000]  所以我就只好放棄
[00:01:50.000 --> 00:01:54.000]  很感恩去年有機會跟雷牧師一起
[00:01:54.000 --> 00:01:56.000]  參加聚會
[00:01:56.000 --> 00:01:58.000]  聊了很久
[00:01:58.000 --> 00:02:01.000]  那次他還是主講嘉賓
[00:02:01.000 --> 00:02:02.000]  我就聽
[00:02:02.000 --> 00:02:04.000]  他說
[00:02:04.000 --> 00:02:06.000]  哈薩克馬利元
[00:02:06.000 --> 00:02:08.000]  講萬國堂
[00:02:08.000 --> 00:02:11.000]  好像很多都沒有聽過
[00:02:11.000 --> 00:02:14.000]  所以我就很深印象
[00:02:14.000 --> 00:02:16.000]  很想今年有機會
[00:02:16.000 --> 00:02:19.000]  後來我有機會安排今年的講座的時候
[00:02:19.000 --> 00:02:21.000]  我就特意
[00:02:21.000 --> 00:02:24.000]  邀請他分兩次
[00:02:24.000 --> 00:02:28.000]  一個是以舊約以色列為中心
[00:02:28.000 --> 00:02:30.000]  另一個是以新約
[00:02:30.000 --> 00:02:32.000]  小亞細亞
[00:02:32.000 --> 00:02:34.000]  希臘
[00:02:34.000 --> 00:02:37.000]  希臘羅馬等等的地方
[00:02:37.000 --> 00:02:40.000]  為中心去分享
[00:02:40.000 --> 00:02:43.000]  整體的環境
[00:02:43.000 --> 00:02:45.000]  和聖經
[00:02:45.000 --> 00:02:47.000]  我們的關聯
[00:02:47.000 --> 00:02:50.000]  我們知道了解整體的環境
[00:02:50.000 --> 00:02:53.000]  會對整個華語更深的認識
[00:02:53.000 --> 00:02:55.000]  所以我們很感恩
[00:02:55.000 --> 00:02:59.000]  這兩晚雷牧師幫我們分享
[00:02:59.000 --> 00:03:02.000]  參加我們的聚會都知道
[00:03:02.000 --> 00:03:04.000]  我們上下半場
[00:03:04.000 --> 00:03:06.000]  上半場大概五十分鐘
[00:03:06.000 --> 00:03:08.000]  到八點四十分左右
[00:03:08.000 --> 00:03:10.000]  我們會有收奉獻
[00:03:10.000 --> 00:03:13.000]  還有休息的時候
[00:03:13.000 --> 00:03:15.000]  大家可以溝通一下
[00:03:15.000 --> 00:03:16.000]  分享
[00:03:16.000 --> 00:03:18.000]  還有外面有一個小的暫停
[00:03:18.000 --> 00:03:20.000]  然後再有下半場
[00:03:20.000 --> 00:03:21.000]  我們開始的時候
[00:03:21.000 --> 00:03:23.000]  我們先一起交託
[00:03:23.000 --> 00:03:25.000]  求主帶領我們
[00:03:25.000 --> 00:03:27.000]  天父上帝我們感謝贊成你
[00:03:27.000 --> 00:03:29.000]  來到我們面前聆聽你的華語
[00:03:29.000 --> 00:03:30.000]  願你幫助我們
[00:03:30.000 --> 00:03:33.000]  讓今晚你透過雷牧師
[00:03:33.000 --> 00:03:35.000]  幫我們分享
[00:03:35.000 --> 00:03:38.000]  以色列和聖經
[00:03:38.000 --> 00:03:40.000]  環境和經文的關係
[00:03:40.000 --> 00:03:42.000]  願天父你帶領他
[00:03:42.000 --> 00:03:43.000]  讓他所說的
[00:03:43.000 --> 00:03:45.000]  讓我們可以更深刻的記在心裏
[00:03:45.000 --> 00:03:47.000]  去明白你的華語
[00:03:47.000 --> 00:03:49.000]  也求你加添雷牧師
[00:03:49.000 --> 00:03:51.000]  他身心靈的力量
[00:03:51.000 --> 00:03:52.000]  精神體力
[00:03:52.000 --> 00:03:54.000]  去完成你今晚給他的託付
[00:03:54.000 --> 00:03:56.000]  我們仰望在你的手中
[00:03:56.000 --> 00:03:57.000]  求你帶領
[00:03:57.000 --> 00:03:58.000]  我們感恩禱告
[00:03:58.000 --> 00:03:59.000]  奉耶穌基督的聖名
[00:03:59.000 --> 00:04:00.000]  阿們
[00:04:00.000 --> 00:04:02.000]  請雷牧師
[00:04:02.000 --> 00:04:11.000]  多謝
[00:04:11.000 --> 00:04:15.000]  我們今天就來講這個主題
[00:04:15.000 --> 00:04:16.000]  我們一般來說
[00:04:16.000 --> 00:04:19.000]  我們讀聖經是以文字為主的
[00:04:19.000 --> 00:04:21.000]  這個是我們的傳統
[00:04:21.000 --> 00:04:24.000]  我們的傳統是唯讀聖經
[00:04:24.000 --> 00:04:27.000]  我們較為從文字入手
[00:04:27.000 --> 00:04:29.000]  是有它的限制
[00:04:29.000 --> 00:04:32.000]  這個傳統在改革的時代
[00:04:32.000 --> 00:04:34.000]  早500年是很有用的
[00:04:34.000 --> 00:04:36.000]  但到了現今來說
[00:04:36.000 --> 00:04:37.000]  根據現今的研究
[00:04:37.000 --> 00:04:38.000]  讓我們知道
[00:04:38.000 --> 00:04:41.000]  其實文字能夠傳遞的訊息
[00:04:41.000 --> 00:04:42.000]  是很有限的
[00:04:42.000 --> 00:04:44.000]  只是大約百分之七
[00:04:44.000 --> 00:04:47.000]  我知道是很震驚的數字
[00:04:47.000 --> 00:04:48.000]  對於我們來說
[00:04:48.000 --> 00:04:51.000]  我們很難接受的
[00:04:51.000 --> 00:04:52.000]  明白的
[00:04:52.000 --> 00:04:56.000]  如何幫助我們理解聖經呢
[00:04:56.000 --> 00:04:59.000]  而不只是以文字為主呢
[00:04:59.000 --> 00:05:02.000]  可以說我們今天就講到
[00:05:02.000 --> 00:05:05.000]  舊約聖經和以色列的環境
[00:05:05.000 --> 00:05:10.000]  環境是一個幫助我們理解聖經
[00:05:10.000 --> 00:05:12.000]  或者理解文字
[00:05:12.000 --> 00:05:14.000]  環境究竟是說什麼呢
[00:05:14.000 --> 00:05:17.000]  環境可以分為兩類的
[00:05:17.000 --> 00:05:20.000]  第一類就是自然的環境
[00:05:20.000 --> 00:05:24.000]  我們說到地理、地勢、氣候
[00:05:24.000 --> 00:05:26.000]  就像香港一樣
[00:05:26.000 --> 00:05:29.000]  香港的環境會有港島
[00:05:29.000 --> 00:05:33.000]  然後有九龍、新界這些地理
[00:05:33.000 --> 00:05:36.000]  山我們會有不同的地方
[00:05:36.000 --> 00:05:38.000]  在港島方面來說
[00:05:38.000 --> 00:05:40.000]  如果大家行山的話
[00:05:40.000 --> 00:05:43.000]  知道孖崗是最高的山
[00:05:43.000 --> 00:05:47.000]  去到九龍我們有獅子山下等等
[00:05:47.000 --> 00:05:50.000]  我們來看看氣候
[00:05:50.000 --> 00:05:52.000]  香港的氣候是怎樣的呢
[00:05:52.000 --> 00:05:53.000]  什麼時候下雨呢
[00:05:53.000 --> 00:05:55.000]  什麼時候會打風呢
[00:05:55.000 --> 00:05:58.000]  其他地方是否有風雨呢
[00:05:58.000 --> 00:06:01.000]  這是自然的環境
[00:06:01.000 --> 00:06:04.000]  還有人類的環境
[00:06:04.000 --> 00:06:06.000]  人類的環境包括什麼呢
[00:06:06.000 --> 00:06:07.000]  人類製造出來的
[00:06:07.000 --> 00:06:13.000]  例如歷史、政治、經濟、文化等等
[00:06:13.000 --> 00:06:15.000]  是一個很廣闊的
[00:06:15.000 --> 00:06:20.000]  這個背景是每一個時代都不同的
[00:06:20.000 --> 00:06:24.000]  如果我們理解到聖經舊約時代的背景
[00:06:24.000 --> 00:06:28.000]  我們最重要的可以說是
[00:06:28.000 --> 00:06:31.000]  聖經更加立體化
[00:06:31.000 --> 00:06:34.000]  我們為什麼要學習這些呢
[00:06:34.000 --> 00:06:37.000]  因為聖經是立體、有血有肉的
[00:06:37.000 --> 00:06:39.000]  不只是文字
[00:06:39.000 --> 00:06:43.000]  我們知道以色列是一個很小的地方
[00:06:43.000 --> 00:06:45.000]  我稍後再進入去說多一點
[00:06:45.000 --> 00:06:47.000]  但以色列是多大呢
[00:06:47.000 --> 00:06:48.000]  由南到北
[00:06:48.000 --> 00:06:49.000]  或者你喜歡從北到南
[00:06:49.000 --> 00:06:51.000]  從丹到別士巴
[00:06:51.000 --> 00:06:54.000]  是大概280公里
[00:06:54.000 --> 00:06:58.000]  你會問究竟是多遠呢
[00:06:58.000 --> 00:07:01.000]  這裡去廣州大約130公里
[00:07:01.000 --> 00:07:03.000]  如果是一條直線的話
[00:07:03.000 --> 00:07:05.000]  但如果是開車的話
[00:07:05.000 --> 00:07:08.000]  就要180公里
[00:07:08.000 --> 00:07:10.000]  意思就是說
[00:07:10.000 --> 00:07:15.000]  從這裡去廣州已經從丹到別士巴三分二的路程
[00:07:15.000 --> 00:07:19.000]  可以想像以色列是一個多小的地方
[00:07:19.000 --> 00:07:21.000]  這個是由南到北
[00:07:21.000 --> 00:07:22.000]  或者由北到南
[00:07:22.000 --> 00:07:27.000]  然後從東到西平均只有50公里
[00:07:27.000 --> 00:07:29.000]  從九龍火車站
[00:07:29.000 --> 00:07:31.000]  以前的火車站
[00:07:31.000 --> 00:07:32.000]  現在的九龍站
[00:07:32.000 --> 00:07:34.000]  從九龍站、紅磡站
[00:07:34.000 --> 00:07:37.000]  你坐地鐵的話
