
[00:00:00.000 --> 00:00:10.000]  (片段播放)
[00:00:10.000 --> 00:00:13.000]  這樣就有機會和大家分享神的話
[00:00:13.000 --> 00:00:16.500]  感謝神讓我有機會和大家分享神的話語
[00:00:16.500 --> 00:00:19.000]  也是神賜福給了環聖這個機構
[00:00:19.000 --> 00:00:23.000]  能夠招聚世界不同弟兄姊妹一起去敬拜上帝
[00:00:23.000 --> 00:00:26.000]  也是環聖神給機會來
[00:00:26.000 --> 00:00:30.000]  招聚世界各地的弟兄姊妹一起來學習
[00:00:30.000 --> 00:00:33.000]  在疫情中我們反而能夠同心同意
[00:00:33.000 --> 00:00:36.000]  在不同地區去讚美上帝
[00:00:36.000 --> 00:00:39.000]  在疫情中我們反而可以同心同意地
[00:00:39.000 --> 00:00:43.000]  在世界各地的地方來去敬拜神
[00:00:43.000 --> 00:00:46.000]  今天我們要看的是約書亞記
[00:00:46.000 --> 00:00:48.000]  今天我們要看的是約書亞記
[00:00:48.000 --> 00:00:51.000]  不是疫情中我們常看的一本書
[00:00:51.000 --> 00:00:55.000]  不是在疫情中我們常看的一本書
[00:00:55.000 --> 00:01:01.000]  但是在疫情中我們期待有約書亞記的光輝日子
[00:01:01.000 --> 00:01:06.000]  其實在疫情中我們期望有約書亞記當中的光輝日子
[00:01:06.000 --> 00:01:08.000]  但是約書亞記提醒我們
[00:01:08.000 --> 00:01:10.000]  但是約書亞記提醒我們
[00:01:10.000 --> 00:01:13.000]  今天看的時候我們究竟預備好了沒有?
[00:01:13.000 --> 00:01:16.000]  今天看的時候我們預備好了沒有?
[00:01:16.000 --> 00:01:19.000]  我們預備好離開疫情沒有?
[00:01:19.000 --> 00:01:21.000]  我們預備好離開疫情沒有?
[00:01:21.000 --> 00:01:26.000]  反過來問的是神要我們學習的功課我們學到了沒有?
[00:01:26.000 --> 00:01:30.000]  反過來我們要問的是神要我們學習的功課我們學了沒有?
[00:01:30.000 --> 00:01:35.000]  所以今天看的是約書亞記裡面聖戰的守則
[00:01:35.000 --> 00:01:39.000]  所以今天我們要看的是約書亞記裡面聖戰的守則
[00:01:39.000 --> 00:01:45.000]  在聖戰背後其實約書亞記的中心是教我們與神立約的
[00:01:45.000 --> 00:01:51.000]  在聖戰背後其實約書亞記的中心是教我們與神立約的
[00:01:51.000 --> 00:01:54.000]  我們很多時候看約書亞記的印象
[00:01:54.000 --> 00:01:57.000]  我們看約書亞記的印象很多時候是怎樣的印象?
[00:01:57.000 --> 00:02:02.000]  就是看中間戰勝萬邦的技術
[00:02:02.000 --> 00:02:07.000]  只是我們看到中間戰勝萬邦的一些記載
[00:02:07.000 --> 00:02:11.000]  今天時間有限我們看的不是中心部分
[00:02:11.000 --> 00:02:15.000]  今天時間有限我們看的不是中心部分
[00:02:15.000 --> 00:02:21.000]  我們主要看的是頭兩章的聖經和最後兩章的結語
[00:02:21.000 --> 00:02:26.000]  我們要看前面兩章的聖經和後面兩章的結語
[00:02:26.000 --> 00:02:31.000]  看看約書亞記如果我們看頭看尾的時候對我們有什麼感覺?
[00:02:31.000 --> 00:02:36.000]  我們單單看約書亞記前面和後面對我們有什麼感覺?
[00:02:36.000 --> 00:02:40.000]  也就是怎樣更正我們對約書亞記聖戰的認識
[00:02:40.000 --> 00:02:46.000]  也就是怎樣更正我們對約書亞記聖戰的認識
[00:02:46.000 --> 00:02:49.000]  神對我們有什麼這個時候的提醒?
[00:02:49.000 --> 00:02:53.000]  神在這個時候對我們提醒
[00:02:53.000 --> 00:02:57.000]  我們對約書亞記往往有五種印象
[00:02:57.000 --> 00:03:02.000]  我們對約書亞記大概就有五項印象
[00:03:02.000 --> 00:03:06.000]  神指明的英勇
[00:03:06.000 --> 00:03:10.000]  我們回想起以色列人光輝的日子
[00:03:10.000 --> 00:03:15.000]  可能最光輝的就是創世記背後
[00:03:15.000 --> 00:03:20.000]  到最後摩西五經之後的約書亞記
[00:03:20.000 --> 00:03:23.000]  我們看到神指明最光輝的日子
[00:03:23.000 --> 00:03:28.000]  大概是在創世記摩西五經之後
[00:03:28.000 --> 00:03:31.000]  最光輝的日子就是約書亞記
[00:03:31.000 --> 00:03:34.000]  當然最偉大的神蹟是過紅海之旅
[00:03:34.000 --> 00:03:37.000]  當然最偉大的神蹟是過紅海之旅
[00:03:37.000 --> 00:03:40.000]  但那些我們都知道是神蹟
[00:03:40.000 --> 00:03:43.000]  但那些我們都知道是神蹟
[00:03:43.000 --> 00:03:45.000]  但想起以色列人的英勇
[00:03:45.000 --> 00:03:47.000]  我們回想起的就是約書亞記
[00:03:47.000 --> 00:03:50.000]  看到以色列人的英勇我們一定要看約書亞記
[00:03:50.000 --> 00:03:52.000]  這是給我們第一個印象
[00:03:52.000 --> 00:03:54.000]  這是給我們第一個印象
[00:03:54.000 --> 00:03:57.000]  英勇的目的是什麼?
[00:03:57.000 --> 00:03:59.000]  英勇的目的在哪裡?
[00:03:59.000 --> 00:04:02.000]  當然是要征服萬邦萬族
[00:04:02.000 --> 00:04:05.000]  當然是要征服萬邦萬族
[00:04:05.000 --> 00:04:08.000]  要清除迦南人
[00:04:08.000 --> 00:04:10.000]  要清除迦南人
[00:04:10.000 --> 00:04:12.000]  這是我們的印象
[00:04:12.000 --> 00:04:13.000]  這是我們的印象
[00:04:13.000 --> 00:04:15.000]  第三方面
[00:04:15.000 --> 00:04:16.000]  第三方面
[00:04:16.000 --> 00:04:21.000]  清除的目的就是以他們為神指明的敵人
[00:04:21.000 --> 00:04:25.000]  清除的目的就是以他們為神指明的敵人
[00:04:25.000 --> 00:04:27.000]  所以我們打聖戰的時候
[00:04:27.000 --> 00:04:29.000]  我們站在神聖的一方
[00:04:29.000 --> 00:04:31.000]  所以我們打聖戰的時候
[00:04:31.000 --> 00:04:33.000]  我們站在神聖的一方
[00:04:33.000 --> 00:04:37.000]  當作對方是神的敵人
[00:04:37.000 --> 00:04:40.000]  把對方看作是神的敵人
[00:04:40.000 --> 00:04:42.000]  我們是神的用人
[00:04:42.000 --> 00:04:45.000]  我們是神的用人
[00:04:45.000 --> 00:04:47.000]  這是我們的印象
[00:04:47.000 --> 00:04:48.000]  這是我們的印象
[00:04:48.000 --> 00:04:51.000]  如果是這樣的時候我們要怎樣去征戰呢?
[00:04:51.000 --> 00:04:54.000]  如果是這樣的話我們要怎樣去征戰呢?
[00:04:54.000 --> 00:04:58.000]  我們要剛強壯膽去打一場好的仗
[00:04:58.000 --> 00:05:01.000]  我們要剛強壯膽去打一場好的仗
[00:05:01.000 --> 00:05:03.000]  我們要有勇氣和毅力
[00:05:03.000 --> 00:05:06.000]  我們要有勇氣和毅力
[00:05:06.000 --> 00:05:08.000]  最終的目的
[00:05:08.000 --> 00:05:10.000]  最終的目的
[00:05:10.000 --> 00:05:12.000]  我們要模仿約書亞
[00:05:12.000 --> 00:05:14.000]  我要模仿約書亞
[00:05:14.000 --> 00:05:16.000]  他是神軍隊的元帥
[00:05:16.000 --> 00:05:18.000]  他是神軍隊的元帥
[00:05:18.000 --> 00:05:21.000]  我們都有光輝的記號
[00:05:21.000 --> 00:05:23.000]  我們是有光輝的記號
[00:05:23.000 --> 00:05:28.000]  這是我們往往有的印象來的
[00:05:28.000 --> 00:05:32.000]  這是我們看約書亞記的一些印象
[00:05:32.000 --> 00:05:36.000]  也是猶太人對約書亞記的傳識
[00:05:36.000 --> 00:05:39.000]  也是猶太人對約書亞記的了解
[00:05:39.000 --> 00:05:43.000]  與保羅同時的猶太歷史學家
[00:05:43.000 --> 00:05:48.000]  與保羅同時的猶大歷史學家
[00:05:48.000 --> 00:05:51.000]  約瑟夫
[00:05:51.000 --> 00:05:54.000]  有幾本重要的著作
[00:05:54.000 --> 00:05:57.000]  有幾本重要的著作
[00:05:57.000 --> 00:06:00.000]  最長的叫做猶太古史
[00:06:00.000 --> 00:06:04.000]  最長的叫做猶大古史
[00:06:04.000 --> 00:06:09.000]  是說猶太人由創世到第一世紀的時候
[00:06:09.000 --> 00:06:11.000]  這麼多千年歷史
[00:06:11.000 --> 00:06:17.000]  是從創世到第一世紀的歷史
[00:06:17.000 --> 00:06:22.000]  在猶太古史的第五卷裏面
[00:06:22.000 --> 00:06:24.000]  在猶大古史裏面的第五卷
[00:06:24.000 --> 00:06:27.000]  詳細對約書亞記的複述
[00:06:27.000 --> 00:06:30.000]  講到以色列人的威水歷史
[00:06:30.000 --> 00:06:33.000]  詳細的把約書亞記再講一遍
[00:06:33.000 --> 00:06:36.000]  講到以色列人他們得勝的日子
[00:06:36.000 --> 00:06:38.000]  但值得留意的是
[00:06:38.000 --> 00:06:41.000]  他的第三卷有這樣的說話
