
[00:00:00.000 --> 00:00:02.640]  再次歡迎大家參加
[00:00:02.640 --> 00:00:06.800]  「再思福音的意義 從提多書轉化生命」
[00:00:06.800 --> 00:00:08.600]  開始學習的時候
[00:00:08.600 --> 00:00:10.400]  我們再次低頭祈禱
[00:00:10.400 --> 00:00:11.600]  親愛的父神
[00:00:11.600 --> 00:00:15.200]  我們求祢再次透過提多書向我們說話
[00:00:15.200 --> 00:00:17.600]  一卷很短的書卷
[00:00:17.600 --> 00:00:22.200]  但裡面的訊息對歷代的教會都閘地有聲
[00:00:22.200 --> 00:00:24.200]  求祢去幫助我們每一個
[00:00:24.200 --> 00:00:27.200]  恭敬仰望是奉耶穌基督的名字
[00:00:27.200 --> 00:00:29.400]  看我們的講義第一頁
[00:00:29.400 --> 00:00:31.400]  提多書有三章
[00:00:31.400 --> 00:00:33.600]  加起來只有46節
[00:00:33.600 --> 00:00:35.200]  不是很長
[00:00:35.200 --> 00:00:37.000]  我們先看導覽
[00:00:37.000 --> 00:00:39.200]  主一是傳書結構
[00:00:39.200 --> 00:00:40.200]  開首文案
[00:00:40.200 --> 00:00:40.800]  正文
[00:00:40.800 --> 00:00:41.600]  結束文案
[00:00:41.600 --> 00:00:44.200]  三分法去看書卷
[00:00:44.200 --> 00:00:46.200]  而這個正文
[00:00:46.200 --> 00:00:48.200]  根據一個學者的研究
[00:00:48.200 --> 00:00:49.800]  我做了一些修改
[00:00:49.800 --> 00:00:51.600]  可以簡單分為
[00:00:51.600 --> 00:00:56.400]  主二ABCBπAπ的結構
[00:00:56.400 --> 00:00:58.200]  開始是引言
[00:00:58.200 --> 00:01:00.000]  後來是結語
[00:01:00.000 --> 00:01:03.400]  中間是針對假教師的問題
[00:01:03.400 --> 00:01:05.000]  針對假教師的問題
[00:01:05.000 --> 00:01:06.000]  B和Bπ
[00:01:06.000 --> 00:01:07.400]  中間是
[00:01:07.400 --> 00:01:09.600]  既然假教師的問題
[00:01:09.600 --> 00:01:11.800]  即是他們說的教訓有問題
[00:01:11.800 --> 00:01:13.600]  應該怎樣回應呢?
[00:01:13.600 --> 00:01:15.600]  教導要健康
[00:01:15.600 --> 00:01:16.400]  崇正
[00:01:16.400 --> 00:01:18.400]  以及相應的生活
[00:01:18.400 --> 00:01:23.400]  在二章一節到三章八節
[00:01:23.400 --> 00:01:25.800]  可以再分兩部分
