
[00:00:00.000 --> 00:00:05.000]  (此片段由本社協助製作)
[00:00:05.000 --> 00:00:09.000]  再一次歡迎大家參加橫聖的課程
[00:00:09.000 --> 00:00:12.000]  從阿摩斯書轉化生命
[00:00:12.000 --> 00:00:15.000]  開始的時候先低頭祈禱
[00:00:15.000 --> 00:00:19.000]  七十八父神再一次仰望你
[00:00:19.000 --> 00:00:22.000]  幫助我們去認識甚麼是信仰的真義
[00:00:22.000 --> 00:00:26.000]  當這個世界變得越來越虛假的時候
[00:00:26.000 --> 00:00:30.000]  你透過聖經去指引我們的人生
[00:00:30.000 --> 00:00:33.000]  幫助我們更加明白真正的敬虔
[00:00:33.000 --> 00:00:36.000]  真正的信仰是怎樣表達出來的
[00:00:36.000 --> 00:00:39.000]  禱告仰望,奉主明求
[00:00:39.000 --> 00:00:41.000]  我們看廣義的第一頁
[00:00:41.000 --> 00:00:43.000]  阿摩斯書有九章
[00:00:43.000 --> 00:00:46.000]  先介紹兩個結構給大家
[00:00:46.000 --> 00:00:48.000]  第一個是注一
[00:00:48.000 --> 00:00:50.000]  一章一至二節就是標題
[00:00:50.000 --> 00:00:54.000]  然後內文就分開四個段落
[00:00:54.000 --> 00:01:00.000]  注二同樣將阿摩斯書分成五個段落
[00:01:00.000 --> 00:01:04.000]  而它特別的地方就是第二個段落
[00:01:04.000 --> 00:01:07.000]  「守美思考審列國」
[00:01:07.000 --> 00:01:10.000]  因為一些學者提出
[00:01:10.000 --> 00:01:13.000]  「獅子孝」這個描述
[00:01:13.000 --> 00:01:16.000]  除了在一章二節之外
[00:01:16.000 --> 00:01:19.000]  其實在三章都出現過
[00:01:19.000 --> 00:01:23.000]  正正成為一個守美呼應
[00:01:23.000 --> 00:01:26.000]  比較這兩個結構的時候
[00:01:26.000 --> 00:01:31.000]  你會發現其實就是左邊C的段落
[00:01:31.000 --> 00:01:33.000]  或者右邊D的段落
[00:01:33.000 --> 00:01:36.000]  那五個二章的分段
[00:01:36.000 --> 00:01:38.000]  一個就去到九章六節
[00:01:38.000 --> 00:01:40.000]  一個就去到九章十節
[00:01:40.000 --> 00:01:42.000]  繼而兩個結構
[00:01:42.000 --> 00:01:45.000]  分別對於全卷書最後的段落
[00:01:45.000 --> 00:01:48.000]  從哪裏開始也有不同
[00:01:48.000 --> 00:01:53.000]  我們就按著注一的結構去嘗試
[00:01:53.000 --> 00:01:55.000]  去查考阿摩斯書
[00:01:55.000 --> 00:01:59.000]  我們看這個講義的1A
[00:01:59.000 --> 00:02:01.000]  兩個注一
[00:02:01.000 --> 00:02:03.000]  就將一章一至二節給了結構大家
[00:02:03.000 --> 00:02:06.000]  首先一章一節就是標題句
[00:02:06.000 --> 00:02:09.000]  而一章二節可以叫做全書的約句
[00:02:09.000 --> 00:02:11.000]  或者叫總起句
[00:02:11.000 --> 00:02:13.000]  我們比較熟悉的就是總結句
[00:02:13.000 --> 00:02:15.000]  而這個一章二節
[00:02:15.000 --> 00:02:18.000]  其實就扮演一個總起句的角色
[00:02:18.000 --> 00:02:22.000]  而一章一節經文就這樣記載
[00:02:22.000 --> 00:02:25.000]  提哥亞的木人阿摩斯
[00:02:25.000 --> 00:02:31.000]  在猶大王烏塞亞和以色列王約阿斯的兒子
[00:02:31.000 --> 00:02:34.000]  耶羅波安作王的日子
[00:02:34.000 --> 00:02:38.000]  大地震前兩年所見的異象
[00:02:38.000 --> 00:02:40.000]  就是有關以色列的華
[00:02:40.000 --> 00:02:42.000]  記載下面
[00:02:43.000 --> 00:02:46.000]  提哥亞位於猶大的境內
[00:02:46.000 --> 00:02:49.000]  所以阿摩斯是南國的猶大人
[00:02:49.000 --> 00:02:51.000]  而他的名字叫做阿摩斯
[00:02:51.000 --> 00:02:53.000]  在注二的資料中
[00:02:53.000 --> 00:02:55.000]  其實這個字有不同的意思
[00:02:55.000 --> 00:02:57.000]  可以指密使、可以指負擔
[00:02:57.000 --> 00:02:59.000]  或者得到支持的人
[00:02:59.000 --> 00:03:02.000]  而他出任先知的期間
[00:03:02.000 --> 00:03:04.000]  正正就是南國烏塞亞
[00:03:04.000 --> 00:03:06.000]  北國耶羅波安
[00:03:06.000 --> 00:03:09.000]  這兩位都是盛世的皇帝
[00:03:09.000 --> 00:03:11.000]  如果我們看烈王紀夏
[00:03:11.000 --> 00:03:15.000]  十四章更加知道耶羅波安
[00:03:15.000 --> 00:03:18.000]  我們看看經文
[00:03:18.000 --> 00:03:20.000]  烈王紀夏十四章二十三節
[00:03:20.000 --> 00:03:24.000]  猶大王約阿斯的兒子阿瑪芝十五年
[00:03:24.000 --> 00:03:27.000]  以色列王約阿斯的兒子耶羅波安
[00:03:27.000 --> 00:03:29.000]  在撒瑪尼亞奔機
[00:03:29.000 --> 00:03:32.000]  他作王共四十一年
[00:03:32.000 --> 00:03:34.000]  是一個很長的時間
[00:03:34.000 --> 00:03:37.000]  他恨耶和漢為惡的事
[00:03:37.000 --> 00:03:40.000]  不轉來尼伯的兒子耶羅波安
[00:03:40.000 --> 00:03:44.000]  令以色列人陷於罪中的一切罪
[00:03:44.000 --> 00:03:46.000]  在二十四節
[00:03:46.000 --> 00:03:48.000]  我們知道有另一個耶羅波安
[00:03:48.000 --> 00:03:50.000]  所以近代的人
[00:03:50.000 --> 00:03:52.000]  都會分開一個叫耶羅波安一世
[00:03:52.000 --> 00:03:54.000]  一個叫耶羅波安二世
[00:03:54.000 --> 00:03:57.000]  而留意的是二十五節
[00:03:57.000 --> 00:04:00.000]  他收復了以色列的邊境
[00:04:00.000 --> 00:04:03.000]  從哈瑪口接到阿拉巴海
[00:04:03.000 --> 00:04:05.000]  正如耶和以色列神的話
[00:04:05.000 --> 00:04:08.000]  就是他借著他的僕人
[00:04:08.000 --> 00:04:10.000]  加德希弗人
[00:04:10.000 --> 00:04:14.000]  米太的兒子約拿所說的
[00:04:14.000 --> 00:04:16.000]  耶羅波安二世
[00:04:16.000 --> 00:04:19.000]  能夠收復這麼大片的土地
[00:04:19.000 --> 00:04:21.000]  可見他是一個非常有能力的人
[00:04:21.000 --> 00:04:24.000]  但是聖經作者對他的評價
[00:04:24.000 --> 00:04:26.000]  就是恨耶和漢為惡的事
[00:04:26.000 --> 00:04:28.000]  他仍然去拜偶像
[00:04:28.000 --> 00:04:30.000]  成世的君王
[00:04:30.000 --> 00:04:33.000]  但是他背棄耶和華
[00:04:33.000 --> 00:04:35.000]  阿瑪芝有甚麼宋色呢?
[00:04:35.000 --> 00:04:37.000]  在一章一節更加提到
[00:04:37.000 --> 00:04:39.000]  大地震
[00:04:39.000 --> 00:04:41.000]  我們看注意的世界詩
[00:04:41.000 --> 00:04:43.000]  這件事在撒基里亞書
[00:04:43.000 --> 00:04:45.000]  另一段書也提到
[00:04:45.000 --> 00:04:46.000]  而這段書
[00:04:46.000 --> 00:04:48.000]  撒基里亞書十四章第五節
[00:04:48.000 --> 00:04:50.000]  是這樣記載的
[00:04:50.000 --> 00:04:53.000]  你們要經由我的山谷逃跑
[00:04:53.000 --> 00:04:56.000]  因為山谷必伸展至亞撒
[00:04:56.000 --> 00:04:57.000]  你們要逃跑
[00:04:57.000 --> 00:05:00.000]  好像在猶大王烏西亞年間
[00:05:00.000 --> 00:05:03.000]  逃避大地震一樣
[00:05:03.000 --> 00:05:05.000]  我們中國人比較熟悉的
[00:05:05.000 --> 00:05:06.000]  就是唐山大地震
[00:05:06.000 --> 00:05:09.000]  近代的就是汶川大地震
[00:05:09.000 --> 00:05:11.000]  而對於古代以色列人
[00:05:11.000 --> 00:05:13.000]  這個大地震
[00:05:13.000 --> 00:05:15.000]  根據考古學家研究
[00:05:15.000 --> 00:05:18.000]  很可能就是主前760年
[00:05:18.000 --> 00:05:21.000]  在夏所發生的大地震
[00:05:21.000 --> 00:05:24.000]  這個資料除了幫我們去當
[00:05:24.000 --> 00:05:27.000]  亞摩斯書定位之外
[00:05:27.000 --> 00:05:30.000]  其實有一個文學的作用
