
[00:00:00.000 --> 00:00:03.140]  各位聽眾好
[00:00:03.140 --> 00:00:05.060]  很高興來到大家當中
[00:00:05.060 --> 00:00:10.120]  要感謝剛才公會對我的邀請
[00:00:10.120 --> 00:00:11.840]  我首先介紹一下
[00:00:11.840 --> 00:00:13.740]  這個題目叫做
[00:00:13.740 --> 00:00:17.340]  三代經過歷史與神學講座
[00:00:17.340 --> 00:00:20.320]  這個情況我想跟大家介紹一下
[00:00:20.320 --> 00:00:24.860]  我對這個題目有一點點的認識
[00:00:24.860 --> 00:00:26.940]  要感謝老師的邀請
[00:00:26.940 --> 00:00:29.240]  這個題目為什麼要認識呢?
[00:00:29.240 --> 00:00:32.840]  基本上我本身是懂神學家
[00:00:32.840 --> 00:00:34.520]  我不是研究禮儀
[00:00:34.520 --> 00:00:37.340]  也不是研究傳統經過
[00:00:37.340 --> 00:00:40.140]  不過我的研究題目
[00:00:40.140 --> 00:00:44.240]  就是藉著三代經過去研究合一神學
[00:00:44.240 --> 00:00:48.760]  因為三代經過本身是教會合一的象徵
[00:00:48.760 --> 00:00:52.100]  今時今日如果大家是社會會的教友
[00:00:52.100 --> 00:00:53.860]  或者是信義會的教友
[00:00:53.860 --> 00:00:55.480]  或者是禮儀會的教友
[00:00:55.480 --> 00:00:56.920]  你會發現主日的時候
[00:00:56.920 --> 00:00:59.160]  他們是用同一段經文
[00:00:59.160 --> 00:01:01.140]  或者是三段之中的其中一段
[00:01:01.140 --> 00:01:02.400]  來宣講的
[00:01:02.400 --> 00:01:04.520]  這個就成為一個合一的見證
[00:01:04.520 --> 00:01:06.260]  在這些教會裡面
[00:01:06.260 --> 00:01:08.020]  他們是以一種我們叫做
[00:01:08.020 --> 00:01:12.440]  可以見得到的方式去呈現合一
[00:01:12.440 --> 00:01:14.980]  這個就給我機會詳細講
[00:01:14.980 --> 00:01:17.680]  為了研究合一神學
[00:01:17.680 --> 00:01:20.120]  我透過三代經過去研究的時候
[00:01:20.120 --> 00:01:24.840]  結果我將三代經過的所有經題
[00:01:24.840 --> 00:01:26.600]  都變成一個XL表
[00:01:26.600 --> 00:01:28.000]  然後再讀一次
[00:01:28.000 --> 00:01:29.860]  然後做了很多功夫
[00:01:29.860 --> 00:01:34.420]  用一個很紮實的基礎來讀完經文
[00:01:34.420 --> 00:01:37.940]  以及讀完整個神學指向在哪裡
[00:01:37.940 --> 00:01:40.640]  形成了我的博士論文的題目
[00:01:40.640 --> 00:01:44.960]  所以今天是有一個部分會跟我自己的研究有關
[00:01:44.960 --> 00:01:47.800]  另外我本身的教會背景也是禮儀教會的背景
[00:01:47.800 --> 00:01:51.640]  所以在這方面也有很多機會的實踐
[00:01:51.640 --> 00:01:52.480]  三個經文
[00:01:52.480 --> 00:01:56.080]  今天我們的焦點
[00:01:56.080 --> 00:02:01.480]  就是從三代經過認識敬拜神學歷史與實踐
[00:02:01.480 --> 00:02:04.800]  這個部分我想跟大家先講一下
[00:02:04.800 --> 00:02:06.800]  我先問一下大家
[00:02:06.800 --> 00:02:11.160]  這裡有多少人教會是有用三代經過去做神拜的呢?
[00:02:11.160 --> 00:02:13.480]  大部分都沒有
[00:02:13.480 --> 00:02:14.920]  太多了
[00:02:14.920 --> 00:02:18.960]  我們可以詳細地去講一下三代經過是什麼
[00:02:18.960 --> 00:02:21.160]  待會我會有一個部分
[00:02:21.160 --> 00:02:22.800]  來跟大家分享一下
[00:02:22.800 --> 00:02:24.400]  什麼是經過什麼
