
[00:00:00.000 --> 00:00:18.640]  (影片即將開始,別忘了按讚及分享喔)
[00:00:18.640 --> 00:00:22.320]  大家好,我們盡量準時開始
[00:00:22.320 --> 00:00:24.960]  我今天是Jonathan
[00:00:24.960 --> 00:00:27.760]  我是天道書樓的副總幹事
[00:00:27.760 --> 00:00:33.520]  亦是負責在環球事件工會培訓的工作
[00:00:33.520 --> 00:00:35.760]  今天我很開心
[00:00:35.760 --> 00:00:38.640]  其實我只是上任了兩個月
[00:00:38.640 --> 00:00:39.920]  即是一月才上任
[00:00:39.920 --> 00:00:44.480]  安排這些講座的前人
[00:00:44.480 --> 00:00:46.720]  不是前人,即是後人
[00:00:46.720 --> 00:00:48.480]  後面的廖牧師
[00:00:48.480 --> 00:00:52.720]  過去一年已經精心安排了整年的系列
[00:00:52.720 --> 00:00:54.800]  我現在要開始學習
[00:00:54.800 --> 00:00:58.800]  明年如何安排好的講座給大家
[00:00:58.800 --> 00:01:03.120]  今天的講員是廖炳棠博士
[00:01:03.120 --> 00:01:05.520]  廖博士的資料
[00:01:05.520 --> 00:01:08.400]  大家知道現在上網甚麼都起底
[00:01:08.400 --> 00:01:09.600]  其實不用起底
[00:01:09.600 --> 00:01:13.680]  在建道神學院找到他的資料
[00:01:13.680 --> 00:01:17.680]  他現在是神學系的教授
[00:01:17.680 --> 00:01:18.880]  部份時間的
[00:01:18.880 --> 00:01:23.600]  他亦是一個榮譽研究員
[00:01:23.600 --> 00:01:26.960]  繼續他的貢獻
[00:01:26.960 --> 00:01:35.120]  今天很開心廖博士和我們分享一個很重要的主題
[00:01:35.120 --> 00:01:37.040]  就是活化靈修
[00:01:37.040 --> 00:01:40.240]  如何在日常生活中經歷復活的主
[00:01:40.240 --> 00:01:45.440]  這是我們每個基督徒都要多點明白就好一點
[00:01:45.440 --> 00:01:49.040]  我們很希望藉著今晚的時間
[00:01:49.040 --> 00:01:50.800]  其實只是一個開始
[00:01:50.800 --> 00:01:54.400]  其實我們每一次聽一堂道或者學一件事
[00:01:54.400 --> 00:01:56.160]  我自己都是教書的
[00:01:56.160 --> 00:01:58.000]  其實每教一次書的時候
[00:01:58.000 --> 00:01:59.520]  其實都是一個新開始
[00:01:59.520 --> 00:02:01.040]  因為你去了一個點
[00:02:01.040 --> 00:02:03.600]  我們所謂學習是spiral learning
[00:02:03.600 --> 00:02:05.280]  就是一路重複重複
[00:02:05.280 --> 00:02:09.040]  一路越來越站在巨人的肩膊上
[00:02:09.040 --> 00:02:11.360]  我們就可以學得多看得遠
[00:02:11.360 --> 00:02:17.040]  我們很希望大家耐心聆聽教導
[00:02:17.040 --> 00:02:20.480]  今天廖博士其實是中文大學畢業
[00:02:20.480 --> 00:02:22.480]  是社會科學學士
[00:02:22.480 --> 00:02:24.080]  在建道神學院
[00:02:24.080 --> 00:02:25.840]  道學碩士
[00:02:25.840 --> 00:02:27.360]  福樂神學院
[00:02:27.360 --> 00:02:28.640]  哲學博士
[00:02:28.640 --> 00:02:33.920]  也是宣道出版社和天道書樓的出版顧問
[00:02:33.920 --> 00:02:39.360]  今天我們很開心把時間交給在建道神學院
[00:02:39.360 --> 00:02:43.600]  已經教了三十多年很精練的老師
[00:02:43.600 --> 00:02:45.280]  鄺博士
[00:02:45.280 --> 00:02:48.800]  鄺炳棠博士為我們主講今天的主題
[00:02:48.800 --> 00:02:52.560]  活化...廖炳棠...不好意思
[00:02:52.560 --> 00:02:58.560]  廖炳棠博士為我們主講的是活化靈修
[00:02:58.560 --> 00:03:02.000]  知道我們新丁名字都說錯了
[00:03:02.000 --> 00:03:03.120]  不好意思
[00:03:03.120 --> 00:03:05.120]  我們請廖博士
[00:03:05.120 --> 00:03:12.800]  不要緊,很多人都當我是鄺炳超博士
[00:03:12.800 --> 00:03:14.800]  鄺博士也不介意
[00:03:14.800 --> 00:03:17.040]  因為我們兩個經常笑
[00:03:17.040 --> 00:03:23.280]  很開心今晚有機會跟弟兄姊妹分享關於靈修的題目
[00:03:23.280 --> 00:03:28.560]  我會在這麼著重的題目裡面講
[00:03:28.560 --> 00:03:31.200]  經歷是因為我自己以前做社工
[00:03:31.200 --> 00:03:32.160]  奉獻之前
[00:03:32.160 --> 00:03:34.720]  所以比較留心人的
[00:03:34.720 --> 00:03:37.440]  或者自己內在的心路歷程
[00:03:37.440 --> 00:03:40.240]  為什麼知道的東西不是那麼容易走出來
[00:03:40.240 --> 00:03:43.040]  後來讀完神學之後有機會進修
[00:03:43.040 --> 00:03:45.040]  就去讀靈修
[00:03:45.040 --> 00:03:49.120]  靈修主要是研究屬靈經驗
[00:03:49.120 --> 00:03:52.720]  怎樣可以真正按聖經去經歷神
[00:03:52.720 --> 00:03:54.320]  不是靈因那種
[00:03:54.320 --> 00:03:55.520]  也不是神秘主義那種
[00:03:55.520 --> 00:03:56.720]  但也不是只有本聖經
[00:03:56.720 --> 00:04:00.000]  我們自己靠努力去實踐聖經的教訓
[00:04:00.000 --> 00:04:05.440]  是有位主耶穌基督幫助我們實踐到聖經出來
[00:04:05.440 --> 00:04:06.720]  怎樣經歷到它
[00:04:06.720 --> 00:04:08.160]  怎樣拿到力量
[00:04:08.160 --> 00:04:10.320]  這是一路自己的學習
[00:04:10.320 --> 00:04:13.360]  可以跟大家分享一下
[00:04:13.360 --> 00:04:15.360]  因為今晚的時間很短
[00:04:15.360 --> 00:04:16.960]  我講一點
[00:04:16.960 --> 00:04:18.560]  第一就是剛才打了出來
[00:04:18.560 --> 00:04:19.920]  如果有後來的
[00:04:19.920 --> 00:04:21.280]  問一下隔壁左右
[00:04:21.280 --> 00:04:23.680]  有個網站大家打上去
[00:04:23.680 --> 00:04:25.440]  3531025
[00:04:25.440 --> 00:04:26.800]  slido那裡
[00:04:26.800 --> 00:04:29.520]  就可以將問題隨時想到
[00:04:29.520 --> 00:04:31.840]  可以打上去
[00:04:31.840 --> 00:04:33.760]  我就會用手機
[00:04:33.760 --> 00:04:35.440]  現在的科技很好
[00:04:35.440 --> 00:04:36.960]  善用就可以了
[00:04:36.960 --> 00:04:39.600]  就會一直看著
[00:04:39.600 --> 00:04:41.760]  如果有問題我們可以多點互動
[00:04:41.760 --> 00:04:43.760]  第二就是
[00:04:43.760 --> 00:04:47.360]  因為我講話是很短的
[00:04:47.360 --> 00:04:48.640]  還有很多內容
[00:04:48.640 --> 00:04:54.080]  有興趣的話就拿一支筆
[00:04:54.080 --> 00:04:55.280]  你要寫下來
[00:04:55.280 --> 00:04:56.720]  所以我就
[00:04:56.720 --> 00:04:58.000]  咦?沒有印給大家
[00:04:58.000 --> 00:04:59.200]  有印到大家
[00:04:59.200 --> 00:05:00.000]  筆記那裡
[00:05:00.000 --> 00:05:00.960]  我講明了
[00:05:00.960 --> 00:05:02.320]  不是因為沒有科技
[00:05:02.320 --> 00:05:08.960]  而是因為大家可以寫到東西在這裡
[00:05:08.960 --> 00:05:11.840]  其實靈修
[00:05:11.840 --> 00:05:13.600]  透過靈修經歷神
[00:05:13.600 --> 00:05:15.440]  大家今晚
[00:05:15.440 --> 00:05:16.720]  這麼多事情都做不來
[00:05:16.720 --> 00:05:20.000]  聽講座都應該很認真靈修了
[00:05:20.000 --> 00:05:22.240]  很緊張你跟神的關係
[00:05:22.240 --> 00:05:25.040]  只是這個心與精神會預納了
[00:05:25.040 --> 00:05:26.400]  而且神一定會賞賜
[00:05:26.400 --> 00:05:28.160]  真的會幫助我們
[00:05:28.160 --> 00:05:29.680]  既然我們這麼緊張跟祂的關係
[00:05:29.680 --> 00:05:31.680]  其實祂比我們還要緊張
[00:05:31.680 --> 00:05:34.400]  祂很緊張跟我們的關係
[00:05:34.400 --> 00:05:38.160]  其實稍後會詳細講
[00:05:38.160 --> 00:05:41.040]  主要不是一些很複雜的技巧
[00:05:41.040 --> 00:05:43.680]  其實靈修不是一種技巧
[00:05:43.680 --> 00:05:47.360]  而是一種對神的信心或者愛
[00:05:47.360 --> 00:05:49.760]  的一種表達
[00:05:49.760 --> 00:05:54.080]  其實靈修第一件事大家學的就是
[00:05:54.080 --> 00:05:58.160]  其實當你開始靈修的時候
[00:05:58.160 --> 00:05:59.840]  你其實有多大信心
[00:05:59.840 --> 00:06:02.800]  耶穌基督跟你同在
[00:06:02.800 --> 00:06:05.680]  復活的基督跟你同在
[00:06:05.680 --> 00:06:08.480]  很多人的困難其實不在方法上
[00:06:08.480 --> 00:06:11.440]  其實現在坊間很多方法都可以
[00:06:11.440 --> 00:06:13.440]  所有不違反聖經的東西都可以
[00:06:13.440 --> 00:06:15.840]  讀著聖經看怎麼讀
[00:06:15.840 --> 00:06:19.440]  但其實最重要是你由第一刻
[00:06:19.440 --> 00:06:21.680]  靈修到你最後一刻
[00:06:21.680 --> 00:06:24.880]  有很多人都還沒有覺得神在
[00:06:24.880 --> 00:06:27.680]  只是慣性地讀了聖經
[00:06:27.680 --> 00:06:29.120]  唱了一首詩
[00:06:29.120 --> 00:06:31.120]  做了一些事情
[00:06:31.120 --> 00:06:33.680]  但仍然在信心裡面
[00:06:33.680 --> 00:06:37.120]  不能夠知道自己不太覺得神在
[00:06:37.120 --> 00:06:39.120]  又不去求恩典
[00:06:39.120 --> 00:06:41.920]  神幫助我有信心在
[00:06:41.920 --> 00:06:43.920]  這個現象是
[00:06:43.920 --> 00:06:46.480]  第一件事我們先學到就是
[00:06:46.480 --> 00:06:49.360]  我不知道你今晚來講座也是一樣
[00:06:49.360 --> 00:06:53.360]  其實你相不相信耶穌基督現在在這裡
[00:06:53.360 --> 00:06:56.000]  復活的基督現在在哪裡
[00:06:56.000 --> 00:06:57.120]  祂在這裡
[00:06:57.120 --> 00:06:59.120]  有兩三個人奉祂的名
[00:06:59.120 --> 00:07:00.640]  祂就在我們當中
[00:07:00.640 --> 00:07:03.360]  而且祂透過聖靈住在我們每個人裡面
[00:07:03.360 --> 00:07:04.160]  是不是?
[00:07:04.160 --> 00:07:07.120]  沒有聖靈就不屬於耶穌基督
[00:07:07.120 --> 00:07:08.320]  所以呢
[00:07:08.320 --> 00:07:10.320]  其實當你聽講座的時候
[00:07:10.320 --> 00:07:12.320]  除了留意我講完
[00:07:12.320 --> 00:07:14.320]  你為我祈禱吧
[00:07:14.320 --> 00:07:17.680]  希望我能夠精簡大家明白
[00:07:17.680 --> 00:07:23.200]  但是你會不會覺得耶穌基督可以親自跟你講話呢?
[00:07:23.200 --> 00:07:26.240]  其實這是一個最基本的問題
[00:07:26.240 --> 00:07:28.560]  所以現在開始的時候
[00:07:28.560 --> 00:07:30.560]  你自己有半分鐘時間
[00:07:30.560 --> 00:07:34.480]  其實這兩年我教書開始講道也是
[00:07:34.480 --> 00:07:38.560]  請弟兄姊妹去運用自己的信心
[00:07:38.560 --> 00:07:40.560]  因為如果你不運用信心
[00:07:40.560 --> 00:07:42.560]  你可以整堂講道都
[00:07:42.560 --> 00:07:44.560]  只聽到一個人
[00:07:44.560 --> 00:07:47.440]  是不是你喜歡的表達方式
[00:07:47.440 --> 00:07:49.440]  然後平道
[00:07:49.440 --> 00:07:52.800]  沒有想過神可以超越任何一個講員跟你講話
[00:07:52.800 --> 00:07:57.280]  你自己是可以求主耶穌
[00:07:57.280 --> 00:07:59.280]  既然祂說的是聖經
[00:07:59.280 --> 00:08:02.480]  主耶穌你可不可以超越一個講員的限制
[00:08:02.480 --> 00:08:04.480]  透過聖經跟我說話
[00:08:04.480 --> 00:08:06.480]  這是上帝可以做到的事情
[00:08:06.480 --> 00:08:09.280]  也是你自己想不想聽到
[00:08:09.280 --> 00:08:12.080]  上帝給你個人的屬靈功課
[00:08:12.080 --> 00:08:12.880]  是不是?
[00:08:12.880 --> 00:08:13.600]  所以呢
[00:08:13.600 --> 00:08:15.600]  現在開始有半分鐘的時間
[00:08:15.600 --> 00:08:17.600]  大家去祈禱
[00:08:17.600 --> 00:08:19.600]  然後我們聚會結束
[00:08:19.600 --> 00:08:21.600]  都會做半分鐘的祈禱
[00:08:21.600 --> 00:08:23.600]  然後你就試試問主耶穌
[00:08:23.600 --> 00:08:25.600]  剛才的講座
[00:08:25.600 --> 00:08:28.560]  其實有沒有一些東西耶穌基督跟你講了
[00:08:28.560 --> 00:08:30.560]  對你自己個人來說
[00:08:30.560 --> 00:08:33.520]  屬靈上面除了知識有學習之外
[00:08:33.520 --> 00:08:35.520]  屬靈上面有些東西提醒了你要
[00:08:35.520 --> 00:08:37.520]  真是個人上要學的東西
[00:08:37.520 --> 00:08:40.720]  那我們就用半分鐘的時間,好嗎?
[00:08:40.720 --> 00:08:42.000]  每個人去
[00:08:42.000 --> 00:08:44.000]  跟主耶穌基督,各位復活的基督
[00:08:44.000 --> 00:08:46.000]  我們每個人去祈禱
[00:08:58.560 --> 00:09:18.560]  (靜靜的靜靜)
[00:09:18.560 --> 00:09:20.560]  親愛的主耶穌基督,我們感謝你
[00:09:20.560 --> 00:09:24.560]  因為你不單止是我們的創造主
[00:09:24.560 --> 00:09:26.560]  我們生命從你而來
[00:09:26.560 --> 00:09:28.560]  而且兩千年前
[00:09:28.560 --> 00:09:30.560]  你是來到這個世界上
[00:09:30.560 --> 00:09:32.560]  為我們釘十字架
[00:09:32.560 --> 00:09:34.560]  付出了最大的代價
[00:09:34.560 --> 00:09:36.560]  為的是要從死亡和罪惡當中
[00:09:36.560 --> 00:09:38.560]  拯救我們出來
[00:09:38.560 --> 00:09:40.560]  可以回歸創造我們的主
[00:09:40.560 --> 00:09:42.560]  三一的上帝
[00:09:42.560 --> 00:09:44.560]  以致我們可以
[00:09:44.560 --> 00:09:46.560]  生命上面有所依靠
[00:09:46.560 --> 00:09:48.560]  也都能夠在生活上面
[00:09:48.560 --> 00:09:50.560]  更加經歷到你
[00:09:50.560 --> 00:09:52.560]  原來就是我們
[00:09:52.560 --> 00:09:54.560]  一直看顧著我們的主
[00:09:54.560 --> 00:09:56.560]  親愛的主,我們也都在今天的晚上
[00:09:56.560 --> 00:09:58.560]  我們等候你
[00:09:58.560 --> 00:10:00.560]  因為我們真的,弟兄姊妹都很有心
[00:10:00.560 --> 00:10:04.560]  想和你的關係有進步
[00:10:04.560 --> 00:10:06.560]  想在靈修上面做得好一點
[00:10:06.560 --> 00:10:08.560]  討你自己的喜悅
[00:10:08.560 --> 00:10:10.560]  也都能夠走在你的心意裡面
[00:10:10.560 --> 00:10:12.560]  在靈性上面更加有力的去做你的見證
[00:10:12.560 --> 00:10:14.560]  親愛的主,我們這個心
[00:10:14.560 --> 00:10:16.560]  就是你自己的聖靈
[00:10:16.560 --> 00:10:18.560]  一直在我們生命裡面
[00:10:18.560 --> 00:10:20.560]  要鼓勵我們的
[00:10:20.560 --> 00:10:22.560]  今天也都感動我們
[00:10:22.560 --> 00:10:24.560]  追求的心
[00:10:24.560 --> 00:10:26.560]  我們今天就等候你
[00:10:26.560 --> 00:10:28.560]  我們求主,愛我們每一個個人
[00:10:28.560 --> 00:10:30.560]  都有不同的信主的年日
[00:10:30.560 --> 00:10:32.560]  過往人生的經歷
[00:10:32.560 --> 00:10:34.560]  有些正面,有些負面
[00:10:34.560 --> 00:10:36.560]  不同教會的背景
[00:10:36.560 --> 00:10:38.560]  我們有不同的情況
[00:10:38.560 --> 00:10:40.560]  但你都可以愛我們個別的情況
[00:10:40.560 --> 00:10:42.560]  牧養我們
[00:10:42.560 --> 00:10:44.560]  幫助我們今晚有聖經真理上的認識
[00:10:44.560 --> 00:10:46.560]  也都能夠在
[00:10:46.560 --> 00:10:48.560]  屬靈功課上很具體的學習
[00:10:48.560 --> 00:10:50.560]  我們等候你
[00:10:50.560 --> 00:10:52.560]  對我們說話
[00:10:52.560 --> 00:10:54.560]  我們多謝主,奉耶穌基督的名祈求
[00:10:54.560 --> 00:10:56.560]  阿們
[00:10:56.560 --> 00:10:58.560]  好,那就
[00:10:58.560 --> 00:11:00.560]  因為時間很有限
[00:11:00.560 --> 00:11:02.560]  我就只是講一些比較
[00:11:02.560 --> 00:11:04.560]  精簡的重點
[00:11:04.560 --> 00:11:06.560]  所以大家會講得很快
[00:11:06.560 --> 00:11:08.560]  如果你真的太快
[00:11:08.560 --> 00:11:10.560]  你就告訴我
[00:11:10.560 --> 00:11:12.560]  那就
[00:11:12.560 --> 00:11:14.560]  靈修其實很重要的一件事
[00:11:14.560 --> 00:11:16.560]  它
[00:11:16.560 --> 00:11:18.560]  不單只是一個責任
[00:11:18.560 --> 00:11:20.560]  當然我們作為基督徒
[00:11:20.560 --> 00:11:22.560]  應該去靈修
[00:11:22.560 --> 00:11:24.560]  但更加重要的是
[00:11:24.560 --> 00:11:26.560]  我們如果跟神之間有一個愛的關係
[00:11:26.560 --> 00:11:28.560]  這個責任就不是
[00:11:28.560 --> 00:11:30.560]  這麼重的東西
[00:11:30.560 --> 00:11:32.560]  簡單來說
[00:11:32.560 --> 00:11:34.560]  母親節是不是一個責任呢
