code,bkno,book,chapter,verse,title,date
UruqpfSXPlY,47,哥林多後書,12,12:8-10,【網上崇拜】一根刺｜哥林多後書12_8-10｜20210102,2021-01-02
L9NScNPTIy8,46,哥林多前書,12,12:13-27,【網上崇拜】十二體面｜哥林多前書 12_13-27｜20210109,2021-01-09
XrocGGxPDyo,27,詩篇,90,90:1-17,【網上聖餐崇拜】幾時會改變 — till when｜詩篇90_1-17｜20210116,2021-01-16
RF2S6BP2SnQ,34,以斯帖記,4,4:1-17,【網上崇拜】橫掂都係冇乜所謂｜以斯帖記4_1-17｜20210123,2021-01-23
OfpcASuB51M,8,撒母耳記上,20,20:40-42,【網上崇拜】Into the unknown (feat.約拿單王子)｜撒母耳記上20_40-42｜20210130,2021-01-30
J3EQacUFDFI,57,腓利門書,1,1:1-25,【網上崇拜】再見…再相見 ｜ 腓利門書1_1-25 ｜ 20210206,2021-02-06
yt29IwiNPNk,2,出埃及記,32,32:1-35,【網上崇拜】牛年生肖道｜出埃及記32_1-35｜20210213,2021-02-13
oPjRrgTCyrc,29,約伯記,42,42:1-6,【網上崇拜】逆轉中的重整｜約伯記42_1-6｜20210220,2021-02-20
ImF_nOi6nV0,27,詩篇,8,8:1-9,【網上崇拜】願人都尊你的名為聖｜詩篇8_1-9｜20210227,2021-02-27
x6Kk9M_oBDQ,45,羅馬書,12,12:1-2,【網上崇拜】國安法下的香港基督徒｜羅馬書12_1-2｜20210306,2021-03-06
b-RvZO5CksE,50,腓立比書,3,3:12-17,【網上崇拜】一件事｜腓立比書3_12-17｜20210313,2021-03-13
4wytESAePq4,33,傳道書,3,3:1-12,【網上聖餐崇拜】祂想將你拯救脫離人類荒謬｜傳道書3_1-12｜20210320,2021-03-20
MqicF_n2beE,45,羅馬書,12,12:1-2,【網上崇拜】國安法下的香港基督徒 II｜羅馬書12_1-2｜20210327,2021-03-27
iQVGXiakCZw,45,羅馬書,12,12:2,【網上崇拜】國安法下的香港基督徒 III｜羅馬書12_2｜20210403,2021-04-03
6kOfx_l_zUc,43,約翰福音,20,20:19-31,【網上崇拜】試到真｜約翰福音20_19-31｜20210410,2021-04-10
Ime4y1z4xAo,30,雅歌,8,8:1-7,【網上聖餐崇拜】荒謬下的愛情：薩拉熱窩的羅密歐與茱麗葉｜雅歌8_1-7｜20210417,2021-04-17
OcQfess4BW8,40,馬太福音,22,22:41-46,【網上崇拜】特別呈獻：亂世下的聖經問答比賽｜馬太福音22_41-46｜20210424,2021-04-24
06vK3-L_ZWM,14,以西結書,4,4:9-17,【網上崇拜】如何飲水而不失霸氣｜以西結書4_9-17｜20210501,2021-05-01
_PrzNSi58Ms,27,詩篇,1,1:1-6,【網上崇拜】溪水人生｜詩篇1_1-6｜20210508,2021-05-08
GS0Osr6_jwI,17,阿摩司書,5,5:18-27,【網上聖餐崇拜】《亂世中的淵仇》滾滾的公義vs 滔滔的情感勒索｜阿摩司書5_18-27｜20210515,2021-05-15
hx9eq2tkbx4,38,歷代志上,11,11:15-19,【網上崇拜】甚願有人打水給我喝！｜歷代志上11_15-19｜20210522,2021-05-22
GmLFDCSkId4,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第1講：亂世中才明白甚麼是「基督徒」｜20210522,2021-05-22
k-0V9RXlAGE,43,約翰福音,19,19:28,【網上崇拜】我渴了｜約翰福音19_28｜20210529,2021-05-29
Vsr4KAADoe4,27,詩篇,42,42:1-43:5,【網上崇拜】流亡者的禱告｜詩篇42_1-43_5｜20210605,2021-06-05
YuFJjSiB2n8,43,約翰福音,5,5:1-9,【網上崇拜】不是大的盼望｜約翰福音5_1-9｜20210612,2021-06-12
adSMNfhKn24,34,以斯帖記,3,3:1-15,【網上聖餐崇拜】絕望盼望，睇你點望｜以斯帖記3_1-15｜20210619,2021-06-19
OTk7WEa-w50,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第2講：究竟好消息有多好？｜20210619,2021-06-19
rjndxjSXpt8,10,列王記上,19,19:1-8,【網上崇拜】飲水一躺平360｜列王記上19_1-8｜20210626,2021-06-26
DP4aweql6JQ,43,約翰福音,6,6:11-15,【網上崇拜】減噪｜約翰福音6_11-15｜20210710,2021-07-10
1fXj7lDyDgc,19,約拿書,2,2:1-10,【網上聖餐崇拜】減…理（聖馬力諾的銀河修理員）｜約拿書2_1-10｜20210717,2021-07-17
Gv9ZCQJGqmE,46,哥林多前書,7,7:29-31,【網上崇拜】時間減少了｜哥林多前書7_29-31｜20210724,2021-07-24
dNWjC8vnhS0,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第3課： Let’s flow｜20210726,2021-07-26
Gprv_Nw0Oi4,4,民數記,9,9:15-23,【網上崇拜】減嘆生活｜民數記9_15-23｜20210731,2021-07-31
SVtiZAH7myk,8,撒母耳記上,18,18:5-30,【網上崇拜】減燥｜撒母耳記上18_5-30｜20210807,2021-08-07
p6nvYhNGdpU,27,詩篇,46,46:10,【網上崇拜】減產-休閒神學-｜詩篇46_10｜20210814,2021-08-14
gexfrTB3Ccc,37,尼希米記,4,4:1-23,【網上聖餐崇拜】減….怨（從被減少中去堅持）｜尼希米記4_1-23｜20210821,2021-08-21
d_aSxcuQPus,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第4課：亂世的靈性修持｜20210822,2021-08-22
VhMBgPBkDi8,43,約翰福音,21,21:20-25,【網上崇拜】減去100個跟隨耶穌的理由｜約翰福音21_20-25｜20210828,2021-08-28
M-UoOxlxBd4,14,以西結書,2,2:8-3:11,【網上崇拜】亂世學道：如何在禁言的年代述説上帝的話｜以西結書2_8-3_11｜20210904,2021-09-04
yB-U5t0w3Ug,52,帖撒羅尼迦前書,2,2:1-17,【網上崇拜】企硬，講嘢！｜帖撒羅尼迦前書2_1-17｜20210911,2021-09-11
Wv0tPAVEIA8,40,馬太福音,11,11:25-30,【網上聖餐崇拜】致一位已離開的老師｜馬太福音11_25-30｜20210918,2021-09-18
akT8yKiTNTo,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第5課：一根刺的人｜20210918,2021-09-18
TgQ5_ITPOW8,35,但以理書,1,1:1-20,【網上崇拜】流散中的同學會｜但以理書1_1-20｜20210925,2021-09-25
Z0bLH2ZRgyo,58,希伯來書,3,3:13-14,【網上崇拜】記得m 記得e 記得 me｜希伯來書3_13-14｜20211002,2021-10-02
Z_3rpwlfo6I,58,希伯來書,13,13:7-9,【網上崇拜】佢點呀？｜希伯來書13_7-9｜20211009,2021-10-09
xbbmUvNItM8,67,提摩太前書以賽亞書,19,19:14,"【網上聖餐崇拜】越學越錯？｜以賽亞書19_14;提摩太前書4_1-2,11-12｜20211016",2021-10-16
K2_OK28IM68,67,,0,,【這是最好的時代：給香港基督徒的神學八課】第1季第6課： Passion｜20211018,2021-10-18
