
[00:00:00.000 --> 00:00:02.960]  好的,早上好,大家怎麼樣?
[00:00:02.960 --> 00:00:06.160]  好的,今天我要講講神的裝備。
[00:00:06.160 --> 00:00:08.160]  有人聽過神的裝備嗎?
[00:00:08.160 --> 00:00:10.160]  神的裝備,是的,好的。
[00:00:10.160 --> 00:00:14.960]  當我想到神的裝備時,我會想到奧運會。
[00:00:14.960 --> 00:00:18.000]  好的,那什麼樣的
[00:00:18.000 --> 00:00:22.160]  什麼樣的活動讓你最喜歡看奧運會?
[00:00:22.160 --> 00:00:26.160]  跳舞?跳舞,對吧?像這個,對吧?
[00:00:26.160 --> 00:00:28.160]  這就是Lukas的跳舞,對吧?
[00:00:28.320 --> 00:00:32.320]  我去奧運會,我選擇了只有兩個活動。
[00:00:32.320 --> 00:00:34.320]  猜猜哪個活動?
[00:00:34.320 --> 00:00:40.320]  乒乓球,對,因為我有一位朋友,
[00:00:40.320 --> 00:00:46.320]  她說她在奧運會,她說她在奧運會,她說她在乒乓球,
[00:00:46.320 --> 00:00:48.320]  她說她在奧運會,她說她在乒乓球,她說她在乒乓球,
[00:00:48.320 --> 00:00:50.320]  她說她在奧運會,她說她在乒乓球,她說她在乒乓球,
[00:00:50.320 --> 00:00:52.320]  她說她在奧運會,她說她在乒乓球,她說她在乒乓球,
[00:00:52.320 --> 00:00:54.320]  她說她在奧運會,她說她在乒乓球,
[00:00:54.480 --> 00:01:00.480]  對,因為我的一位運動偶像是Raphael Nadell,
[00:01:00.480 --> 00:01:04.480]  我真的很想看到他在退休之前打球,
[00:01:04.480 --> 00:01:06.480]  所以我去打乒乓球,
[00:01:06.480 --> 00:01:10.480]  當然我也看了我的最愛的乒乓球,
[00:01:10.480 --> 00:01:12.480]  我看了USA隊和加拿大隊,
[00:01:12.480 --> 00:01:14.480]  奧運會真是太棒了,
[00:01:14.480 --> 00:01:16.480]  奧運會真是太棒了,
[00:01:16.480 --> 00:01:18.480]  你們應該去,是一輩子的體驗,
[00:01:18.480 --> 00:01:20.480]  我去過的所有運動活動,
[00:01:20.480 --> 00:01:22.480]  奧運會,你能看到的一切,
[00:01:22.480 --> 00:01:24.480]  你可以從早上到晚上看,
[00:01:24.480 --> 00:01:26.480]  你能從早上到晚上看,
[00:01:26.480 --> 00:01:28.480]  你能從早上到晚上看,
[00:01:28.480 --> 00:01:30.480]  你能從早上到晚上看,
[00:01:30.480 --> 00:01:32.480]  你能從早上到晚上看,
[00:01:32.480 --> 00:01:34.480]  你能從早上到晚上看,
[00:01:34.480 --> 00:01:36.480]  你能從早上到晚上看,
[00:01:36.480 --> 00:01:38.480]  你能從早上到晚上看,
[00:01:38.480 --> 00:01:40.480]  你能從早上到晚上看,
[00:01:40.480 --> 00:01:42.480]  你能從早上到晚上看,
[00:01:42.480 --> 00:01:44.480]  你能從早上到晚上看,
[00:01:44.480 --> 00:01:46.480]  你能從早上到晚上看,
[00:01:46.480 --> 00:01:48.480]  你能從早上到晚上看,
[00:01:48.480 --> 00:01:50.480]  你能從早上到晚上看,
[00:01:50.480 --> 00:01:52.480]  你能從早上到晚上看,
[00:01:52.480 --> 00:01:54.480]  你能從早上到晚上看,
[00:01:54.480 --> 00:01:56.480]  你能從早上到晚上看,
[00:01:56.480 --> 00:01:58.480]  你能從早上到晚上看,
[00:01:58.480 --> 00:02:00.480]  你能從早上到晚上看,
[00:02:00.480 --> 00:02:02.480]  你能從早上到晚上看,
[00:02:02.480 --> 00:02:04.480]  你能從早上到晚上看,
[00:02:04.480 --> 00:02:06.480]  你能從早上到晚上看,
[00:02:06.480 --> 00:02:08.480]  你能從早上到晚上看,
[00:02:08.480 --> 00:02:10.480]  你能從早上到晚上看,
[00:02:10.480 --> 00:02:12.480]  你能從早上到晚上看,
[00:02:12.480 --> 00:02:14.480]  你能從早上到晚上看,
[00:02:14.480 --> 00:02:16.480]  你能從早上到晚上看,
[00:02:16.480 --> 00:02:18.480]  你能從早上到晚上看,
[00:02:18.480 --> 00:02:20.480]  你能從早上到晚上看,
[00:02:20.480 --> 00:02:22.480]  你能從早上到晚上看,
[00:02:22.480 --> 00:02:24.480]  你能從早上到晚上看,
[00:02:24.480 --> 00:02:26.480]  你能從早上到晚上看,
[00:02:26.480 --> 00:02:28.480]  你能從早上到晚上看,
[00:02:28.480 --> 00:02:30.480]  你能從早上到晚上看,
[00:02:30.480 --> 00:02:32.480]  你能從早上到晚上看,
[00:02:32.480 --> 00:02:34.480]  你能從早上到晚上看,
[00:02:34.480 --> 00:02:36.480]  你能從早上到晚上看,
[00:02:36.480 --> 00:02:38.480]  你能從早上到晚上看,
[00:02:38.480 --> 00:02:40.480]  你能從早上到晚上看,
[00:02:40.480 --> 00:02:42.480]  你能從早上到晚上看,
[00:02:42.480 --> 00:02:44.480]  你能從早上到晚上看,
