
[00:00:00.000 --> 00:00:02.600]  好 各位弟兄姊妹 大家主內平安
[00:00:02.600 --> 00:00:07.680]  今天要帶領大家一起思想的主題呢 叫做
[00:00:07.680 --> 00:00:10.260]  突破框架的信仰
[00:00:10.260 --> 00:00:14.820]  剛才也要多謝主席 還有眾弟兄姊妹的齊心協力
[00:00:14.820 --> 00:00:17.160]  一起把這樣一段的經文
[00:00:17.160 --> 00:00:18.680]  讀了下來
[00:00:18.680 --> 00:00:21.660]  這樣一段的經文呢 在
[00:00:21.660 --> 00:00:25.140]  《信約開篇》的三本福音書
[00:00:25.140 --> 00:00:26.740]  都有記載
[00:00:27.100 --> 00:00:30.380]  他講到的是一個復活的問題
[00:00:30.380 --> 00:00:33.840]  不單是講到我們都知道的
[00:00:33.840 --> 00:00:37.020]  耶穌基督從死裡復活這樣一個得勝
[00:00:37.020 --> 00:00:39.720]  更加也還是所有跟隨
[00:00:39.720 --> 00:00:42.780]  耶穌基督的弟兄姊妹 祂的門徒們
[00:00:42.780 --> 00:00:45.360]  將會具有一個復活
[00:00:45.360 --> 00:00:48.620]  永恆的生命的這樣一種的啟示
[00:00:48.620 --> 00:00:51.380]  既是講到復活的問題
[00:00:51.380 --> 00:00:54.660]  也是在講到一個框架的問題
[00:00:54.780 --> 00:00:57.740]  很明顯在期間有一個教派
[00:00:57.740 --> 00:01:00.740]  撒都該人 因著他們心目當中的
[00:01:00.740 --> 00:01:03.740]  框架 沒有辦法真的領受
[00:01:03.740 --> 00:01:06.760]  神的啟示 還有真正的
[00:01:06.760 --> 00:01:08.460]  天國的事
[00:01:08.460 --> 00:01:11.760]  所以呢 在這裡也讓我思想到
[00:01:11.760 --> 00:01:13.660]  固有的框架
[00:01:13.660 --> 00:01:16.260]  會阻擋我們對
[00:01:16.260 --> 00:01:18.360]  所有新事物的認知
[00:01:18.360 --> 00:01:21.200]  所有的固執己見
[00:01:21.200 --> 00:01:24.740]  也會阻擋我們對信仰的了解
[00:01:24.740 --> 00:01:26.740]  甚至是維生
[00:01:26.740 --> 00:01:30.260]  我們總是會憑著自己以前的經歷
[00:01:30.260 --> 00:01:32.260]  生活中的經驗
[00:01:32.260 --> 00:01:34.260]  來想更高層次
[00:01:34.260 --> 00:01:36.260]  神應該做什麼
[00:01:36.260 --> 00:01:38.260]  所以 有的時候
[00:01:38.260 --> 00:01:40.260]  不能夠理解 不能夠明白
[00:01:40.260 --> 00:01:42.260]  是因為我們把自己和神
[00:01:42.260 --> 00:01:44.260]  侷限在了我們固有的
[00:01:44.260 --> 00:01:46.260]  框架當中了
[00:01:46.260 --> 00:01:48.260]  在馬可福音的第十二章呢
[00:01:48.260 --> 00:01:50.260]  講到了一些所有權的
[00:01:50.260 --> 00:01:52.260]  問題啊 三個事件
[00:01:52.260 --> 00:01:54.260]  歸屬權
[00:01:54.260 --> 00:01:56.260]  到底歸屬於誰
[00:01:56.260 --> 00:01:58.260]  更加也講到了
[00:01:58.260 --> 00:02:00.260]  耶穌在這一章的
[00:02:00.260 --> 00:02:02.260]  經文裡邊 遇到了
[00:02:02.260 --> 00:02:04.260]  三個 艱鉅的
[00:02:04.260 --> 00:02:06.260]  挑戰 在世人看
[00:02:06.260 --> 00:02:08.260]  很艱鉅啊 耶穌在
[00:02:08.260 --> 00:02:10.260]  期間 從容應對
[00:02:10.260 --> 00:02:12.260]  解答了他們的疑問
[00:02:12.260 --> 00:02:14.260]  甚至指出了
[00:02:14.260 --> 00:02:16.260]  他們生命的困局
[00:02:16.260 --> 00:02:18.260]  和框架
[00:02:18.260 --> 00:02:20.260]  分別這三個挑戰呢 都是由問題
[00:02:20.260 --> 00:02:22.260]  來帶出來的
[00:02:22.260 --> 00:02:24.260]  首先呢 講到了
[00:02:24.260 --> 00:02:26.260]  不同的人來找耶穌啊
[00:02:26.260 --> 00:02:28.260]  法利塞人和
[00:02:28.260 --> 00:02:30.260]  希律黨人來挑戰
[00:02:30.260 --> 00:02:32.260]  耶穌 要不要納稅
[00:02:32.260 --> 00:02:34.260]  給凱撒的問題
[00:02:34.260 --> 00:02:36.260]  以前在講道中已經跟大家分享過了
[00:02:36.260 --> 00:02:38.260]  還有呢 就是今天的經文
[00:02:38.260 --> 00:02:40.260]  薩都該人也來了
[00:02:40.260 --> 00:02:42.260]  問的就是
[00:02:42.260 --> 00:02:44.260]  復活的問題
[00:02:44.260 --> 00:02:46.260]  接下來呢 還有接下來的經文
[00:02:46.260 --> 00:02:48.260]  有文士 很熟悉
[00:02:48.260 --> 00:02:50.260]  聖經記載的一些的群體
[00:02:50.260 --> 00:02:52.260]  來問
[00:02:52.260 --> 00:02:54.260]  最大誡命的問題
[00:02:54.260 --> 00:02:56.260]  那麼我在本月的講道呢
[00:02:56.260 --> 00:02:58.260]  會安排分別由
[00:02:58.260 --> 00:03:00.260]  這二三個問題入手
[00:03:00.260 --> 00:03:02.260]  今天呢 會和大家講
[00:03:02.260 --> 00:03:04.260]  突破框架的信仰
[00:03:04.260 --> 00:03:06.260]  在23日呢
[00:03:06.260 --> 00:03:08.260]  會和大家一起來分享
[00:03:08.260 --> 00:03:10.260]  突破框架的誡命
[00:03:10.260 --> 00:03:12.260]  也讓我們
[00:03:12.260 --> 00:03:14.260]  在今天的訊息
[00:03:14.260 --> 00:03:16.260]  我分三點和大家宣講之前
[00:03:16.260 --> 00:03:18.260]  一起安靜 我們要同心道告
[00:03:20.260 --> 00:03:22.260]  親愛的父神
[00:03:22.260 --> 00:03:24.260]  祢是愛我們的主
[00:03:24.260 --> 00:03:28.260]  祢也是帶領我們
[00:03:28.260 --> 00:03:30.260]  打破固有僵化思維的神
[00:03:30.260 --> 00:03:32.260]  祢不要讓我們
[00:03:32.260 --> 00:03:34.260]  侷限在今生裡邊
[00:03:34.260 --> 00:03:36.260]  更加讓我們
[00:03:36.260 --> 00:03:38.260]  活出永恆的榮耀
[00:03:38.260 --> 00:03:40.260]  當我們有的時候
[00:03:40.260 --> 00:03:42.260]  各樣的侷限
[00:03:42.260 --> 00:03:44.260]  會阻礙我們認識祢
[00:03:44.260 --> 00:03:46.260]  更多的委身於祢的時候
[00:03:46.260 --> 00:03:48.260]  祢就開啟
[00:03:48.260 --> 00:03:50.260]  我們心中的疑惑
[00:03:50.260 --> 00:03:52.260]  把它揭開了
[00:03:52.260 --> 00:03:54.260]  讓我們能夠徹底地擁抱祢
[00:03:54.260 --> 00:03:56.260]  主我們也將今天
[00:03:56.260 --> 00:03:58.260]  要聆聽主祢話語的時間
[00:03:58.260 --> 00:04:00.260]  再次恭敬
[00:04:00.260 --> 00:04:02.260]  交託仰望在主祢的手中
