
[00:00:00.000 --> 00:00:03.000]  大家好!弟兄姊妹平安!
[00:00:03.000 --> 00:00:05.000]  我們不經不覺來到
[00:00:05.000 --> 00:00:08.000]  約瑟雅基第19章了
[00:00:08.000 --> 00:00:09.000]  今天的題目是
[00:00:09.000 --> 00:00:12.000]  你要祝福還是咒诛?
[00:00:12.000 --> 00:00:13.000]  你可能會想
[00:00:13.000 --> 00:00:14.000]  為什麼有這樣的題目呢?
[00:00:14.000 --> 00:00:15.000]  那麼明顯
[00:00:15.000 --> 00:00:17.000]  有沒有人想要咒诛的?
[00:00:17.000 --> 00:00:18.000]  沒有!
[00:00:18.000 --> 00:00:21.000]  那為什麼題目還要這樣起呢?
[00:00:21.000 --> 00:00:22.000]  就是因為有時候
[00:00:22.000 --> 00:00:25.000]  我們想要一樣東西
[00:00:25.000 --> 00:00:27.000]  但是我們的行為
[00:00:27.000 --> 00:00:31.000]  可能跟我們要的走相反的方向
[00:00:31.000 --> 00:00:35.000]  比如說我們可能都想要健康
[00:00:35.000 --> 00:00:37.000]  但是不知道為什麼
[00:00:37.000 --> 00:00:40.000]  就是去不了做運動
[00:00:40.000 --> 00:00:42.000]  然後也是會熬夜
[00:00:42.000 --> 00:00:44.000]  然後油膩的東西
[00:00:44.000 --> 00:00:46.000]  也吃得特別多
[00:00:46.000 --> 00:00:48.000]  所以其實這個問題是
[00:00:48.000 --> 00:00:50.000]  究竟我們是不是
[00:00:50.000 --> 00:00:53.000]  真的想要神的祝福
[00:00:53.000 --> 00:00:54.000]  還是我們的行為
[00:00:54.000 --> 00:00:55.000]  我們的選擇
[00:00:55.000 --> 00:00:58.000]  其實是往相反的方向走呢?
[00:00:58.000 --> 00:01:00.000]  那今天我們一起來看
[00:01:00.000 --> 00:01:04.000]  約瑟雅基第19章的時候
[00:01:04.000 --> 00:01:07.000]  讓我們去裡面的那些細節
[00:01:07.000 --> 00:01:11.000]  去了解我們可以怎麼樣跟隨神
[00:01:11.000 --> 00:01:13.000]  以至於我們的選擇
[00:01:13.000 --> 00:01:16.000]  我們的行為
[00:01:16.000 --> 00:01:19.000]  也是往祝福的方向走的
[00:01:19.000 --> 00:01:20.000]  好不好?
[00:01:20.000 --> 00:01:22.000]  好!沒有人講
[00:01:22.000 --> 00:01:23.000]  好不好?
[00:01:23.000 --> 00:01:24.000]  好!OK!
[00:01:24.000 --> 00:01:26.000]  那我們先看一下
[00:01:26.000 --> 00:01:30.000]  因為約瑟雅基第19章其實蠻長的
[00:01:30.000 --> 00:01:31.000]  我們剛才讀了
[00:01:31.000 --> 00:01:33.000]  就是紅色的那個部分
[00:01:33.000 --> 00:01:34.000]  1到9節
[00:01:34.000 --> 00:01:36.000]  然後49到51
[00:01:36.000 --> 00:01:38.000]  但總共是51節
[00:01:38.000 --> 00:01:41.000]  而且第一到第48節
[00:01:41.000 --> 00:01:43.000]  基本上就好像剛才那樣子
[00:01:43.000 --> 00:01:45.000]  很多層次的名稱
[00:01:45.000 --> 00:01:49.000]  連我們好像也讀不清楚
[00:01:49.000 --> 00:01:51.000]  還是不容易讀的一章
[00:01:51.000 --> 00:01:53.000]  但是裡面還是有很多
[00:01:53.000 --> 00:01:56.000]  神要給我們的一些信息的
[00:01:56.000 --> 00:01:58.000]  所以我們今天就來看
[00:01:58.000 --> 00:02:01.000]  我們剛才一開始的時候
[00:02:01.000 --> 00:02:04.000]  我們就先讀過
[00:02:04.000 --> 00:02:05.000]  1到第9節
[00:02:05.000 --> 00:02:09.000]  就是說到分地的情況
[00:02:09.000 --> 00:02:10.000]  今天我們會看到
[00:02:10.000 --> 00:02:14.000]  有六個支派要分出來的地
[00:02:14.000 --> 00:02:17.000]  第一個其實是講到西面
[00:02:17.000 --> 00:02:19.000]  就在下面的這個部分
[00:02:19.000 --> 00:02:22.000]  然後就會說到有亞瑟
[00:02:22.000 --> 00:02:24.000]  那佛他利
[00:02:24.000 --> 00:02:25.000]  還有西布倫
[00:02:25.000 --> 00:02:27.000]  還有以撒迦
[00:02:27.000 --> 00:02:31.000]  然後也會有但支派的那個分布
[00:02:31.000 --> 00:02:32.000]  那我們先來看一下
[00:02:32.000 --> 00:02:33.000]  就是西面
[00:02:33.000 --> 00:02:37.000]  就是那個第一到第九節的一些經文
[00:02:37.000 --> 00:02:40.000]  還有他所在之地
[00:02:40.000 --> 00:02:43.000]  那第一節就已經告訴我們了
[00:02:43.000 --> 00:02:47.000]  就是他是第二天抽到這個支派要分的地
[00:02:47.000 --> 00:02:50.000]  但是這個支派很特殊的
[00:02:50.000 --> 00:02:54.000]  他你看他在地圖上面
[00:02:54.000 --> 00:02:56.000]  他是唯一一個支派
[00:02:56.000 --> 00:02:59.000]  是被另外一個支派包圍的
[00:02:59.000 --> 00:03:02.000]  你看猶大就在他的外面
[00:03:02.000 --> 00:03:04.000]  然後西面就在裡面的
[00:03:04.000 --> 00:03:05.000]  這是比較特別的
[00:03:05.000 --> 00:03:08.000]  等一下我們會看為什麼是這樣的
[00:03:08.000 --> 00:03:13.000]  那我們再看下去的話
[00:03:13.000 --> 00:03:16.000]  剛才讀過很多名稱
[00:03:16.000 --> 00:03:18.000]  大家是不是很想知道
[00:03:18.000 --> 00:03:22.000]  究竟摩納大在哪裡呢
[00:03:22.000 --> 00:03:24.000]  就在這裡
[00:03:24.000 --> 00:03:29.000]  沒事我們不會每一個都去看的
[00:03:29.000 --> 00:03:31.000]  這個是大概給你們一個概念
[00:03:31.000 --> 00:03:34.000]  這是其實從十三座城裡面
[00:03:34.000 --> 00:03:38.000]  我們因為有一些城市我們不確定
[00:03:38.000 --> 00:03:41.000]  但是確定的那個都在紅色的那個部分
[00:03:41.000 --> 00:03:43.000]  然後有十三座城
[00:03:43.000 --> 00:03:50.000]  然後還有四個城是屬於村莊的
[00:03:50.000 --> 00:03:54.000]  也在這個綠色的兩個
[00:03:54.000 --> 00:03:58.000]  原來那個有點動了
[00:03:58.000 --> 00:04:01.000]  然後後面他說
[00:04:01.000 --> 00:04:04.000]  這些城最後一直都到哪裡呢
[00:04:04.000 --> 00:04:07.000]  就到這個巴拉比爾
[00:04:07.000 --> 00:04:13.000]  所以基本上他就把西面的這塊地
[00:04:13.000 --> 00:04:15.000]  就跟我們說清楚了
[00:04:15.000 --> 00:04:17.000]  可能我們現在沒有太大的感覺
[00:04:17.000 --> 00:04:20.000]  因為我們不是活在那個時段
[00:04:20.000 --> 00:04:24.000]  但是我們看到地還是按照神的意思
[00:04:24.000 --> 00:04:28.000]  分給西面這個支派了
[00:04:28.000 --> 00:04:31.000]  那我們也看一下西面
[00:04:31.000 --> 00:04:32.000]  他怎麼說呢
[00:04:32.000 --> 00:04:34.000]  就是剛才講到
[00:04:34.000 --> 00:04:38.000]  這是西面從猶大地中取了這塊地業
[00:04:38.000 --> 00:04:41.000]  主要是因為猶大地所分的也過多
[00:04:41.000 --> 00:04:46.000]  所以他就從他的地裡面再分給西面的
[00:04:46.000 --> 00:04:47.000]  那同時呢
[00:04:47.000 --> 00:04:50.000]  我們要看一下他的人口
[00:04:50.000 --> 00:04:54.000]  其實第一次做就是
[00:04:54.000 --> 00:04:58.000]  計算這個人數是在明肅記第一章的
[00:04:58.000 --> 00:05:00.000]  為什麼很重要呢
[00:05:00.000 --> 00:05:03.000]  我們看一下西面本來是要五萬多
[00:05:03.000 --> 00:05:05.000]  差不多六萬人口的
[00:05:05.000 --> 00:05:09.000]  是佔整個以色列民眾的10%的
[00:05:09.000 --> 00:05:11.000]  還是蠻大的一個支派
[00:05:11.000 --> 00:05:12.000]  但是呢
[00:05:12.000 --> 00:05:15.000]  到第二次再數算的時候呢
[00:05:15.000 --> 00:05:17.000]  在明肅這26章
[00:05:17.000 --> 00:05:22.000]  他只有兩萬左右的人口
[00:05:22.000 --> 00:05:24.000]  我們所看的話
[00:05:24.000 --> 00:05:26.000]  基本上其他的都維持住
[00:05:26.000 --> 00:05:30.000]  或者是稍微有一些調動
[00:05:30.000 --> 00:05:32.000]  但是他們的調動是很大的
[00:05:32.000 --> 00:05:35.000]  超過60%的
[00:05:35.000 --> 00:05:38.000]  你看其他的其實都是有增長
[00:05:38.000 --> 00:05:39.000]  或者是平穩的
[00:05:39.000 --> 00:05:41.000]  所以那為什麼呢
[00:05:41.000 --> 00:05:43.000]  為什麼會是這樣呢
[00:05:43.000 --> 00:05:44.000]  原來呢
[00:05:44.000 --> 00:05:47.000]  在這兩個數算的中間呢
[00:05:47.000 --> 00:05:50.000]  他們是大大地得罪了神
[00:05:50.000 --> 00:05:52.000]  以至於他們的人口呢
[00:05:52.000 --> 00:05:56.000]  也是有很大的一個衰落
[00:05:56.000 --> 00:05:57.000]  然後呢
[00:05:57.000 --> 00:05:59.000]  還有就是西面呢
[00:05:59.000 --> 00:06:01.000]  也是唯一一個
[00:06:01.000 --> 00:06:03.000]  是被另外一個支派包圍住的
[00:06:03.000 --> 00:06:05.000]  我們也看到在以後
[00:06:05.000 --> 00:06:08.000]  其實他慢慢都失去了自己的特色
[00:06:08.000 --> 00:06:10.000]  就好像被那個猶大
[00:06:10.000 --> 00:06:14.000]  就佔據了他們那個支派一樣
[00:06:14.000 --> 00:06:17.000]  而且他得的面值也不算是大的
[00:06:17.000 --> 00:06:18.000]  那為什麼會這樣呢
[00:06:18.000 --> 00:06:19.000]  就是剛才講到
[00:06:19.000 --> 00:06:23.000]  其實他是在中間犯了一個很大的罪
[00:06:23.000 --> 00:06:25.000]  得罪了神以後
[00:06:25.000 --> 00:06:30.000]  就驟足地帶到他們這個支派的當中了
[00:06:30.000 --> 00:06:31.000]  那我們看一下
[00:06:31.000 --> 00:06:33.000]  他究竟做了什麼
[00:06:33.000 --> 00:06:35.000]  那就是
[00:06:35.000 --> 00:06:39.000]  那就是呢
[00:06:39.000 --> 00:06:42.000]  他們在這個
[00:06:42.000 --> 00:06:43.000]  這個
[00:06:43.000 --> 00:06:46.000]  這個第二次數算之前呢
[00:06:46.000 --> 00:06:47.000]  是這樣的
[00:06:47.000 --> 00:06:49.000]  以色列民的整體呢
[00:06:49.000 --> 00:06:52.000]  在神面前都犯了罪
[00:06:52.000 --> 00:06:53.000]  他們犯了什麼罪呢
[00:06:53.000 --> 00:06:56.000]  就是與外邦的女子
[00:06:56.000 --> 00:06:58.000]  犯了姦淫
[00:06:58.000 --> 00:07:00.000]  而這個姦淫不是單獨一個人
[00:07:00.000 --> 00:07:03.000]  是整個以色列民都在犯
[00:07:03.000 --> 00:07:06.000]  因為當時他們就跟那些外邦的女子
[00:07:06.000 --> 00:07:08.000]  或外邦人住在一起的
[00:07:08.000 --> 00:07:09.000]  而且那些外邦人呢
[00:07:09.000 --> 00:07:12.000]  還把自己的那些偶像
[00:07:12.000 --> 00:07:15.000]  帶到以色列民當中
[00:07:15.000 --> 00:07:19.000]  要求或者邀請他們一起去跪拜
[00:07:19.000 --> 00:07:20.000]  他們也真的跪拜了
[00:07:20.000 --> 00:07:21.000]  這樣的話
[00:07:21.000 --> 00:07:24.000]  這讓神非常的憤怒
[00:07:24.000 --> 00:07:25.000]  以至於呢
[00:07:25.000 --> 00:07:28.000]  有瘟疫就降在這個
[00:07:28.000 --> 00:07:29.000]  以色列民的當中
[00:07:29.000 --> 00:07:31.000]  那當時呢
[00:07:31.000 --> 00:07:33.000]  所有的百姓還有那些領袖
[00:07:33.000 --> 00:07:35.000]  都在神面前
[00:07:35.000 --> 00:07:37.000]  哀求神
[00:07:37.000 --> 00:07:39.000]  就是哀求他的憐憫
[00:07:39.000 --> 00:07:40.000]  唯有呢
[00:07:40.000 --> 00:07:42.000]  西面
[00:07:42.000 --> 00:07:45.000]  西面反而有一個領袖
[00:07:45.000 --> 00:07:46.000]  他的家呢
[00:07:46.000 --> 00:07:47.000]  那個男
[00:07:47.000 --> 00:07:49.000]  有一位男子呢
[00:07:49.000 --> 00:07:54.000]  他反而就帶了一個米店的女士
[00:07:54.000 --> 00:07:57.000]  進去了以色列當中
[00:07:57.000 --> 00:08:01.000]  然後繼續的跟他犯姦淫
[00:08:01.000 --> 00:08:04.000]  好像完全看不到神的憤怒
[00:08:04.000 --> 00:08:06.000]  也不管神
