
[00:00:00.000 --> 00:00:02.000]  (字幕: 王智英)
[00:00:02.000 --> 00:00:08.000]  天父上帝,我們滿心感謝贊美禰。
[00:00:08.000 --> 00:00:12.000]  禰每個主日都用禰的話語來建立我們的生命,
[00:00:12.000 --> 00:00:14.000]  主我們感謝禰。
[00:00:14.000 --> 00:00:16.000]  求禰使我們的心柔軟,
[00:00:16.000 --> 00:00:20.000]  以致我們正是能夠領受禰要我們所明白的,
[00:00:20.000 --> 00:00:24.000]  以致我們的生命就被禰來引導、建立跟改變。
[00:00:24.000 --> 00:00:26.000]  感謝贊美主。
[00:00:26.000 --> 00:00:28.000]  禱告奉耶穌基督聖明祈求。
[00:00:28.000 --> 00:00:29.000]  Amen。
[00:00:29.000 --> 00:00:31.000]  當我們看這段經文的時候,
[00:00:31.000 --> 00:00:35.000]  我們會發現彼得不認主耶穌的過程,
[00:00:35.000 --> 00:00:39.000]  一個是一個使女帶來一個大問題。
[00:00:39.000 --> 00:00:41.000]  有沒有留意到?
[00:00:41.000 --> 00:00:43.000]  就是聖經特別用一個小人物,
[00:00:43.000 --> 00:00:47.000]  當時很卑微的身份的一個使女,
[00:00:47.000 --> 00:00:50.000]  帶來一個彼得的大問題。
[00:00:50.000 --> 00:00:53.000]  彼得不想人家認出他是誰嘛。
[00:00:53.000 --> 00:00:57.000]  上帝就讓一個使女帶出一個大問題了。
[00:00:57.000 --> 00:01:01.000]  第二就是我們看到彼得否定事實,逃避問題。
[00:01:01.000 --> 00:01:03.000]  然後我們再看下去就看見,
[00:01:03.000 --> 00:01:06.000]  他選擇逃避就錯過了機會。
[00:01:06.000 --> 00:01:08.000]  什麼機會呢?我們再看下去。
[00:01:08.000 --> 00:01:12.000]  第四就是問題蔓延,他重復地犯錯。
[00:01:12.000 --> 00:01:17.000]  最後問題惡化,他就發驟棄主。
[00:01:17.000 --> 00:01:21.000]  我們看經文,我們看到66節到67節,
[00:01:21.000 --> 00:01:25.000]  這裡說到彼得在下邊院子裡面,
[00:01:25.000 --> 00:01:28.000]  來了大祭司的一個使女,
[00:01:28.000 --> 00:01:30.000]  見彼得烤火。
[00:01:30.000 --> 00:01:33.000]  記不記得上一段經文我們看到彼得,
[00:01:33.000 --> 00:01:37.000]  他混進去了大祭司的院子,
[00:01:37.000 --> 00:01:41.000]  竟然跟哪一些人一起烤火?
[00:01:41.000 --> 00:01:43.000]  跟那些差異吧,
[00:01:43.000 --> 00:01:46.000]  跟那些剛剛把耶穌抓進來的人。
[00:01:46.000 --> 00:01:50.000]  竟然他作為耶穌的門徒,
[00:01:50.000 --> 00:01:55.000]  跟那些抓耶穌的人一起烤火,
[00:01:55.000 --> 00:01:56.000]  坐在那邊烤火,
[00:01:56.000 --> 00:02:01.000]  很好奇地想要知道接下來會發生什麼事情。
[00:02:01.000 --> 00:02:04.000]  那麼在這裡的時候就有一個使女出現,
[00:02:04.000 --> 00:02:08.000]  一個使女,一個工人,
[00:02:08.000 --> 00:02:10.000]  一個當時候2000年前的社會,
[00:02:10.000 --> 00:02:15.000]  一個身份很卑微的人出現了,
[00:02:15.000 --> 00:02:17.000]  看著她,
[00:02:17.000 --> 00:02:20.000]  我想彼得一定是回避她的眼神,
[00:02:20.000 --> 00:02:21.000]  在那邊烤火,
[00:02:21.000 --> 00:02:23.000]  但是她就看著他,
[00:02:23.000 --> 00:02:24.000]  說什麼呢?
[00:02:24.000 --> 00:02:26.000]  你常常就是跟耶穌,
[00:02:26.000 --> 00:02:31.000]  拿撒勒人耶穌一伙的。
[00:02:31.000 --> 00:02:34.000]  有些弟兄姐妹或者新朋友可能不知道為什麼
[00:02:34.000 --> 00:02:37.000]  耶穌也叫拿撒勒人耶穌,
[00:02:37.000 --> 00:02:42.000]  因為當時候有很多人的名字也叫耶穌的。
[00:02:42.000 --> 00:02:44.000]  那你要知道是哪裡的耶穌,
[00:02:44.000 --> 00:02:45.000]  那個出了名的耶穌,
[00:02:45.000 --> 00:02:46.000]  很出名的耶穌,
[00:02:46.000 --> 00:02:48.000]  就聽說他會醫治人的,
[00:02:48.000 --> 00:02:50.000]  他會行很多神跡的,
[00:02:50.000 --> 00:02:52.000]  他講的道理是每個人都責服的。
[00:02:52.000 --> 00:02:54.000]  因為以前摩西教的是什麼呢?
[00:02:54.000 --> 00:02:57.000]  以眼還眼,以牙還牙。
[00:02:57.000 --> 00:02:59.000]  耶穌教的是什麼呢?
[00:02:59.000 --> 00:03:01.000]  你要愛你的仇敵。
[00:03:01.000 --> 00:03:03.000]  然後還行了很多神跡的,
[00:03:03.000 --> 00:03:05.000]  那個耶穌來自哪裡啊?
[00:03:05.000 --> 00:03:06.000]  拿撒勒。
[00:03:06.000 --> 00:03:08.000]  拿撒勒是個大城市嗎?
[00:03:08.000 --> 00:03:09.000]  不是。
[00:03:09.000 --> 00:03:11.000]  拿撒勒是一個當時候社會,
[00:03:11.000 --> 00:03:15.000]  一個人家都看不起的地方。
[00:03:15.000 --> 00:03:17.000]  所以說今天這個文化也是這樣子的。
[00:03:17.000 --> 00:03:21.000]  在每個地方,每個城市都有一個地方,
[00:03:21.000 --> 00:03:27.000]  爸爸是會叫女兒晚上不要去那邊,危險。
[00:03:27.000 --> 00:03:35.000]  某一些地區,過了幾點最好要兩個人一起走,等等。
[00:03:35.000 --> 00:03:39.000]  所以當那些祭司他們聽到,
[00:03:39.000 --> 00:03:40.000]  有一個人突然間,
[00:03:40.000 --> 00:03:42.000]  啊,聽說在北部有一個人很出名,
[00:03:42.000 --> 00:03:45.000]  祭司他們在南部的耶路撒冷,
[00:03:45.000 --> 00:03:47.000]  很多人開始跟隨他們,
[00:03:47.000 --> 00:03:49.000]  聽說他會行神跡,
[00:03:49.000 --> 00:03:50.000]  一問是哪裡來的?
[00:03:50.000 --> 00:03:52.000]  拿撒勒人耶穌。
[00:03:52.000 --> 00:03:55.000]  你知道那些大祭司啊,那些祭司長啊,
[00:03:55.000 --> 00:03:57.000]  他們馬上的回應是什麼呢?
[00:03:57.000 --> 00:03:58.000]  法利塞人,
[00:03:58.000 --> 00:03:59.000]  拿撒勒啊?
[00:03:59.000 --> 00:04:02.000]  拿撒勒會出什麼好東西啊?
[00:04:02.000 --> 00:04:03.000]  他馬上這樣回應。
[00:04:03.000 --> 00:04:05.000]  所以這是拿撒勒人耶穌。
[00:04:05.000 --> 00:04:08.000]  所以這使女就問彼得說,
[00:04:08.000 --> 00:04:09.000]  我看我認得出你,
[00:04:09.000 --> 00:04:15.000]  你常常就是跟那個拿撒勒人耶穌一伙的。
[00:04:15.000 --> 00:04:18.000]  一個使女帶來的一個大問題。
[00:04:18.000 --> 00:04:20.000]  有的時候在我們的生命中,
[00:04:20.000 --> 00:04:24.000]  上帝會讓一些小小的問題出現,
[00:04:24.000 --> 00:04:27.000]  要讓我們面對一個大問題。
[00:04:27.000 --> 00:04:29.000]  接下來發生什麼事情呢?
[00:04:29.000 --> 00:04:33.000]  我們看見彼得他不承認。
[00:04:33.000 --> 00:04:38.000]  這一節經文有幾個部字啊?
[00:04:38.000 --> 00:04:40.000]  三個部字是什麼?
[00:04:40.000 --> 00:04:44.000]  彼得不承認,不知道,不明白。
[00:04:44.000 --> 00:04:46.000]  對嗎?馬上就不承認。
[00:04:46.000 --> 00:04:49.000]  他的不承認就是說什麼呢?
[00:04:49.000 --> 00:04:55.000]  我不知道,我不明白你說的是什麼。
[00:04:55.000 --> 00:04:59.000]  那個跟著耶穌一起生活三年多的彼得,
[00:04:59.000 --> 00:05:06.000]  耶穌把重任交給他以後要來帶領教會的彼得,
[00:05:06.000 --> 00:05:10.000]  我們俗話說耶穌的大弟子彼得,
[00:05:10.000 --> 00:05:14.000]  一些很特別的場合都會帶他加上雅各約和兩兄弟,
[00:05:14.000 --> 00:05:19.000]  三個人加上耶穌四個人一起去的彼得,
[00:05:19.000 --> 00:05:25.000]  這個時候說我不知道,不明白你說的是什麼。
[00:05:25.000 --> 00:05:32.000]  他在第一次的否認耶穌。
[00:05:32.000 --> 00:05:37.000]  有些時候我們可能也會有這樣的軟弱啊。
[00:05:37.000 --> 00:05:41.000]  我們不想去面對的時候我們裝作不知道,
[00:05:41.000 --> 00:05:43.000]  但其實我們心裡知道。
[00:05:43.000 --> 00:05:51.000]  求神幫助我們真的是從那裡得到勇氣去面對我們要面對的問題。
[00:05:51.000 --> 00:05:56.000]  我不知道弟兄姐妹在面對什麼問題是你經常想要不去想,
[00:05:56.000 --> 00:06:05.000]  不去知道,不去明白的,但是你明明知道你不能夠再逃避了。
[00:06:05.000 --> 00:06:07.000]  求神幫助我們。
[00:06:07.000 --> 00:06:10.000]  然後接下來他發生什麼事呢?
[00:06:10.000 --> 00:06:12.000]  他不承認,不知道。
[00:06:12.000 --> 00:06:17.000]  他就出去,出去他再也不烤火了,
[00:06:17.000 --> 00:06:19.000]  冷不冷都無所謂了。
[00:06:19.000 --> 00:06:27.000]  出去,到了前院,雞就叫了。
[00:06:27.000 --> 00:06:31.000]  他的行動是整個逃避問題。
[00:06:31.000 --> 00:06:33.000]  不只是口裡說不知道發生什麼事了,
[00:06:33.000 --> 00:06:37.000]  他的行動已經是逃避問題了。
[00:06:37.000 --> 00:06:41.000]  這是我們的寫照嗎?
[00:06:41.000 --> 00:06:43.000]  有些時候我們不想面對家裡的問題,
[00:06:43.000 --> 00:06:47.000]  我們有責任去糾正一些問題的。
[00:06:47.000 --> 00:06:55.000]  我們就把時間忙在工作裡面,離開這個家,
[00:06:55.000 --> 00:06:58.000]  或者是某個關係我們應該去面對的,
[00:06:58.000 --> 00:07:04.000]  但是我們就離開這樣的一個思想。
[00:07:04.000 --> 00:07:08.000]  無論怎麼樣彼得他選擇逃避,他出去,他到了前院,
[00:07:08.000 --> 00:07:11.000]  可是雞就叫了。
[00:07:11.000 --> 00:07:14.000]  雞就叫了,為什麼雞要叫幾次?
[00:07:14.000 --> 00:07:17.000]  上次我跟大家講到的時候分享過,
[00:07:17.000 --> 00:07:20.000]  很多人不知道新加坡以前有農村,
[00:07:20.000 --> 00:07:25.000]  新加坡的農村,早上起來的時候會聽到雞叫的,
[00:07:25.000 --> 00:07:31.000]  真的是破曉的時間,叫了。
[00:07:31.000 --> 00:07:33.000]  其實他叫第一次的時候,
[00:07:33.000 --> 00:07:37.000]  彼得如果不是忙於在逃避,
[00:07:37.000 --> 00:07:45.000]  他可能會想起主耶穌曾經說過的話,對嗎?
[00:07:45.000 --> 00:07:49.000]  有些弟兄姐妹會說,神啊,為什麼你不告訴我?
