
[00:00:00.000 --> 00:00:07.000]  那麼我們已經這是第三講了,得勝的秘訣,這是得勝的秘訣三。
[00:00:07.000 --> 00:00:16.000]  那麼我們講得勝對基督徒很重要,因為其實基督徒的生命如何,靈命如何,
[00:00:16.000 --> 00:00:19.000]  其實是看你有沒有一個得勝的生命。
[00:00:19.000 --> 00:00:25.000]  當我們失敗的時候,我們的生命是要看我們的生命是否能夠得勝,
[00:00:25.000 --> 00:00:30.000]  當我們失敗的時候,我們其實是活不出上帝的旨意,
[00:00:30.000 --> 00:00:34.000]  我們是活不出上帝要命定我們活出的使命。
[00:00:34.000 --> 00:00:42.000]  所以失敗就是活不出上帝的旨意,失敗的原因是很多的罪惡在我們的生命裡面沒有辦法勝過它。
[00:00:42.000 --> 00:00:46.000]  所以得勝的一個基督徒的人生是何等的重要?
[00:00:46.000 --> 00:00:51.000]  所以為什麼我們在聖經裡面看到很多的戰爭,
[00:00:51.000 --> 00:00:56.000]  要解釋、要記載這個王有沒有把敵人打敗,
[00:00:56.000 --> 00:00:59.000]  在舊約這樣的一個歷史的環境,
[00:00:59.000 --> 00:01:05.000]  是要帶出我們自己的生命能不能夠戰勝我們生命中的仇敵。
[00:01:05.000 --> 00:01:11.000]  這仇敵有些時候是在你辦公室的,有些時候是在你心裡面的。
[00:01:11.000 --> 00:01:16.000]  你自己的一些執著、自我跟罪惡是仇敵,
[00:01:16.000 --> 00:01:22.000]  因為它攔住了你不能夠活出上帝要你活出的那個樣式。
[00:01:22.000 --> 00:01:25.000]  所以聖經裡面記載了很多的不同的戰爭。
[00:01:25.000 --> 00:01:32.000]  我們讀了這個王打敗了費利斯人,那個王打敗了亞門人,亞瑪麗人等等。
[00:01:32.000 --> 00:01:34.000]  我們就有時候讀得很混亂,
[00:01:34.000 --> 00:01:39.000]  但是我們就沒有去抓住這個跟我的屬靈生命有什麼關係。
[00:01:39.000 --> 00:01:42.000]  這樣聽的時候你就發現是很有關係的。
[00:01:42.000 --> 00:01:48.000]  而且每一場戰爭上帝要教不同的君王的功課又不一樣。
[00:01:48.000 --> 00:01:55.000]  那裡我們就可以看到我們怎樣可以從聖經的話語裡面明白一些的真理,
[00:01:55.000 --> 00:01:58.000]  一些的看見,怎麼樣來戰勝。
[00:01:58.000 --> 00:02:00.000]  是很精彩的,非常非常精彩的。
[00:02:00.000 --> 00:02:02.000]  所以得勝的秘訣那麼的重要,
[00:02:02.000 --> 00:02:06.000]  所以我用了三堂的講道來講這個得勝的秘訣,
[00:02:06.000 --> 00:02:07.000]  這是第三講了。
[00:02:07.000 --> 00:02:12.000]  得勝的秘訣三。
[00:02:12.000 --> 00:02:18.000]  在這裡我想跟大家先再看一下詩篇第一篇。
[00:02:18.000 --> 00:02:22.000]  剛才曼萍姐妹已經帶領我們讀了這篇詩篇,
[00:02:22.000 --> 00:02:24.000]  我再慢慢地讀一次,
[00:02:24.000 --> 00:02:26.000]  因為這是很多人喜歡的詩篇,
[00:02:26.000 --> 00:02:29.000]  我讀給大家聽,你留意一下。
[00:02:29.000 --> 00:02:34.000]  在原文它是從蒙古的人講到的,
[00:02:34.000 --> 00:02:40.000]  原文它是從蒙古的人開始的。
[00:02:40.000 --> 00:02:43.000]  第一句就是"Blessed is the man"
[00:02:43.000 --> 00:02:47.000]  蒙古的人是這樣的,它是這樣開始的。
[00:02:47.000 --> 00:02:50.000]  不過從中文它就因著要順著我們的語法,
[00:02:50.000 --> 00:02:53.000]  它就講"不"什麼"開始了。
[00:02:53.000 --> 00:02:56.000]  你會發現有一些平衡的"不"什麼"
[00:02:56.000 --> 00:03:00.000]  而且這平衡裡面有遞進的,越來越嚴重的。
[00:03:00.000 --> 00:03:03.000]  你留意一下這三個"不",它就越來越嚴重的。
[00:03:03.000 --> 00:03:07.000]  你就慢慢欣賞西伯來文的詩篇。
[00:03:07.000 --> 00:03:12.000]  它說第一,不從惡人的計謀,你不去跟從。
[00:03:12.000 --> 00:03:18.000]  第二是什麼呢?不站罪人的道路。
[00:03:18.000 --> 00:03:22.000]  又進一步了,從從到站立場了。
[00:03:22.000 --> 00:03:26.000]  到怎麼樣呢?不坐謝曼人的座位,
[00:03:26.000 --> 00:03:31.000]  你整個人都坐在那裡了,已經有個座位了。
[00:03:31.000 --> 00:03:40.000]  "惟喜愛耶華的律法,晝夜思想,這人便為有福。"
[00:03:40.000 --> 00:03:46.000]  "他要像一棵樹栽在溪水旁,按時候結果子。"
[00:03:46.000 --> 00:03:51.000]  "葉子也不枯乾,凡他所做的盡都順利。"
[00:03:51.000 --> 00:03:52.000]  我們很熟悉的。
[00:03:52.000 --> 00:03:56.000]  然後"惡人並不是這樣"這是一個對比,很大的對比。
[00:03:56.000 --> 00:04:00.000]  "惡人並不是這樣,乃像康脾被風吹散。"
[00:04:00.000 --> 00:04:04.000]  第三、第四節你就看到它的對比很強烈了。
[00:04:04.000 --> 00:04:07.000]  一個是講了很多的,很豐富的,好像人生很精彩的,
[00:04:07.000 --> 00:04:10.000]  很多東西講的,因為他能夠栽在溪水旁,
[00:04:10.000 --> 00:04:13.000]  像一棵樹栽在溪水旁,他還怎麼樣,按時結果子。
[00:04:13.000 --> 00:04:16.000]  一個上帝喜悅的人生,蒙福的人生,
[00:04:16.000 --> 00:04:19.000]  在上帝眼裡很多東西講的,很多事情講的。
[00:04:19.000 --> 00:04:23.000]  就好像家裡的那個最乖的孩子,
[00:04:23.000 --> 00:04:27.000]  爸爸媽媽想到他的時候,跟自己的朋友說的時候,
[00:04:27.000 --> 00:04:31.000]  有很多話說的,很多話說的,說他怎麼樣啊,
[00:04:31.000 --> 00:04:34.000]  讀書也很厲害啊,品格又很好啊,又有我們的心啊,
[00:04:34.000 --> 00:04:37.000]  去哪裡旅行總是會買禮物給我啊,
[00:04:37.000 --> 00:04:41.000]  然後會打電話問我啊,怎麼樣啊,你吃飽了沒有啊等等。
[00:04:41.000 --> 00:04:45.000]  這個孩子很多東西講的,但是對惡人來說,
[00:04:45.000 --> 00:04:48.000]  上帝只是用了一句話,第四節。
[00:04:48.000 --> 00:04:53.000]  "惡人並不是這樣,乃像康脾被風吹散。"
[00:04:53.000 --> 00:04:56.000]  然後後面是結局啊,結局就是,
[00:04:56.000 --> 00:05:00.000]  "因此當審判的時候,惡人必站立不住。
[00:05:00.000 --> 00:05:04.000]  罪人在義人的會中也是如此。"
[00:05:04.000 --> 00:05:10.000]  因為耶和華知道義人的道路,惡人的道路卻必滅亡。
[00:05:10.000 --> 00:05:14.000]  我們很熟悉這篇詩篇,我想問大家的是,
[00:05:14.000 --> 00:05:18.000]  你喜歡這篇詩篇嗎?
[00:05:18.000 --> 00:05:22.000]  為什麼你喜歡這篇詩篇?
[00:05:22.000 --> 00:05:24.000]  你會給什麼原因呢?
[00:05:24.000 --> 00:05:27.000]  為什麼你會喜歡這篇詩篇呢?
[00:05:27.000 --> 00:05:29.000]  對你來說是什麼原因呢?
[00:05:29.000 --> 00:05:33.000]  有沒有人能夠喊一個原因出來啊?
[00:05:33.000 --> 00:05:35.000]  你最接近我了,曼萍。
[00:05:35.000 --> 00:05:37.000]  你為什麼這麼喜歡這篇詩篇?
[00:05:37.000 --> 00:05:43.000]  他沒得跑,他是主席。
[00:05:43.000 --> 00:05:48.000]  因為神的祝福豐富供應,所以我們是蒙福的人。
[00:05:48.000 --> 00:05:51.000]  我們都很喜歡這篇詩篇啊,但是我不知道,
[00:05:51.000 --> 00:06:00.000]  你沒有看見這篇詩篇有一個問題啊?
[00:06:00.000 --> 00:06:04.000]  那個問題是什麼呢?
[00:06:04.000 --> 00:06:14.000]  那個問題是我們不能夠完全完全的像一個蒙福的人那樣,
[00:06:14.000 --> 00:06:16.000]  在現實的生活中。
[00:06:16.000 --> 00:06:18.000]  我想說什麼呢?
[00:06:18.000 --> 00:06:25.000]  我想說這篇詩篇好像把人生變成了兩個極端。
[00:06:25.000 --> 00:06:26.000]  對嗎?
[00:06:26.000 --> 00:06:32.000]  一人怎樣怎樣的,是好像很完美的。
[00:06:32.000 --> 00:06:34.000]  然後二人是怎樣怎樣的。
[00:06:34.000 --> 00:06:37.000]  當然我們知道它是要講一個信息,
[00:06:37.000 --> 00:06:42.000]  就是把那個重要的信息,你要晝夜思想夜話的話語,
[00:06:42.000 --> 00:06:43.000]  這些講出來。
[00:06:43.000 --> 00:06:49.000]  但是呢,我想說我們的狀況是怎樣呢?
[00:06:49.000 --> 00:06:59.000]  我們的狀況呢,不是全善的啊,我們也不是全惡。
[00:06:59.000 --> 00:07:02.000]  所以這個是比較像我們的狀況,對不對?
[00:07:02.000 --> 00:07:07.000]  我們不是一個完全全善的,一點瑕疵都沒有,
[00:07:07.000 --> 00:07:10.000]  一點毛病都沒有的。
[00:07:10.000 --> 00:07:14.000]  我們也當然很肯定不是全惡的,
[00:07:14.000 --> 00:07:18.000]  我們有我們的良善在裡面,但是這就是我們的狀況。
[00:07:18.000 --> 00:07:23.000]  當我們說得聖的秘訣的時候,
[00:07:23.000 --> 00:07:28.000]  不是這麼簡單一篇詩篇第一篇就告訴我們,
[00:07:28.000 --> 00:07:31.000]  你要做一個蒙福的人就可以了。
[00:07:31.000 --> 00:07:38.000]  因為你和我很多人,我們都在一個善跟一個惡的兩個極端裡面。
[00:07:38.000 --> 00:07:44.000]  當然我們很希望大家是靠近善這邊的。
[00:07:44.000 --> 00:07:49.000]  你今天能夠參加崇拜,當然你應該是很靠近善這邊的。
[00:07:49.000 --> 00:07:52.000]  大家都是天使啊,雖然我看不見你的笑容,
[00:07:52.000 --> 00:07:56.000]  我看見你眼睛的笑容,像天使那樣。
[00:07:56.000 --> 00:08:02.000]  我們的狀況呢,不是全善,也不是全惡。
[00:08:02.000 --> 00:08:10.000]  但到底我們在這樣的一個狀況,我們要如何看待得聖呢?
[00:08:10.000 --> 00:08:12.000]  我覺得這樣比較實際。
[00:08:12.000 --> 00:08:15.000]  當我們考慮信仰的時候,
[00:08:15.000 --> 00:08:20.000]  我們不是從一個我很完美這樣的一個起點,
[00:08:20.000 --> 00:08:26.000]  來考慮要怎麼樣的追隨耶和華,追隨我們的上帝。
[00:08:26.000 --> 00:08:29.000]  我們回到一個很實際很真實的情況,
[00:08:29.000 --> 00:08:32.000]  我有我的好,我有我的不好。
[00:08:32.000 --> 00:08:38.000]  我在這樣的一個情況,我要怎麼樣認識得聖這個話題呢?
[00:08:38.000 --> 00:08:42.000]  我還有資格嗎?來談得聖嗎?
