
[00:00:00.000 --> 00:00:02.000]  敬佑姐妹平安!
[00:00:02.000 --> 00:00:08.000]  我们来到圣灵果知的讲道系列的最后一讲了。
[00:00:08.000 --> 00:00:11.000]  求上帝祝福我们!
[00:00:11.000 --> 00:00:13.000]  这幅是什么呢?
[00:00:13.000 --> 00:00:16.000]  这是一幅中国画。
[00:00:16.000 --> 00:00:20.000]  我在读神学的第一年就遇到了一个神学老师,
[00:00:20.000 --> 00:00:23.000]  何重千牧师博士。
[00:00:23.000 --> 00:00:27.000]  他对艺术非常有研究,
[00:00:27.000 --> 00:00:35.000]  他就用一个学期教我们从中国画跟西洋画来欣赏里面背后的哲学。
[00:00:35.000 --> 00:00:41.000]  来到中国画的过程就让我们留意到它的其中一个特点,
[00:00:41.000 --> 00:00:45.000]  就是有留白的哲学。
[00:00:45.000 --> 00:00:47.000]  我找到了两句话,
[00:00:47.000 --> 00:00:49.000]  它是这样表达的:
[00:00:49.000 --> 00:00:54.000]  在空白中藏天地,于无声处听惊雷。
[00:00:54.000 --> 00:00:57.000]  所以在中国画的特点里面,
[00:00:57.000 --> 00:01:02.000]  他刻意这些地方都不画什么,都留白,
[00:01:02.000 --> 00:01:06.000]  使到里面其实藏了很多你知道有的东西。
[00:01:06.000 --> 00:01:08.000]  但是在那里就思想,
[00:01:08.000 --> 00:01:14.000]  人生到底很多时候是不是要什么都填满满,
[00:01:14.000 --> 00:01:18.000]  还是我们懂得节制的功课呢?
[00:01:18.000 --> 00:01:23.000]  还是我们里面其实有一种空虚跟不安,
[00:01:23.000 --> 00:01:26.000]  我们必须把所有的活动都填满了,
[00:01:26.000 --> 00:01:28.000]  才有一份安全感。
[00:01:28.000 --> 00:01:30.000]  到底我们不安的是什么?
[00:01:30.000 --> 00:01:32.000]  我们不能够留白的是什么呢?
[00:01:32.000 --> 00:01:36.000]  旁逢今天我们在学习圣灵的果子,
[00:01:36.000 --> 00:01:38.000]  节制这一课的时候,
[00:01:38.000 --> 00:01:43.000]  我们一起都能够从神那里得到智慧。
[00:01:43.000 --> 00:01:45.000]  讲到系列圣灵的果子,
[00:01:45.000 --> 00:01:48.000]  我们已经讲到最后一个果子了,
[00:01:48.000 --> 00:01:51.000]  最后一个果子的特质。
[00:01:51.000 --> 00:01:54.000]  你们背了没有?这是这九个特质。
[00:01:54.000 --> 00:01:57.000]  仁爱喜乐和平,仁爱恩慈良善,
[00:01:57.000 --> 00:01:59.000]  信实温柔跟节制。
[00:01:59.000 --> 00:02:07.000]  我们希望大家能够回去就背圣灵果子的九个特质。
[00:02:07.000 --> 00:02:11.000]  再重申一下,已经听了第九次了,
[00:02:11.000 --> 00:02:14.000]  你们应该深入你们的心了,
[00:02:14.000 --> 00:02:16.000]  这不是九个果子。
[00:02:16.000 --> 00:02:20.000]  如果听了九篇讲到你还说九个果子,
[00:02:20.000 --> 00:02:24.000]  那你要改一改了,这是九个圣灵果子,
[00:02:24.000 --> 00:02:26.000]  一个果子而已,九个特质。
[00:02:26.000 --> 00:02:32.000]  因为在原文它是fruit,是单数的。
[00:02:32.000 --> 00:02:36.000]  那么我们就问大家一个问题了,
[00:02:36.000 --> 00:02:39.000]  你觉得你是一个节制的人吗?
[00:02:39.000 --> 00:02:41.000]  你是一个有节制的人吗?
[00:02:41.000 --> 00:02:44.000]  你就想,有些人就说不是啊。
[00:02:44.000 --> 00:02:47.000]  有些人,我听到这边有人说不是啊。
[00:02:47.000 --> 00:02:52.000]  那么有些人在想在哪一方面啊?
[00:02:52.000 --> 00:02:55.000]  有些人对一些东西他可以很轻易节制的,
[00:02:55.000 --> 00:02:57.000]  根本都不用节制。
[00:02:57.000 --> 00:03:01.000]  有些人就是在有些情况下就无法自拔,
[00:03:01.000 --> 00:03:05.000]  陷入深渊,等待拯救。
