
[00:00:00.000 --> 00:00:06.960]   Good evening, everybody.
[00:00:06.960 --> 00:00:12.960]   Welcome those of you who are on Zoom and those who are on YouTube.
[00:00:12.960 --> 00:00:17.400]   And as you may know, I'm speaking to you from Thailand.
[00:00:17.400 --> 00:00:20.240]   And I was stuck here because of a travel ban.
[00:00:20.240 --> 00:00:25.400]   I'm your first Thai speaker, or speaker from Thailand, I guess.
[00:00:25.400 --> 00:00:27.000]   And it's great to be with you.
[00:00:27.000 --> 00:00:34.120]   And we thank you, Pastor John, last week, he started us off this great series on the
[00:00:34.120 --> 00:00:35.920]   seven I am's.
[00:00:35.920 --> 00:00:40.680]   And he introduced to us what the I am originally comes from.
[00:00:40.680 --> 00:00:47.240]   And it comes from the name of the Lord, Yahweh, from the Old Testament.
[00:00:47.240 --> 00:00:53.680]   And it is great to see also the connection from the Old Testament to the New Testament,
[00:00:53.680 --> 00:00:57.680]   where Jesus himself claims to be the I am.
[00:00:57.680 --> 00:01:04.400]   He says in chapter eight, verse 58, Jesus said to them, "Truly, truly, I say to you,
[00:01:04.400 --> 00:01:08.240]   before Abraham was, I am.
[00:01:08.240 --> 00:01:10.480]   Before Abraham was, I am."
[00:01:10.480 --> 00:01:16.240]   And so we kick off this story, actually a couple chapters before in John chapter six.
[00:01:16.240 --> 00:01:21.480]   And it's the story of the feeding of the 5,000.
[00:01:21.480 --> 00:01:24.840]   Has anybody heard of the story of the feeding of the 5,000?
[00:01:24.840 --> 00:01:28.080]   It should be a very familiar story.
[00:01:28.080 --> 00:01:33.880]   And what happens is that Passover was actually right around the corner.
[00:01:33.880 --> 00:01:41.600]   And Jesus says to them, "Where should we have by bread to feed all these people?"
[00:01:41.600 --> 00:01:47.640]   And once again, they were in the city of Tiberias, near the Sea of Galilee.
[00:01:47.640 --> 00:01:54.200]   And Jesus says to them, "Where should we buy bread so that these people may eat?"
[00:01:54.200 --> 00:01:59.680]   He said this to test them, for he himself knew what he would do.
[00:01:59.680 --> 00:02:08.640]   And Philip answered him, "200 denarii worth of bread would not be enough to feed them,
[00:02:08.640 --> 00:02:09.920]   to get a little."
[00:02:09.920 --> 00:02:16.560]   A denarii was a person's daily wage at that time.
[00:02:16.560 --> 00:02:20.600]   And so obviously Jesus was testing his disciples.
[00:02:20.600 --> 00:02:22.800]   Passover was right around the corner.
[00:02:22.800 --> 00:02:26.720]   And he was questioning them, "Where should we buy bread?"
[00:02:26.720 --> 00:02:31.120]   And the scripture says to us that there was 5,000 men.
[00:02:31.120 --> 00:02:37.960]   And so probably it was almost double the amount of people that needed to be fed there.
[00:02:37.960 --> 00:02:39.920]   And Jesus performed a miracle.
[00:02:39.920 --> 00:02:43.000]   He prayed to heaven.
[00:02:43.000 --> 00:02:48.000]   And the Father fed them.
[00:02:48.000 --> 00:02:50.720]   And they had more than enough.
[00:02:50.720 --> 00:02:58.560]   And it says in the scripture that they gathered 12 basketfuls of bread and of fish that were
[00:02:58.560 --> 00:03:01.360]   left over.
[00:03:01.360 --> 00:03:11.280]   And the video made it very clear to us that afterwards Jesus isolated himself to the mountaintop
[00:03:11.280 --> 00:03:16.680]   because these people saw the miracle that Jesus performed.
[00:03:16.680 --> 00:03:19.560]   And they were about to crown him king.
[00:03:19.560 --> 00:03:29.600]   And so before they were able to do that, in order to not speed the coming of the crucifixion,
