
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:07.760]   - Hello, hello, is that coming through?
[00:00:07.760 --> 00:00:09.440]   All right, very good.
[00:00:09.440 --> 00:00:14.440]   Okay, so when I was young, I loved board games, all right?
[00:00:14.440 --> 00:00:18.280]   But there was one game which I loved above all else.
[00:00:18.280 --> 00:00:21.080]   It was the game to rule all games.
[00:00:21.080 --> 00:00:24.480]   And it is, of course, the one and only Monopoly.
[00:00:24.480 --> 00:00:26.560]   (audience laughs)
[00:00:26.560 --> 00:00:27.880]   I hear the groans.
[00:00:28.720 --> 00:00:30.960]   All right, so when extended family was around
[00:00:30.960 --> 00:00:32.520]   and everyone agreed to settle in
[00:00:32.520 --> 00:00:34.440]   and play Monopoly for a long haul,
[00:00:34.440 --> 00:00:36.880]   this was, to me, was like going to Disneyland.
[00:00:36.880 --> 00:00:37.960]   I loved it.
[00:00:37.960 --> 00:00:41.280]   I would terrorize my cousins who would have to hide from me
[00:00:41.280 --> 00:00:43.080]   and I would run around looking for them,
[00:00:43.080 --> 00:00:46.480]   saying, "Who wants to play the best game in the world?"
[00:00:46.480 --> 00:00:50.200]   And they would just hide in fear.
[00:00:50.200 --> 00:00:51.920]   Mel even got me this classic edition
[00:00:51.920 --> 00:00:53.600]   because I love it so much.
[00:00:53.600 --> 00:00:56.280]   And here you can see us both just really enjoying a game,
[00:00:56.280 --> 00:00:58.440]   both having such a great time.
[00:00:58.440 --> 00:01:04.720]   Now, there was only one problem with Monopoly.
[00:01:04.720 --> 00:01:07.160]   It wasn't my strategy and skills.
[00:01:07.160 --> 00:01:08.520]   I was great with that.
[00:01:08.520 --> 00:01:11.000]   But it was the fact that after we had played,
[00:01:11.000 --> 00:01:16.240]   the money I had amassed was useless anywhere else, all right?
[00:01:16.240 --> 00:01:18.960]   I had a portfolio like you would never believe.
[00:01:18.960 --> 00:01:22.640]   I had property, hotels, cash to the wazoo,
[00:01:22.640 --> 00:01:24.080]   but it was useless anywhere else.
[00:01:24.080 --> 00:01:27.320]   I couldn't even get a bag of lollies, all right?
[00:01:27.320 --> 00:01:31.520]   So it was like the shopkeeper didn't even know who I was.
[00:01:31.520 --> 00:01:34.560]   The wealth I had amassed was useless.
[00:01:34.560 --> 00:01:37.840]   And what did I actually do with that wealth while I had it?
[00:01:37.840 --> 00:01:40.800]   Well, according to various family and friends' accounts,
[00:01:40.800 --> 00:01:42.320]   I turned people against me.
[00:01:42.320 --> 00:01:47.080]   But when I was playing, nothing beyond that game mattered.
[00:01:47.080 --> 00:01:50.160]   I could have used that game while I was playing
[00:01:50.160 --> 00:01:52.000]   so that when the game had finished,
[00:01:52.000 --> 00:01:55.000]   I would be in more favour with those others around me.
[00:01:55.000 --> 00:01:57.240]   It might have been a less exciting game,
[00:01:57.240 --> 00:01:59.320]   but afterwards I would have had better results
[00:01:59.320 --> 00:02:01.680]   and better standing amongst family and friends.
[00:02:01.680 --> 00:02:05.880]   Now, in this parable, we see Jesus tell the story
[00:02:05.880 --> 00:02:08.680]   about this man, this unrighteous steward,
[00:02:08.680 --> 00:02:11.520]   who uses his position and his resources
[00:02:11.520 --> 00:02:14.040]   with his future in mind.
[00:02:14.040 --> 00:02:17.120]   Jesus uses this illustration to paint the picture
[00:02:17.120 --> 00:02:19.120]   of how we as followers of him
[00:02:19.120 --> 00:02:22.320]   should be using worldly wealth and resources
[00:02:22.320 --> 00:02:27.000]   with the kingdom of God in mind and eternity in mind.
[00:02:27.000 --> 00:02:29.480]   Now, this parable is quite a well-known one
[00:02:29.480 --> 00:02:32.240]   and also one that can leave us scratching our heads
[00:02:32.240 --> 00:02:35.240]   as to what it is like Jesus is actually telling us to do
[00:02:35.240 --> 00:02:38.960]   or what it is he is approving of and what he is commending.
[00:02:38.960 --> 00:02:42.720]   On face value, we may come away with the impression
[00:02:42.720 --> 00:02:46.440]   that Jesus is okay with this master's dishonesty
[00:02:46.440 --> 00:02:47.800]   and even commending it.
[00:02:48.800 --> 00:02:51.280]   Now, it is important for us to address this
[00:02:51.280 --> 00:02:54.560]   because it is not misunderstood
[00:02:54.560 --> 00:02:59.040]   as an endorsement for dodgy money practices,
[00:02:59.040 --> 00:03:02.480]   but we don't want to get too bogged down in this aspect.
[00:03:02.480 --> 00:03:06.600]   So in verse one, we see that this man is accused
[00:03:06.600 --> 00:03:08.640]   of wasting his possessions.
[00:03:08.640 --> 00:03:12.480]   Now, the Greek word used here is actually the same Greek
[00:03:12.480 --> 00:03:15.520]   that Luke uses in the parable of the prodigal son,
[00:03:15.520 --> 00:03:17.680]   which John preached last week.
[00:03:17.680 --> 00:03:21.040]   Now, this word he uses to describe
[00:03:21.040 --> 00:03:25.520]   how the prodigal son uses his inheritance money,
[00:03:25.520 --> 00:03:28.600]   meaning to squander or to waste.
[00:03:28.600 --> 00:03:31.600]   So we can say he wasn't just some manager
[00:03:31.600 --> 00:03:34.960]   who was bad at his work and needed more training,
[00:03:34.960 --> 00:03:38.960]   but he was abusing his position and wasting money away.
[00:03:38.960 --> 00:03:42.640]   Now, in verses five to seven, we see the manager's plan
[00:03:42.640 --> 00:03:45.320]   that is supposed to help him have security
[00:03:45.320 --> 00:03:47.040]   in his soon unemployment.
[00:03:47.200 --> 00:03:50.000]   So summoning his master's debtors one by one,
[00:03:50.000 --> 00:03:53.000]   he said to the first, "How much do you owe my master?"
[00:03:53.000 --> 00:03:54.640]   He said, "A hundred measures of oil."
[00:03:54.640 --> 00:03:58.040]   He said to him, "Take your bill and sit down quickly
[00:03:58.040 --> 00:04:00.160]   and write 50."
[00:04:00.160 --> 00:04:02.240]   Then he said to another, "And how much do you owe?"
[00:04:02.240 --> 00:04:03.800]   He said, "A hundred measures of wheat."
[00:04:03.800 --> 00:04:07.200]   He said to him, "Take your bill and write 80."
[00:04:07.200 --> 00:04:14.600]   Now, this also seems a little bit dodgy to his master, right?
[00:04:14.600 --> 00:04:17.200]   Now, while that may be a possibility,
[00:04:17.200 --> 00:04:20.680]   there are some other likely possibilities and explanations.
[00:04:20.680 --> 00:04:23.080]   One which many commentaries put forth
[00:04:23.080 --> 00:04:25.320]   is that this money he was discounting
[00:04:25.320 --> 00:04:28.800]   was actually from his own commission, okay?
[00:04:28.800 --> 00:04:31.320]   A very generous commission, granted.
[00:04:31.320 --> 00:04:32.880]   (audience laughing)
[00:04:32.880 --> 00:04:34.400]   But, and that may seem crazy,
[00:04:34.400 --> 00:04:37.160]   but was given some of these margins,
[00:04:37.160 --> 00:04:41.000]   but is similar to how some tax collectors could operate
[00:04:41.000 --> 00:04:43.240]   in a very free, unregulated manner.
[00:04:44.120 --> 00:04:46.600]   It may have also come from interests
[00:04:46.600 --> 00:04:47.680]   that would have been charged,
[00:04:47.680 --> 00:04:50.320]   something that was illegal to do to fellow Israelites,
[00:04:50.320 --> 00:04:54.080]   according to Deuteronomy, but was practiced anyhow.
[00:04:54.080 --> 00:04:57.560]   Or it could have been a combination of any of these things.
[00:04:57.560 --> 00:05:00.840]   Okay, but what this can paint then
[00:05:00.840 --> 00:05:02.160]   is that rather than the steward
[00:05:02.160 --> 00:05:06.000]   who further cheats his master for selfish gain,
[00:05:06.000 --> 00:05:09.600]   is actually sacrificing his own commission,
[00:05:09.600 --> 00:05:12.960]   what will be his last paycheck for the foreseeable future,
[00:05:13.840 --> 00:05:15.600]   at a time when he clearly needs it
[00:05:15.600 --> 00:05:19.160]   so that he can have a longer term provision and security.
[00:05:19.160 --> 00:05:22.840]   It then begins to look a lot more like an investment.
[00:05:22.840 --> 00:05:26.080]   Now, while it's important for us to address this,
[00:05:26.080 --> 00:05:28.840]   it's not what we wanna get bogged down with.
[00:05:28.840 --> 00:05:32.800]   Jesus uses this to paint a larger picture
[00:05:32.800 --> 00:05:33.760]   and a larger point.
[00:05:33.760 --> 00:05:37.560]   It is not the larger point in and of itself.
[00:05:37.560 --> 00:05:41.360]   Now, these interpretations would just serve
[00:05:41.360 --> 00:05:43.280]   to make Jesus' point stronger.
[00:05:43.880 --> 00:05:46.480]   Now, this illustration was also likely
[00:05:46.480 --> 00:05:48.000]   much more easily digested
[00:05:48.000 --> 00:05:50.160]   for those who were hearing it in real time.
[00:05:50.160 --> 00:05:54.560]   Much like if someone now talks about buying a house,
[00:05:54.560 --> 00:05:58.080]   we know that involves a mortgage, a deposit,
[00:05:58.080 --> 00:06:00.480]   taxes, lawyers, et cetera.
[00:06:00.480 --> 00:06:02.160]   We aren't going to go into the details
[00:06:02.160 --> 00:06:03.360]   of all those little things
[00:06:03.360 --> 00:06:06.040]   every time we use buying a house as an analogy.
[00:06:06.040 --> 00:06:11.360]   So then, what is the master commending in verse eight?
[00:06:12.800 --> 00:06:15.360]   Well, his shrewdness.
[00:06:15.360 --> 00:06:18.360]   Now, we need to take a minute with this word shrewd.
[00:06:18.360 --> 00:06:21.800]   It's a word that can give us a bit of a funny feeling.
[00:06:21.800 --> 00:06:26.120]   Like it can mean like, we can think of it as cunning
[00:06:26.120 --> 00:06:28.600]   or maybe a bit too frugal and tight,
[00:06:28.600 --> 00:06:30.520]   the kind of person you don't really wanna go
[00:06:30.520 --> 00:06:32.160]   for a meal or drinks with,
[00:06:32.160 --> 00:06:35.080]   the kind who's nowhere to be seen when the Maidan comes.
[00:06:35.080 --> 00:06:36.000]   (audience laughing)
[00:06:36.000 --> 00:06:39.720]   So let's try and get rid of that feeling.
[00:06:39.720 --> 00:06:41.040]   And what is the word?
[00:06:41.040 --> 00:06:44.560]   The original Greek, which we often see translated
[00:06:44.560 --> 00:06:46.840]   as shrewd, shrewdness, shrewdly,
[00:06:46.840 --> 00:06:49.160]   really has the meaning prudently,
[00:06:49.160 --> 00:06:52.800]   practically wise, acting with forethought.
[00:06:52.800 --> 00:06:56.120]   And Jesus here is not commending any possible dishonesty
[00:06:56.120 --> 00:06:57.680]   in verses five to seven.
[00:06:57.680 --> 00:07:00.280]   And he's certainly not commending the dishonesty
[00:07:00.280 --> 00:07:04.960]   in verse one, but he is commending his shrewdness.
[00:07:04.960 --> 00:07:09.160]   He is commending his ability to act wisely
[00:07:09.160 --> 00:07:11.880]   in preparation for his future.
[00:07:11.880 --> 00:07:16.880]   Likely at some cost of sacrifice,
[00:07:16.880 --> 00:07:21.720]   he is commending that his plans was well thought out
[00:07:21.720 --> 00:07:23.920]   and meant to bring about a desired result.
[00:07:23.920 --> 00:07:27.040]   The master is commending his shrewdness.
[00:07:27.040 --> 00:07:30.600]   Now we need to understand that the lesson then
[00:07:30.600 --> 00:07:34.080]   is not to make money in whatever way you can,
[00:07:34.080 --> 00:07:36.680]   so then you can use it for the kingdom of God.
[00:07:36.680 --> 00:07:38.960]   This is where we can easily get trapped
[00:07:38.960 --> 00:07:40.520]   in the pursuit of money,
[00:07:40.520 --> 00:07:43.960]   convincing ourselves it's for a noble cause.
[00:07:43.960 --> 00:07:45.720]   I hate to tell you this,
[00:07:45.720 --> 00:07:49.400]   God doesn't need your money actually as much as you think.
[00:07:49.400 --> 00:07:51.920]   Don't get too much relief in that by the way,
[00:07:51.920 --> 00:07:54.480]   but he is much more interested in our hearts.
[00:07:54.480 --> 00:07:57.040]   Our money can be a reflection of that,
[00:07:57.040 --> 00:08:00.880]   but it is often also a guide for our hearts.
[00:08:00.880 --> 00:08:03.920]   In Mark 12, there is a story of a widow
[00:08:03.920 --> 00:08:06.200]   who throws in two small copper coins
[00:08:06.200 --> 00:08:08.360]   while others are throwing in large amounts.
[00:08:08.360 --> 00:08:14.000]   And Jesus looks at the widow and commends her,
[00:08:14.000 --> 00:08:15.520]   for while these other people were giving
[00:08:15.520 --> 00:08:19.760]   from a place of wealth, she was giving all that she had.
[00:08:19.760 --> 00:08:22.440]   Now, if it was just a matter of increasing
[00:08:22.440 --> 00:08:24.280]   the dollar amounts that we give,
[00:08:24.280 --> 00:08:27.800]   Jesus would be commending those who gave plenty
[00:08:27.800 --> 00:08:29.600]   and ignoring her.
[00:08:29.600 --> 00:08:33.520]   But he recognises that she is putting God above her money
[00:08:33.520 --> 00:08:35.320]   in such a significant way.
[00:08:36.200 --> 00:08:38.920]   So why use this character
[00:08:38.920 --> 00:08:40.960]   of the dishonest steward in the parable?
[00:08:40.960 --> 00:08:44.600]   Now, Jesus uses this shady character
[00:08:44.600 --> 00:08:46.720]   to help make clearer the comparison
[00:08:46.720 --> 00:08:50.000]   and the rebuke that we see in verse eight.
[00:08:50.000 --> 00:08:52.760]   "For people in this world are more shrewd
[00:08:52.760 --> 00:08:54.600]   in dealing with their own kind
[00:08:54.600 --> 00:08:57.040]   than are people of the light."
[00:08:57.040 --> 00:09:02.040]   So even this squanderer can get his head together
[00:09:02.400 --> 00:09:05.760]   and be shrewd in his planning for what is coming
[00:09:05.760 --> 00:09:07.560]   and for his future.
[00:09:07.560 --> 00:09:10.680]   Yet us Christians often aren't wise
[00:09:10.680 --> 00:09:14.000]   in planning for our future, which is one of eternity.
[00:09:14.000 --> 00:09:18.040]   Even this unrighteous man is wise enough
[00:09:18.040 --> 00:09:21.200]   to use his resources to get people on his side.
[00:09:21.200 --> 00:09:25.000]   Yet followers of God can't show the same wisdom
[00:09:25.000 --> 00:09:28.080]   in using their money for kingdom purposes.
[00:09:28.080 --> 00:09:29.840]   Jesus uses this broken man
[00:09:29.840 --> 00:09:32.200]   to show us Christians in this rebuke,
[00:09:32.200 --> 00:09:34.800]   if he can get it, why can't you?
[00:09:34.800 --> 00:09:38.360]   So verse eight is also really where we get
[00:09:38.360 --> 00:09:40.720]   to the key of what Jesus is saying.
[00:09:40.720 --> 00:09:42.880]   Someone who doesn't believe in eternity
[00:09:42.880 --> 00:09:45.760]   for what will plan for what they value most.
[00:09:45.760 --> 00:09:48.880]   You know, that might be a nice house, car,
[00:09:48.880 --> 00:09:52.720]   good family, travel, experiences, whatever that may be.
[00:09:52.720 --> 00:09:55.160]   They'll make sacrifices, learn skills,
[00:09:55.160 --> 00:09:57.280]   invest time, money and energy
[00:09:57.480 --> 00:10:01.080]   so that they can attain and enjoy these things
[00:10:01.080 --> 00:10:02.120]   that they value.
[00:10:02.120 --> 00:10:06.600]   They'll research the best loan plans.
[00:10:06.600 --> 00:10:08.880]   What are the best holiday destination?
[00:10:08.880 --> 00:10:10.680]   What's the cheapest way I could do this?
[00:10:10.680 --> 00:10:15.400]   Now we do this also, but then to us Christians furthermore,
[00:10:15.400 --> 00:10:18.920]   what do we, or what are we supposed to value the most?
[00:10:18.920 --> 00:10:22.440]   That is God and his kingdom.
[00:10:22.440 --> 00:10:26.400]   We wanna see the kingdom of God here as it is in heaven.
[00:10:27.280 --> 00:10:31.440]   And we also wanna spend our eternity in heaven with God.
[00:10:31.440 --> 00:10:35.320]   We know that our lives go beyond this world.
[00:10:35.320 --> 00:10:37.360]   And we know that our actions aren't just meant
[00:10:37.360 --> 00:10:42.360]   to get us nice things, but can have eternal consequences.
