
[00:00:00.000 --> 00:00:01.500]  各位兄弟姐妹早安
[00:00:01.500 --> 00:00:05.240]  今天我們會繼續看貼薩萊尼加後書
[00:00:05.240 --> 00:00:06.920]  後書第二章的經文
[00:00:06.920 --> 00:00:11.200]  可以說我們已經進入了一個最重要最核心的部分
[00:00:11.200 --> 00:00:13.000]  當然我們一開始的時候
[00:00:13.000 --> 00:00:15.420]  要我們一起去讀出今天的經文
[00:00:15.420 --> 00:00:17.160]  不如去到邀請大家
[00:00:17.160 --> 00:00:18.380]  有12節經文
[00:00:18.380 --> 00:00:21.080]  邀請各位弟兄就讀單數節
[00:00:21.080 --> 00:00:23.580]  各位姐妹就讀雙數節好不好
[00:00:23.580 --> 00:00:26.460]  弟兄先讀
[00:00:26.460 --> 00:00:27.960]  預備起
[00:00:27.960 --> 00:00:32.840]  弟兄們,關於我們主耶穌基督的來臨
[00:00:32.840 --> 00:00:35.840]  和我們到他那裡聚集
[00:00:35.840 --> 00:00:37.340]  我勸你們
[00:00:37.340 --> 00:00:38.340]  有請姐妹
[00:00:38.340 --> 00:00:51.840]  無論直達名,直達言語,直達無可替名者的信信,絕地的人已已經到達,不要輕言放心,也不要驚慌。
[00:00:51.840 --> 00:01:18.840]  (廣東話)
[00:01:18.840 --> 00:01:26.840]  我還在你們那裡的時候,曾把這些事告訴你們,你們不記得嗎?
[00:01:26.840 --> 00:01:35.840]  (廣東話)
[00:01:35.840 --> 00:01:46.840]  不法的隱秘已經運作,只是現在有一個阻擋的,要等到那阻擋的被除去才發作。
[00:01:46.840 --> 00:01:58.840]  (廣東話)
[00:01:58.840 --> 00:02:00.840]  第九節
[00:02:00.840 --> 00:02:29.840]  (廣東話)
[00:02:29.840 --> 00:02:35.840]  (廣東話)
[00:02:35.840 --> 00:02:37.840]  謝謝各位弟兄姐妹
[00:02:37.840 --> 00:02:44.840]  當大家看到這段經文的時候,這段經文一點都不容易,大家會看到
[00:02:44.840 --> 00:02:46.840]  特別當大家看到第一節
[00:02:46.840 --> 00:02:50.840]  第一節當中說到,關於我們
[00:02:50.840 --> 00:02:52.840]  我自己按就好,謝謝
[00:02:52.840 --> 00:02:56.840]  關於我們主耶穌基督的來臨
[00:02:56.840 --> 00:02:59.840]  以及我們到他那裡聚集
[00:02:59.840 --> 00:03:06.840]  當你看到這段的時候,我不知道大家心裡有沒有一個疑惑,或者有一個感覺
[00:03:06.840 --> 00:03:13.840]  就是我們之前在鐵薩萊尼加前書,已經看過主在來的狀況
[00:03:13.840 --> 00:03:18.840]  為什麼保羅要在後書再說一次呢?
[00:03:18.840 --> 00:03:25.840]  還記得我們在前書第四第五章,正正在說這兩件事
[00:03:25.840 --> 00:03:30.840]  我們到他那裡聚集,以及主耶穌的來臨
[00:03:30.840 --> 00:03:33.840]  就比如在貼前的四章,這樣說的
[00:03:33.840 --> 00:03:35.840]  我讀highlight的字給大家
[00:03:35.840 --> 00:03:41.840]  主必親自從天降臨,那在基督裡死了的人必先復活
[00:03:41.840 --> 00:03:47.840]  然後我們這些活著還存留的人,必和他們一同被提到魂裡
[00:03:47.840 --> 00:03:50.840]  在空中與主相會
[00:03:50.840 --> 00:03:54.840]  然後在貼前的五章,在下面藍色字
[00:03:54.840 --> 00:04:01.840]  關於乃時後和日期,主的日子來到,會好像賊在夜間突然來到一樣
[00:04:01.840 --> 00:04:06.840]  我們會看到的是,前書保羅都已經提過
[00:04:06.840 --> 00:04:13.840]  為什麼保羅提過之後,要在後書貼後這裡再一次說有關主的日子呢?
[00:04:13.840 --> 00:04:19.840]  原來是因為當時的教會出現了一些新的狀況
[00:04:19.840 --> 00:04:21.840]  那個狀況是什麼呢?
[00:04:21.840 --> 00:04:23.840]  第二節是這樣說的
[00:04:23.840 --> 00:04:30.840]  無論藉著靈,藉著言語,藉著冒我的名舍的書信
[00:04:30.840 --> 00:04:33.840]  說主的日子已經到了
[00:04:33.840 --> 00:04:36.840]  說主的日子已經到了
[00:04:36.840 --> 00:04:39.840]  原來那個新的狀況就是
[00:04:39.840 --> 00:04:44.840]  在哲學家教會裡面有一個新的說法,一個傳聞
[00:04:44.840 --> 00:04:47.840]  就是說主的日子已經來到了
[00:04:47.840 --> 00:04:50.840]  主耶穌已經回來了
[00:04:50.840 --> 00:04:52.840]  正正因為這樣
[00:04:52.840 --> 00:04:55.840]  所以那群弟兄姊妹感到很驚慌
[00:04:55.840 --> 00:04:58.840]  也信心被動搖
[00:04:58.840 --> 00:05:00.840]  不以為是真的
[00:05:00.840 --> 00:05:03.840]  大家聽到這裡可能都會心想
[00:05:03.840 --> 00:05:06.840]  為什麼這件事會發生呢?
[00:05:06.840 --> 00:05:09.840]  比喻你和我,在今天你聽到這件事
[00:05:09.840 --> 00:05:12.840]  我說主耶穌已經回來了
[00:05:12.840 --> 00:05:14.840]  你立刻當我是異端
[00:05:14.840 --> 00:05:16.840]  一定不會相信的
[00:05:16.840 --> 00:05:19.840]  因為我們都知道,好像這段經文所說
[00:05:19.840 --> 00:05:23.840]  在馬克福音14章,耶穌說你們必看見
[00:05:23.840 --> 00:05:26.840]  人子坐在權能者的右邊
[00:05:26.840 --> 00:05:28.840]  駕著天上的雲降臨
[00:05:28.840 --> 00:05:30.840]  意思是什麼呢?
[00:05:30.840 --> 00:05:33.840]  人子再回來的時候是很明顯的
[00:05:33.840 --> 00:05:35.840]  我們會看到,會知道的
[00:05:35.840 --> 00:05:37.840]  當然上次說的就是
[00:05:37.840 --> 00:05:39.840]  那個時間是我們不確定的
[00:05:39.840 --> 00:05:43.840]  但是他回來的時候,我們相信我們會知道的
[00:05:43.840 --> 00:05:47.840]  不過對於當時2000年前的信徒來說
[00:05:47.840 --> 00:05:49.840]  他們沒有那麼容易去分辨
[00:05:49.840 --> 00:05:51.840]  為什麼呢?
[00:05:51.840 --> 00:05:55.840]  大家想像,特別是那群面對著迫不得已的信徒
[00:05:55.840 --> 00:06:00.840]  他們遲遲都未等到主的再來為他們伸冤
[00:06:00.840 --> 00:06:02.840]  可能他們就會有一個錯覺
[00:06:02.840 --> 00:06:05.840]  以為上帝丟下了他們
[00:06:05.840 --> 00:06:08.840]  基督不要他們,放棄了他們
[00:06:08.840 --> 00:06:13.840]  或者我們再想像,去感受一下他們的心情
[00:06:13.840 --> 00:06:17.840]  基督已經回來了?
[00:06:17.840 --> 00:06:19.840]  為什麼我不知道?
[00:06:19.840 --> 00:06:23.840]  如果是真的話,為什麼我還會在這裡?
[00:06:23.840 --> 00:06:26.840]  保羅你不是說,我們當基督回來的時候
[00:06:26.840 --> 00:06:30.840]  我們是會和基督在樂園裡嗎?
