
[00:00:00.000 --> 00:00:02.000]  我們再次的相知
[00:00:02.000 --> 00:00:06.000]  那麼今天要和大家一起來思想的一個主題
[00:00:06.000 --> 00:00:10.000]  叫做在禱告中建立生命
[00:00:10.000 --> 00:00:13.000]  相信我們當中的弟兄姊妹
[00:00:13.000 --> 00:00:18.000]  一定覺得這樣一個主題不會陌生
[00:00:18.000 --> 00:00:20.000]  其實在這個月當中
[00:00:20.000 --> 00:00:22.000]  我的兩篇講到
[00:00:22.000 --> 00:00:24.000]  在禱告中建立生命
[00:00:24.000 --> 00:00:30.000]  我的兩篇講到
[00:00:30.000 --> 00:00:33.000]  都是相互有關聯的
[00:00:33.000 --> 00:00:36.000]  記得前一篇和大家講到了
[00:00:36.000 --> 00:00:40.000]  在禱告中操練信心
[00:00:40.000 --> 00:00:43.000]  之後我又在思想這樣一個主題的時候
[00:00:43.000 --> 00:00:46.000]  我發現真的是
[00:00:46.000 --> 00:00:51.000]  禱告真的是給我們一個莫大的權柄和恩典
[00:00:51.000 --> 00:00:53.000]  我們可以在禱告中
[00:00:53.000 --> 00:00:56.000]  可以做很多很多的事情
[00:00:56.000 --> 00:01:00.000]  比如說增添我們的盼望
[00:01:00.000 --> 00:01:03.000]  加增我們的愛心
[00:01:03.000 --> 00:01:05.000]  擴展我們的境界
[00:01:05.000 --> 00:01:09.000]  豐盛我們的人生等等等等
[00:01:09.000 --> 00:01:12.000]  都可以講出很多篇道來
[00:01:12.000 --> 00:01:14.000]  但是今天的這篇道
[00:01:14.000 --> 00:01:18.000]  我覺得雖然它們之間有關聯
[00:01:18.000 --> 00:01:20.000]  但是它在層次上
[00:01:20.000 --> 00:01:23.000]  更加的進了一步
[00:01:23.000 --> 00:01:29.000]  叫做在禱告中建立生命
[00:01:29.000 --> 00:01:33.000]  那麼我選擇的經文是雅各書
[00:01:33.000 --> 00:01:37.000]  五章十三到第十八節
[00:01:37.000 --> 00:01:39.000]  我們用這段的經文
[00:01:39.000 --> 00:01:45.000]  分別就會以禱告和生命建立的角度
[00:01:45.000 --> 00:01:47.000]  分別從三個方面
[00:01:47.000 --> 00:01:51.000]  一起來思想我們今天的主題
[00:01:51.000 --> 00:01:54.000]  那麼接下來會把今天的經文
[00:01:54.000 --> 00:01:56.000]  先讀一遍給大家聽
[00:01:56.000 --> 00:01:59.000]  大家請留意
[00:01:59.000 --> 00:02:02.000]  你們中間有受苦的
[00:02:02.000 --> 00:02:05.000]  他就該禱告
[00:02:05.000 --> 00:02:07.000]  有喜樂的
[00:02:07.000 --> 00:02:09.000]  他就該歌頌
[00:02:09.000 --> 00:02:12.000]  你們中間有病了的
[00:02:12.000 --> 00:02:15.000]  他就該請教會的長老來
[00:02:15.000 --> 00:02:17.000]  他們可以奉主的名
[00:02:17.000 --> 00:02:19.000]  用油抹他
[00:02:19.000 --> 00:02:22.000]  為他禱告
[00:02:22.000 --> 00:02:24.000]  出於信心的禱告
[00:02:24.000 --> 00:02:26.000]  要救那病人
[00:02:26.000 --> 00:02:28.000]  主必叫他起來
[00:02:28.000 --> 00:02:30.000]  他若犯了罪
[00:02:30.000 --> 00:02:34.000]  也必蒙赦免
[00:02:34.000 --> 00:02:37.000]  所以你們要彼此認罪
[00:02:37.000 --> 00:02:40.000]  互相代求
[00:02:40.000 --> 00:02:43.000]  使你們可以得醫治
[00:02:43.000 --> 00:02:46.000]  一人祈禱所發的力量
[00:02:46.000 --> 00:02:49.000]  是大有功效的
[00:02:49.000 --> 00:02:53.000]  伊利亞與我們是一樣性情的人
[00:02:53.000 --> 00:02:55.000]  他懇切禱告
[00:02:55.000 --> 00:02:57.000]  求不要下雨
[00:02:57.000 --> 00:03:02.000]  雨就三年零六個月不下在地上
[00:03:02.000 --> 00:03:04.000]  他又禱告
[00:03:04.000 --> 00:03:06.000]  天就降下雨來
[00:03:06.000 --> 00:03:09.000]  地也生出土產
[00:03:09.000 --> 00:03:13.000]  好 那麼經文就是短短的這幾節
[00:03:13.000 --> 00:03:16.000]  那麼第一個方面要和大家說的
[00:03:16.000 --> 00:03:19.000]  我們首先第一點
[00:03:19.000 --> 00:03:25.000]  要在禱告中看清生命的苦與樂
[00:03:25.000 --> 00:03:27.000]  透過經文我們可以看到
[00:03:27.000 --> 00:03:31.000]  好像它有一個明確的劃分
[00:03:31.000 --> 00:03:36.000]  你們中間受苦的就去禱告
[00:03:36.000 --> 00:03:40.000]  有喜樂的他就應該歌頌
[00:03:40.000 --> 00:03:42.000]  我相信在我們當中
[00:03:42.000 --> 00:03:46.000]  如果是常常禱告的弟兄姊妹就會發現
[00:03:46.000 --> 00:03:48.000]  其實我們透過禱告
[00:03:48.000 --> 00:03:52.000]  它也可以讓我們超出自己的小我
[00:03:52.000 --> 00:03:54.000]  以上帝的角度
[00:03:54.000 --> 00:03:57.000]  再來審視我們的整個處境
[00:03:57.000 --> 00:03:59.000]  和我們的生命
[00:03:59.000 --> 00:04:05.000]  真正來看到我們生命是苦還是樂
[00:04:05.000 --> 00:04:08.000]  可能也有弟兄姊妹反饋了
[00:04:08.000 --> 00:04:09.000]  這時候就想到
[00:04:09.000 --> 00:04:15.000]  傳道苦和樂我自己不是感受到嗎
[00:04:15.000 --> 00:04:17.000]  我憑直覺就覺得苦
[00:04:17.000 --> 00:04:19.000]  我憑感受就覺得開心
[00:04:19.000 --> 00:04:24.000]  為什麼非要透過禱告再來感受到呢
[00:04:24.000 --> 00:04:27.000]  大家憑直覺感受可以了解不假
[00:04:27.000 --> 00:04:31.000]  但是很多時候問題就出在
[00:04:31.000 --> 00:04:34.000]  我們只憑直覺和感受
[00:04:34.000 --> 00:04:39.000]  就定義了生命中的苦與樂
[00:04:39.000 --> 00:04:43.000]  我們欠缺了禱告去發覺
[00:04:43.000 --> 00:04:46.000]  它到底在我們的生命當中
[00:04:46.000 --> 00:04:49.000]  是苦還是樂呢
[00:04:49.000 --> 00:04:51.000]  如果你真切的去禱告的話
[00:04:51.000 --> 00:04:53.000]  你就會發現
[00:04:53.000 --> 00:04:58.000]  有些苦它是化磚了的祝福
[00:04:58.000 --> 00:05:00.000]  它滿有主的引領
[00:05:00.000 --> 00:05:02.000]  特別過去了以後就發現
[00:05:02.000 --> 00:05:07.000]  原來上帝你的美意是要我達到這裡來
[00:05:07.000 --> 00:05:11.000]  有的樂你禱告以後你會發現
[00:05:11.000 --> 00:05:15.000]  不行不行那裡是一個引誘
[00:05:15.000 --> 00:05:18.000]  千萬不能隨著我的想法
[00:05:18.000 --> 00:05:21.000]  就讓給了那惡者留了地步了
[00:05:21.000 --> 00:05:24.000]  要小心要警醒
[00:05:24.000 --> 00:05:27.000]  所以我們很多時候透過禱告
[00:05:27.000 --> 00:05:33.000]  就可以看清楚試探和引誘
[00:05:33.000 --> 00:05:35.000]  那麼我們的主耶穌基督
[00:05:35.000 --> 00:05:38.000]  祂同樣也受過試探
[00:05:38.000 --> 00:05:42.000]  但是祂就勝過了試探
[00:05:42.000 --> 00:05:46.000]  其實我們的生命也是這樣
[00:05:46.000 --> 00:05:48.000]  面對試探和引誘
[00:05:48.000 --> 00:05:51.000]  但是當我們透過禱告
[00:05:51.000 --> 00:05:53.000]  看清楚狀況的時候
[00:05:53.000 --> 00:05:55.000]  我們就靠著主的力量
[00:05:55.000 --> 00:05:57.000]  幫助我們
[00:05:57.000 --> 00:05:59.000]  主加添我們力量
[00:05:59.000 --> 00:06:02.000]  主讓我們下定決心
[00:06:02.000 --> 00:06:06.000]  主讓那惡者退去吧
[00:06:06.000 --> 00:06:09.000]  我們勝過了以後你就會發現
[00:06:09.000 --> 00:06:11.000]  我們的生命就成長了
[00:06:11.000 --> 00:06:13.000]  境界就不同了
[00:06:13.000 --> 00:06:16.000]  以後你再遇到類似的情況的時候
[00:06:16.000 --> 00:06:18.000]  想都不用想
[00:06:18.000 --> 00:06:20.000]  不用來
[00:06:20.000 --> 00:06:22.000]  這個你打不倒我
[00:06:22.000 --> 00:06:24.000]  你造不成破壞
[00:06:24.000 --> 00:06:26.000]  你能成為破口
[00:06:26.000 --> 00:06:28.000]  我們聯繫得更緊密
[00:06:28.000 --> 00:06:32.000]  我們生命得到了成長
[00:06:32.000 --> 00:06:35.000]  記得有一次我和媽媽打電話
[00:06:35.000 --> 00:06:37.000]  每一次和媽媽打電話
[00:06:37.000 --> 00:06:40.000]  她都是有說不完的話
[00:06:40.000 --> 00:06:43.000]  最近又怎麼樣
[00:06:43.000 --> 00:06:46.000]  孫女的情況又如何
[00:06:46.000 --> 00:06:49.000]  這個兒媳婦都還好嗎
[00:06:49.000 --> 00:06:51.000]  大家侍奉又如何
[00:06:51.000 --> 00:06:54.000]  關心我們的群體等等
[00:06:54.000 --> 00:06:56.000]  有一次很特別
[00:06:56.000 --> 00:06:58.000]  她就很快
[00:06:58.000 --> 00:07:00.000]  你還有什麼要說的嗎
[00:07:00.000 --> 00:07:01.000]  沒有什麼說的
[00:07:01.000 --> 00:07:03.000]  我在看一個節目
[00:07:03.000 --> 00:07:05.000]  想挺奇怪
[00:07:05.000 --> 00:07:07.000]  我的媽媽很少這樣子
[00:07:07.000 --> 00:07:09.000]  為看一個節目
[00:07:09.000 --> 00:07:11.000]  就跟我電話就這樣
[00:07:11.000 --> 00:07:12.000]  說沒有什麼特別
[00:07:12.000 --> 00:07:15.000]  就趕快要收線
