
[00:00:00.000 --> 00:00:03.000]  過去幾個月我們都在看《路加福音》
[00:00:03.000 --> 00:00:07.200]  我們看到耶穌施行神蹟的醫治
[00:00:07.200 --> 00:00:10.280]  還有祂是主宰自然
[00:00:10.280 --> 00:00:12.480]  主宰靈性的範圍
[00:00:12.480 --> 00:00:16.400]  我們看到耶穌做了很多很厲害的事
[00:00:16.400 --> 00:00:19.720]  去到上星期我們一起有一個聖誕週
[00:00:19.720 --> 00:00:23.600]  我們更加看到主耶穌的那份愛
[00:00:23.600 --> 00:00:25.680]  是愛到底的愛
[00:00:25.680 --> 00:00:27.800]  神是為我們去到這麼盡
[00:00:27.800 --> 00:00:31.800]  釘在十字架上去受一個很重的刑罰
[00:00:31.800 --> 00:00:36.240]  是為了讓我們能夠得救
[00:00:36.240 --> 00:00:39.960]  還有可以跟神有重見的關係
[00:00:39.960 --> 00:00:41.920]  因為我們以前都有罪
[00:00:41.920 --> 00:00:44.840]  但是我們跟神現在可以有修復
[00:00:44.840 --> 00:00:47.840]  我們可以跟主有緊密的關係
[00:00:47.840 --> 00:00:51.200]  今天我們要看的是這個
[00:00:51.200 --> 00:00:53.960]  溫暖時代的教會系列
[00:00:53.960 --> 00:00:56.800]  我們會去看哥倫多前書
[00:00:56.800 --> 00:00:58.800]  有沒有人看過哥倫多前書
[00:00:58.800 --> 00:00:59.800]  可以舉手
[00:00:59.800 --> 00:01:01.800]  可能看過一版
[00:01:01.800 --> 00:01:03.800]  或者看過可以舉手
[00:01:03.800 --> 00:01:05.640]  那真是好了
[00:01:05.640 --> 00:01:06.640]  我們開始這個系列
[00:01:06.640 --> 00:01:08.880]  我們就可以一起去看看
[00:01:08.880 --> 00:01:10.560]  因為這個系列也很長
[00:01:10.560 --> 00:01:12.520]  其實一直到夏季
[00:01:12.520 --> 00:01:13.640]  夏季監獄
[00:01:13.640 --> 00:01:16.240]  去到那裡還在看
[00:01:16.240 --> 00:01:18.240]  因為這個範圍很長
[00:01:18.240 --> 00:01:21.240]  我們想問一下
[00:01:21.240 --> 00:01:23.680]  我們說到混亂時代
[00:01:23.680 --> 00:01:26.480]  今天的世界對你們來說
[00:01:26.480 --> 00:01:27.480]  混不混亂?
[00:01:27.480 --> 00:01:30.280]  誰覺得這個世界很整齊
[00:01:30.280 --> 00:01:30.800]  很整齊
[00:01:30.800 --> 00:01:31.960]  有一條很平靜的
[00:01:31.960 --> 00:01:32.960]  舉手看看
[00:01:32.960 --> 00:01:35.120]  哦,OK
[00:01:35.120 --> 00:01:36.800]  是的,沒有的
[00:01:36.800 --> 00:01:41.080]  我相信大家都覺得這個世界很混亂
[00:01:41.080 --> 00:01:43.680]  我們一在開新聞的時候
[00:01:43.680 --> 00:01:45.680]  我們都會看到
[00:01:45.680 --> 00:01:47.880]  有很多的戰爭
[00:01:47.880 --> 00:01:49.680]  衝突
[00:01:49.680 --> 00:01:52.480]  有很多的道德上的敗壞
[00:01:52.480 --> 00:01:55.480]  可能人的質度
[00:01:55.480 --> 00:01:58.480]  就會導致很多的紛爭
[00:01:58.480 --> 00:01:59.280]  是不是?
[00:01:59.280 --> 00:02:02.280]  有很多的東西好像混淆了
[00:02:02.280 --> 00:02:04.280]  又有很多種的性別
[00:02:04.280 --> 00:02:06.280]  又喜歡很多不同的東西
[00:02:06.280 --> 00:02:07.080]  是不是?
[00:02:07.080 --> 00:02:11.880]  所以其實現在這個世界開始很亂
[00:02:11.880 --> 00:02:15.480]  究竟在這個這麼混亂的世界裡面
[00:02:15.480 --> 00:02:18.680]  教會應該是怎樣站立呢?
[00:02:18.680 --> 00:02:20.680]  會不會很挑戰性呢?
[00:02:20.680 --> 00:02:22.680]  是的,我們回到上一頁
[00:02:22.680 --> 00:02:25.680]  我們看到我們現在用我們的手機
[00:02:25.680 --> 00:02:27.680]  特別現在又多了人工智能
[00:02:27.680 --> 00:02:29.680]  其實誰有問題
[00:02:29.680 --> 00:02:32.680]  第一時間就會開你的人工智能應用程式
[00:02:32.680 --> 00:02:33.680]  坦白說
[00:02:33.680 --> 00:02:34.680]  不要緊的
[00:02:34.680 --> 00:02:36.680]  我不會告訴學校的老師
[00:02:36.680 --> 00:02:38.680]  因為我也不認識你學校的老師
[00:02:38.680 --> 00:02:39.680]  是的,OK
[00:02:39.680 --> 00:02:42.680]  是的,也不算很多人用人工智能
[00:02:42.680 --> 00:02:44.680]  但是其實
[00:02:44.680 --> 00:02:46.680]  我有時候在街上
[00:02:46.680 --> 00:02:48.680]  都會聽到一些人
[00:02:48.680 --> 00:02:50.680]  昨天好像吃飯的時候
[00:02:50.680 --> 00:02:51.680]  聽到有人說
[00:02:51.680 --> 00:02:53.680]  我剛剛在人工智能找完這裡
[00:02:53.680 --> 00:02:54.680]  哪裡可以泊車
[00:02:54.680 --> 00:02:56.680]  其實人工智能這件事
[00:02:56.680 --> 00:02:58.680]  都是很投入生活的
[00:02:58.680 --> 00:03:00.680]  你一有問題就可能會問
[00:03:00.680 --> 00:03:03.680]  看到大家好像很喜歡人工智能
[00:03:03.680 --> 00:03:04.680]  是的
[00:03:04.680 --> 00:03:06.680]  究竟在這個時代
[00:03:06.680 --> 00:03:08.680]  我們有這麼多的東西拉扯著我們
[00:03:08.680 --> 00:03:11.680]  究竟我們是在跟隨誰呢?
[00:03:11.680 --> 00:03:12.680]  我們作為
[00:03:12.680 --> 00:03:13.680]  我們可能回到教會
[00:03:13.680 --> 00:03:16.680]  或者我們在尋求認識神
[00:03:16.680 --> 00:03:18.680]  我們已經相信了一段時間
[00:03:18.680 --> 00:03:20.680]  或者我們從小到大都回到教會
[00:03:20.680 --> 00:03:23.680]  今天我們究竟是在跟隨誰呢?
[00:03:23.680 --> 00:03:26.680]  我們是在跟隨這個人工智能大神呢?
[00:03:26.680 --> 00:03:28.680]  還是我們是在跟隨主耶穌呢?
[00:03:28.680 --> 00:03:31.680]  還是我們是在跟隨我們IG的KOL
[00:03:31.680 --> 00:03:33.680]  去介紹那些美食
[00:03:33.680 --> 00:03:35.680]  要去吃了
[00:03:35.680 --> 00:03:38.680]  還是我們是在跟隨誰呢?
[00:03:38.680 --> 00:03:40.680]  我們再去看的時候
[00:03:40.680 --> 00:03:44.680]  當我們在這個社會的氛圍和價值觀
[00:03:44.680 --> 00:03:45.680]  這麼混亂的時候
[00:03:45.680 --> 00:03:50.680]  我們究竟怎樣影響今天的教會呢?
[00:03:50.680 --> 00:03:54.680]  如果我們拿著這些世界觀
[00:03:54.680 --> 00:03:56.680]  去到教會裏面的時候
[00:03:56.680 --> 00:03:59.680]  其實很容易會有紛爭的
[00:03:59.680 --> 00:04:01.680]  因為我們都會意識到
[00:04:01.680 --> 00:04:04.680]  其實世界的價值觀
[00:04:04.680 --> 00:04:07.680]  和教會的價值觀是有不同的
[00:04:07.680 --> 00:04:10.680]  誰覺得是一樣的?
[00:04:10.680 --> 00:04:11.680]  是的,這樣也可以
[00:04:11.680 --> 00:04:13.680]  大家都是覺得不同的
[00:04:13.680 --> 00:04:16.680]  應該是有一個緊張的
[00:04:16.680 --> 00:04:18.680]  是有一個張力的
[00:04:18.680 --> 00:04:19.680]  是有點不同的
[00:04:19.680 --> 00:04:22.680]  所以究竟今天教會
[00:04:22.680 --> 00:04:25.680]  我記得過去我們在我們目者
[00:04:25.680 --> 00:04:26.680]  有加入了一個門女
[00:04:26.680 --> 00:04:29.680]  還有今年教會也有門女
[00:04:29.680 --> 00:04:31.680]  其實教會
[00:04:31.680 --> 00:04:32.680]  牧師說到
[00:04:32.680 --> 00:04:33.680]  教會裏面
[00:04:33.680 --> 00:04:36.680]  今天是不是在做教會的事呢?
[00:04:36.680 --> 00:04:38.680]  大家都可以思考一下
[00:04:38.680 --> 00:04:39.680]  究竟今天教會
[00:04:39.680 --> 00:04:41.680]  是不是在做教會的事呢?
[00:04:41.680 --> 00:04:42.680]  所以我們都很盼望
[00:04:42.680 --> 00:04:44.680]  今天去看哥倫多前書的時候
[00:04:44.680 --> 00:04:45.680]  還有等等
[00:04:45.680 --> 00:04:47.680]  使徒行傳有些背景的時候
[00:04:47.680 --> 00:04:49.680]  究竟今天教會
[00:04:49.680 --> 00:04:51.680]  怎樣去做教會的事呢?
[00:04:51.680 --> 00:04:52.680]  我們來教會
[00:04:52.680 --> 00:04:55.680]  是不是有一個社交群組
[00:04:55.680 --> 00:04:58.680]  一起吃東西去哪裡
[00:04:58.680 --> 00:05:02.680]  還是我們真是一個愛神的群體
[00:05:02.680 --> 00:05:04.680]  我們真是一個定義去敬拜
[00:05:04.680 --> 00:05:07.680]  去跟隨神的群體呢?
[00:05:07.680 --> 00:05:10.680]  我們去看看下一頁吧
[00:05:10.680 --> 00:05:14.680]  哥倫多教會
[00:05:14.680 --> 00:05:16.680]  其實哥倫多教會
[00:05:16.680 --> 00:05:19.680]  跟香港這個地方也有點相似
[00:05:19.680 --> 00:05:21.680]  其實不相似
[00:05:21.680 --> 00:05:22.680]  只是看樣子
[00:05:22.680 --> 00:05:25.680]  不過它的背景
[00:05:25.680 --> 00:05:28.680]  其實哥倫多也是一個很繁盛
[00:05:28.680 --> 00:05:30.680]  也是一個很多的交易
[00:05:30.680 --> 00:05:31.680]  商業
[00:05:31.680 --> 00:05:32.680]  很富有
[00:05:32.680 --> 00:05:34.680]  很富有的一個地方
[00:05:34.680 --> 00:05:35.680]  也是很發展
[00:05:35.680 --> 00:05:37.680]  也是一個很文明的地方
[00:05:37.680 --> 00:05:41.680]  但是當中他們的風氣比較敗壞
[00:05:41.680 --> 00:05:48.680]  可能人們的道德也是有些敗壞
[00:05:48.680 --> 00:05:53.680]  並且那裡的人也是信奉不同的神
[00:05:53.680 --> 00:05:54.680]  有不同的神明
[00:05:54.680 --> 00:05:56.680]  就好像今天香港這樣
[00:05:56.680 --> 00:05:58.680]  其實我們也是一個很發展
[00:05:58.680 --> 00:06:00.680]  很好的一個城市
[00:06:00.680 --> 00:06:03.680]  但是裡面也有很多的價值觀
[00:06:03.680 --> 00:06:05.680]  其實是扭壞了
[00:06:05.680 --> 00:06:07.680]  我們可能在學校
[00:06:07.680 --> 00:06:08.680]  在我們的社會裡面
[00:06:08.680 --> 00:06:09.680]  我們也會看到
[00:06:09.680 --> 00:06:12.680]  有些東西好像不是正確的
[00:06:12.680 --> 00:06:13.680]  同樣地
[00:06:13.680 --> 00:06:16.680]  今天我們香港也是很多的人
[00:06:16.680 --> 00:06:19.680]  也是有很多不同的宗教
[00:06:19.680 --> 00:06:21.680]  很多人信奉不同的東西
[00:06:21.680 --> 00:06:25.680]  究竟今天在這樣的環境
[00:06:25.680 --> 00:06:26.680]  我們應該去怎樣呢?
[00:06:26.680 --> 00:06:28.680]  教會應該怎樣呢?
[00:06:28.680 --> 00:06:29.680]  在下一頁
[00:06:29.680 --> 00:06:30.680]  其實我有一個朋友
[00:06:30.680 --> 00:06:33.680]  前幾個月就去了哥倫多這個地方
[00:06:33.680 --> 00:06:37.680]  他就去了這個保羅行蹤的地方
[00:06:37.680 --> 00:06:40.680]  雖然現在已經剩下一些碎石
[00:06:40.680 --> 00:06:41.680]  其實如果你只看碎石
[00:06:41.680 --> 00:06:45.680]  你是無法想像哥倫多的城市
[00:06:45.680 --> 00:06:47.680]  你要看右邊這張照片
[00:06:47.680 --> 00:06:50.680]  才會有一個更清楚的圖
[00:06:50.680 --> 00:06:54.680]  就是哥倫多的城市
[00:06:54.680 --> 00:06:58.680]  其實你看到也是一個繁榮的地方
[00:06:58.680 --> 00:07:02.680]  之後下一頁就是哥倫多的運河
[00:07:02.680 --> 00:07:03.680]  它有一個河流
[00:07:03.680 --> 00:07:08.680]  在商業上也是很發達的
[00:07:08.680 --> 00:07:13.680]  接著下一頁就是一個阿波羅的廟
[00:07:13.680 --> 00:07:16.680]  阿波羅不是那個仕途
[00:07:16.680 --> 00:07:19.680]  是那個希臘的神
[00:07:19.680 --> 00:07:22.680]  所以是一些偶像的寺廟
[00:07:22.680 --> 00:07:24.680]  而這一邊就是
[00:07:24.680 --> 00:07:26.680]  等一下我們會看到的
[00:07:26.680 --> 00:07:27.680]  就是保羅
[00:07:27.680 --> 00:07:29.680]  其實就是一堆碎石
[00:07:29.680 --> 00:07:32.680]  大家可以用你的豐富的想像力
[00:07:32.680 --> 00:07:36.680]  去想像一下這個哥倫多的城市
[00:07:36.680 --> 00:07:42.680]  保羅那時候因為有些猶太人去誹謗他
[00:07:42.680 --> 00:07:43.680]  即是誣衊他
[00:07:43.680 --> 00:07:48.680]  說你傳的那些都不是合乎那個律法的事情
[00:07:48.680 --> 00:07:52.680]  他就在這裡面對那個判斷
[00:07:52.680 --> 00:07:58.680]  不過那個判斷就交給猶太人自己去判斷
[00:07:58.680 --> 00:08:00.680]  我們等一下會看到的
[00:08:00.680 --> 00:08:01.680]  我們下一頁就看到
[00:08:01.680 --> 00:08:02.680]  其實是仕途行傳
[00:08:02.680 --> 00:08:06.680]  18章就說到保羅去到哥倫多這個地方
[00:08:06.680 --> 00:08:08.680]  我們可以先看一看
[00:08:08.680 --> 00:08:12.680]  我就主要去總結給大家聽
[00:08:12.680 --> 00:08:16.680]  我們先淡化大家的眼力
[00:08:16.680 --> 00:08:18.680]  如果就這樣去看
[00:08:18.680 --> 00:08:20.680]  你知不知道其實保羅
[00:08:20.680 --> 00:08:22.680]  他有沒有其他職業的?
[00:08:22.680 --> 00:08:25.680]  你猜一下他是做些什麼的?
[00:08:25.680 --> 00:08:27.680]  他還有做些什麼的?
[00:08:27.680 --> 00:08:29.680]  收稅的
[00:08:29.680 --> 00:08:33.680]  其實保羅是帶著一個工作去傳福音的
[00:08:33.680 --> 00:08:35.680]  他帶職去侍奉他
[00:08:35.680 --> 00:08:36.680]  他還有什麼的?
[00:08:36.680 --> 00:08:43.680]  他們是製造帳棚為業的
[00:08:43.680 --> 00:08:48.680]  還有保羅去到哥倫多這個地方
[00:08:48.680 --> 00:08:50.680]  他之前就在雅典
[00:08:50.680 --> 00:08:53.680]  他去到哥倫多這個地方
[00:08:53.680 --> 00:08:57.680]  但是當中有些猶太人就不太喜歡去說那些東西
[00:08:57.680 --> 00:09:01.680]  所以就嘗試去侍奉他
[00:09:01.680 --> 00:09:05.680]  但是有一天上帝就在Vision
[00:09:05.680 --> 00:09:06.680]  我們在下一頁會看到
[00:09:06.680 --> 00:09:09.680]  上帝在一個異象就鼓勵保羅
[00:09:09.680 --> 00:09:11.680]  他說你不用怕
[00:09:11.680 --> 00:09:13.680]  你只要去說
[00:09:13.680 --> 00:09:15.680]  還有不要沉默
[00:09:15.680 --> 00:09:17.680]  因為上帝和他一起
[00:09:17.680 --> 00:09:20.680]  上帝會告訴他你要說些什麼
[00:09:20.680 --> 00:09:21.680]  叫他不用怕
[00:09:21.680 --> 00:09:26.680]  還有因為哥倫多城有很多愛神的人
[00:09:26.680 --> 00:09:29.680]  保羅留在那裏多久?
[00:09:29.680 --> 00:09:36.680]  他留在那裏大概18個月
[00:09:36.680 --> 00:09:38.680]  他在那裏做些什麼呢?
[00:09:38.680 --> 00:09:43.680]  他就是將神的話去教導那裏的人
[00:09:43.680 --> 00:09:47.680]  將神的話去教導哥倫多教會的人
