
[00:00:00.000 --> 00:00:02.680]  今日我們會看什麼呢?
[00:00:02.680 --> 00:00:04.680]  來到天國系列
[00:00:04.680 --> 00:00:07.280]  我們看八幅到最後一個幅
[00:00:07.280 --> 00:00:09.280]  今天有一個很大的挑戰
[00:00:09.280 --> 00:00:13.120]  因為你見到今天的主題很不容易去講
[00:00:13.120 --> 00:00:15.120]  今天的主題是什麼? 幫我讀出來可以嗎?
[00:00:15.120 --> 00:00:16.320]  五個字的
[00:00:16.320 --> 00:00:18.320]  預備起
[00:00:18.320 --> 00:00:21.040]  二 手 壁 八
[00:00:21.040 --> 00:00:24.880]  最後一個幅 第八個幅是講這件事
[00:00:24.880 --> 00:00:30.320]  我們帶著一份期待
[00:00:30.320 --> 00:00:34.400]  內容上可能會有點heavy
[00:00:34.400 --> 00:00:36.720]  畢竟我不可以將它twist了
[00:00:36.720 --> 00:00:38.720]  不需要受壁八
[00:00:38.720 --> 00:00:40.720]  所以我們專心聽
[00:00:40.720 --> 00:00:42.720]  也讓我們先讀今天的經文
[00:00:42.720 --> 00:00:44.720]  這個就是一個recap
[00:00:44.720 --> 00:00:46.720]  我們一起讀今天的經文
[00:00:46.720 --> 00:00:48.720]  讀中文 好嗎? 預備起
[00:00:48.720 --> 00:00:52.160]  為二受壁八的人有福了
[00:00:52.160 --> 00:00:55.120]  因為天國是他們的
[00:00:55.120 --> 00:00:57.120]  人若因
[00:00:57.120 --> 00:01:05.120]  你們就有福了
[00:01:05.120 --> 00:01:07.120]  應當歡喜快樂
[00:01:07.120 --> 00:01:11.680]  因為你們在天上的賞賜是大的
[00:01:11.680 --> 00:01:14.640]  在你們以前的先知
[00:01:14.640 --> 00:01:18.080]  人也是這樣壁八他們
[00:01:18.320 --> 00:01:20.320]  這裡一開始就說
[00:01:20.320 --> 00:01:23.200]  為二受壁八的人有福了
[00:01:23.200 --> 00:01:27.840]  聽下去我們會覺得有少少矛盾
[00:01:27.840 --> 00:01:29.840]  有少少怪怪的
[00:01:29.840 --> 00:01:31.840]  上次說使人和睦
[00:01:31.840 --> 00:01:34.560]  締造和平的人是有福的
[00:01:34.560 --> 00:01:36.560]  我們明白
[00:01:36.560 --> 00:01:38.560]  好人一個 大好人
[00:01:38.560 --> 00:01:40.560]  溫柔的人有福
[00:01:40.560 --> 00:01:43.760]  我們也明白 溫柔體貼當然好
[00:01:43.760 --> 00:01:47.760]  不過為二受壁八的人就有福了
[00:01:47.760 --> 00:01:49.760]  就好像有些格格不入
[00:01:49.760 --> 00:01:51.760]  我們很老實說也是
[00:01:51.760 --> 00:01:53.760]  大家會不會這樣祈禱
[00:01:53.760 --> 00:01:57.760]  神啊求你讓我今天能夠面對壁八
[00:01:57.760 --> 00:01:59.760]  能夠受多些壁八
[00:01:59.760 --> 00:02:01.760]  會不會這樣祈禱
[00:02:01.760 --> 00:02:03.760]  或者你去新年 拜年的時候
[00:02:03.760 --> 00:02:05.760]  新年流流 你這樣說
[00:02:05.760 --> 00:02:09.760]  我祝福你們今年受多些壁八
[00:02:09.760 --> 00:02:11.760]  祝福你們全家人都面對壁八
[00:02:11.760 --> 00:02:13.760]  是不會這樣祝福人的
[00:02:13.760 --> 00:02:16.880]  我們信不信主的應該也不會
[00:02:16.880 --> 00:02:20.720]  那為什麼耶穌會在這裡說這些話呢
[00:02:20.720 --> 00:02:22.720]  究竟祂想說些什麼呢
[00:02:22.720 --> 00:02:24.720]  所以我們先要去看
[00:02:24.720 --> 00:02:26.720]  什麼叫做為二受壁八
[00:02:26.720 --> 00:02:28.720]  或者為二受苦
[00:02:28.720 --> 00:02:30.720]  有一些的翻譯
[00:02:30.720 --> 00:02:32.720]  壁八這兩個字
[00:02:32.720 --> 00:02:34.720]  我們明白的
[00:02:34.720 --> 00:02:36.720]  我們經常都被人壁八
[00:02:36.720 --> 00:02:38.720]  被你父母壁八
[00:02:38.720 --> 00:02:40.720]  被你的老師壁八
[00:02:40.720 --> 00:02:42.720]  被你的功課deadline壁八
[00:02:42.720 --> 00:02:44.720]  考試來了
[00:02:44.720 --> 00:02:46.720]  被人壁八
[00:02:46.720 --> 00:02:48.720]  舉手
[00:02:48.720 --> 00:02:50.720]  最近都被人壁八很多
[00:02:50.720 --> 00:02:52.720]  還沒考完
[00:02:52.720 --> 00:02:54.720]  還沒放假
[00:02:54.720 --> 00:02:56.720]  還要壁八我下年要學的東西
[00:02:56.720 --> 00:02:58.720]  有沒有搞錯
[00:02:58.720 --> 00:03:00.720]  但這裡不是說那些壁八
[00:03:00.720 --> 00:03:02.720]  是說為二受壁八
[00:03:02.720 --> 00:03:04.720]  那我們又跳一跳
[00:03:04.720 --> 00:03:06.720]  什麼叫做二呢
[00:03:06.720 --> 00:03:08.720]  記得上一次
[00:03:08.720 --> 00:03:10.720]  帕斯特Karen
[00:03:10.720 --> 00:03:12.720]  就和我們分享
[00:03:12.720 --> 00:03:14.720]  Jason K 死不死誰是帕斯特Karen
[00:03:14.720 --> 00:03:16.720]  把頭放下去
[00:03:16.720 --> 00:03:18.720]  帕斯特Karen和我們分享
[00:03:18.720 --> 00:03:20.720]  這是他的slide
[00:03:20.720 --> 00:03:22.720]  說了
[00:03:22.720 --> 00:03:24.720]  這是第四個福
[00:03:24.720 --> 00:03:26.720]  就是饑渴無疑的人有福
[00:03:26.720 --> 00:03:28.720]  他當時也有分享
[00:03:28.720 --> 00:03:30.720]  二是在說上帝的
[00:03:30.720 --> 00:03:32.720]  標準
[00:03:32.720 --> 00:03:34.720]  沒錯了
[00:03:34.720 --> 00:03:36.720]  就是在說上帝的公義
[00:03:36.720 --> 00:03:38.720]  上帝的心意
[00:03:38.720 --> 00:03:40.720]  所以說為二受壁八的時候
[00:03:40.720 --> 00:03:42.720]  我們為了追求上帝
[00:03:42.720 --> 00:03:44.720]  我們要實踐上帝的心意
[00:03:44.720 --> 00:03:46.720]  思想言語行為
[00:03:46.720 --> 00:03:48.720]  我們要實踐上帝的心意
[00:03:48.720 --> 00:03:50.720]  而去受苦
[00:03:50.720 --> 00:03:52.720]  要實踐上帝的心意
[00:03:52.720 --> 00:03:54.720]  而受苦
[00:03:54.720 --> 00:03:56.720]  仍然是這個問題
[00:03:56.720 --> 00:03:58.720]  我們覺得很contradict
[00:03:58.720 --> 00:04:00.720]  我們實踐上帝的心意
[00:04:00.720 --> 00:04:02.720]  應該是祝福
[00:04:02.720 --> 00:04:04.720]  為什麼會受苦呢
[00:04:04.720 --> 00:04:06.720]  我們再看回剛才我們讀的經文
[00:04:06.720 --> 00:04:08.720]  這個slide挺有趣的
[00:04:08.720 --> 00:04:10.720]  他解釋
[00:04:10.720 --> 00:04:12.720]  二字是拆開
[00:04:12.720 --> 00:04:14.720]  上面和下面
[00:04:14.720 --> 00:04:16.720]  Lamb over me
[00:04:16.720 --> 00:04:18.720]  很特別
[00:04:18.720 --> 00:04:20.720]  Lamb是誰呢
[00:04:20.720 --> 00:04:22.720]  耶穌
[00:04:22.720 --> 00:04:24.720]  神的羔羊
[00:04:24.720 --> 00:04:26.720]  Lamb over me
[00:04:26.720 --> 00:04:28.720]  這個很特別的說法
[00:04:28.720 --> 00:04:30.720]  本來想skip的
[00:04:30.720 --> 00:04:32.720]  這裡十一節說得再簡單一點
[00:04:32.720 --> 00:04:34.720]  什麼叫做二
[00:04:34.720 --> 00:04:36.720]  Righteousness
[00:04:36.720 --> 00:04:38.720]  我讀給大家聽
[00:04:38.720 --> 00:04:40.720]  我罵你們
[00:04:40.720 --> 00:04:42.720]  逼你們做各種壞話
[00:04:42.720 --> 00:04:44.720]  你們就有福了
[00:04:44.720 --> 00:04:46.720]  為我
[00:04:46.720 --> 00:04:48.720]  為耶穌的緣故
[00:04:48.720 --> 00:04:50.720]  被人嘲笑
[00:04:50.720 --> 00:04:52.720]  被人說
[00:04:52.720 --> 00:04:54.720]  被人攻擊
[00:04:54.720 --> 00:04:56.720]  被人罵
[00:04:56.720 --> 00:04:58.720]  這個就是為二而受迫
[00:04:58.720 --> 00:05:00.720]  因為耶穌的緣故
[00:05:00.720 --> 00:05:02.720]  你受到攻擊
[00:05:02.720 --> 00:05:04.720]  各種攻擊
[00:05:04.720 --> 00:05:06.720]  今天我不知道大家有沒有經歷過
[00:05:06.720 --> 00:05:08.720]  因為耶穌的緣故
[00:05:08.720 --> 00:05:10.720]  面對那些挑戰
[00:05:10.720 --> 00:05:12.720]  被人笑
[00:05:12.720 --> 00:05:14.720]  誰有試過
[00:05:14.720 --> 00:05:16.720]  都有人舉手
[00:05:16.720 --> 00:05:18.720]  我都試過
[00:05:18.720 --> 00:05:20.720]  我記得中學的時候
[00:05:20.720 --> 00:05:22.720]  我忘記了在香港也試過
[00:05:22.720 --> 00:05:24.720]  可能在英國也試過
[00:05:24.720 --> 00:05:26.720]  兩邊都讀過書
[00:05:26.720 --> 00:05:28.720]  很多同學很快就知道
[00:05:28.720 --> 00:05:30.720]  我是一個Christian
[00:05:30.720 --> 00:05:32.720]  基督徒
[00:05:32.720 --> 00:05:34.720]  有些人會有些反應
[00:05:34.720 --> 00:05:36.720]  是很熟悉的
[00:05:36.720 --> 00:05:38.720]  但他們會覺得
[00:05:38.720 --> 00:05:40.720]  為什麼會相信耶穌
[00:05:40.720 --> 00:05:42.720]  這個年代
[00:05:42.720 --> 00:05:44.720]  他們會覺得你很學習
[00:05:44.720 --> 00:05:46.720]  覺得你很新穎
[00:05:46.720 --> 00:05:48.720]  覺得很迷信
[00:05:48.720 --> 00:05:50.720]  這個年代
[00:05:50.720 --> 00:05:52.720]  你要靠自己
[00:05:52.720 --> 00:05:54.720]  讀書也好,工作也好,你靠自己
[00:05:54.720 --> 00:05:56.720]  所以有些同學會直接笑
[00:05:56.720 --> 00:05:58.720]  會覺得
[00:05:58.720 --> 00:06:00.720]  信耶穌
