
[00:00:00.000 --> 00:00:02.540]  各位頂屎妹晚安
[00:00:02.540 --> 00:00:07.060]  今日我同大家繼續去講這個門訓
[00:00:07.060 --> 00:00:10.860]  就是這個文素記的九章
[00:00:10.860 --> 00:00:14.620]  整章有二十三節這麼多
[00:00:14.620 --> 00:00:19.140]  因為這段經文其實都很重要
[00:00:19.140 --> 00:00:23.540]  我們很想大家一起去重讀這二十三節
[00:00:23.540 --> 00:00:27.740]  以致我們去理解這章經文的時候
[00:00:27.740 --> 00:00:29.660]  有一個概念
[00:00:29.660 --> 00:00:31.660]  我們一起重讀 預備起
[00:00:59.660 --> 00:01:04.060]  首如月節 他們就在西內的曠野
[00:01:04.060 --> 00:01:08.700]  正有黃昏的時候首如月節
[00:01:08.700 --> 00:01:11.540]  梵耶和華所吩咐摩西的
[00:01:11.540 --> 00:01:14.860]  以色列人都照樣行了
[00:01:14.860 --> 00:01:18.780]  有幾個人因死屍而不潔淨
[00:01:18.780 --> 00:01:21.740]  不能在那日首如月節
[00:01:21.740 --> 00:01:26.060]  當日他們在摩西亞倫面前說
[00:01:26.060 --> 00:01:29.420]  我們雖因死屍而不潔淨
[00:01:29.420 --> 00:01:32.620]  為何被阻止不得同以色列人
[00:01:32.620 --> 00:01:36.940]  在所定的日期獻耶和華的供物呢?
[00:01:36.940 --> 00:01:38.940]  摩西對他們說
[00:01:38.940 --> 00:01:40.940]  你們暫且等候
[00:01:40.940 --> 00:01:43.780]  我可以去聽耶和華指著
[00:01:43.780 --> 00:01:46.380]  你們是怎樣吩咐的
[00:01:46.380 --> 00:01:48.380]  耶和華對摩西說
[00:01:48.380 --> 00:01:51.020]  你曉遇以色列說
[00:01:51.020 --> 00:01:53.420]  你們和你們後代中
[00:01:53.420 --> 00:01:56.420]  若有人因死屍而不潔淨
[00:01:56.420 --> 00:01:58.420]  或在遠方行路
[00:01:58.420 --> 00:02:02.260]  還要向耶和華首如月節
[00:02:02.260 --> 00:02:06.100]  他們要在二月十四日黃昏的時候
[00:02:06.100 --> 00:02:07.620]  首如月節
[00:02:07.620 --> 00:02:10.500]  要用無窖餅和苦菜
[00:02:10.500 --> 00:02:13.620]  和如月節的羊羔和蟹
[00:02:13.620 --> 00:02:16.500]  一點不可留到早晨
[00:02:16.500 --> 00:02:20.420]  羊的一斤也不可截斷
[00:02:20.420 --> 00:02:25.060]  他們要照如月節的一切律例而守
[00:02:25.060 --> 00:02:27.620]  那潔淨而不行路的人
[00:02:27.620 --> 00:02:30.100]  若推辭不守如月節
[00:02:30.100 --> 00:02:32.900]  那人要從民中剪除
[00:02:32.900 --> 00:02:35.620]  因為他在所定的日期
[00:02:35.620 --> 00:02:37.820]  不獻耶和華的供物
[00:02:37.820 --> 00:02:40.420]  應該擔當他的罪
[00:02:40.420 --> 00:02:43.820]  若有外人寄居在你們中間
[00:02:43.820 --> 00:02:46.820]  願意向耶和華首如月節
[00:02:46.820 --> 00:02:51.220]  他要照如月節的律例典章行
[00:02:51.220 --> 00:02:53.220]  不管是寄居的
[00:02:53.220 --> 00:02:54.820]  是本地的
[00:02:54.820 --> 00:02:56.820]  同歸一例
[00:02:56.820 --> 00:02:59.220]  立起帳篷的日
[00:02:59.220 --> 00:03:02.020]  有雲彩遮蓋帳幕
[00:03:02.020 --> 00:03:04.820]  就是發貴的帳幕
[00:03:04.820 --> 00:03:07.020]  從晚上到早晨
[00:03:07.020 --> 00:03:09.020]  雲彩在旗上
[00:03:09.020 --> 00:03:10.820]  形狀如火
[00:03:10.820 --> 00:03:12.420]  上示者讓
[00:03:12.420 --> 00:03:14.420]  雲彩遮蓋帳幕
[00:03:14.420 --> 00:03:16.820]  夜間形狀如火
[00:03:16.820 --> 00:03:20.220]  雲彩幾時從帳幕收上去
[00:03:20.220 --> 00:03:22.820]  以色列人就幾時起行
[00:03:22.820 --> 00:03:25.420]  雲彩在那裡停住
[00:03:25.420 --> 00:03:28.620]  以色列人就在那裡安營
[00:03:28.620 --> 00:03:32.420]  以色列人遵耶和華的吩咐
[00:03:32.420 --> 00:03:35.420]  也遵耶和華的吩咐安營
[00:03:35.420 --> 00:03:38.820]  若在帳幕上停住幾時
[00:03:38.820 --> 00:03:41.220]  他們就住營幾時
[00:03:41.220 --> 00:03:45.220]  雲彩在帳幕上停留許多日子
[00:03:45.220 --> 00:03:50.020]  以色列人就守耶和華所吩咐的不起行
[00:03:50.020 --> 00:03:54.620]  有時雲彩在帳幕上幾天
[00:03:54.620 --> 00:03:58.020]  他們就照耶和華的吩咐住營
[00:03:58.020 --> 00:04:01.020]  也照耶和華的吩咐起行
[00:04:01.020 --> 00:04:04.020]  有時從晚上到早晨
[00:04:04.020 --> 00:04:06.820]  有者雲彩在帳幕上
[00:04:06.820 --> 00:04:09.220]  早晨雲彩收上去
[00:04:09.220 --> 00:04:11.020]  他們就起行
[00:04:11.020 --> 00:04:15.020]  有時晝夜雲彩停在帳幕上
[00:04:15.020 --> 00:04:16.820]  收上去的時候
[00:04:16.820 --> 00:04:18.420]  他們就起行
[00:04:18.420 --> 00:04:21.220]  雲彩停留在帳幕上
[00:04:21.220 --> 00:04:25.020]  無論是兩天 是一月 是一年
[00:04:25.020 --> 00:04:28.020]  以色列人就住營不起行
[00:04:28.020 --> 00:04:30.020]  但雲彩收上去
[00:04:30.020 --> 00:04:31.820]  他們就起行
[00:04:31.820 --> 00:04:35.020]  他們遵耶和華的吩咐安營
[00:04:35.020 --> 00:04:37.820]  也遵耶和華的吩咐起行
[00:04:37.820 --> 00:04:40.620]  他們守耶和華所吩咐的
[00:04:40.620 --> 00:04:44.420]  都是憑耶和華吩咐摩西的
[00:04:44.420 --> 00:04:46.020]  九章完了
[00:04:46.020 --> 00:04:48.620]  不過想大家讀完後面那幾節
[00:04:48.620 --> 00:04:50.620]  好 一起讀 預備起
[00:04:50.620 --> 00:04:53.220]  第二年二月二十日
[00:04:53.220 --> 00:04:57.020]  雲彩從法圭的帳幕收上去
[00:04:57.020 --> 00:05:00.220]  以色列人就按站往前行
[00:05:00.220 --> 00:05:02.620]  離開西內的曠野
[00:05:02.620 --> 00:05:05.820]  雲彩停住在巴蘭的曠野
[00:05:05.820 --> 00:05:08.220]  這是他們照耶和華
[00:05:08.220 --> 00:05:12.620]  藉摩西所吩咐的初次和前行
[00:05:12.620 --> 00:05:15.620]  這裡是十章的十一到十三節
[00:05:15.620 --> 00:05:18.620]  好了 九章是我們今天的重點
[00:05:18.620 --> 00:05:21.420]  為何說完第十章的這幾節
[00:05:21.420 --> 00:05:24.820]  因為很想給大家一個很重要的圖片
[00:05:24.820 --> 00:05:26.420]  他們首先怎樣去
[00:05:26.420 --> 00:05:30.420]  為何會在西內的曠野停留
[00:05:30.420 --> 00:05:33.620]  這個表是我理解完之後
[00:05:33.620 --> 00:05:36.420]  跟大家做了一個這樣的表
[00:05:36.420 --> 00:05:38.420]  你見到以色列人
[00:05:38.420 --> 00:05:42.420]  其實停在西內的曠野這個地方
[00:05:42.420 --> 00:05:44.820]  其實就是在他出埃及
[00:05:44.820 --> 00:05:47.220]  滿了三個月的那一天
[00:05:47.220 --> 00:05:50.220]  就在西內的曠野安營
[00:05:50.220 --> 00:05:53.220]  這個是出埃及記的十九章一節
[00:05:53.220 --> 00:05:55.220]  那裡跟我們說的
[00:05:55.220 --> 00:05:57.820]  什麼時候他們會離開曠野
[00:05:57.820 --> 00:06:00.820]  就是我們剛才讀到的民訴記
[00:06:00.820 --> 00:06:02.620]  第十章那裡說
[00:06:02.620 --> 00:06:07.220]  他就在第二年的二月二十日
[00:06:07.220 --> 00:06:08.620]  計一計時間
[00:06:08.620 --> 00:06:12.420]  中間其實有十一個月的時間
[00:06:12.420 --> 00:06:18.020]  以色列人是停留在西內曠野的這個地方
[00:06:18.020 --> 00:06:19.420]  我們看一看
[00:06:19.420 --> 00:06:22.620]  在西內曠野有什麼重要的標誌
[00:06:22.620 --> 00:06:24.020]  我們是要知道的
[00:06:24.020 --> 00:06:26.420]  第一就是在第二年
[00:06:26.420 --> 00:06:28.420]  通常在第二年發生的
[00:06:28.420 --> 00:06:33.620]  你見到在民訴記的有日期去標記的
[00:06:33.620 --> 00:06:35.420]  就是這些日子
[00:06:35.420 --> 00:06:38.220]  第二年的正月初一
[00:06:38.220 --> 00:06:40.820]  在民訴記第七章
[00:06:40.820 --> 00:06:42.820]  或者是出埃及記的四十章
[00:06:42.820 --> 00:06:43.820]  都去記載
[00:06:43.820 --> 00:06:46.220]  他們是立起那個帳幕的
[00:06:46.220 --> 00:06:48.820]  而立起帳幕就代表著
[00:06:48.820 --> 00:06:55.220]  帳幕裡面就有神的法跪在當中
[00:06:55.220 --> 00:06:56.620]  後面又讀到
[00:06:56.620 --> 00:07:01.020]  神的雲彩去遮住那個會幕
