
[00:00:00.000 --> 00:00:06.600]  今天輪到小弟講道,和大家分享一個topic就是喜樂不喜樂
[00:00:06.600 --> 00:00:11.720]  那些人經常都會問你今天開心不開心,高興不高興
[00:00:11.720 --> 00:00:14.200]  今天和大家分享的topic就是喜樂不喜樂
[00:00:14.200 --> 00:00:22.000]  最近Apple都出了新電話,有沒有你身邊的人,你看看你旁邊那個,有沒有誰已經換了新電話
[00:00:22.000 --> 00:00:25.200]  你看看有誰換了iPhone17
[00:00:25.200 --> 00:00:32.000]  有嗎?有,剛剛看到有一個字,應該是看不到的,我們這裡有一個什麼challenge
[00:00:32.000 --> 00:00:36.000]  Airplane mode challenge,應該是看不到你的電話
[00:00:36.000 --> 00:00:44.000]  所以你看到你旁邊那個拿電話,你提一提他,記得要聽到的時候收起來,我們一起去聽上帝的話語
[00:00:44.000 --> 00:00:50.400]  為什麼會提這個話題呢?就是因為我用的電話就是iPhone16
[00:00:50.400 --> 00:00:58.200]  平時呢,剛剛這一年如果有需要去自拍,吃飯自拍,拍照,多數都會和我說
[00:00:58.200 --> 00:01:01.000]  你的電話新,你拿你的電話出來拍照
[00:01:01.000 --> 00:01:05.600]  好了,去到上個星期開始,沒有人再問過我這件事了
[00:01:05.600 --> 00:01:11.200]  為什麼呢?因為最新的iPhone多少?17已經出來了
[00:01:11.200 --> 00:01:15.600]  所以小弟的iPhone16已經怎樣?勾了,沒有人要了
[00:01:15.600 --> 00:01:21.000]  就算我拿出來,人家都叫我做什麼?你收起來吧,現在有最新的,不用叫我了
[00:01:21.000 --> 00:01:25.400]  人生都變幻無常,上個星期還說要用我的電話來拍照
[00:01:25.400 --> 00:01:28.200]  下個星期就已經沒有人再需要我了
[00:01:28.200 --> 00:01:33.400]  多一個事情,就是上個月華家沙打過來,大家放了幾天假
[00:01:33.400 --> 00:01:40.200]  香港政府都超前部署,給大家幾天假,很早就掛了八號波,叫大家回家
[00:01:40.200 --> 00:01:45.800]  有沒有人家裡的樹都倒塌了,家裡水浸了,有沒有?
[00:01:45.800 --> 00:01:48.400]  誰家裡水浸了?有,看到有人在點頭了
[00:01:48.400 --> 00:01:54.200]  我因為宿舍在長洲,所以都是其中一個重災區
[00:01:54.200 --> 00:02:02.400]  有些可能要四五個人才能抱得到的樹,就倒塌了在主要的走的路上
[00:02:02.400 --> 00:02:07.000]  基本上是走不到的,要繞很遠的路才能回到山上
[00:02:07.000 --> 00:02:16.800]  我講這些可能對大家來說是小事,我用不到iphone16自拍,就找iphone17吧
[00:02:16.800 --> 00:02:22.200]  既然走不到主要的路,就走另一條路吧
[00:02:22.200 --> 00:02:26.400]  其實有些事情,沒有了就沒有了就算了
[00:02:26.400 --> 00:02:30.200]  但是原來聖經的話語不是這樣教我們
[00:02:30.200 --> 00:02:38.000]  有些事情,生命當中如果沒有了,我們是不可以放手,我們要去捉緊它
[00:02:38.000 --> 00:02:46.000]  就好像我們這個月主要去講菲勒比書的書卷,當中講到喜樂
[00:02:46.000 --> 00:02:51.000]  台下有沒有誰可以保證你每一天都是一個喜樂的生命?
[00:02:51.000 --> 00:02:56.000]  有沒有人會覺得你每一天都是很喜樂,一定不會改,一定不會變的
[00:02:56.000 --> 00:03:03.000]  到底保羅怎樣教我們在喜樂的,或者在這麼困難的人生中,我們怎樣保持著那份喜樂的心
