
[00:00:00.000 --> 00:00:02.000]   (silence)
[00:00:02.000 --> 00:00:05.500]   Hello, Explorer!
[00:00:05.500 --> 00:00:08.000]   I know the pandemic is really bad in Hong Kong
[00:00:08.000 --> 00:00:12.000]   but I hope this sermon will encourage you
[00:00:12.000 --> 00:00:14.000]   to be a church of God
[00:00:14.000 --> 00:00:17.000]   to continue to serve and pursue God.
[00:00:17.000 --> 00:00:19.000]   We are now in Explorer
[00:00:19.000 --> 00:00:21.000]   talking about the Church series.
[00:00:21.000 --> 00:00:24.000]   Last week, Pastor Irene told us
[00:00:24.000 --> 00:00:25.000]   what the Church is.
[00:00:25.000 --> 00:00:28.000]   It's a fellowship of sinners.
[00:00:28.000 --> 00:00:31.000]   We all need Jesus to help us
[00:00:31.000 --> 00:00:33.000]   to be our Savior.
[00:00:33.000 --> 00:00:36.000]   Today, we are talking about what the Church is.
[00:00:36.000 --> 00:00:39.000]   Church as the fellowship of the saints.
[00:00:39.000 --> 00:00:43.000]   In the book of Colossians, Paul tells us
[00:00:43.000 --> 00:00:46.000]   "You have Jesus now.
[00:00:46.000 --> 00:00:49.000]   Jesus has nailed the cross for you to die.
[00:00:49.000 --> 00:00:50.000]   So what?
[00:00:50.000 --> 00:00:53.000]   We have accepted Jesus as our Savior.
[00:00:53.000 --> 00:00:54.000]   So what?
[00:00:54.000 --> 00:00:59.000]   We will not wear the old clothes.
[00:00:59.000 --> 00:01:01.000]   Do you like to wear the old clothes?
[00:01:01.000 --> 00:01:04.000]   The smelly clothes from the winter.
[00:01:04.000 --> 00:01:05.000]   The clothes from yesterday.
[00:01:05.000 --> 00:01:06.000]   Do you like to wear them?
[00:01:06.000 --> 00:01:08.000]   Of course not.
[00:01:08.000 --> 00:01:10.000]   They smell bad, right?
[00:01:10.000 --> 00:01:14.000]   Paul says, "Don't wear the old clothes.
[00:01:14.000 --> 00:01:16.000]   You have to wear new clothes.
[00:01:16.000 --> 00:01:18.000]   The old clothes are sins.
[00:01:18.000 --> 00:01:19.000]   What are they?
[00:01:19.000 --> 00:01:26.000]   They are sins, they are temptations.
[00:01:26.000 --> 00:01:29.000]   But Paul wants you to wear new clothes.
[00:01:29.000 --> 00:01:31.000]   New clothes are beautiful, right?
[00:01:31.000 --> 00:01:33.000]   Are they beautiful?
[00:01:33.000 --> 00:01:34.000]   These are not new.
[00:01:34.000 --> 00:01:37.000]   But Paul wants us to wear new clothes.
[00:01:37.000 --> 00:01:39.000]   What are new clothes?
[00:01:39.000 --> 00:01:45.000]   We will look at Colossians 3, verse 12-17.
[00:01:45.000 --> 00:01:51.000]   So you are the chosen ones of God, pure and unselfish people.
[00:01:51.000 --> 00:01:53.000]   You must wear the new clothes.
[00:01:53.000 --> 00:01:56.000]   Therefore, you are humble, gentle, and patient.
