
[00:00:00.000 --> 00:00:08.360]  我相信在座每一位 包括我自己
[00:00:08.360 --> 00:00:11.800]  我們都會最少有一個國籍
[00:00:11.800 --> 00:00:16.000]  但願今天我們聽完這場道之後
[00:00:16.000 --> 00:00:20.600]  你是基督徒的話 你會多了一個國籍
[00:00:20.600 --> 00:00:25.400]  在菲勒比書三章第20節
[00:00:25.400 --> 00:00:27.200]  保羅這樣跟我們說
[00:00:27.200 --> 00:00:38.400]  他說:「我們卻是天上的國民,並且等候救主,就是主耶穌基督,從天上降臨。」
[00:00:38.400 --> 00:00:43.400]  當我們知道我們有天國子民的身份之後
[00:00:43.400 --> 00:00:48.200]  你可能會問做天國的子民需要什麼條件?
[00:00:48.200 --> 00:00:53.600]  每一個國家、每一個國民都有不同的權利和義務
[00:00:53.600 --> 00:00:57.000]  保羅在這裡很清楚地告訴我們
[00:00:57.000 --> 00:01:00.600]  要靠主站立得穩
[00:01:00.600 --> 00:01:07.000]  今天的經文是保羅在這裡教導菲勒比教會的一段經文
[00:01:07.000 --> 00:01:10.000]  穿越時空來到今天
[00:01:10.000 --> 00:01:12.400]  他也對我們說話
[00:01:12.400 --> 00:01:15.400]  給我們提醒和教導
[00:01:15.400 --> 00:01:17.000]  一開始的時候
[00:01:17.000 --> 00:01:21.400]  這段經文保羅教我們要時刻提防
[00:01:21.400 --> 00:01:24.000]  免於陷入迷惑
[00:01:24.000 --> 00:01:25.400]  經文這樣說
[00:01:25.400 --> 00:01:38.000]  「弟兄們,我還有話說,你們要靠主起來,我把這話再寫給你們,於我並不為難,於你們卻是妥當,
[00:01:38.000 --> 00:01:44.400]  應當防備犬類,防備作惡的,防備妄自行各的,
[00:01:44.400 --> 00:01:55.400]  因為真受割禮的,乃是我們者以神的靈敬拜,在基督耶穌裡誇口,不靠著肉體的。」
[00:01:55.400 --> 00:01:59.000]  保羅用了三樣人物
[00:01:59.000 --> 00:02:03.800]  犬類,作惡的,妄自行各的
[00:02:03.800 --> 00:02:07.000]  很嚴重,你看看,犬類
[00:02:07.000 --> 00:02:11.400]  我們很難才會罵人,罵到怎樣?
[00:02:11.400 --> 00:02:14.400]  「你狗都不如。」
[00:02:14.400 --> 00:02:21.000]  保羅這麼嚴重,叫我們去防備這三類人物
[00:02:21.000 --> 00:02:27.200]  因為他知道這三類人物不但破壞我們的信仰基礎
[00:02:27.200 --> 00:02:31.000]  還對我們的教會完全無益
[00:02:31.000 --> 00:02:35.800]  所以保羅要我們特別去提防
[00:02:35.800 --> 00:02:39.600]  但回想起這些教會歷史來看
[00:02:39.600 --> 00:02:45.000]  在每一個時代,總會有這些人物出現在教會裡
[00:02:45.000 --> 00:02:48.200]  就算是以基督教立國的國家
[00:02:48.200 --> 00:02:57.000]  我們都會看到當中會有欺詐的,會有殺人的,會有引發戰爭的
[00:02:57.000 --> 00:03:01.000]  甚至是販賣黑人當作奴隸
[00:03:01.000 --> 00:03:06.000]  保羅教導我們要防備這三類人物
[00:03:06.000 --> 00:03:08.600]  我又想介紹一個人物給大家認識
[00:03:08.600 --> 00:03:12.000]  可能大家都認識他,他叫彌彩
[00:03:12.000 --> 00:03:15.400]  是一個思想哲學家,也是一個作家
[00:03:15.400 --> 00:03:19.000]  他生長在一個基督教家庭裡
[00:03:19.000 --> 00:03:25.200]  父親是牧師,母親也是生長在牧師家庭裡
[00:03:25.200 --> 00:03:29.400]  他至少在一個基督教家庭裡成長
[00:03:29.400 --> 00:03:36.200]  他寫了很多作品,但其中有兩篇極具爭議的文章
[00:03:36.200 --> 00:03:40.200]  就是《上帝之死》和《反基督》
[00:03:40.200 --> 00:03:47.800]  他的內容是嚴重地指正當時的教會和當時的基督徒
[00:03:47.800 --> 00:03:50.200]  給了很嚴厲的批評
[00:03:50.200 --> 00:03:54.400]  因為當時的教會和當時的基督徒
[00:03:54.400 --> 00:04:00.800]  他們有很高的道德標準,說很多離地的東西
[00:04:00.800 --> 00:04:04.800]  但是這群人卻做不到
[00:04:04.800 --> 00:04:08.800]  當時這兩篇文章出版的時候
[00:04:08.800 --> 00:04:12.000]  基督徒和教會都很生氣
[00:04:12.000 --> 00:04:15.000]  都覺得他為何作為一個基督徒
[00:04:15.000 --> 00:04:20.600]  都要做一些批評自己教會內部的事情呢?
[00:04:20.600 --> 00:04:24.800]  但是彌彩卻在另一些文章裡
[00:04:24.800 --> 00:04:29.400]  他說到他很欽佩耶穌基督
[00:04:29.400 --> 00:04:36.000]  他說耶穌基督才是信仰裡真真正正的實踐者
[00:04:36.000 --> 00:04:40.000]  今天有很多人不肯相信耶穌
[00:04:40.000 --> 00:04:43.400]  並不是因為他聽不下福音
[00:04:43.400 --> 00:04:47.400]  也不是他不肯看聖經
[00:04:47.400 --> 00:04:51.400]  而是很多自認信耶穌的人
[00:04:51.400 --> 00:04:56.400]  沒有好好將自己學到的
[00:04:56.400 --> 00:05:00.400]  耶穌基督所教的原則活在生活上
[00:05:00.400 --> 00:05:04.800]  保羅就是譴責這些專門作惡的人
[00:05:04.800 --> 00:05:07.400]  他要告訴這群人知道
[00:05:07.400 --> 00:05:12.400]  基督教不是一個重負禮儀的教導
[00:05:12.400 --> 00:05:15.600]  他是要將實踐耶穌基督的教導
[00:05:15.600 --> 00:05:19.200]  活現在我們每一個人的生活上
[00:05:19.200 --> 00:05:24.000]  所以今天我們要很努力地讓人知道
[00:05:24.000 --> 00:05:28.200]  神的愛彰顯在我和你身上的同時
[00:05:28.200 --> 00:05:33.200]  也要將愛彰顯在不同人的身上
[00:05:33.200 --> 00:05:36.000]  剛才洪哥的見證
[00:05:36.000 --> 00:05:39.800]  很能夠告訴我們一件很重要的事情
[00:05:39.800 --> 00:05:43.400]  他領受了神的恩典之後
[00:05:43.400 --> 00:05:46.800]  他將這一份愛活活地
[00:05:46.800 --> 00:05:50.800]  在他的生命裡再一次流露出來
[00:05:50.800 --> 00:05:55.800]  看到洪哥,你就看到耶穌基督的模樣
[00:05:55.800 --> 00:05:58.200]  我們在座的都是基督徒
[00:05:58.200 --> 00:06:00.200]  我們有沒有走出來
[00:06:00.200 --> 00:06:06.200]  就是讓人看到我們是一個活現基督的基督徒呢?
[00:06:06.200 --> 00:06:10.200]  保羅在這裡鄭重地教導我們
[00:06:10.200 --> 00:06:13.400]  叫我們要去彰顯神的愛
[00:06:13.400 --> 00:06:16.200]  當我們要彰顯神的愛的時候
[00:06:16.200 --> 00:06:20.200]  我們就要重整我們生命的重點
[00:06:20.200 --> 00:06:23.600]  保羅的生命在他與基督相遇的時候
[00:06:23.600 --> 00:06:26.800]  有一個很大的轉變
[00:06:26.800 --> 00:06:28.800]  經文告訴我們
[00:06:28.800 --> 00:06:32.600]  「只是我先前以為與我有益的
[00:06:32.600 --> 00:06:36.800]  我現在因基督都當作有損的
[00:06:36.800 --> 00:06:41.800]  不但如此,我也將萬事當作有損的
[00:06:41.800 --> 00:06:45.600]  因我以認識我主耶穌基督為至寶
[00:06:45.600 --> 00:06:50.600]  我為他已經凋棄萬事,看作糞土
[00:06:50.600 --> 00:06:52.600]  為要得著基督
[00:06:52.600 --> 00:06:55.000]  並且得意在他裡面
[00:06:55.000 --> 00:06:58.000]  不是有自己因律法而得的義
[00:06:58.000 --> 00:07:00.400]  乃是有信基督的義
[00:07:00.400 --> 00:07:04.000]  就是因信神而來的義」
[00:07:04.000 --> 00:07:10.400]  我們在保羅的身上看到他與基督相遇之後的變化
[00:07:10.400 --> 00:07:14.000]  從前的他有名譽、有地位
[00:07:14.000 --> 00:07:18.800]  出身於名門,擁有羅馬國民的身份
[00:07:18.800 --> 00:07:22.200]  但是今天,因著耶穌基督的緣故
[00:07:22.200 --> 00:07:29.400]  他放棄、他凋棄了在世人眼裡以為最寶貴的一切
[00:07:29.400 --> 00:07:34.400]  他甚至認為這些東西對他來說是一個虧損
[00:07:34.400 --> 00:07:37.000]  連一點益處都沒有
[00:07:37.000 --> 00:07:41.600]  因為在他的生命裡最高的價值他已經找到了
[00:07:41.600 --> 00:07:44.400]  就是在耶穌基督的身上
[00:07:44.400 --> 00:07:48.200]  他認為生命有了耶穌基督就滿足
[00:07:48.200 --> 00:07:51.800]  就可以放棄其他的東西
[00:07:51.800 --> 00:07:55.400]  其實你跟我,甚至每一個人
[00:07:55.400 --> 00:07:59.800]  都有自己認為生命中重要的東西
[00:07:59.800 --> 00:08:06.200]  在我的生命裡,我有一件事是覺得是我的理想
[00:08:06.200 --> 00:08:09.400]  我從來都不想放棄
[00:08:09.400 --> 00:08:13.800]  如果你認識我的話,你應該會知道是什麼
[00:08:13.800 --> 00:08:19.400]  在我的生命裡,不知為何我做傳道人已經很多年
[00:08:19.400 --> 00:08:22.600]  這件事一直都在搞擾我
[00:08:22.600 --> 00:08:27.600]  甚至在教會說要安納我的時候
[00:08:27.600 --> 00:08:30.800]  又有人來找我
[00:08:30.800 --> 00:08:35.600]  回來做校長吧,誰誰都可以做到,沒理由你不行
[00:08:35.600 --> 00:08:39.200]  我的心依然很忐忑
[00:08:39.200 --> 00:08:45.400]  我會問,其實我也可以做牧師,也可以做校長
[00:08:45.400 --> 00:08:49.200]  劉恩德也是這樣,劉恩德也是校長,也是牧師
[00:08:49.200 --> 00:08:51.200]  為什麼不可以呢?
[00:08:51.200 --> 00:08:54.400]  於是我這次做了一個祈禱
[00:08:54.400 --> 00:08:58.600]  這次我的祈禱不是問我應不應該去面試
[00:08:58.600 --> 00:09:03.000]  是問神我是否應該死心
[00:09:03.000 --> 00:09:06.000]  我怎樣才可以死心
[00:09:06.000 --> 00:09:12.800]  於是我的祈禱是,如果我能夠有一個認識我的朋友
[00:09:12.800 --> 00:09:16.400]  能夠去接管我以前的學校
[00:09:16.400 --> 00:09:20.600]  我就很放心,我就從此死心了
[00:09:20.600 --> 00:09:26.400]  事情就這樣過去了一會兒
[00:09:26.400 --> 00:09:30.400]  全香港小學總共有534間
[00:09:30.400 --> 00:09:33.800]  教會總共有1300多間
[00:09:33.800 --> 00:09:38.000]  神的回應真的很特別
[00:09:38.000 --> 00:09:40.600]  祂不單要我死心
[00:09:40.600 --> 00:09:45.800]  祂還要知道祂就是那個又真又活的神
[00:09:45.800 --> 00:09:49.600]  這間學校請了一個新的校長
[00:09:49.600 --> 00:09:52.800]  祂不單是我認識的
[00:09:52.800 --> 00:09:58.000]  而且這個姐妹還是港福堂的會友
[00:09:58.000 --> 00:10:02.400]  你說神是不是就是那個又真又活的神
[00:10:02.400 --> 00:10:07.000]  在這一刻我只可以跟神說
[00:10:07.000 --> 00:10:10.800]  我放棄,我不會再去想了
[00:10:10.800 --> 00:10:14.000]  所以這些見證我從此不會再說了
[00:10:14.000 --> 00:10:16.400]  這次是最後了
[00:10:16.400 --> 00:10:22.000]  所以我終於收到神要跟我說的
[00:10:22.000 --> 00:10:24.000]  要我像保羅一樣
[00:10:24.000 --> 00:10:28.800]  放下我一直追求以為最寶貴的那一樣東西
[00:10:28.800 --> 00:10:33.200]  決心去任憑主用
[00:10:33.200 --> 00:10:38.800]  神在你生命裏面要你做些什麼呢?
[00:10:38.800 --> 00:10:47.200]  你又認為哪些東西才是你生命裏面最高價值的目標呢?
[00:10:47.200 --> 00:10:52.600]  神這麼大的訊息告訴我的時候
[00:10:52.600 --> 00:10:54.600]  我的回應是
[00:10:54.600 --> 00:10:57.200]  我要用堅持的態度
[00:10:57.200 --> 00:11:02.000]  傳遞耶穌基督的愛為我生命最高的價值目標
[00:11:02.000 --> 00:11:06.600]  讓更多的人能夠成為天國的子民
[00:11:06.600 --> 00:11:15.000]  因此我相信保羅的教導是要我們重新去確立生命的目標
[00:11:15.000 --> 00:11:16.200]  他說道
[00:11:16.200 --> 00:11:20.600]  「這不是說我已經得著了,已經完全了」
[00:11:20.600 --> 00:11:23.000]  「我乃是要竭力追求」
[00:11:23.000 --> 00:11:27.600]  「或者可以得著基督耶穌所以得著我的」
[00:11:27.600 --> 00:11:31.800]  「弟兄們,我不是以為自己已經得著了」
[00:11:31.800 --> 00:11:33.800]  「我只有一件事」
[00:11:33.800 --> 00:11:38.000]  「就是忘記背後努力面前的」
[00:11:38.000 --> 00:11:40.800]  「向著標竿直跑」
[00:11:40.800 --> 00:11:44.000]  「要得著神在基督耶穌裏面」
[00:11:44.000 --> 00:11:48.400]  「從上面召我來得的獎賞」
[00:11:48.400 --> 00:11:54.000]  保羅說道要我們去竭力追求
[00:11:54.000 --> 00:11:59.400]  竭力追求不再是自己想要得到的東西
[00:11:59.400 --> 00:12:04.000]  竭力追求是神要我們所走的路
[00:12:04.000 --> 00:12:06.400]  所要我們得著的東西
[00:12:06.400 --> 00:12:10.200]  保羅先天很有條件
[00:12:10.200 --> 00:12:14.800]  他擁有了人看來最寶貴的東西
[00:12:14.800 --> 00:12:19.200]  大家看到他傳道很成功
[00:12:19.200 --> 00:12:22.000]  以為他已經成功達標
[00:12:22.000 --> 00:12:24.400]  是上帝要他做的事情
[00:12:24.400 --> 00:12:26.400]  他已經達標了
[00:12:26.400 --> 00:12:29.400]  但在保羅自己的眼裏
[00:12:29.400 --> 00:12:33.800]  他覺得這些不是他的終極目標
[00:12:33.800 --> 00:12:39.400]  因為他的終極目標是要天上的獎賞
[00:12:39.400 --> 00:12:48.000]  剛才我說到那個姐妹可以去到這間學校裏面做校長
[00:12:48.000 --> 00:12:52.600]  其實神在她的生命裏面也是一個很大的動工
[00:12:52.600 --> 00:12:56.600]  她從來都沒有想過自己去這間學校
[00:12:56.600 --> 00:12:59.800]  因為我是在一間很小的屋邨學校裏面
[00:12:59.800 --> 00:13:05.400]  這個姐妹她在天主教學校裏面教了二十年書
[00:13:05.400 --> 00:13:11.800]  當她剛剛信主多年的時間
[00:13:11.800 --> 00:13:13.800]  她在早前
[00:13:13.800 --> 00:13:16.800]  其實天主教學校請了她
[00:13:16.800 --> 00:13:19.800]  基督教學校也請了她做校長
[00:13:19.800 --> 00:13:21.800]  她問牧師
[00:13:21.800 --> 00:13:24.600]  我現在受了浸了
[00:13:24.600 --> 00:13:30.000]  我應該去天主教學校還是去基督教學校好呢?
[00:13:30.000 --> 00:13:32.000]  牧師的回應
[00:13:32.000 --> 00:13:34.400]  當然大家都知道答案了
[00:13:34.400 --> 00:13:36.400]  去哪裏好呢?
[00:13:36.400 --> 00:13:42.400]  因為天主教學校是給她一間大學
[00:13:42.400 --> 00:13:45.400]  我的那間是一間小學
[00:13:45.400 --> 00:13:48.400]  我們校長有分Ranking
[00:13:48.400 --> 00:13:50.400]  有分一級校長和二級校長
[00:13:50.400 --> 00:13:54.400]  所以如果在人的眼裏面
[00:13:54.400 --> 00:13:59.400]  一定會選一間大學
[00:13:59.400 --> 00:14:01.400]  又好明星的
[00:14:01.400 --> 00:14:04.400]  絕對不會選一間屋邨的學校
[00:14:04.400 --> 00:14:10.400]  但這個姐妹卻是甘願放棄了一間大學
[00:14:10.400 --> 00:14:13.400]  來到一間屋邨的學校裏面
[00:14:13.400 --> 00:14:21.400]  她為的就是要得著神在她生命裏面最後的獎賞
[00:14:21.400 --> 00:14:26.400]  你說其實我們每個人的生命都是一個一個
[00:14:26.400 --> 00:14:28.400]  一環緊扣一環
[00:14:28.400 --> 00:14:30.400]  可能你和隔壁的學生
[00:14:30.400 --> 00:14:32.400]  可能你不認識
[00:14:32.400 --> 00:14:36.400]  但不知為何你會坐在他旁邊呢?
[00:14:36.400 --> 00:14:38.400]  其實你又望向隔壁
[00:14:38.400 --> 00:14:44.400]  可能不知為何你又會坐在一起呢?
[00:14:44.400 --> 00:14:47.400]  剛剛中堂的時候校長來了
[00:14:47.400 --> 00:14:50.400]  他說你講這些
[00:14:50.400 --> 00:14:52.400]  他又有點尷尬
[00:14:52.400 --> 00:14:57.400]  但剛才中堂也發生了一件很特別的事
[00:14:57.400 --> 00:15:01.400]  就是我35年沒有見過的中學同學
[00:15:01.400 --> 00:15:03.400]  我告訴你我幾歲
[00:15:03.400 --> 00:15:06.400]  中學同學沒有見過
[00:15:06.400 --> 00:15:09.400]  他被朋友帶來之後
[00:15:09.400 --> 00:15:13.400]  他說我剛才看著這個名字很熟悉
[00:15:13.400 --> 00:15:16.400]  但為何你不同樣的樣子
[00:15:16.400 --> 00:15:19.400]  他說你不是小時候的樣子
[00:15:19.400 --> 00:15:20.400]  我再說一次
[00:15:20.400 --> 00:15:23.400]  你還記得我是甚麼老師嗎?
[00:15:23.400 --> 00:15:25.400]  我是體育老師
[00:15:25.400 --> 00:15:27.400]  我那時候很瘦的
[00:15:27.400 --> 00:15:29.400]  他說我完全認不出你
[00:15:29.400 --> 00:15:33.400]  我說為何你會來呢?
[00:15:33.400 --> 00:15:37.400]  他說因為我很想認識耶穌
[00:15:37.400 --> 00:15:40.400]  然後他就被朋友帶來
[00:15:40.400 --> 00:15:41.400]  很特別
[00:15:41.400 --> 00:15:44.400]  神真的在每一個人生中
[00:15:44.400 --> 00:15:46.400]  一環緊扣一環
[00:15:46.400 --> 00:15:51.400]  你不要以為自己只是一個平平無奇的基督徒
[00:15:51.400 --> 00:15:56.400]  但其實神在你生命中有很多的作為
[00:15:56.400 --> 00:15:57.400]  你是不知道的
[00:15:57.400 --> 00:16:02.400]  我記得以前我坐在這裡聽道的時候
[00:16:02.400 --> 00:16:05.400]  吳牧師說過一件事
[00:16:05.400 --> 00:16:12.400]  他說我們教會好像三樣不同的動物一樣
[00:16:12.400 --> 00:16:15.400]  他說有人可以好像鷹一樣
[00:16:15.400 --> 00:16:17.400]  高瞻遠矚
[00:16:17.400 --> 00:16:20.400]  可以看到教會的方向
[00:16:20.400 --> 00:16:24.400]  另外一層就是百蛤
[00:16:24.400 --> 00:16:28.400]  這班百蛤被猜出去
[00:16:28.400 --> 00:16:32.400]  可以勇往直前為主作供
[00:16:32.400 --> 00:16:35.400]  但又會懂得回來
[00:16:35.400 --> 00:16:40.400]  最後一層就是海賊
[00:16:40.400 --> 00:16:47.400]  在水中只是一個很小的環境生活
[00:16:47.400 --> 00:16:49.400]  這代表甚麼呢?
[00:16:49.400 --> 00:16:52.400]  就是代表我們作為基督徒
[00:16:52.400 --> 00:16:57.400]  我們不可能沒有高瞻遠矚
[00:16:57.400 --> 00:17:02.400]  也不可能全部人都是向外動員
[00:17:02.400 --> 00:17:05.400]  最後一層是最重要的
[00:17:05.400 --> 00:17:06.400]  我記得吳牧師說
[00:17:06.400 --> 00:17:12.400]  就是為這班人祈禱守望的基督徒
[00:17:12.400 --> 00:17:15.400]  我相信我們在在座裡
[00:17:15.400 --> 00:17:16.400]  有高瞻遠矚
[00:17:16.400 --> 00:17:18.400]  有行動型
[00:17:18.400 --> 00:17:23.400]  也有為教會祈禱的弟兄姊妹
[00:17:23.400 --> 00:17:25.400]  所以保羅的教導
[00:17:25.400 --> 00:17:27.400]  是要很鄭重地告訴我們
[00:17:27.400 --> 00:17:29.400]  在我們生命裡
[00:17:29.400 --> 00:17:32.400]  每一個人都有不同的職份
[00:17:32.400 --> 00:17:35.400]  縱使今天你還沒發現
[00:17:35.400 --> 00:17:39.400]  但是神已經帶到教會
[00:17:39.400 --> 00:17:44.400]  叫你認識這個寶貴的耶穌基督的愛的時候
[00:17:44.400 --> 00:17:49.400]  你就已經成為天國的子民一份子
[00:17:49.400 --> 00:17:52.400]  但是神是很特別的
[00:17:52.400 --> 00:17:56.400]  他比保羅有這麼先天性的環境
[00:17:56.400 --> 00:18:00.400]  但是當他和耶穌相遇的時候
[00:18:00.400 --> 00:18:03.400]  他整個人生改變了
[00:18:03.400 --> 00:18:05.400]  他將最寶貴的東西放棄
[00:18:05.400 --> 00:18:07.400]  視為糞土
[00:18:07.400 --> 00:18:11.400]  但是在我們認識的身邊周圍
[00:18:11.400 --> 00:18:13.400]  在這個世界上
[00:18:13.400 --> 00:18:17.400]  依然有很多人花很多精力和時間
[00:18:17.400 --> 00:18:23.400]  去為著爭取更多的名利和金錢
[00:18:23.400 --> 00:18:27.400]  做很多浪費光陰的事情
[00:18:27.400 --> 00:18:28.400]  在這個時候
[00:18:28.400 --> 00:18:29.400]  我預備的時候
[00:18:29.400 --> 00:18:30.400]  我想起一個故事
[00:18:30.400 --> 00:18:32.400]  一個歷史人物
