
[00:00:00.000 --> 00:00:01.640]  信眾姐妹平安
[00:00:01.640 --> 00:00:08.040]  我們現在在講講道系列是神的同在帶來的祝福
[00:00:08.040 --> 00:00:12.060]  我們上一講是開始的時候就跟大家說
[00:00:12.060 --> 00:00:17.820]  我們在想要怎麼樣做一個經常得勝的基督徒
[00:00:17.820 --> 00:00:20.140]  那麼簡單的回顧一下
[00:00:20.140 --> 00:00:22.840]  我們說到必須與神同在
[00:00:22.840 --> 00:00:24.720]  因為那個敵人太大了
[00:00:24.720 --> 00:00:25.800]  不能靠自己
[00:00:25.800 --> 00:00:27.080]  靠自己贏不了的
[00:00:27.080 --> 00:00:29.800]  有老我、有世界、有魔鬼
[00:00:29.800 --> 00:00:31.900]  靠自己根本是輸定的
[00:00:31.900 --> 00:00:34.620]  所以一定是要靠自己的
[00:00:34.620 --> 00:00:36.880]  所以很感動
[00:00:36.880 --> 00:00:38.400]  最感動我的就是
[00:00:38.400 --> 00:00:39.940]  以馬內利
[00:00:39.940 --> 00:00:43.840]  以馬內利是上帝讓我們知道耶穌的名字
[00:00:43.840 --> 00:00:46.440]  就是神一定與我們同在
[00:00:46.440 --> 00:00:47.920]  這是多大的一個應許
[00:00:47.920 --> 00:00:49.880]  而且多大的一個秘訣
[00:00:49.880 --> 00:00:53.120]  原來上帝給人一個很大的秘訣就是
[00:00:53.120 --> 00:00:55.960]  我們要在這個世界經歷一個美好的人生
[00:00:55.960 --> 00:00:58.840]  祂旨意裡面的美好人生
[00:00:58.840 --> 00:01:01.900]  原來是秘訣已經在耶穌的名字裡面了
[00:01:01.900 --> 00:01:03.080]  以馬內利
[00:01:03.080 --> 00:01:04.720]  神與我們同在
[00:01:04.720 --> 00:01:06.720]  我們只是聽了祂的名字
[00:01:06.720 --> 00:01:09.200]  哦!祂的名字這樣子是幫不了我們的
[00:01:09.200 --> 00:01:12.540]  我們要掌握到這個名字的奧秘
[00:01:12.540 --> 00:01:14.980]  我們要怎麼樣跟我們的生活有關
[00:01:14.980 --> 00:01:17.160]  才能夠真的是活出一個
[00:01:17.160 --> 00:01:19.460]  蒙福、平安、喜樂的人生
[00:01:19.460 --> 00:01:21.480]  那麼因為耶穌也說了
[00:01:21.480 --> 00:01:24.600]  離了我,你們就不能做什麼
[00:01:24.600 --> 00:01:27.320]  離了我,你們就不能做什麼
[00:01:27.320 --> 00:01:29.480]  那麼所以我們第一講
[00:01:29.480 --> 00:01:30.800]  上一次我們講的時候
[00:01:30.800 --> 00:01:34.680]  神的同在帶來的祝福是有美好的心靈
[00:01:34.680 --> 00:01:36.080]  我們心靈有力量
[00:01:36.080 --> 00:01:37.280]  我們心靈誠實
[00:01:37.280 --> 00:01:39.000]  因為我們知道神很愛我們
[00:01:39.000 --> 00:01:40.800]  我們能夠面對自己的罪
[00:01:40.800 --> 00:01:43.000]  我們就能夠有心靈誠實
[00:01:43.000 --> 00:01:44.400]  我們能夠心靈健康
[00:01:44.400 --> 00:01:46.400]  我們能夠心靈安穩
[00:01:46.400 --> 00:01:48.800]  這是我們第一講所講的
[00:01:48.800 --> 00:01:52.960]  那麼今天要講的是第二講
[00:01:52.960 --> 00:01:54.520]  第二講叫神同在
[00:01:54.520 --> 00:01:56.720]  會帶給我們美好的關係
[00:01:56.720 --> 00:01:58.000]  帶給我們美好的關係
[00:01:58.000 --> 00:02:00.360]  我們一起同心禱告
[00:02:00.360 --> 00:02:02.840]  天父我們都是軟弱的人
[00:02:02.840 --> 00:02:05.440]  我們求祢連續我們
[00:02:05.440 --> 00:02:07.000]  赦免我們一切的罪
[00:02:07.000 --> 00:02:10.520]  以致我們是守潔心清的來親近祢
[00:02:10.520 --> 00:02:12.400]  我們要來朝見祢
[00:02:12.400 --> 00:02:14.400]  我們要來聆聽祢的話
[00:02:14.400 --> 00:02:17.360]  我們懇求祢就讓聖靈動功
[00:02:17.360 --> 00:02:20.120]  使我們的內心被祢潔淨
[00:02:20.120 --> 00:02:23.760]  成為一片好土來聆聽祢的話語
[00:02:23.760 --> 00:02:25.120]  求祢幫助我們
[00:02:25.120 --> 00:02:26.720]  在這裡的每一個人
[00:02:26.720 --> 00:02:29.280]  都能夠從祢那裡直接得著
[00:02:29.280 --> 00:02:32.080]  上帝祢的心意 祢的提醒
[00:02:32.080 --> 00:02:35.200]  禱告感恩奉主耶穌基督聖名祈求
[00:02:35.200 --> 00:02:36.560]  Amen
[00:02:36.560 --> 00:02:40.640]  那麼關係是非常重要的
[00:02:40.640 --> 00:02:43.120]  那麼有人無法經常得聖
[00:02:43.120 --> 00:02:47.280]  是因為沒有與神同在的關係
[00:02:47.280 --> 00:02:52.400]  那麼聖經中的教導
[00:02:52.400 --> 00:02:54.560]  我要跟大家看的是詩篇
[00:02:54.560 --> 00:02:56.800]  詩篇這裡我們很熟悉的
[00:02:56.800 --> 00:02:58.880]  他講了一句很重要的話
[00:02:58.880 --> 00:03:00.960]  詩篇第一篇
[00:03:00.960 --> 00:03:02.960]  不從惡人的計謀
[00:03:02.960 --> 00:03:04.880]  不站罪人的道路
[00:03:04.880 --> 00:03:06.880]  不坐謝曼人的座位
[00:03:06.880 --> 00:03:09.440]  這三個不都是我們不想的
[00:03:09.440 --> 00:03:11.920]  但是當我們沒有辦法得聖的時候
[00:03:11.920 --> 00:03:15.040]  我們偏偏就是從惡人的計謀
[00:03:15.040 --> 00:03:17.600]  惡人給我們獻祭我們就跟了
[00:03:17.600 --> 00:03:18.480]  不站罪人的道路
[00:03:18.480 --> 00:03:20.640]  我們就偏偏站在罪人的道路
[00:03:20.640 --> 00:03:21.840]  等著犯罪
[00:03:21.840 --> 00:03:24.000]  我們就坐在謝曼人的座位
[00:03:24.000 --> 00:03:25.440]  我們就自大
[00:03:25.440 --> 00:03:28.480]  我們就自我中心膨脹
[00:03:28.480 --> 00:03:30.240]  但是他說什麼呢
[00:03:30.240 --> 00:03:31.280]  秘訣在於
[00:03:31.280 --> 00:03:33.120]  唯喜愛約華的律法
[00:03:33.120 --> 00:03:34.400]  晝夜思想
[00:03:34.400 --> 00:03:36.000]  這人便為有福
[00:03:36.000 --> 00:03:37.120]  因為怎麼樣
[00:03:37.120 --> 00:03:39.120]  在神的話語裡面
[00:03:39.120 --> 00:03:42.160]  我們是最直接與神同在的
[00:03:42.160 --> 00:03:43.840]  在神的話語裡面
[00:03:43.840 --> 00:03:46.080]  我們就最直接與神同在的
[00:03:46.080 --> 00:03:48.800]  一個真正的門徒的教會
[00:03:48.800 --> 00:03:51.760]  是熟悉上帝的話語的
[00:03:51.760 --> 00:03:53.680]  是熟悉真理的
[00:03:53.680 --> 00:03:56.800]  他要怎麼樣表達與神的同在呢
[00:03:56.800 --> 00:03:58.880]  他要像一棵樹
[00:03:58.880 --> 00:04:00.560]  栽在溪水旁
[00:04:00.560 --> 00:04:02.960]  暗時候就會結果子
[00:04:02.960 --> 00:04:04.560]  葉子也不枯乾
[00:04:04.560 --> 00:04:07.520]  凡他所做的竟都順利
[00:04:07.520 --> 00:04:09.360]  所以這裡說到惡人並不這樣
[00:04:09.360 --> 00:04:11.680]  他要像康埤一樣被風吹散
[00:04:11.680 --> 00:04:13.120]  審判的時候
