
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 大家主內平安
[00:00:03.000 --> 00:00:06.000]  每個主日的相聚
[00:00:06.000 --> 00:00:09.000]  我都感謝我們的神
[00:00:09.000 --> 00:00:12.000]  因為祂帶領所有屬父神的子民
[00:00:12.000 --> 00:00:15.000]  都聚集在一起
[00:00:15.000 --> 00:00:18.000]  將一切的榮耀送贊歸於我們的天父
[00:00:18.000 --> 00:00:21.000]  而且我們盡心謙卑的
[00:00:21.000 --> 00:00:24.000]  垂聽主對我們的教導
[00:00:24.000 --> 00:00:27.000]  那麼約書亞紀的
[00:00:27.000 --> 00:00:30.000]  約書亞紀的講道系列
[00:00:30.000 --> 00:00:33.000]  今天會來到最後一次
[00:00:33.000 --> 00:00:36.000]  在約書亞紀的最後一章
[00:00:36.000 --> 00:00:39.000]  也列舉了剛才主席
[00:00:39.000 --> 00:00:42.000]  帶領大家一起讀的
[00:00:42.000 --> 00:00:45.000]  那些內容的絕大部分的一個部分
[00:00:45.000 --> 00:00:48.000]  帶領大家讀的
[00:00:48.000 --> 00:00:51.000]  那麼約書亞紀記載了
[00:00:51.000 --> 00:00:54.000]  以約書亞為首
[00:00:54.000 --> 00:00:57.000]  整個以色列民進入到
[00:00:57.000 --> 00:01:00.000]  迦南帝的整產的經歷
[00:01:00.000 --> 00:01:03.000]  面對各樣的征戰或成功也好
[00:01:03.000 --> 00:01:06.000]  失敗也罷
[00:01:06.000 --> 00:01:09.000]  都與他們和神之間有密切的互動
[00:01:09.000 --> 00:01:12.000]  學到的經歷
[00:01:12.000 --> 00:01:15.000]  人生的功課都變成了
[00:01:15.000 --> 00:01:18.000]  最後這一兩章
[00:01:18.000 --> 00:01:21.000]  約書亞的臨終肺腑之言
[00:01:21.000 --> 00:01:24.000]  他還有一些很重要的事情
[00:01:24.000 --> 00:01:27.000]  一定要做
[00:01:27.000 --> 00:01:30.000]  做完以後他才可以
[00:01:30.000 --> 00:01:33.000]  息勞歸主的
[00:01:33.000 --> 00:01:36.000]  所以就在這兩章的內容當中
[00:01:36.000 --> 00:01:39.000]  就把期間要說的話
[00:01:39.000 --> 00:01:42.000]  做成了一個的吩咐
[00:01:42.000 --> 00:01:45.000]  在今天也同樣享用約書亞當年
[00:01:45.000 --> 00:01:48.000]  他人生經歷了
[00:01:48.000 --> 00:01:51.000]  征戰和神的互動以後
[00:01:51.000 --> 00:01:54.000]  最寶貴的得著的重點
[00:01:54.000 --> 00:01:57.000]  和以色列民分享的訊息
[00:01:57.000 --> 00:02:00.000]  變成今天
[00:02:00.000 --> 00:02:03.000]  我們所有神的子民
[00:02:03.000 --> 00:02:06.000]  一起在神面前要學習的功課
[00:02:06.000 --> 00:02:09.000]  就成為今天
[00:02:09.000 --> 00:02:12.000]  要和大家分享的內容
[00:02:12.000 --> 00:02:15.000]  最重要的選擇
[00:02:15.000 --> 00:02:18.000]  那麼就正如24章
[00:02:18.000 --> 00:02:21.000]  一開始記載的那樣
[00:02:21.000 --> 00:02:24.000]  約書亞就召集了
[00:02:24.000 --> 00:02:27.000]  以色列的眾支派
[00:02:27.000 --> 00:02:30.000]  聚集在了世界
[00:02:30.000 --> 00:02:33.000]  而且還有長老 族長
