
[00:00:00.000 --> 00:00:01.280]  敬佑姐妹平安
[00:00:01.280 --> 00:00:05.600]  感謝神我們能夠一起的來聽神的話語
[00:00:05.600 --> 00:00:07.480]  我們還是做一個禱告
[00:00:07.480 --> 00:00:09.080]  求上帝祝福我們的心
[00:00:09.080 --> 00:00:11.680]  天父上帝
[00:00:11.680 --> 00:00:14.120]  我們感謝讚美你
[00:00:14.120 --> 00:00:18.440]  經常用你的真理建立我們的生命
[00:00:18.440 --> 00:00:22.760]  我們發現這個世上有很多的聲音
[00:00:22.760 --> 00:00:27.960]  但是沒有一樣比你的真理來得更可靠
[00:00:28.560 --> 00:00:31.520]  祝我們但求你教我們的心
[00:00:31.520 --> 00:00:35.040]  此時此刻就能夠被你祝福
[00:00:35.040 --> 00:00:40.240]  成為好像耶穌所說的一片豪圖
[00:00:40.240 --> 00:00:43.240]  來領受你的話語
[00:00:43.240 --> 00:00:46.000]  懇求上帝與我們眾人同在
[00:00:46.000 --> 00:00:48.400]  禱告奉耶穌基督聖名求
[00:00:48.400 --> 00:00:49.200]  Amen
[00:00:49.200 --> 00:00:56.160]  那麼我們在講聖靈的國旨的講道系列
[00:00:56.280 --> 00:01:00.200]  那麼仁愛喜樂和平跟忍耐我們講過了
[00:01:00.200 --> 00:01:03.120]  那麼今天我們要講的是恩慈
[00:01:03.120 --> 00:01:05.720]  那麼溫馨的提醒
[00:01:05.720 --> 00:01:10.080]  我們講到聖靈的國旨有九樣東西
[00:01:10.080 --> 00:01:11.800]  但是不是聖靈九果
[00:01:11.800 --> 00:01:14.640]  它不是有九個國旨
[00:01:14.640 --> 00:01:17.800]  它是一個國旨有九個特徵
[00:01:17.800 --> 00:01:23.200]  那麼信主的人就會有聖靈內著的一個結果
[00:01:23.200 --> 00:01:25.040]  這個就是聖靈的國旨
[00:01:25.040 --> 00:01:30.200]  那麼我們今天要講的是恩慈
[00:01:30.200 --> 00:01:35.920]  那麼恩慈在希臘文是Christos這個字
[00:01:35.920 --> 00:01:39.800]  Christos其實它很像基督的Christos
[00:01:39.800 --> 00:01:41.800]  但它不是 它是一個恩
[00:01:41.800 --> 00:01:42.920]  Christos
[00:01:42.920 --> 00:01:47.440]  那麼它不是一個被動的不傷害人
[00:01:47.440 --> 00:01:50.040]  不是說不傷害人那個就是恩慈了
[00:01:50.040 --> 00:01:50.880]  不是這樣子
[00:01:50.880 --> 00:01:54.720]  它是一個在聖經裡面是講一個積極
[00:01:54.720 --> 00:02:00.400]  主動的對別人有益的良善的行動
[00:02:00.400 --> 00:02:04.600]  這個就是聖經裡面所講的恩慈
[00:02:04.600 --> 00:02:06.120]  這不難理解
[00:02:06.120 --> 00:02:08.120]  我們華人也常常講到
[00:02:08.120 --> 00:02:10.920]  恩 要不能忘恩
[00:02:10.920 --> 00:02:13.920]  要知道這是恩惠 恩典
[00:02:13.920 --> 00:02:15.600]  我們華人很清楚恩的
[00:02:15.600 --> 00:02:18.560]  有很多人的名字裡面都有一個恩
[00:02:18.560 --> 00:02:20.720]  這裡有沒有人的名字是有恩的
[00:02:20.720 --> 00:02:21.920]  可以舉舉手嗎
[00:02:21.920 --> 00:02:22.920]  有嗎
[00:02:22.920 --> 00:02:24.920]  不好意思 不用不好意思
[00:02:24.920 --> 00:02:26.920]  有恩的可以舉一下手
[00:02:26.920 --> 00:02:28.720]  有沒有 沒有啊
[00:02:28.720 --> 00:02:30.720]  竟然沒有啊
[00:02:30.720 --> 00:02:31.720]  有啊
[00:02:31.720 --> 00:02:34.720]  Matthew James的兒子有
[00:02:34.720 --> 00:02:37.720]  我猜大家有點害羞
[00:02:37.720 --> 00:02:41.920]  其實恩這個字是非常非常好的字
[00:02:41.920 --> 00:02:43.720]  我覺得如果能夠
[00:02:43.720 --> 00:02:46.720]  名字裡面有個恩也是很特別的
[00:02:46.720 --> 00:02:49.720]  那麼這個恩 恩慈
[00:02:49.720 --> 00:02:52.720]  它在聖經裡面給我們看到的教導
[00:02:52.720 --> 00:02:56.720]  其實包括了言語和行為
[00:02:56.720 --> 00:02:59.720]  當一個人用良善的言語
[00:02:59.720 --> 00:03:02.720]  其實不管是你犯錯事了
[00:03:02.720 --> 00:03:04.720]  還是有虧欠
[00:03:04.720 --> 00:03:06.720]  但是他講得比較委婉
[00:03:06.720 --> 00:03:11.720]  其實是一種很帶著恩慈的語言
[00:03:11.720 --> 00:03:14.720]  當然也可以有行動
[00:03:14.720 --> 00:03:18.720]  那麼我最不能忘記的就是
[00:03:18.720 --> 00:03:21.720]  當我跟我太太要離開新加坡
[00:03:21.720 --> 00:03:23.720]  來香港讀書的決定
[00:03:23.720 --> 00:03:30.720]  就意味著我們要立刻的沒有收入
[00:03:30.720 --> 00:03:32.720]  放棄工作
[00:03:32.720 --> 00:03:35.720]  然後不知道前面是怎麼樣的
[00:03:35.720 --> 00:03:38.720]  當時的新加坡跟香港的經濟
[00:03:38.720 --> 00:03:41.720]  也相對今天是很不一樣了
[00:03:41.720 --> 00:03:43.720]  當時候對新加坡人來說
[00:03:43.720 --> 00:03:45.720]  香港是一個非常昂貴的地方
[00:03:45.720 --> 00:03:47.720]  然後要怎麼生活
[00:03:47.720 --> 00:03:49.720]  來到香港呢
[00:03:49.720 --> 00:03:52.720]  感受到很多很多的恩慈
[00:03:52.720 --> 00:03:54.720]  我的那位新加坡的弟兄
[00:03:54.720 --> 00:03:56.720]  在大學的時候說
[00:03:56.720 --> 00:03:58.720]  你們一個去當心教室
[00:03:58.720 --> 00:03:59.720]  一個去服侍神
[00:03:59.720 --> 00:04:00.720]  我去賺錢
[00:04:00.720 --> 00:04:02.720]  然後我來支持你們
[00:04:02.720 --> 00:04:05.720]  他給我明白什麼叫恩慈
[00:04:05.720 --> 00:04:08.720]  他二話不說的就拿一部分的錢
[00:04:08.720 --> 00:04:11.720]  支持我們的部分的生活費
[00:04:11.720 --> 00:04:12.720]  就這樣
[00:04:12.720 --> 00:04:13.720]  也沒有問我們需不需要
[00:04:13.720 --> 00:04:15.720]  我們是當然很需要
[00:04:15.720 --> 00:04:16.720]  但是來到這裡
[00:04:16.720 --> 00:04:19.720]  竟然有神學院的師姐
[00:04:19.720 --> 00:04:21.720]  就讓她的父親
[00:04:21.720 --> 00:04:23.720]  用2500塊的月租
[00:04:23.720 --> 00:04:26.720]  租一個房子給我們住
[00:04:26.720 --> 00:04:28.720]  那麼這些都是恩慈
[00:04:28.720 --> 00:04:29.720]  這些都是不可能
[00:04:29.720 --> 00:04:32.720]  然後當那個房子沒得住的時候
[00:04:32.720 --> 00:04:34.720]  我們神學院的一個同學
