
[00:00:00.000 --> 00:00:04.000]  各位Explorer 大家好
[00:00:04.000 --> 00:00:07.000]  又回來見大家了
[00:00:07.000 --> 00:00:11.000]  話說當我知道要回來港島
[00:00:11.000 --> 00:00:14.000]  我就開始想要說些什麼
[00:00:14.000 --> 00:00:18.000]  究竟神要我說些什麼訊息給大家呢
[00:00:18.000 --> 00:00:22.000]  我在禱告當中留意到愛這個主題
[00:00:22.000 --> 00:00:24.000]  都是很深刻的
[00:00:24.000 --> 00:00:30.000]  我覺得神那種愛裡沒有懼怕的愛很厲害
[00:00:30.000 --> 00:00:33.000]  於是我選擇了愛這個主題
[00:00:33.000 --> 00:00:35.000]  當我想好題目後
[00:00:35.000 --> 00:00:40.000]  我發現原來禱告丁密蒂在五六個星期前
[00:00:40.000 --> 00:00:42.000]  不知道大家有沒有印象
[00:00:42.000 --> 00:00:45.000]  他也說過關於愛的主題
[00:00:45.000 --> 00:00:49.000]  重要的事情不只是說一次
[00:00:49.000 --> 00:00:51.000]  重要的事情說多幾次
[00:00:51.000 --> 00:00:54.000]  大家都看到我的講題
[00:00:54.000 --> 00:00:58.000]  就是能改寫過去的愛
[00:00:58.000 --> 00:01:01.000]  究竟我們相信的愛
[00:01:01.000 --> 00:01:04.000]  怎樣能夠改寫過去呢
[00:01:04.000 --> 00:01:07.000]  你以為真的坐著時光穿梭機
[00:01:07.000 --> 00:01:11.000]  回到以前的關係去改嗎
[00:01:11.000 --> 00:01:15.000]  讓我先說說神所設立的群體
[00:01:15.000 --> 00:01:18.000]  神沒有要我們自己一個人去生活
[00:01:18.000 --> 00:01:21.000]  放了我們在不同的群體當中
[00:01:21.000 --> 00:01:26.000]  我相信在座各位至少有三個群體
[00:01:26.000 --> 00:01:31.000]  有家庭、學校、教會的群體
[00:01:31.000 --> 00:01:36.000]  愛是可以在這些關係裡看到的
[00:01:36.000 --> 00:01:40.000]  就像上次禱告丁密蒂問了大家
[00:01:40.000 --> 00:01:42.000]  你們怎樣去定義愛
[00:01:42.000 --> 00:01:46.000]  其實你也會看到很多答案都是一個人物
[00:01:46.000 --> 00:01:48.000]  這個人很愛你
[00:01:48.000 --> 00:01:51.000]  讓你深刻地想像到愛
[00:01:51.000 --> 00:01:54.000]  我相信人際關係
[00:01:54.000 --> 00:01:58.000]  我們身處的群體
[00:01:58.000 --> 00:02:02.000]  我們也很關注人際關係
[00:02:02.000 --> 00:02:03.000]  就算你不承認
[00:02:03.000 --> 00:02:05.000]  到了某個程度
[00:02:05.000 --> 00:02:08.000]  人際關係、群體生活
[00:02:08.000 --> 00:02:13.000]  都是在我們生命裡不能逃避的事情
[00:02:13.000 --> 00:02:17.000]  就算你MBTI你的introvert指數
[00:02:17.000 --> 00:02:19.000]  有沒有人是introvert
[00:02:19.000 --> 00:02:21.000]  讓我看看你的I
[00:02:21.000 --> 00:02:26.000]  原來我們Explorer有這麼多extrovert
[00:02:26.000 --> 00:02:29.000]  也算是很外向的群體
[00:02:29.000 --> 00:02:33.000]  就算你的introvert指數有多高
[00:02:33.000 --> 00:02:36.000]  你也不能逃避關係
[00:02:36.000 --> 00:02:39.000]  就算你100%的I也不能逃避
[00:02:39.000 --> 00:02:42.000]  我們在學校裡有朋友
[00:02:42.000 --> 00:02:46.000]  教會裡你會接觸很多人際關係
[00:02:46.000 --> 00:02:49.000]  會有bonding fellowship
[00:02:49.000 --> 00:02:53.000]  所以我相信如果我們真的認識神的愛
[00:02:53.000 --> 00:02:56.000]  認識神對人際關係的心意
[00:02:56.000 --> 00:02:58.000]  我相信今天開始
[00:02:58.000 --> 00:03:02.000]  有很多關係裡的故事可以改寫
[00:03:02.000 --> 00:03:07.000]  今天我不是教你要坐時光穿梭機回去改一些東西
[00:03:07.000 --> 00:03:09.000]  而是在未來
[00:03:09.000 --> 00:03:14.000]  在現在神給我們這麼寶貴的時光裡
[00:03:14.000 --> 00:03:16.000]  我們怎樣做得更加好呢?
[00:03:16.000 --> 00:03:19.000]  怎樣可以做得更加像神呢?
[00:03:19.000 --> 00:03:24.000]  上次我們聽Pastor Tim說了哥倫多前書的愛
[00:03:24.000 --> 00:03:30.000]  今天我們一起去看看約翰一書裡說到關於愛的教導
[00:03:30.000 --> 00:03:33.000]  在讀出經文之前我們一起有個祈禱
[00:03:33.000 --> 00:03:36.000]  慈悲人有天賦
[00:03:36.000 --> 00:03:40.000]  多謝你讓我們今天可以回來教會學習你的話語
[00:03:40.000 --> 00:03:45.000]  主我們曾經在人際關係裡也受過傷害
[00:03:45.000 --> 00:03:48.000]  或者我們也有很多不足的地方
[00:03:48.000 --> 00:03:53.000]  求主你透過你的話語親自觸摸我們的心
[00:03:53.000 --> 00:04:01.000]  讓我們明白你在人際關係裡有什麼心意
[00:04:01.000 --> 00:04:04.000]  我們這樣祈禱奉主名求
[00:04:04.000 --> 00:04:08.000]  首先我們一起讀出約翰一書7-12節
[00:04:08.000 --> 00:04:12.000]  因為這也是神給我們教導的
[00:04:12.000 --> 00:04:13.000]  我們一起讀吧
[00:04:13.000 --> 00:04:14.000]  1、2、3
[00:04:14.000 --> 00:04:20.000]  親愛的弟兄啊,我們應當彼此相愛
[00:04:20.000 --> 00:04:23.000]  因為愛是從神來的
[00:04:23.000 --> 00:04:27.000]  凡有愛心的,都是由神而生
[00:04:27.000 --> 00:04:29.000]  並且認識神
[00:04:29.000 --> 00:04:32.000]  沒有愛心的,就不認識神
[00:04:32.000 --> 00:04:34.000]  因為神就是愛
[00:04:34.000 --> 00:04:38.000]  神差他獨生子到世間來
[00:04:38.000 --> 00:04:41.000]  使我們直著他得生
[00:04:41.000 --> 00:04:45.000]  神愛我們的心在此就顯明了
[00:04:45.000 --> 00:04:51.000]  不是我們愛神,乃是神愛我們
[00:04:51.000 --> 00:04:56.000]  差他的兒子為我們的罪作了挽回罪
[00:04:56.000 --> 00:04:58.000]  這就是愛了
[00:04:58.000 --> 00:05:00.000]  親愛的弟兄啊
[00:05:00.000 --> 00:05:02.000]  神既是這樣愛我們
[00:05:02.000 --> 00:05:05.000]  我們也當彼此相愛
[00:05:05.000 --> 00:05:08.000]  從來沒有人見過神
[00:05:08.000 --> 00:05:10.000]  我們若彼此相愛
[00:05:10.000 --> 00:05:13.000]  神就住在我們裡面
[00:05:13.000 --> 00:05:18.000]  愛他的心在我們裡面,得以完全了
[00:05:18.000 --> 00:05:20.000]  容許我很快地說一說
[00:05:20.000 --> 00:05:23.000]  約翰一書這本書的內容
[00:05:23.000 --> 00:05:26.000]  這本書的目的是要鼓勵讀者
[00:05:26.000 --> 00:05:30.000]  與神和耶穌有一個親密的關係
[00:05:30.000 --> 00:05:34.000]  當你與神和耶穌的關係越親密的時候
[00:05:34.000 --> 00:05:37.000]  你會越懂得去愛你身邊的人
[00:05:37.000 --> 00:05:41.000]  七至二十一節就提到愛的責任
[00:05:41.000 --> 00:05:45.000]  教導我們如何彼此相愛
[00:05:45.000 --> 00:05:51.000]  就好像讀書考試是學生的責任
[00:05:51.000 --> 00:05:55.000]  同樣地,愛就是我們基督徒的責任
[00:05:55.000 --> 00:05:57.000]  不能逃避
[00:05:57.000 --> 00:06:00.000]  不考試是不能升班的
[00:06:00.000 --> 00:06:03.000]  有沒有人不用考試升班的?
[00:06:03.000 --> 00:06:04.000]  應該沒有的
[00:06:04.000 --> 00:06:08.000]  同樣地,我們若做不好愛這份功課
[00:06:08.000 --> 00:06:12.000]  這份功課還是會不停回來找我們
[00:06:12.000 --> 00:06:17.000]  彼此相愛這四個字
[00:06:17.000 --> 00:06:21.000]  在這段落裡出現了三次
[00:06:21.000 --> 00:06:23.000]  證明重要的事要說三次
[00:06:23.000 --> 00:06:27.000]  證明彼此相愛在這教導上是很重要的
[00:06:27.000 --> 00:06:30.000]  我們在七和十一節都看到作者
[00:06:30.000 --> 00:06:34.000]  首先是帶著一個目者的心腸
[00:06:34.000 --> 00:06:37.000]  目者的一份溫度去說
[00:06:37.000 --> 00:06:41.000]  親愛的,英文就是Beloved
[00:06:41.000 --> 00:06:43.000]  然後他就很堅定地說
[00:06:43.000 --> 00:06:47.000]  我們要彼此相愛
[00:06:47.000 --> 00:06:51.000]  那什麼是彼此相愛呢?
[00:06:51.000 --> 00:06:55.000]  彼此就是我們對其他信徒
[00:06:55.000 --> 00:06:57.000]  即是你旁邊的那個
[00:06:57.000 --> 00:07:00.000]  還有全部這裡的人
[00:07:00.000 --> 00:07:04.000]  相愛的愛字的原文就是阿加皮的愛
[00:07:04.000 --> 00:07:06.000]  相信大家都有聽過這個字
[00:07:06.000 --> 00:07:11.000]  阿加皮的愛就是那種能夠表現出同理心的愛
[00:07:11.000 --> 00:07:13.000]  還有有行動的愛
[00:07:13.000 --> 00:07:16.000]  阿加皮的愛是犧牲性的
[00:07:16.000 --> 00:07:18.000]  這種愛不容易的
[00:07:18.000 --> 00:07:21.000]  用這種愛去愛人意味著
[00:07:21.000 --> 00:07:24.000]  不一定是對我們來說最方便
[00:07:24.000 --> 00:07:27.000]  最就手,順便幫你就可以
[00:07:27.000 --> 00:07:29.000]  有時候是意味著要求我們
[00:07:29.000 --> 00:07:32.000]  要以對方的利益去先行
[00:07:32.000 --> 00:07:36.000]  並且我們是要放下我們的自我
[00:07:36.000 --> 00:07:40.000]  我們需要了解和明白對方的處境
[00:07:40.000 --> 00:07:42.000]  去憐憫別人
[00:07:42.000 --> 00:07:45.000]  特別是最難去給予的時候
[00:07:45.000 --> 00:07:50.000]  所以彼此相愛就是向其他主內的弟兄姊妹
[00:07:50.000 --> 00:07:54.000]  去展現這份阿加皮犧牲性的愛
[00:07:54.000 --> 00:07:58.000]  我也有一位我很尊敬的前輩
[00:07:58.000 --> 00:08:02.000]  其實就是我奶奶
[00:08:02.000 --> 00:08:04.000]  那個是我
[00:08:04.000 --> 00:08:07.000]  大家可以先專注在我奶奶身上
[00:08:07.000 --> 00:08:11.000]  在她生活的五、六十年代的時候
[00:08:11.000 --> 00:08:15.000]  當時人們的生活都比較窮困
[00:08:15.000 --> 00:08:19.000]  大家賺到的錢就夠自己生活
[00:08:19.000 --> 00:08:21.000]  去養活家庭
[00:08:21.000 --> 00:08:24.000]  我奶奶當時有一個鄰居
[00:08:24.000 --> 00:08:29.000]  剛巧那個鄰居的丈夫患病去世了
[00:08:29.000 --> 00:08:30.000]  很不幸地
[00:08:30.000 --> 00:08:34.000]  當時她還有幾個小朋友要養
[00:08:34.000 --> 00:08:38.000]  我奶奶就將她很辛苦在大排檔
[00:08:38.000 --> 00:08:45.000]  她之前是在街市裏面的大排檔
[00:08:45.000 --> 00:08:51.000]  她將賺到的積蓄給了這個家庭
[00:08:51.000 --> 00:08:58.000]  我很感受到我奶奶當時很有這份阿加皮犧牲性的愛
[00:08:58.000 --> 00:09:00.000]  是不容易給出去的
[00:09:00.000 --> 00:09:04.000]  因為當時我奶奶也有七個子女要養
[00:09:04.000 --> 00:09:07.000]  她的生活也不是富裕
[00:09:07.000 --> 00:09:15.000]  但她也願意將自己的積蓄奉獻給這個有需要的家庭
[00:09:15.000 --> 00:09:17.000]  我們繼續看
[00:09:17.000 --> 00:09:21.000]  這段經文說到我們要彼此相愛
[00:09:21.000 --> 00:09:23.000]  因為愛是從神而來的
[00:09:23.000 --> 00:09:27.000]  懂得去愛人的人才懂得神
[00:09:27.000 --> 00:09:30.000]  相反如果我們對人沒有愛心
[00:09:30.000 --> 00:09:32.000]  經文這樣說
[00:09:32.000 --> 00:09:34.000]  其實你根本不認識神
[00:09:34.000 --> 00:09:40.000]  神的愛就是他猜他的獨生子耶穌來到這個世界
[00:09:40.000 --> 00:09:44.000]  為我們的罪作了一個挽回劑
[00:09:44.000 --> 00:09:48.000]  這份就是神給我們的愛
[00:09:48.000 --> 00:09:52.000]  耶穌是一位完美無瑕、聖潔無罪的人
[00:09:52.000 --> 00:09:54.000]  他要去擔當我們的罪
[00:09:54.000 --> 00:09:58.000]  讓我們從此不用再與神隔絕
[00:09:58.000 --> 00:10:01.000]  這份就是神對我們的愛
[00:10:01.000 --> 00:10:04.000]  當我們認識到這份愛的時候
[00:10:04.000 --> 00:10:06.000]  我們不只是顧著自己
[00:10:06.000 --> 00:10:08.000]  我得救了
[00:10:08.000 --> 00:10:09.000]  然後抱著自己
[00:10:09.000 --> 00:10:12.000]  Hallelujah 我自己得救了
[00:10:12.000 --> 00:10:15.000]  而是我們要在我們的群體裡
[00:10:15.000 --> 00:10:21.000]  我們也要與弟兄姊妹分享主耶穌這份愛
[00:10:21.000 --> 00:10:24.000]  不只是顧著自己
[00:10:24.000 --> 00:10:26.000]  在經文的十二節也有提到
[00:10:26.000 --> 00:10:32.000]  作為基督徒是一個明顯的象徵
[00:10:32.000 --> 00:10:35.000]  就是你對其他的弟兄姊妹
[00:10:35.000 --> 00:10:37.000]  你有過一份真摯的愛
[00:10:37.000 --> 00:10:39.000]  其他人就會看得出
[00:10:39.000 --> 00:10:42.000]  你真的是一個基督徒
[00:10:42.000 --> 00:10:45.000]  並且當我們彼此相愛的時候
[00:10:45.000 --> 00:10:48.000]  神就住在我們裡面
[00:10:48.000 --> 00:10:52.000]  愛他的心也在我們裡面得以圓滿
[00:10:52.000 --> 00:10:55.000]  所以如果我們信徒有這樣去行彼此相愛
[00:10:55.000 --> 00:10:57.000]  彼此相愛的教導
[00:10:57.000 --> 00:11:03.000]  其實其他人會看到這份愛是從神而來的
[00:11:03.000 --> 00:11:06.000]  因為我們沒有人見過神
[00:11:06.000 --> 00:11:08.000]  有沒有人見過神?
[00:11:08.000 --> 00:11:10.000]  沒有人見過神
[00:11:10.000 --> 00:11:13.000]  但是當我們彼此相愛的時候
[00:11:13.000 --> 00:11:15.000]  其他人 其他基督徒
[00:11:15.000 --> 00:11:17.000]  或者非基督徒
[00:11:17.000 --> 00:11:22.000]  他們會看到這個人真的與神有緊密的聯繫
[00:11:22.000 --> 00:11:24.000]  這個人是有點不同的
[00:11:24.000 --> 00:11:27.000]  因為當我們真的彼此相愛的時候
[00:11:27.000 --> 00:11:29.000]  這個舉動 這個行動
[00:11:29.000 --> 00:11:35.000]  就成為基督徒住在神裡面的證據
[00:11:35.000 --> 00:11:38.000]  所以 Explorers 我們想不想
[00:11:38.000 --> 00:11:41.000]  當別人見到我們的時候
[00:11:41.000 --> 00:11:44.000]  都會想這個人是有點不同的
[00:11:44.000 --> 00:11:47.000]  神是住在你的心裡面
[00:11:47.000 --> 00:11:50.000]  你是一個跟隨耶穌的人呢?
[00:11:50.000 --> 00:11:56.000]  讓我再為大家讀16至18節
[00:11:56.000 --> 00:11:58.000]  神愛我們的心
[00:11:58.000 --> 00:12:00.000]  我們都知道 都相信
[00:12:00.000 --> 00:12:01.000]  神就是愛
[00:12:01.000 --> 00:12:04.000]  住在愛裡面的就是住在神裡面
[00:12:04.000 --> 00:12:06.000]  神都住在他裡面
[00:12:06.000 --> 00:12:10.000]  這樣愛在我們裡面就得以完全
[00:12:10.000 --> 00:12:14.000]  我們就可以在審判的日子裡坦然無懼
[00:12:14.000 --> 00:12:18.000]  因為他怎樣 我們在這個世上都會怎樣
[00:12:18.000 --> 00:12:22.000]  愛裡面是沒有懼怕的
[00:12:22.000 --> 00:12:27.000]  愛的完全就會將懼怕除去
[00:12:27.000 --> 00:12:31.000]  因為懼怕裡面含著刑罰
[00:12:31.000 --> 00:12:35.000]  懼怕的人在愛裡面未得完全
[00:12:35.000 --> 00:12:38.000]  這裡說的是彼此相愛
[00:12:38.000 --> 00:12:41.000]  就是在末日的時候
[00:12:41.000 --> 00:12:46.000]  我們可以在上帝面前坦然無懼一個重要的因素
[00:12:46.000 --> 00:12:51.000]  因為我們知道神藉著聖靈住在我們的生命裡面
[00:12:51.000 --> 00:12:54.000]  所以在審判的日子裡
[00:12:54.000 --> 00:12:56.000]  我們可以充滿著信心
[00:12:56.000 --> 00:13:00.000]  因為我們現在行事為人都是信服聖靈
[00:13:00.000 --> 00:13:02.000]  跟隨神的教導
[00:13:02.000 --> 00:13:06.000]  所以當我們住在神的愛裡面的時候
[00:13:06.000 --> 00:13:09.000]  我們會懂得彼此相愛
[00:13:09.000 --> 00:13:14.000]  懂得關心和了解身邊弟兄姊妹的需要
[00:13:14.000 --> 00:13:17.000]  所以我們在上帝的審判面前
[00:13:17.000 --> 00:13:22.000]  我們可以不用害怕和擔心自己做得不夠好
[00:13:22.000 --> 00:13:25.000]  因為我們如果行事為人
[00:13:25.000 --> 00:13:29.000]  是靠著聖靈 靠著神的道的時候
[00:13:29.000 --> 00:13:34.000]  當我們真的做到這個犧牲性的愛的時候
[00:13:34.000 --> 00:13:37.000]  用這種愛去關心我們身邊的人
[00:13:37.000 --> 00:13:42.000]  我們可以在審判的日子裡不需要害怕
[00:13:42.000 --> 00:13:47.000]  這就是17至18節所說的東西
[00:13:47.000 --> 00:14:03.000]  當我去讀神學的時候
[00:14:03.000 --> 00:14:07.000]  其實我快要畢業了
[00:14:07.000 --> 00:14:13.000]  讀神學這三年都是一個檢視自己生命的過程
[00:14:13.000 --> 00:14:17.000]  我觀察到自己一年級的時候
[00:14:17.000 --> 00:14:21.000]  由於我本身是在英國自己住
[00:14:21.000 --> 00:14:26.000]  我覺得自己好像一個獨行俠
[00:14:26.000 --> 00:14:29.000]  我喜歡很多事情我自己處理就OK
[00:14:29.000 --> 00:14:31.000]  我喜歡自己去做運動
[00:14:31.000 --> 00:14:33.000]  我喜歡自己去做功課
[00:14:33.000 --> 00:14:35.000]  我喜歡自己去下山吃東西
[00:14:35.000 --> 00:14:38.000]  總而言之我喜歡一些事情快快去處理
[00:14:38.000 --> 00:14:40.000]  不要煩到其他人
[00:14:40.000 --> 00:14:42.000]  不要煩到自己就OK
[00:14:42.000 --> 00:14:45.000]  但是慢慢你會發現
[00:14:45.000 --> 00:14:48.000]  其實這種模式不是很可行的
[00:14:48.000 --> 00:14:54.000]  因為神創造了一個群體的生活
[00:14:54.000 --> 00:14:57.000]  祂不是要我去孤立自己
