
[00:00:00.000 --> 00:00:02.760]  人生總是有些改變的
[00:00:02.760 --> 00:00:05.960]  所以剛才也希望讓大家看到新的一年
[00:00:05.960 --> 00:00:07.480]  我有些新的東西可以嘗試
[00:00:07.480 --> 00:00:08.480]  特別是如果你沒試過的話
[00:00:08.480 --> 00:00:09.880]  很歡迎你去試
[00:00:09.880 --> 00:00:12.120]  但我想說到新的時候
[00:00:12.120 --> 00:00:14.400]  我們往往有個想法
[00:00:14.400 --> 00:00:16.240]  就是
[00:00:16.240 --> 00:00:16.960]  大家用手機的
[00:00:16.960 --> 00:00:18.240]  我們用
[00:00:18.240 --> 00:00:19.320]  就是
[00:00:19.320 --> 00:00:23.840]  大家有沒有人用過Nokia的?
[00:00:23.840 --> 00:00:24.720]  有人用過
[00:00:24.720 --> 00:00:28.720]  其實我第一部的手機好像不是Nokia
[00:00:28.720 --> 00:00:29.280]  我不記得了
[00:00:29.280 --> 00:00:31.720]  總之類似的東西都是按鍵的
[00:00:31.720 --> 00:00:32.960]  我應該都是按鍵的
[00:00:32.960 --> 00:00:35.720]  我第一部的智能手機
[00:00:35.720 --> 00:00:37.920]  所謂的螢幕不是iPhone
[00:00:37.920 --> 00:00:39.600]  我當年iPhone還沒那麼熱
[00:00:39.600 --> 00:00:42.240]  我已經是比較老了
[00:00:42.240 --> 00:00:44.040]  我們想到新的東西
[00:00:44.040 --> 00:00:45.520]  我們往往想到手機
[00:00:45.520 --> 00:00:45.960]  就是
[00:00:45.960 --> 00:00:48.200]  來來去去我想追新
[00:00:48.200 --> 00:00:49.400]  科技我想追新
[00:00:49.400 --> 00:00:51.200]  或者我用一些軟件
[00:00:51.200 --> 00:00:51.760]  或者
[00:00:51.760 --> 00:00:53.360]  例如你有時跟我聊一些軟件
[00:00:53.360 --> 00:00:57.960]  或者聊一些電子器材
[00:00:57.960 --> 00:01:00.480]  我們往往很想要一些新的東西
[00:01:00.480 --> 00:01:02.280]  我想有時在信仰上也是
[00:01:02.280 --> 00:01:04.280]  特別是你上了很多年
[00:01:04.280 --> 00:01:05.920]  我知道在座有不少
[00:01:05.920 --> 00:01:09.200]  上得比我更久
[00:01:09.200 --> 00:01:10.400]  我們覺得總是
[00:01:10.400 --> 00:01:12.160]  好像有時你上慣了
[00:01:12.160 --> 00:01:14.000]  有些新的東西想試
[00:01:14.000 --> 00:01:16.760]  所以我們很喜歡想一些轉變
[00:01:16.760 --> 00:01:18.720]  當然我們接下來這幾個月
[00:01:18.720 --> 00:01:20.120]  我們都有個比較
[00:01:20.120 --> 00:01:22.360]  如果你接著怪怪都在聽
[00:01:22.360 --> 00:01:23.880]  或者參加服務
[00:01:23.880 --> 00:01:25.920]  你會發現我們的主題很一貫
[00:01:25.920 --> 00:01:26.800]  我們說什麼呢?
[00:01:26.800 --> 00:01:29.240]  我們說「轉變」
[00:01:29.240 --> 00:01:29.760]  先問一下
[00:01:29.760 --> 00:01:31.040]  我想問你覺得「轉變」
[00:01:31.040 --> 00:01:36.480]  和「改變」有什麼分別?
[00:01:36.480 --> 00:01:39.240]  這兩個字很容易互用
[00:01:39.240 --> 00:01:41.080]  很容易混淆
[00:01:41.080 --> 00:01:42.040]  其實我自己以前
[00:01:42.040 --> 00:01:45.480]  有時也混淆了來用
[00:01:45.480 --> 00:01:46.040]  好了
[00:01:46.040 --> 00:01:47.280]  我知道有些人在想
[00:01:47.280 --> 00:01:47.960]  但想不到
[00:01:47.960 --> 00:01:49.440]  所以我先給一些提示
[00:01:49.440 --> 00:01:50.240]  這個呢
[00:01:50.240 --> 00:01:52.840]  我在Cambridge的Dictionary找出來的
[00:01:52.840 --> 00:01:54.400]  「轉變」這個字是什麼呢?
[00:01:54.400 --> 00:01:56.400]  「轉變」完全改變了
[00:01:56.400 --> 00:01:59.200]  某個東西或某人的形象
[00:01:59.200 --> 00:02:04.200]  特別是令某個東西或某人變得更好
[00:02:04.200 --> 00:02:06.280]  如果我用這個定義去想
[00:02:06.280 --> 00:02:08.520]  你會看到有「轉變」
[00:02:08.520 --> 00:02:11.040]  但「轉變」是有一個方向
[00:02:11.040 --> 00:02:12.240]  如果你留意後面
[00:02:12.240 --> 00:02:14.680]  「轉變」是要改善的
[00:02:14.680 --> 00:02:16.240]  所以如果容許我做一個
[00:02:16.240 --> 00:02:18.080]  我不是一個語言專家
[00:02:18.080 --> 00:02:21.400]  但容許有一個簡單的想法的話
[00:02:21.400 --> 00:02:23.280]  「轉變」是一個有方向
[00:02:23.280 --> 00:02:26.720]  而且應該是正面的「轉變」
[00:02:26.720 --> 00:02:27.680]  舉個例子
[00:02:27.680 --> 00:02:29.800]  例如我在過年
[00:02:29.800 --> 00:02:32.360]  有人過年很喜歡吃炸物嗎?
[00:02:32.360 --> 00:02:35.120]  即是很喜歡吃炸物的人
[00:02:35.120 --> 00:02:36.840]  過年很容易變胖
[00:02:36.840 --> 00:02:38.680]  「轉變」是一個「轉變」
[00:02:38.680 --> 00:02:40.160]  你會說「轉變」是一個「轉變」嗎?
[00:02:40.160 --> 00:02:42.600]  你不會說是一個…
[00:02:42.600 --> 00:02:43.200]  有人覺得是嗎?
[00:02:43.200 --> 00:02:44.000]  有人想變胖嗎?
[00:02:44.000 --> 00:02:45.680]  有人想嗎?
[00:02:45.680 --> 00:02:46.200]  有
[00:02:46.200 --> 00:02:48.200]  那我請Milo去吃「轉變」
[00:02:48.200 --> 00:02:49.080]  我請Milo去吃
[00:02:49.080 --> 00:02:51.320]  但我猜我們也不舉手
[00:02:51.320 --> 00:02:53.520]  我看到有些人已經是這樣
[00:02:53.520 --> 00:02:57.800]  所以「轉變」和「轉變」是不同的
[00:02:57.800 --> 00:03:00.240]  我們這幾個月都希望從不同的層面
[00:03:00.240 --> 00:03:02.320]  從我們生命內外的層面
[00:03:02.320 --> 00:03:04.480]  去討論「轉變」
[00:03:04.480 --> 00:03:07.080]  所以「轉變」不只是變
[00:03:07.080 --> 00:03:08.560]  有時候變得差一點
[00:03:08.560 --> 00:03:11.640]  例如我剛才的一個同學跟我說
[00:03:11.640 --> 00:03:13.320]  他考試成績改變了
[00:03:13.320 --> 00:03:14.960]  但變得差了
[00:03:14.960 --> 00:03:16.000]  這就不是「轉變」
[00:03:16.000 --> 00:03:18.240]  你不會說「轉變」是成績
[00:03:18.240 --> 00:03:19.960]  所以如果我信仰上
[00:03:19.960 --> 00:03:21.960]  也要「轉變」是甚麼意思呢?
[00:03:21.960 --> 00:03:23.520]  其實《聖經》中的這個字
[00:03:23.520 --> 00:03:25.000]  其實只出現了幾次
[00:03:25.000 --> 00:03:27.960]  所以這幾次的用法是頗特別的
[00:03:27.960 --> 00:03:30.960]  當然今天就不會透過全部的用法
[00:03:30.960 --> 00:03:33.040]  但希望我們接下來幾次的課程
[00:03:33.040 --> 00:03:34.280]  或者這幾個月的課程
[00:03:34.280 --> 00:03:36.680]  會慢慢從不同的層面去想
[00:03:36.680 --> 00:03:38.440]  如果在我的處境中
[00:03:38.440 --> 00:03:40.680]  我想有甚麼「轉變」呢?
[00:03:40.680 --> 00:03:42.000]  我不說「轉變」了
[00:03:42.000 --> 00:03:43.800]  「轉變」呢?
[00:03:43.800 --> 00:03:44.800]  在說之前
[00:03:44.800 --> 00:03:47.440]  今天主要是看兩節短的經文
