
[00:00:00.000 --> 00:00:03.060]  好 各位弟兄姊妹 大家主內平安
[00:00:03.060 --> 00:00:06.540]  感謝主的恩典 讓我們今天在聖餐
[00:00:06.540 --> 00:00:09.140]  主日一起可以相聚
[00:00:09.140 --> 00:00:12.060]  那麼我們的約書雅祭的
[00:00:12.060 --> 00:00:14.280]  講道系列呢 感謝主啊
[00:00:14.280 --> 00:00:17.220]  帶領我們已經圓滿的結束
[00:00:17.220 --> 00:00:20.080]  那麼從這次開始呢 我們會有一個
[00:00:20.080 --> 00:00:22.900]  新的主題 其中兩位傳道人
[00:00:22.900 --> 00:00:25.660]  我和Michelle 會為大家從
[00:00:25.660 --> 00:00:28.500]  鐵撒羅尼加前書 開始有
[00:00:28.500 --> 00:00:31.520]  傳道的系列 這兩卷書卷呢
[00:00:31.520 --> 00:00:32.980]  差別其實蠻大的
[00:00:32.980 --> 00:00:36.020]  那麼約書雅祭呢 是在舊約
[00:00:36.020 --> 00:00:38.820]  按照聖經的分類來說呢
[00:00:38.820 --> 00:00:41.420]  它是一卷的叫做歷史書
[00:00:41.420 --> 00:00:44.820]  從歷史進程的角度
[00:00:44.820 --> 00:00:48.180]  記錄以色列民和神的互動
[00:00:48.180 --> 00:00:51.340]  那到了鐵撒羅尼加前書呢
[00:00:51.340 --> 00:00:55.100]  它又是在新約裡面的一卷書信
[00:00:55.540 --> 00:00:58.700]  它呢 叫做保羅書信的系列
[00:00:58.700 --> 00:01:01.840]  是當時神透過保羅和他的團隊
[00:01:01.840 --> 00:01:04.840]  寫給教會的
[00:01:04.840 --> 00:01:07.840]  鐵撒羅尼加教會的一封書信
[00:01:07.840 --> 00:01:11.080]  那麼今天呢 作為這卷書信的
[00:01:11.080 --> 00:01:14.080]  開頭的一篇的講道呢
[00:01:14.080 --> 00:01:16.320]  將會講它的
[00:01:16.320 --> 00:01:19.320]  第一章的一到十節
[00:01:19.320 --> 00:01:23.100]  也讓我們一起來思考這樣一個主題啊
[00:01:23.320 --> 00:01:26.320]  怎麼樣活出
[00:01:26.320 --> 00:01:28.120]  幸 忘 愛的一個人生
[00:01:28.120 --> 00:01:31.680]  如果講到鐵撒羅尼加呢
[00:01:31.680 --> 00:01:32.680]  它是一個地方
[00:01:32.680 --> 00:01:36.220]  它當時呢 是處於這個
[00:01:36.220 --> 00:01:39.220]  羅馬統治下的馬其頓
[00:01:39.220 --> 00:01:40.880]  一個省的一個首府
[00:01:40.880 --> 00:01:44.140]  那麼當時呢 是屬於保羅呢
[00:01:44.140 --> 00:01:47.040]  他離開了菲律賓以後 就來到了
[00:01:47.040 --> 00:01:49.840]  鐵撒羅尼加這裡 就建立了教會
[00:01:50.420 --> 00:01:53.420]  但是福音的工作呢
[00:01:53.420 --> 00:01:56.540]  對保羅而言呢 卻遇到了挑戰
