
[00:00:00.000 --> 00:00:06.800]  弟兄姊妹在此再次透過預先錄製的崇拜
[00:00:06.800 --> 00:00:09.920]  我們盼望沒有分阻隔
[00:00:09.920 --> 00:00:14.800]  雖然在疫症仍是肆虐的時期
[00:00:14.800 --> 00:00:16.920]  我們每一個弟兄姊妹都願意
[00:00:16.920 --> 00:00:20.040]  你們和教會每一個弟兄姊妹
[00:00:20.040 --> 00:00:23.560]  和上帝的關係都沒有任何阻隔
[00:00:23.560 --> 00:00:28.520]  今天我在此跟大家分享這個題目
[00:00:28.520 --> 00:00:35.040]  死也願意的保羅繼續延續我們在這個視像行傳的講論
[00:00:35.040 --> 00:00:40.880]  特別是上星期我們聽完李文耀博士跟我們分享
[00:00:40.880 --> 00:00:43.840]  在這二十章裏面
[00:00:43.840 --> 00:00:46.800]  保羅如何來毁身
[00:00:46.800 --> 00:00:51.720]  來為信仰和福音的緣故
[00:00:51.720 --> 00:00:56.600]  他給我們一個很清晰的典範
[00:00:56.600 --> 00:00:59.880]  我們今天來看這個題目的時候
[00:00:59.880 --> 00:01:05.800]  最近我相信大家都很留意疫情的進展
[00:01:05.800 --> 00:01:09.200]  我們國內一位抗疫的專家
[00:01:09.200 --> 00:01:13.520]  已經八十多歲的鍾南山先生
[00:01:13.520 --> 00:01:19.040]  他說有家人陪伴有朋友關心有健康的身體
[00:01:19.040 --> 00:01:22.440]  這就是世界上最幸福的事
[00:01:22.440 --> 00:01:23.840]  確實是的
[00:01:23.840 --> 00:01:27.200]  我們今天人生可能很簡單
[00:01:27.200 --> 00:01:29.800]  大家為求三餐一宿
[00:01:29.800 --> 00:01:32.880]  可能有很多人已經覺得很滿足
[00:01:32.880 --> 00:01:34.200]  我們覺得有健康
[00:01:34.200 --> 00:01:36.120]  我們有家人有朋友
[00:01:36.120 --> 00:01:39.240]  有健康的身體
[00:01:39.240 --> 00:01:41.400]  很多人都覺得很重要
[00:01:41.400 --> 00:01:46.120]  失去了你就會覺得整個世界灰暗
[00:01:46.120 --> 00:01:47.800]  但我都提一提大家
[00:01:47.800 --> 00:01:50.240]  原來在我們今天這個時代
[00:01:50.240 --> 00:01:55.080]  大家想著眼的你認為很寶貴很重要的東西
[00:01:55.080 --> 00:01:57.760]  但有些東西更加重要
[00:01:57.760 --> 00:02:00.920]  已故的葛培里牧師他曾經說
[00:02:00.920 --> 00:02:03.160]  當你財富失去的時候
[00:02:03.160 --> 00:02:07.560]  你沒有什麼是會失去的
[00:02:07.560 --> 00:02:12.880]  其實我們說金錢就是身外物
[00:02:12.880 --> 00:02:14.680]  其實失去了的金錢
[00:02:14.680 --> 00:02:16.680]  你仍然可以生活下去
[00:02:16.680 --> 00:02:18.440]  當健康失去的時候
[00:02:18.440 --> 00:02:20.440]  你只是失去某些東西
[00:02:20.440 --> 00:02:23.440]  但當你品格失去的時候
[00:02:23.440 --> 00:02:25.440]  你就失去所有
[00:02:25.440 --> 00:02:28.440]  在這個疫情裏面我們正正可以看見
[00:02:28.440 --> 00:02:31.640]  原來當人去面對惶恐不安的時候
[00:02:31.640 --> 00:02:33.960]  很多我們人的本性
[00:02:33.960 --> 00:02:35.200]  我們的貪婪
[00:02:35.200 --> 00:02:37.760]  我們的自私就出來了
[00:02:37.760 --> 00:02:40.720]  我們為了自己的一些訴求
[00:02:40.720 --> 00:02:43.520]  甚至我們可能不顧大眾的安全
[00:02:43.720 --> 00:02:48.520]  甚至可能犧牲了整個社會的一些安全的
[00:02:48.520 --> 00:02:51.520]  一些大家的保護網
[00:02:51.520 --> 00:02:55.320]  我們看見今天我們要來說
[00:02:55.320 --> 00:02:56.920]  一個真正的品格
[00:02:56.920 --> 00:02:58.920]  一個有品的人是怎樣呢
[00:02:58.920 --> 00:03:02.520]  保羅就是一個真正有品的傳道人
[00:03:02.520 --> 00:03:05.720]  而且他可以說是一代的宗師
[00:03:05.720 --> 00:03:07.720]  他是這麼多的民運的使徒當中
[00:03:07.720 --> 00:03:10.520]  可以說是一個最偉大的宣教師
[00:03:10.520 --> 00:03:13.320]  他成為我們生命的一個不單見證
[00:03:13.320 --> 00:03:15.520]  他更加激勵我們每一個人
[00:03:15.520 --> 00:03:18.320]  要效法耶穌基督的腳踪行
[00:03:18.320 --> 00:03:22.520]  最近可能有人在網上看過這個slide
[00:03:22.520 --> 00:03:26.320]  說到當你反過來讀這個COVID-19
[00:03:26.320 --> 00:03:28.720]  這個就是世衛告訴我們
[00:03:28.720 --> 00:03:34.320]  這個宿舍Coronavirus的Disease 2019
[00:03:34.320 --> 00:03:36.520]  有人把它倒轉來讀
[00:03:36.520 --> 00:03:39.720]  就是91 DIVOC
[00:03:39.720 --> 00:03:42.720]  就變成C篇91篇
[00:03:42.720 --> 00:03:46.720]  Destroy Influenza Virus Outbreak Completely
[00:03:46.720 --> 00:03:48.720]  如果你沒有看過C篇91篇
[00:03:48.720 --> 00:03:50.720]  我鼓勵你去看
[00:03:50.720 --> 00:03:52.720]  這篇C篇是很好的
[00:03:52.720 --> 00:03:53.720]  很寶貴的一篇C篇
[00:03:53.720 --> 00:03:59.720]  說到我們願意與神親近在至高者隱密處當中的時候
[00:03:59.720 --> 00:04:02.720]  我們和上帝的關係緊密結連
[00:04:02.720 --> 00:04:06.720]  而且上帝知道我們真是專一的去愛他的時候
[00:04:06.720 --> 00:04:09.720]  上帝願意在急難裡面
[00:04:09.720 --> 00:04:12.720]  祂會來保守 贖祂的人
[00:04:12.720 --> 00:04:15.720]  祂說你不需要懼怕黑夜的驚嚇
[00:04:15.720 --> 00:04:17.720]  或是白日非的戰
