
[00:00:00.000 --> 00:00:02.000]  各位大眼尊位午安
[00:00:02.000 --> 00:00:05.680]  我們繼續看啟示錄21章
[00:00:05.680 --> 00:00:08.160]  一段可能大家都不陌生
[00:00:08.160 --> 00:00:12.360]  甚至當中有些經文會很熟悉
[00:00:12.360 --> 00:00:14.360]  講到新天新地
[00:00:14.360 --> 00:00:16.360]  既然這麼熟悉
[00:00:16.360 --> 00:00:20.680]  當中上帝有什麼話要跟我們說呢?
[00:00:20.680 --> 00:00:24.520]  新天新地我們一般人會稱為天堂
[00:00:24.520 --> 00:00:28.120]  信耶穌的人將來會上天堂的
[00:00:28.120 --> 00:00:31.400]  不知道你心目中對於天堂是怎樣呢?
[00:00:31.400 --> 00:00:33.400]  有沒有一個想法呢?
[00:00:33.400 --> 00:00:37.920]  譬如自己有看過一些書
[00:00:37.920 --> 00:00:39.920]  看過一些電影
[00:00:39.920 --> 00:00:42.920]  有些人有一個意象
[00:00:42.920 --> 00:00:43.920]  他上過天堂
[00:00:43.920 --> 00:00:47.920]  他回來就告訴大家
[00:00:47.920 --> 00:00:49.920]  天堂是很美的
[00:00:49.920 --> 00:00:53.920]  我們就會有一個這樣的印象
[00:00:53.920 --> 00:00:55.920]  天堂是怎樣的
[00:00:55.920 --> 00:01:00.920]  今天既然耶穌講到新天新地
[00:01:00.920 --> 00:01:04.920]  這段是不是告訴我們天堂是怎樣呢?
[00:01:04.920 --> 00:01:07.920]  我們不用看電影或書
[00:01:07.920 --> 00:01:14.920]  不過這段不是講新天新地是怎樣的
[00:01:14.920 --> 00:01:16.920]  其實要到下一次
[00:01:16.920 --> 00:01:20.920]  到第十字打後才講
[00:01:20.920 --> 00:01:24.920]  一個新天新地裏面的聖城
[00:01:24.920 --> 00:01:26.920]  它的樣貌是怎樣的
[00:01:26.920 --> 00:01:29.920]  所以我認為一開始講新天新地
[00:01:29.920 --> 00:01:33.920]  主耶穌有些更加重要的內容
[00:01:33.920 --> 00:01:35.920]  想我們先接收
[00:01:35.920 --> 00:01:38.920]  我定了一個題目叫做
[00:01:38.920 --> 00:01:41.920]  「神對人不變的關注」
[00:01:41.920 --> 00:01:43.920]  這段經文會看到
[00:01:43.920 --> 00:01:46.920]  關注其實有兩方面的
[00:01:46.920 --> 00:01:50.920]  第一方面就是神關注我們
[00:01:50.920 --> 00:01:54.920]  人生當中面對種種的艱難和挑戰
[00:01:54.920 --> 00:01:59.920]  有沒有人認為人生是沒有艱難的?
[00:01:59.920 --> 00:02:03.920]  我們都面對不同大大小小的艱難
[00:02:03.920 --> 00:02:05.920]  這段經文告訴我們
[00:02:05.920 --> 00:02:08.920]  神是關注我們這一方面的
[00:02:08.920 --> 00:02:11.920]  另外這段經文也告訴我們
[00:02:11.920 --> 00:02:14.920]  神是關注我們情感上的需要
[00:02:14.920 --> 00:02:15.920]  甚麼是情感呢?
[00:02:15.920 --> 00:02:24.920]  我們會面對哭泣、艱難、痛苦的感受
[00:02:24.920 --> 00:02:27.920]  神會親自去安慰
[00:02:27.920 --> 00:02:29.920]  這段經文的結尾
[00:02:29.920 --> 00:02:31.920]  很清楚地告訴我們
[00:02:31.920 --> 00:02:35.920]  這個新天新地是預備給哪些人呢?
[00:02:35.920 --> 00:02:37.920]  我們真心相信耶穌
[00:02:37.920 --> 00:02:40.920]  是否天堂也有我們份呢?
[00:02:40.920 --> 00:02:43.920]  你可以自己回答一下
[00:02:43.920 --> 00:02:45.920]  看完這段講道後
[00:02:45.920 --> 00:02:50.920]  有上帝的話更加可以確信
[00:02:50.920 --> 00:02:54.920]  自己在新天新地裏有份
[00:02:54.920 --> 00:02:57.920]  我們先做一個祈禱
[00:02:57.920 --> 00:03:00.920]  然後我們就去看經文的內容
[00:03:00.920 --> 00:03:02.920]  天父上帝我們多謝你
[00:03:02.920 --> 00:03:07.920]  給我們有機會去讀啟示錄的經文
[00:03:07.920 --> 00:03:10.920]  願上帝開啟我們的腦袋
[00:03:10.920 --> 00:03:13.920]  開啟我們的心
[00:03:13.920 --> 00:03:17.920]  以致我們可以接收得清楚和完全
[00:03:17.920 --> 00:03:20.920]  你自己今天要給到我們的訊息
[00:03:20.920 --> 00:03:21.920]  我們同心禱告
[00:03:21.920 --> 00:03:22.920]  奉耶穌基督的名字
[00:03:22.920 --> 00:03:24.920]  阿門
[00:03:24.920 --> 00:03:27.920]  我們稍為回顧一下上一章
[00:03:27.920 --> 00:03:30.920]  上一章二十章就講到
[00:03:30.920 --> 00:03:33.920]  第一方面耶穌基督得勝
[00:03:33.920 --> 00:03:34.920]  祂怎樣得勝呢?
[00:03:34.920 --> 00:03:37.920]  祂就將迷惑人的魔鬼
[00:03:37.920 --> 00:03:40.920]  扔進流亡的火湖裏面
[00:03:40.920 --> 00:03:48.920]  這個火湖是魔鬼會日日夜夜地受折磨
[00:03:48.920 --> 00:03:51.920]  直到永遠的
[00:03:51.920 --> 00:03:57.920]  而同時死了的人就要在寶座前面
[00:03:57.920 --> 00:04:00.920]  神會對人作出審判
[00:04:00.920 --> 00:04:01.920]  審判的準則
[00:04:01.920 --> 00:04:03.920]  經文告訴我們有兩方面
[00:04:03.920 --> 00:04:06.920]  第一就是明字是否在生命冊上
[00:04:06.920 --> 00:04:11.920]  真心相信和接受耶穌基督的拯救
[00:04:11.920 --> 00:04:14.920]  被神稱為義的人
[00:04:14.920 --> 00:04:17.920]  明字就記錄在生命冊上
[00:04:17.920 --> 00:04:18.920]  你就可以問問自己
[00:04:18.920 --> 00:04:20.920]  我是否在這個準則下
[00:04:20.920 --> 00:04:23.920]  確定自己是在生命冊上
[00:04:23.920 --> 00:04:27.920]  但啟示錄二十章都告訴我們有另外一個準則
[00:04:27.920 --> 00:04:31.920]  就是神召人所行的受審判
[00:04:31.920 --> 00:04:33.920]  因為我們所做的
[00:04:33.920 --> 00:04:38.920]  原來記錄了在一些卷軸裏面
[00:04:38.920 --> 00:04:42.920]  經過了末日審判之後
[00:04:42.920 --> 00:04:45.920]  明字沒有記在生命冊上的人
[00:04:45.920 --> 00:04:48.920]  就被扔進火湖裏
[00:04:48.920 --> 00:04:53.920]  事實上除了上一段經文之外
[00:04:53.920 --> 00:04:59.920]  二十一章、二十二章都再重複地提及
[00:04:59.920 --> 00:05:03.920]  哪些人在新天新地裏面沒有份
[00:05:03.920 --> 00:05:08.920]  哪些人不可以進入聖城新耶路撒冷
[00:05:08.920 --> 00:05:14.920]  耶穌基督這麼清楚地告訴我們這個準則
[00:05:14.920 --> 00:05:19.920]  其實是想我們更加謹慎地生活
[00:05:19.920 --> 00:05:24.920]  抑或是給我們鼓勵真自由的訊息呢?
[00:05:24.920 --> 00:05:27.920]  我們就看看經文
[00:05:27.920 --> 00:05:34.920]  我認為是最表達上帝在新天新地用的方式
[00:05:34.920 --> 00:05:40.920]  「哪位坐在寶座上的說:看啊,我把一切都更新了。」
