
[00:00:00.000 --> 00:00:02.000]  (字幕:梁美萍)
[00:00:02.000 --> 00:00:04.000]  頂姐妹平安
[00:00:04.000 --> 00:00:08.000]  今天是一個很特別的主日
[00:00:08.000 --> 00:00:16.000]  又是來到《事詩記》書卷的講述
[00:00:16.000 --> 00:00:18.000]  在《事詩記》裏面
[00:00:18.000 --> 00:00:21.000]  不同的目者都有提及到
[00:00:21.000 --> 00:00:27.000]  它是在不同的循環裏面發生
[00:00:27.000 --> 00:00:33.000]  由犯罪、受苦、呼求、蒙究
[00:00:33.000 --> 00:00:36.000]  我不知道在這段時間裏
[00:00:36.000 --> 00:00:40.000]  大家多了時間在家裏會做些什麼呢?
[00:00:40.000 --> 00:00:45.000]  我多了看書,也多了看電視
[00:00:45.000 --> 00:00:49.000]  我個人特別喜歡看電視
[00:00:49.000 --> 00:00:51.000]  所以今天我的講道
[00:00:51.000 --> 00:00:58.000]  就像電視劇般一幕一幕地出現
[00:00:58.000 --> 00:01:03.000]  在講經之前,我們有一個祈禱
[00:01:03.000 --> 00:01:07.000]  「差天父上帝,多謝祢
[00:01:07.000 --> 00:01:09.000]  讓我們在這個主日的清晨
[00:01:09.000 --> 00:01:12.000]  能夠來到祢的殿中
[00:01:12.000 --> 00:01:15.000]  去認識祢,去學習祢的話語
[00:01:15.000 --> 00:01:18.000]  求主,祢也讓講的,讓聽的
[00:01:18.000 --> 00:01:20.000]  得到祢的詛咒
[00:01:20.000 --> 00:01:23.000]  願主親自用祢的話語
[00:01:23.000 --> 00:01:26.000]  打開我們每一個人的心靈
[00:01:26.000 --> 00:01:29.000]  讓祢的話真的成為我們的力量
[00:01:29.000 --> 00:01:33.000]  我們同心圖告,奉主明求,阿門」
[00:01:33.000 --> 00:01:36.000]  《事詩記》是一本很特別的書卷
[00:01:36.000 --> 00:01:40.000]  裏面有很多人物,有很多地方
[00:01:40.000 --> 00:01:43.000]  解經家曾經說過
[00:01:43.000 --> 00:01:47.000]  由以色列人,由神智開始
[00:01:47.000 --> 00:01:50.000]  接著進入人的智力
[00:01:50.000 --> 00:01:53.000]  在當中經歷了事詩記
[00:01:53.000 --> 00:01:56.000]  事詩記這個時間
[00:01:56.000 --> 00:02:01.000]  可以說是以色列人一段很黑暗的時期
[00:02:01.000 --> 00:02:03.000]  但在黑暗的時期當中
[00:02:03.000 --> 00:02:07.000]  依然都會有平靜安穩的時間
[00:02:07.000 --> 00:02:11.000]  在第一幕這段經文出現的時候
[00:02:11.000 --> 00:02:14.000]  是告訴我們有兩位事師
[00:02:14.000 --> 00:02:17.000]  他們帶領了以色列人
[00:02:17.000 --> 00:02:20.000]  有平靜安穩的45年
[00:02:20.000 --> 00:02:25.000]  這兩個事師分別叫做「托拉」
[00:02:25.000 --> 00:02:28.000]  他是在亞比米勒之後
[00:02:28.000 --> 00:02:30.000]  神興起的一個事師
[00:02:30.000 --> 00:02:32.000]  他沒有任何的特別
[00:02:32.000 --> 00:02:35.000]  只是在經文裏面告訴我們
[00:02:35.000 --> 00:02:38.000]  他作事師23年
[00:02:38.000 --> 00:02:41.000]  然後葬在一個
[00:02:41.000 --> 00:02:44.000]  以法連山的一個地方
[00:02:44.000 --> 00:02:46.000]  叫做沙密的地方
[00:02:46.000 --> 00:02:51.000]  接下來第二個事師叫做「艾爾」
[00:02:51.000 --> 00:02:54.000]  經文裏面就多說一點
[00:02:54.000 --> 00:02:57.000]  說他作事師22年
[00:02:57.000 --> 00:02:59.000]  有30個兒子
[00:02:59.000 --> 00:03:04.000]  最後他又葬在基列山附近的家門
[00:03:04.000 --> 00:03:06.000]  看到這兩個事師
[00:03:06.000 --> 00:03:08.000]  在這段時間裏面
[00:03:08.000 --> 00:03:10.000]  加起來有45年
[00:03:10.000 --> 00:03:14.000]  他給了以色列人平靜安穩的時間
[00:03:14.000 --> 00:03:17.000]  但是在這個平靜安穩的時間裏面
[00:03:17.000 --> 00:03:21.000]  他沒有好好建立他的子民
[00:03:21.000 --> 00:03:23.000]  特別是艾爾
[00:03:23.000 --> 00:03:26.000]  你看看他有30個兒子
[00:03:26.000 --> 00:03:29.000]  你覺得他應該有多少個太太呢?
[00:03:29.000 --> 00:03:32.000]  我相信不會只有一個太太
[00:03:32.000 --> 00:03:36.000]  他為了滿足自己的需要
[00:03:36.000 --> 00:03:39.000]  在物質上有豐盛的追求
[00:03:39.000 --> 00:03:41.000]  他有30個兒子
[00:03:41.000 --> 00:03:43.000]  他也很盡爸爸的責任
[00:03:43.000 --> 00:03:47.000]  他有30個城池給他的孩子
[00:03:47.000 --> 00:03:49.000]  又有每人一匹的驢驅
[00:03:49.000 --> 00:03:53.000]  在物質上他很豐富地給他們
[00:03:53.000 --> 00:03:58.000]  但是他卻沒有帶領著他的家庭
[00:03:58.000 --> 00:04:01.000]  甚至帶領著整個以色列的人民
[00:04:01.000 --> 00:04:06.000]  去積極、長進地建立這班子民
[00:04:06.000 --> 00:04:07.000]  相反的
[00:04:07.000 --> 00:04:11.000]  就是因為他們沒有好好地管教
[00:04:11.000 --> 00:04:15.000]  而使得這班以色列的人民
[00:04:15.000 --> 00:04:19.000]  再次陷入一個犯罪當中
[00:04:19.000 --> 00:04:23.000]  我們可以看到經文第六節這樣說
[00:04:23.000 --> 00:04:28.000]  以色列人有行耶和華眼中的惡事
[00:04:28.000 --> 00:04:31.000]  他們行什麼惡事呢?
[00:04:31.000 --> 00:04:33.000]  他們去拜巴力
[00:04:33.000 --> 00:04:35.000]  去拜阿斯塔祿
[00:04:35.000 --> 00:04:37.000]  去拜阿蘭的神
[00:04:37.000 --> 00:04:38.000]  西頓的神
[00:04:38.000 --> 00:04:40.000]  摩訶的神
[00:04:40.000 --> 00:04:41.000]  阿曼人的神
[00:04:41.000 --> 00:04:43.000]  甚至菲利士人的神
[00:04:43.000 --> 00:04:45.000]  他們都去拜
[00:04:45.000 --> 00:04:48.000]  但是卻是離棄了耶和華
[00:04:48.000 --> 00:04:50.000]  耶和華很憤怒
[00:04:50.000 --> 00:04:53.000]  再一次將他們交到
[00:04:53.000 --> 00:04:56.000]  菲利士人和阿曼人的手中
[00:04:56.000 --> 00:04:58.000]  我們可以看到
[00:04:58.000 --> 00:05:00.000]  以色列人這些行為
[00:05:00.000 --> 00:05:03.000]  根本就是自作自受
[00:05:03.000 --> 00:05:06.000]  但是這個循環又再次出現
[00:05:06.000 --> 00:05:09.000]  他們知道自己犯事了
