
[00:00:00.000 --> 00:00:02.560]  好 各位弟兄姊妹 大家主內平安
[00:00:02.560 --> 00:00:03.560]  主內平安
[00:00:03.560 --> 00:00:06.040]  感恩我們又在主日的時候相聚
[00:00:06.040 --> 00:00:08.760]  特別今天還是聖餐主日
[00:00:08.760 --> 00:00:11.360]  讓我們看到神對我們的愛
[00:00:11.360 --> 00:00:13.440]  和祂對我們的建立
[00:00:13.440 --> 00:00:16.040]  我相信每一位渴慕上帝的人
[00:00:16.040 --> 00:00:19.720]  都期盼與神的相遇
[00:00:19.720 --> 00:00:23.280]  在我們困苦的時候得到祂的安慰
[00:00:23.280 --> 00:00:25.960]  危難時候得到拯救
[00:00:25.960 --> 00:00:29.320]  偏離的時候被神引導
[00:00:29.320 --> 00:00:32.280]  那麼透過今天的這段經文
[00:00:32.280 --> 00:00:33.480]  很特別
[00:00:33.480 --> 00:00:35.680]  也是和神相遇
[00:00:35.680 --> 00:00:38.320]  包括了剛才我們心目當中
[00:00:38.320 --> 00:00:42.560]  期待神對我們生命的介入
[00:00:42.560 --> 00:00:44.040]  神愛我們
[00:00:44.040 --> 00:00:46.720]  同樣祂也愛雅各
[00:00:46.720 --> 00:00:50.760]  透過這次以摔跤形式
[00:00:50.760 --> 00:00:52.880]  他們的相遇
[00:00:52.880 --> 00:00:55.040]  來祝福了雅各
[00:00:55.040 --> 00:00:57.120]  或者說以色列
[00:00:57.120 --> 00:01:00.000]  從我們之後也看到
[00:01:00.000 --> 00:01:03.120]  一個狡猾的騙子
[00:01:03.120 --> 00:01:06.120]  生病被扭轉了過來
[00:01:06.120 --> 00:01:07.960]  十二個支派
[00:01:07.960 --> 00:01:11.600]  從他的家庭當中得以建立
[00:01:11.600 --> 00:01:14.000]  他也因著這次的經歷
[00:01:14.000 --> 00:01:16.880]  被神改了名字
[00:01:16.880 --> 00:01:20.320]  這是一個不容易的過程
[00:01:20.320 --> 00:01:22.320]  但是在期間
[00:01:22.320 --> 00:01:26.240]  神就顯露了他的本意
[00:01:26.240 --> 00:01:28.000]  愛了雅各
[00:01:28.000 --> 00:01:30.880]  這段經文也不容易理解
[00:01:30.880 --> 00:01:34.280]  經常我們自己看會有一些的誤區
[00:01:34.280 --> 00:01:36.320]  比如有疑問
[00:01:36.320 --> 00:01:40.160]  為什麼神會贏不了雅各呢
[00:01:40.160 --> 00:01:41.880]  怎麼可能嘛
[00:01:41.880 --> 00:01:43.400]  還有就是
[00:01:43.400 --> 00:01:46.280]  那雅各還是抓住啊
[00:01:46.280 --> 00:01:47.960]  他抓住了什麼呢
[00:01:47.960 --> 00:01:49.240]  為了抓住以後
[00:01:49.240 --> 00:01:51.200]  為什麼抓住以後
[00:01:51.200 --> 00:01:54.600]  神還是給了雅各祝福呢
[00:01:54.600 --> 00:01:56.640]  這些的疑問都要透過
[00:01:56.640 --> 00:01:59.120]  今天我們的思考這段經文
[00:01:59.120 --> 00:02:02.880]  求神帶我們一起去理解和明白
[00:02:02.880 --> 00:02:04.440]  以至於
[00:02:04.440 --> 00:02:07.240]  這段角力的經歷
[00:02:07.240 --> 00:02:12.160]  不單是神和雅各之間的互動
[00:02:12.160 --> 00:02:13.920]  也期盼是
[00:02:13.920 --> 00:02:18.360]  神與我們每一位弟兄姐妹的互動
[00:02:18.360 --> 00:02:21.240]  我們一起有一個禱告
[00:02:21.240 --> 00:02:22.840]  天父我們感謝你
[00:02:22.840 --> 00:02:25.280]  你讓我們在一個屬靈的家當中
[00:02:25.280 --> 00:02:27.000]  一起去成長
[00:02:27.000 --> 00:02:30.120]  你也讓我們逐日的時候得以相聚
[00:02:30.120 --> 00:02:33.720]  可以同心的思想和求索
[00:02:33.720 --> 00:02:36.320]  逐你的話語和心意
[00:02:36.320 --> 00:02:38.640]  主啊帶領我們幫助我們
[00:02:38.640 --> 00:02:41.520]  在查考這段經文的時候
