
[00:00:00.000 --> 00:00:03.000]  好 各位弟兄姊妹們 大家主內平安
[00:00:03.000 --> 00:00:06.000]  非常感恩 我們又可以聚在
[00:00:06.000 --> 00:00:09.000]  我們的鼠鱗大家庭裡面
[00:00:09.000 --> 00:00:12.000]  一起來敬拜我們的主
[00:00:12.000 --> 00:00:15.000]  那麼也謝謝主席
[00:00:15.000 --> 00:00:18.000]  之前帶領眾弟兄姊妹們
[00:00:18.000 --> 00:00:21.000]  一起把這個經文呢 讀了一遍
[00:00:21.000 --> 00:00:24.000]  相信這段經文呢 對大家來說呢
[00:00:24.000 --> 00:00:27.000]  應該不陌生了
[00:00:27.000 --> 00:00:30.000]  講的是
[00:00:30.000 --> 00:00:33.000]  耶穌潔淨聖殿的事蹟
[00:00:33.000 --> 00:00:36.000]  但是呢 我今天的講題呢 卻是
[00:00:36.000 --> 00:00:39.000]  生命被主潔淨
[00:00:39.000 --> 00:00:42.000]  好 求主也幫助我們
[00:00:42.000 --> 00:00:45.000]  透過耶穌的這樣一個事蹟
[00:00:45.000 --> 00:00:48.000]  讓我們反思到我們的生命
[00:00:48.000 --> 00:00:51.000]  我們也一起來禱告
[00:00:51.000 --> 00:00:54.000]  天父上帝 我們感謝讚美你
[00:00:54.000 --> 00:00:57.000]  因為你救贖我們
[00:00:57.000 --> 00:01:00.000]  你也讓我們脫去世界各樣的捆綁
[00:01:00.000 --> 00:01:03.000]  可以真真正正的跟隨你
[00:01:03.000 --> 00:01:06.000]  體會那種的喜樂
[00:01:06.000 --> 00:01:09.000]  感受那樣的平安
[00:01:09.000 --> 00:01:12.000]  主啊 幫助我們
[00:01:12.000 --> 00:01:15.000]  這個世界還有各樣的拉扯
[00:01:15.000 --> 00:01:18.000]  引誘 還有誤導
[00:01:18.000 --> 00:01:21.000]  求主你就透過今天
[00:01:21.000 --> 00:01:24.000]  聖殿的經文 讓我們都能夠
[00:01:24.000 --> 00:01:27.000]  反思生命 以至於我們可以想到
[00:01:27.000 --> 00:01:30.000]  生命如何也被主潔淨
[00:01:30.000 --> 00:01:33.000]  我們把以下
[00:01:33.000 --> 00:01:36.000]  聆聽主真道的時間
[00:01:36.000 --> 00:01:39.000]  也恭敬交託在主的手中
[00:01:39.000 --> 00:01:42.000]  願我口中的言語
[00:01:42.000 --> 00:01:45.000]  眾弟兄姊妹的心懷意念
[00:01:45.000 --> 00:01:48.000]  都蒙主祢所願納 同心禱告
[00:01:48.000 --> 00:01:51.000]  奉主明求 阿們
[00:01:51.000 --> 00:01:54.000]  好 那麼
[00:01:54.000 --> 00:01:57.000]  今天讀的這段記載呢 記載在
[00:01:57.000 --> 00:02:00.000]  約翰福音 如果大家看
[00:02:00.000 --> 00:02:03.000]  約翰福音 發現這樣一個事跡
[00:02:03.000 --> 00:02:06.000]  記載在耶穌他出來
[00:02:06.000 --> 00:02:09.000]  傳道的初期 耶穌的生平
[00:02:09.000 --> 00:02:12.000]  不只是只有一次潔淨
[00:02:12.000 --> 00:02:15.000]  聖殿 初期就記載在
[00:02:15.000 --> 00:02:18.000]  約翰福音當中 但是呢
[00:02:18.000 --> 00:02:21.000]  在約翰福音裡邊 特別
[00:02:21.000 --> 00:02:24.000]  有他記載下來的內容 是他特有的
[00:02:24.000 --> 00:02:27.000]  比如說 耶穌手拿著
[00:02:27.000 --> 00:02:30.000]  一個武器 用布條
[00:02:30.000 --> 00:02:33.000]  做成的鞭子 還有呢
[00:02:33.000 --> 00:02:36.000]  耶穌也有一個 非常
[00:02:36.000 --> 00:02:39.000]  這個 和大家想像當中
[00:02:39.000 --> 00:02:42.000]  理想當中 所
[00:02:42.000 --> 00:02:45.000]  反差的一個形象 生氣了
[00:02:45.000 --> 00:02:48.000]  去做了這樣一個
[00:02:48.000 --> 00:02:51.000]  發了意怒 去把那些
[00:02:51.000 --> 00:02:54.000]  做這個 做生意的
[00:02:54.000 --> 00:02:57.000]  兌換銀錢的 把他們全部都趕了出去
[00:02:57.000 --> 00:03:00.000]  這樣一種特別的一個
[00:03:00.000 --> 00:03:03.000]  形象 和一種特別的方法
[00:03:03.000 --> 00:03:06.000]  如果大家在留意約翰福音呢
[00:03:06.000 --> 00:03:09.000]  從耶穌開始傳道一開始呢 第一個
[00:03:09.000 --> 00:03:12.000]  神蹟 記載的呢 就是
[00:03:12.000 --> 00:03:15.000]  這個 迦拿婚宴
[00:03:15.000 --> 00:03:18.000]  上面 變水為酒
[00:03:18.000 --> 00:03:21.000]  的這樣一個神蹟 兩個
[00:03:21.000 --> 00:03:24.000]  不同的形象 馬上就產生了
[00:03:24.000 --> 00:03:27.000]  一個鮮明的對比
[00:03:27.000 --> 00:03:30.000]  如果說 在迦拿婚宴
[00:03:30.000 --> 00:03:33.000]  上面 耶穌的形象是
[00:03:33.000 --> 00:03:36.000]  哎呀 蠻有慈愛的 很體恤人
[00:03:36.000 --> 00:03:39.000]  要歡慶 延習的
[00:03:39.000 --> 00:03:42.000]  很體恤人 需要的主
[00:03:42.000 --> 00:03:45.000]  那麼 到了這個潔淨聖殿的時候
[00:03:45.000 --> 00:03:48.000]  變成了 會生氣的
[00:03:48.000 --> 00:03:51.000]  發了意怒 而且公義的形象
[00:03:51.000 --> 00:03:54.000]  把這兩個
[00:03:54.000 --> 00:03:57.000]  事蹟 結合到一起呢
[00:03:57.000 --> 00:04:00.000]  就是迦拿婚宴 還有這個潔淨聖殿的
[00:04:00.000 --> 00:04:03.000]  事蹟 結合到一起呢 我們就可以看到
[00:04:03.000 --> 00:04:06.000]  耶穌基督 祂的兩種
[00:04:06.000 --> 00:04:09.000]  特別的屬性了 神的兩種屬性
[00:04:09.000 --> 00:04:12.000]  首先呢 是迦拿婚宴上面的那種
[00:04:12.000 --> 00:04:15.000]  慈愛啊 喜樂啊
[00:04:15.000 --> 00:04:18.000]  憐憫啊
[00:04:18.000 --> 00:04:21.000]  願意分享喜樂
[00:04:21.000 --> 00:04:24.000]  那麼 到了潔淨聖殿這裡呢 就變成了
[00:04:24.000 --> 00:04:27.000]  公義的
[00:04:27.000 --> 00:04:30.000]  會管教的 甚至呢
[00:04:30.000 --> 00:04:33.000]  願意去審判人的這樣一個形象
[00:04:33.000 --> 00:04:36.000]  所以
[00:04:36.000 --> 00:04:39.000]  對於我們兩個事蹟結合起來看呢
[00:04:39.000 --> 00:04:42.000]  我們就能更 一個整體性的
[00:04:42.000 --> 00:04:45.000]  去明白我們的主
[00:04:45.000 --> 00:04:48.000]  那麼 我們看了 剛才主席帶領大家來讀了
[00:04:48.000 --> 00:04:51.000]  經文一開始 在第13節
[00:04:51.000 --> 00:04:54.000]  就說到了 猶太人的
[00:04:54.000 --> 00:04:57.000]  愉悅節近了 首先有一個節期
[00:04:57.000 --> 00:05:00.000]  耶穌就上耶路撒冷去
[00:05:00.000 --> 00:05:03.000]  其實如果按照地理的位置
[00:05:03.000 --> 00:05:06.000]  迦拿啊 或者是
[00:05:06.000 --> 00:05:09.000]  拿撒勒啊 都是在上邊
[00:05:09.000 --> 00:05:12.000]  地圖上來看呢 反而是呢
[00:05:12.000 --> 00:05:15.000]  從地圖上面呢 往下面走
[00:05:15.000 --> 00:05:18.000]  但是 如果按照地勢的
[00:05:18.000 --> 00:05:21.000]  這樣一個情況來思考的話呢 我們就可以看到
[00:05:21.000 --> 00:05:24.000]  分別 耶路撒冷呢 祂是在一個
[00:05:24.000 --> 00:05:27.000]  高處 祂們每到這樣一個
[00:05:27.000 --> 00:05:30.000]  節期的時候呢 就會
[00:05:30.000 --> 00:05:33.000]  上到耶路撒冷去
[00:05:33.000 --> 00:05:36.000]  那麼對於猶太人而言呢 祂們每年呢
[00:05:36.000 --> 00:05:39.000]  有三個重要的節期
[00:05:39.000 --> 00:05:42.000]  需要上到耶路撒冷
[00:05:42.000 --> 00:05:45.000]  分別呢 就是這個愉悅節
[00:05:45.000 --> 00:05:48.000]  五行節 還有祝鵬節
[00:05:48.000 --> 00:05:51.000]  包括今天的事件一開始
[00:05:51.000 --> 00:05:54.000]  包括在耶穌十二歲的時候
[00:05:54.000 --> 00:05:57.000]  就記載祂在一個很金錢的家庭
[00:05:57.000 --> 00:06:00.000]  每到愉悅節的時候 這樣的一個時候
[00:06:00.000 --> 00:06:03.000]  都會帶耶穌去 這一次的記載呢
[00:06:03.000 --> 00:06:06.000]  也是猶太人愉悅節
[00:06:06.000 --> 00:06:09.000]  進了 耶穌就再到
[00:06:09.000 --> 00:06:12.000]  這個耶路撒冷去了
[00:06:12.000 --> 00:06:15.000]  那麼我們去看到 到了耶路撒冷呢
