
[00:00:00.000 --> 00:00:03.000]  頂姊妹平安
[00:00:03.000 --> 00:00:06.000]  剛才給我一個很大的感覺
[00:00:06.000 --> 00:00:11.000]  就是在地若天的敬拜就是這樣
[00:00:11.000 --> 00:00:14.000]  當我們回到天家的時候
[00:00:14.000 --> 00:00:17.000]  就是有這麼龐大的示範
[00:00:17.000 --> 00:00:21.000]  好像剛才Parsal Sunny說
[00:00:21.000 --> 00:00:23.000]  我剛才一看到就覺得
[00:00:23.000 --> 00:00:28.000]  沒有抱的 背的 勁的
[00:00:28.000 --> 00:00:30.000]  所以即稱你們看到了
[00:00:30.000 --> 00:00:32.000]  人家大你這麼多
[00:00:32.000 --> 00:00:35.000]  你下次獻仙要背了
[00:00:35.000 --> 00:00:37.000]  所以我們可不可以
[00:00:37.000 --> 00:00:40.000]  都借你們的掌聲鼓勵一下他們
[00:00:40.000 --> 00:00:44.000]  感謝主 感謝我們有一班
[00:00:44.000 --> 00:00:47.000]  這麼活潑的長者
[00:00:47.000 --> 00:00:49.000]  同樣今天又有另一個節日
[00:00:49.000 --> 00:00:51.000]  剛才突然之間想起
[00:00:51.000 --> 00:00:55.000]  今天是什麼 3月8日
[00:00:55.000 --> 00:00:58.000]  我們又借了弟兄的掌聲
[00:00:58.000 --> 00:01:03.000]  去鼓勵一下我們的姊妹
[00:01:03.000 --> 00:01:06.000]  還有今天我也發現
[00:01:06.000 --> 00:01:09.000]  除了Wilson之外
[00:01:09.000 --> 00:01:14.000]  所有站台的都是女牧者
[00:01:14.000 --> 00:01:17.000]  感謝主讓我們可以一起
[00:01:17.000 --> 00:01:20.000]  去敬拜我們的上帝
[00:01:20.000 --> 00:01:23.000]  今天去到文素記的第六章
[00:01:23.000 --> 00:01:26.000]  我給一個題目叫分別為勝
[00:01:26.000 --> 00:01:28.000]  將自己教給神
[00:01:28.000 --> 00:01:31.000]  文素記不單止是一個
[00:01:31.000 --> 00:01:34.000]  好像數點人數的一本書
[00:01:34.000 --> 00:01:37.000]  同樣文素記都是記載了
[00:01:37.000 --> 00:01:40.000]  一班夢救贖的子民
[00:01:40.000 --> 00:01:43.000]  他們走到在曠野的路上
[00:01:43.000 --> 00:01:46.000]  外面有詩灘
[00:01:46.000 --> 00:01:48.000]  裡面又不停抱怨
[00:01:48.000 --> 00:01:52.000]  又面對未知的前面
[00:01:52.000 --> 00:01:56.000]  其實想想都幾像我們自己
[00:01:56.000 --> 00:02:00.000]  我們在外面有很多的詩灘
[00:02:00.000 --> 00:02:02.000]  裡面可能在家裡
[00:02:02.000 --> 00:02:04.000]  在職場上面
[00:02:04.000 --> 00:02:07.000]  我們心裡面有很多的抱怨
[00:02:07.000 --> 00:02:09.000]  同樣我們一樣
[00:02:09.000 --> 00:02:12.000]  對前路是什麼都不知道
[00:02:12.000 --> 00:02:17.000]  但是上帝就在曠野裡面
[00:02:17.000 --> 00:02:20.000]  帶領著這班以色列民
[00:02:20.000 --> 00:02:24.000]  不單止帶他們走到目的地
[00:02:24.000 --> 00:02:28.000]  同樣將他們在這走曠野的路上
[00:02:28.000 --> 00:02:32.000]  讓他們成為屬神的子民
[00:02:32.000 --> 00:02:35.000]  大家每個星期來到教會
[00:02:35.000 --> 00:02:38.000]  同樣都是被神造就
[00:02:38.000 --> 00:02:44.000]  希望成為一個更健全的基督徒
[00:02:44.000 --> 00:02:49.000]  今天我們在整個章節第六章的時候
[00:02:49.000 --> 00:02:53.000]  分別有三個我們要解決的問題
[00:02:53.000 --> 00:02:55.000]  第一個就是
[00:02:55.000 --> 00:03:00.000]  什麼叫做將自己交給神
[00:03:00.000 --> 00:03:06.000]  分別為性和日常生活有什麼關係
[00:03:06.000 --> 00:03:10.000]  當我們生命上有破口
[00:03:10.000 --> 00:03:12.000]  有失誤的時候
[00:03:12.000 --> 00:03:14.000]  我們應該怎樣做
[00:03:14.000 --> 00:03:19.000]  我們怎樣才可以重回上帝的面前
[00:03:19.000 --> 00:03:24.000]  最後到底祝福是做什麼的
[00:03:24.000 --> 00:03:27.000]  神要透過祭司宣告祝福
[00:03:27.000 --> 00:03:29.000]  這個對我們現今
[00:03:29.000 --> 00:03:32.000]  每一個坐在這裡的弟兄姊妹
[00:03:32.000 --> 00:03:34.000]  有什麼意思
[00:03:34.000 --> 00:03:37.000]  我會將它分為三個大的段落
[00:03:37.000 --> 00:03:41.000]  第一個那西爾人所許的願
[00:03:41.000 --> 00:03:44.000]  自願分別獻給神
[00:03:44.000 --> 00:03:47.000]  接著就是當這個勢起完之後
[00:03:47.000 --> 00:03:51.000]  原來會有些失誤之後要怎樣算
[00:03:51.000 --> 00:03:54.000]  最後是祭司的祝福
[00:03:54.000 --> 00:03:57.000]  三個重要的點
[00:03:57.000 --> 00:04:00.000]  就將我們整個第六章
[00:04:00.000 --> 00:04:04.000]  從甘心奉獻到怎樣去失誤
[00:04:04.000 --> 00:04:10.000]  然後恢復最後進入神的祝福和差遣
[00:04:10.000 --> 00:04:13.000]  我們一起開始看看這個第六章
[00:04:13.000 --> 00:04:15.000]  那西爾人的奉獻
[00:04:15.000 --> 00:04:20.000]  成熟的信徒自願去分別為聖
[00:04:20.000 --> 00:04:24.000]  我們一起讀一下第一至第八節
[00:04:24.000 --> 00:04:27.000]  耶和華對摩西說
[00:04:27.000 --> 00:04:29.000]  你曉遇以色列人說
[00:04:29.000 --> 00:04:32.000]  無論男女許了特別的願
[00:04:32.000 --> 00:04:35.000]  就是那西爾人的願
[00:04:35.000 --> 00:04:37.000]  要來作歸耶和華
[00:04:37.000 --> 00:04:40.000]  他就要遠離清酒弄酒
[00:04:40.000 --> 00:04:45.000]  也不可喝什麼清酒弄酒造的醋
[00:04:45.000 --> 00:04:47.000]  也不可喝什麼葡萄汁
[00:04:47.000 --> 00:04:51.000]  也不可吃鮮葡萄或公葡萄
[00:04:51.000 --> 00:04:53.000]  在一切彌足的日子
[00:04:53.000 --> 00:04:58.000]  凡葡萄樹上結的自核自皮所造的麥
[00:04:58.000 --> 00:05:00.000]  都不可吃
[00:05:00.000 --> 00:05:07.000]  在一切不可用剃頭的剃頭
[00:05:07.000 --> 00:05:09.000]  要由髮留長長了
[00:05:09.000 --> 00:05:11.000]  他要聖潔
[00:05:11.000 --> 00:05:15.000]  直到來作歸耶和華的日子滿了
[00:05:15.000 --> 00:05:19.000]  在他來作歸耶和華的日子
[00:05:19.000 --> 00:05:21.000]  不可靠近死屍
[00:05:21.000 --> 00:05:26.000]  他的父母或弟兄姊妹死了的時候
[00:05:26.000 --> 00:05:29.000]  他不可因他們使自己不潔淨
[00:05:29.000 --> 00:05:35.000]  因為他彌足歸神的憑據是在他頭上
[00:05:35.000 --> 00:05:37.000]  在他一切彌足的日子
[00:05:37.000 --> 00:05:40.000]  是歸耶和華為聖
[00:05:40.000 --> 00:05:45.000]  這裡說到一個很特別的族類
[00:05:45.000 --> 00:05:48.000]  叫做那西爾人
[00:05:48.000 --> 00:05:52.000]  神主動啟示
[00:05:52.000 --> 00:05:55.000]  無論男女許了特別的願
[00:05:55.000 --> 00:05:56.000]  作那西爾人
[00:05:56.000 --> 00:05:58.000]  要彌足歸耶和華
[00:05:58.000 --> 00:06:00.000]  大家記不記得
[00:06:00.000 --> 00:06:02.000]  有一個在聖經裏面
[00:06:02.000 --> 00:06:04.000]  大家應該很熟悉的人
[00:06:04.000 --> 00:06:05.000]  那西爾人
[00:06:05.000 --> 00:06:07.000]  有沒有記得是誰
[00:06:07.000 --> 00:06:09.000]  參算
[00:06:09.000 --> 00:06:13.000]  到底那西爾人是怎樣的呢
[00:06:13.000 --> 00:06:17.000]  原來那西爾人不是一個人種
[00:06:17.000 --> 00:06:18.000]  不是中國人
[00:06:18.000 --> 00:06:22.000]  他們是一個自願去奉獻
[00:06:22.000 --> 00:06:25.000]  不是因為律法要求他們這樣做
[00:06:25.000 --> 00:06:29.000]  而是神將一個更深的奉獻的路
[00:06:29.000 --> 00:06:31.000]  擺在他們面前
[00:06:31.000 --> 00:06:36.000]  讓他們願意去回應上帝這個願
[00:06:36.000 --> 00:06:38.000]  對於成熟的基督徒
[00:06:38.000 --> 00:06:40.000]  給我們一個很大的提醒
[00:06:40.000 --> 00:06:44.000]  我們熟悉崇拜 侍奉 奉獻
