
[00:00:00.000 --> 00:00:05.120]  今天的講題是「生命富足的選擇」
[00:00:05.120 --> 00:00:09.160]  其實這張圖很明顯是用AI GEN出來的
[00:00:09.160 --> 00:00:11.800]  不知道大家看這張圖
[00:00:11.800 --> 00:00:13.480]  第一眼看到什麼?
[00:00:13.480 --> 00:00:15.480]  十字架 嘩!厲害
[00:00:15.480 --> 00:00:17.600]  因為我第一眼GEN出來
[00:00:17.600 --> 00:00:22.400]  其實我看到一男一女中間有個閃電
[00:00:22.400 --> 00:00:27.200]  是否吵架了?還是很對立?
[00:00:27.200 --> 00:00:29.520]  其實我再看清楚一點
[00:00:29.520 --> 00:00:33.640]  他們中間很明顯大家都看到是十字架
[00:00:33.640 --> 00:00:38.040]  他們在哪個位置有個十字架?
[00:00:38.040 --> 00:00:40.040]  在中間 對了
[00:00:40.040 --> 00:00:44.040]  其實就好像他們的思想掙扎
[00:00:44.040 --> 00:00:48.280]  在日常生活的腦裏面有很多思想掙扎
[00:00:48.280 --> 00:00:50.720]  究竟十字架的真理
[00:00:50.720 --> 00:00:56.000]  如何幫助他們平時生活中做到一個選擇呢?
[00:00:56.000 --> 00:01:01.000]  究竟生命一直是為地上的財富
[00:01:01.000 --> 00:01:03.480]  還是天上的財富?
[00:01:03.480 --> 00:01:08.000]  還是調整一下兩樣都可以呢?
[00:01:08.000 --> 00:01:10.560]  問大家一個很簡單的問題
[00:01:10.560 --> 00:01:13.720]  我們大家都知道生命是什麼
[00:01:13.720 --> 00:01:16.680]  我們一起讀一讀《聖經》
[00:01:16.680 --> 00:01:18.440]  告訴我們生命是什麼
[00:01:18.440 --> 00:01:24.480]  《選創世紀》2章7節新譯本解釋得比較好
[00:01:24.480 --> 00:01:29.160]  好了 耶和華神用地上的塵土造成人形
[00:01:29.160 --> 00:01:32.280]  把生氣吹進他的鼻孔裏
[00:01:32.280 --> 00:01:35.480]  那人就成了有生命的活人
[00:01:35.480 --> 00:01:37.720]  名叫亞當
[00:01:37.720 --> 00:01:41.880]  你要記得我的生命不過是一口氣
[00:01:41.880 --> 00:01:45.560]  我的眼睛必不再看見福祿
[00:01:45.560 --> 00:01:51.200]  很明顯生命就是說我們仍然可以呼吸
[00:01:51.200 --> 00:01:54.520]  在這一刻你仍然可以呼吸
[00:01:54.520 --> 00:02:00.440]  生命這一口氣其實是從神給我們每一個人
[00:02:00.440 --> 00:02:04.360]  而不是我們做任何事可以擁有的
[00:02:04.360 --> 00:02:06.440]  是神百百次給我們
[00:02:06.440 --> 00:02:08.800]  可能在下一秒
[00:02:08.800 --> 00:02:10.680]  大家都不確定
[00:02:10.680 --> 00:02:15.840]  還是不是可以很順暢地呼吸這一口氣
[00:02:15.840 --> 00:02:18.960]  我們有了呼吸的生命
[00:02:18.960 --> 00:02:23.040]  那你生活上怎樣去做選擇呢
[00:02:23.040 --> 00:02:25.520]  就好像在超市
[00:02:25.520 --> 00:02:27.600]  你們去過那些大型的超級市場
[00:02:27.600 --> 00:02:29.280]  真的選擇困難症
[00:02:29.280 --> 00:02:31.840]  兩面牆壁全部都是汽水
[00:02:31.840 --> 00:02:35.640]  全部都是很多日用品
[00:02:35.640 --> 00:02:38.400]  只是選擇牌子也要很長時間
[00:02:38.400 --> 00:02:41.680]  譬如你選擇紅色的飲品
[00:02:41.680 --> 00:02:45.120]  那個牌子可能叫做可什麼
[00:02:45.120 --> 00:02:46.400]  不賣廣告
[00:02:46.400 --> 00:02:51.600]  那你可能覺得慣性都是喝這個汽水
[00:02:51.600 --> 00:02:55.040]  但現在有很多種不同的口味
[00:02:55.040 --> 00:02:56.800]  有白色有黑色
[00:02:56.800 --> 00:03:00.080]  其實很多東西要你去選擇
[00:03:00.080 --> 00:03:01.840]  或者不是的
[00:03:01.840 --> 00:03:03.680]  我走進去
[00:03:03.680 --> 00:03:06.560]  我就覺得那天我想選擇什麼就選擇什麼
[00:03:06.560 --> 00:03:07.240]  或者不是的
[00:03:07.240 --> 00:03:09.800]  我走進去我就用慣性
[00:03:09.800 --> 00:03:11.320]  又或者不是的
[00:03:11.320 --> 00:03:13.640]  你會看價錢去選擇
[00:03:13.640 --> 00:03:17.880]  其實真的不知道為什麼要我這麼多東西去選擇
[00:03:17.880 --> 00:03:19.160]  是不是
[00:03:19.160 --> 00:03:22.400]  其實神是真的很疼愛我們每一個人的
[00:03:22.400 --> 00:03:24.520]  因為我們每一個人都很獨特
[00:03:24.520 --> 00:03:26.880]  祂是讓我們有自由意志
[00:03:26.880 --> 00:03:28.960]  在我們的生命上面
[00:03:28.960 --> 00:03:31.600]  去作出一個獨立的選擇
[00:03:31.600 --> 00:03:34.040]  是陪著我們一起去選擇的
[00:03:34.040 --> 00:03:37.040]  祂不是想我們做機械人
[00:03:37.040 --> 00:03:38.960]  誇死你了
[00:03:38.960 --> 00:03:41.400]  你今天就是選擇做這個
[00:03:41.400 --> 00:03:42.720]  不做就不行
[00:03:42.720 --> 00:03:44.280]  不是這樣的
[00:03:44.280 --> 00:03:46.000]  我們可以看一下
[00:03:46.000 --> 00:03:47.400]  以賽亞書
[00:03:47.400 --> 00:03:50.400]  祂已經提醒了我們
[00:03:50.400 --> 00:03:52.640]  耶和華如此說
[00:03:52.640 --> 00:03:55.600]  那些謹守我的安息日
[00:03:55.600 --> 00:03:58.040]  選擇我旨意
[00:03:58.040 --> 00:04:00.040]  持守我約的
[00:04:00.040 --> 00:04:03.360]  我別似他們永遠的命
[00:04:03.360 --> 00:04:05.120]  不能剪除
[00:04:05.120 --> 00:04:08.440]  這裡聖經很清楚告訴我們
[00:04:08.440 --> 00:04:11.120]  希望我們有呼吸的生命
[00:04:11.120 --> 00:04:16.440]  是可以按著祂的旨意去作生活上的選擇
[00:04:16.440 --> 00:04:19.720]  我們今天面對著
[00:04:19.720 --> 00:04:24.200]  不同大大小小的生活選擇
[00:04:24.200 --> 00:04:27.840]  不知道你們在做任何一個選擇的時候
[00:04:27.840 --> 00:04:30.120]  是用什麼方法
[00:04:30.120 --> 00:04:34.960]  什麼邏輯去做那個選擇呢?
[00:04:34.960 --> 00:04:37.280]  所以我們今天就一起看
[00:04:37.280 --> 00:04:39.720]  《新約提摩太書》
[00:04:39.720 --> 00:04:44.640]  在當中學習選擇的方法
[00:04:44.640 --> 00:04:49.640]  其實我想部分弟兄姊妹都聽過《仕途保羅》
[00:04:49.640 --> 00:04:51.520]  又聽過《提摩太》
[00:04:51.520 --> 00:04:54.040]  其實《提摩太》的前書
[00:04:54.040 --> 00:04:56.920]  是保羅寫給新一代的提摩太
[00:04:56.920 --> 00:05:02.440]  前書的主題是教導提摩太在生活選擇上
[00:05:02.440 --> 00:05:09.160]  要操練自己成為守護教會的屬靈領袖
[00:05:09.160 --> 00:05:12.160]  屬靈的意思是什麼?
[00:05:12.160 --> 00:05:14.160]  Spiritual OK
[00:05:14.160 --> 00:05:16.160]  還有沒有?
[00:05:16.160 --> 00:05:17.880]  其實屬靈的意思
[00:05:17.880 --> 00:05:21.240]  就是說我們學習從神的視角
[00:05:21.240 --> 00:05:23.840]  在世界那裏生活
[00:05:23.840 --> 00:05:28.480]  為什麼保羅要和提摩太講這些東西?
[00:05:28.480 --> 00:05:32.680]  因為在那時候已經有很多人
[00:05:32.680 --> 00:05:36.760]  聽完《真道》就偏離了《真道》
[00:05:36.760 --> 00:05:43.160]  那時候出現了很多假教師、假師傅
[00:05:43.160 --> 00:05:45.360]  其實為什麼那麼多人偏離《真道》呢?
[00:05:45.360 --> 00:05:50.840]  是因為那時候很多人都說自己有真正的道理
[00:05:50.840 --> 00:05:52.560]  真正的知識
[00:05:52.560 --> 00:05:56.440]  所以出現了假知識、假學說
[00:05:56.440 --> 00:05:58.760]  他們的信念和行為
[00:05:58.760 --> 00:06:03.200]  其實是混雜了當時基督教的教義
[00:06:03.200 --> 00:06:05.520]  波斯的神秘宗教
[00:06:05.520 --> 00:06:09.440]  和當時希臘羅馬的哲學思想
[00:06:09.440 --> 00:06:12.680]  他們然後就把這些不同的學說
[00:06:12.680 --> 00:06:17.280]  整理成不同的道理去教人
[00:06:17.280 --> 00:06:20.680]  他們相信自己和神之間的關係
[00:06:20.680 --> 00:06:23.120]  其實是一個很個人的事
[00:06:23.120 --> 00:06:28.280]  而且還要靠行為才可以得到神的拯救
[00:06:28.280 --> 00:06:29.840]  但真理是什麼?
[00:06:29.840 --> 00:06:32.680]  我們是新約之後的信徒
[00:06:32.680 --> 00:06:37.960]  我們只知道耶穌就是道路、真理、生命
