
[00:00:00.000 --> 00:00:04.000]  大家新年快樂
[00:00:04.000 --> 00:00:11.000]  我猜MantaMorris應該是想說今年的第一場圖
[00:00:11.000 --> 00:00:14.000]  農曆新年當然不是新曆新年
[00:00:14.000 --> 00:00:18.000]  今天說的題目本身沒有特別去夾時間
[00:00:18.000 --> 00:00:24.000]  但寫的時候發現原來都挺應景的
[00:00:24.000 --> 00:00:27.000]  之前我們說情緒的系列
[00:00:27.000 --> 00:00:30.000]  今天會來到最後一講
[00:00:30.000 --> 00:00:32.000]  之後會開一個新的系列
[00:00:32.000 --> 00:00:35.000]  或者有機會我們再談這個題目
[00:00:35.000 --> 00:00:38.000]  今天我們說一下憤怒的情緒
[00:00:38.000 --> 00:00:42.000]  當然新晉頭說憤怒有點怪
[00:00:42.000 --> 00:00:44.000]  可能覺得生氣什麼呢
[00:00:44.000 --> 00:00:46.000]  今天是初二
[00:00:46.000 --> 00:00:48.000]  明天是什麼
[00:00:48.000 --> 00:00:50.000]  我應該不是期望大家回答尺口
[00:00:50.000 --> 00:00:53.000]  我期望大家回答初三
[00:00:53.000 --> 00:00:55.000]  有人說初三叫尺口
[00:00:55.000 --> 00:00:57.000]  我想問什麼叫尺口
[00:00:57.000 --> 00:00:58.000]  我想讓其他人回答
[00:00:58.000 --> 00:01:00.000]  所以請Cyrus先不要回答
[00:01:00.000 --> 00:01:01.000]  先說明不要回答
[00:01:01.000 --> 00:01:03.000]  我想問什麼叫尺口
[00:01:03.000 --> 00:01:04.000]  是
[00:01:04.000 --> 00:01:06.000]  可不可以多說一點
[00:01:06.000 --> 00:01:09.000]  為什麼說尺口會吵架
[00:01:09.000 --> 00:01:17.000]  原來大家不是很熟悉文化傳統
[00:01:17.000 --> 00:01:21.000]  我也特意找一些官方的解釋
[00:01:21.000 --> 00:01:24.000]  原來初三我們叫尺口
[00:01:24.000 --> 00:01:28.000]  原來中國傳統的說法叫尺九日
[00:01:28.000 --> 00:01:30.000]  尺就是紅色的尺
[00:01:30.000 --> 00:01:32.000]  九就是一隻狗的狗
[00:01:32.000 --> 00:01:38.000]  相傳說這一天容易跟別人發生爭拗
[00:01:38.000 --> 00:01:40.000]  所以為了防止爭拗
[00:01:40.000 --> 00:01:43.000]  通常大家初三就會睡到很晚
[00:01:43.000 --> 00:01:44.000]  就不要出去拜年
[00:01:44.000 --> 00:01:46.000]  免得跟別人吵架
[00:01:46.000 --> 00:01:49.000]  但我想問有沒有人明天約了朋友見面
[00:01:49.000 --> 00:01:51.000]  有啊
[00:01:51.000 --> 00:01:52.000]  都有一點
[00:01:52.000 --> 00:01:55.000]  可能今天我們不會太理會這個傳統
[00:01:55.000 --> 00:01:57.000]  我估計我們也未必太理會
[00:01:57.000 --> 00:01:59.000]  因為合到時間就約了
[00:01:59.000 --> 00:02:01.000]  其實我明天也約了朋友
[00:02:01.000 --> 00:02:04.000]  所以我們未必很理會這個傳統
[00:02:04.000 --> 00:02:06.000]  但從另一個角度來說
[00:02:06.000 --> 00:02:10.000]  所謂尺口或者這些傳統的出現
[00:02:10.000 --> 00:02:12.000]  都代表我們這個文化
[00:02:12.000 --> 00:02:14.000]  我們很重視和諧
[00:02:14.000 --> 00:02:16.000]  禮貌
[00:02:16.000 --> 00:02:17.000]  以禮待人
[00:02:17.000 --> 00:02:19.000]  我們會覺得跟別人吵架
[00:02:19.000 --> 00:02:20.000]  或者爭執
[00:02:20.000 --> 00:02:22.000]  或者發脾氣是不好的
[00:02:22.000 --> 00:02:25.000]  甚至有時候我們跟別人吵架
[00:02:25.000 --> 00:02:27.000]  而對方沒有道理
[00:02:27.000 --> 00:02:29.000]  而我有道理的那個
[00:02:29.000 --> 00:02:31.000]  我應該更加容易有情緒
[00:02:31.000 --> 00:02:33.000]  其實我想小時候
[00:02:33.000 --> 00:02:36.000]  憤怒的原因可以很簡單
[00:02:36.000 --> 00:02:38.000]  我不叫你舉手
[00:02:38.000 --> 00:02:40.000]  我不知道你有沒有試過
[00:02:40.000 --> 00:02:43.000]  有些你走過玩具店
[00:02:43.000 --> 00:02:45.000]  當作走過玩具店反斗城
[00:02:45.000 --> 00:02:48.000]  然後你看到一件很想要的玩具
[00:02:48.000 --> 00:02:51.000]  然後你父母不買給你的時候
[00:02:51.000 --> 00:02:53.000]  你會怎樣做?
[00:02:53.000 --> 00:02:54.000]  是發脾氣
[00:02:54.000 --> 00:02:56.000]  怎樣發脾氣?我想問
[00:02:56.000 --> 00:02:57.000]  是掂地
[00:02:57.000 --> 00:02:59.000]  對,我就想聽你的答案
[00:02:59.000 --> 00:03:00.000]  掂地
[00:03:00.000 --> 00:03:02.000]  我不叫你舉手
[00:03:02.000 --> 00:03:04.000]  我印象中我沒有掂地
[00:03:04.000 --> 00:03:06.000]  我應該也會有那些
[00:03:06.000 --> 00:03:07.000]  一定要買
[00:03:07.000 --> 00:03:09.000]  但有些時候
[00:03:09.000 --> 00:03:10.000]  如果大家逛街
[00:03:10.000 --> 00:03:12.000]  看到有些父母
[00:03:12.000 --> 00:03:14.000]  看到一些掂地的小朋友
[00:03:14.000 --> 00:03:15.000]  就不知道怎樣應付
[00:03:15.000 --> 00:03:16.000]  我見過一些父母
[00:03:16.000 --> 00:03:17.000]  就直接就算了
[00:03:17.000 --> 00:03:18.000]  叫你買給你
[00:03:18.000 --> 00:03:20.000]  有些真的會扔下小朋友
[00:03:20.000 --> 00:03:21.000]  不喜歡就罵
[00:03:21.000 --> 00:03:22.000]  就走
[00:03:22.000 --> 00:03:24.000]  當年小朋友罵夠
[00:03:24.000 --> 00:03:26.000]  父母走了就害怕
[00:03:26.000 --> 00:03:28.000]  大概這個是我們對憤怒
[00:03:28.000 --> 00:03:31.000]  或者對最初的感覺
[00:03:31.000 --> 00:03:33.000]  當年如果年紀大了
[00:03:33.000 --> 00:03:35.000]  我想沒有人在教會掂地
[00:03:35.000 --> 00:03:36.000]  我沒有人在教會
[00:03:36.000 --> 00:03:38.000]  你又不用跟我說
[00:03:38.000 --> 00:03:40.000]  我想我們年紀大了
[00:03:40.000 --> 00:03:41.000]  我們慢慢
[00:03:41.000 --> 00:03:43.000]  無論是社會的習慣
[00:03:43.000 --> 00:03:44.000]  我們上學
[00:03:44.000 --> 00:03:45.000]  我們知道這樣掂地
[00:03:45.000 --> 00:03:47.000]  老師是會罰你的
[00:03:47.000 --> 00:03:48.000]  很大機會
[00:03:48.000 --> 00:03:51.000]  或者教會的生活也好
[00:03:51.000 --> 00:03:53.000]  特別當中有信義代的話
[00:03:53.000 --> 00:03:55.000]  無論是社會的習慣
[00:03:55.000 --> 00:03:57.000]  學校的生活
[00:03:57.000 --> 00:03:58.000]  教會的生活
[00:03:58.000 --> 00:03:59.000]  或者家庭的教導
[00:03:59.000 --> 00:04:01.000]  我們會慢慢知道
[00:04:01.000 --> 00:04:02.000]  不可以這麼直率
[00:04:02.000 --> 00:04:04.000]  或者不應該這麼直率
[00:04:04.000 --> 00:04:05.000]  至少這樣說
[00:04:05.000 --> 00:04:07.000]  因為掂地是沒有人理會的
[00:04:07.000 --> 00:04:08.000]  於是怎樣呢?
[00:04:08.000 --> 00:04:10.000]  於是我們的憤怒
[00:04:10.000 --> 00:04:12.000]  就有時變成埋在心裏
[00:04:12.000 --> 00:04:14.000]  舉個例子
[00:04:14.000 --> 00:04:16.000]  特別是大人會更加明白
[00:04:16.000 --> 00:04:18.000]  有時你看著一個人
[00:04:18.000 --> 00:04:19.000]  是非常不順眼的
[00:04:19.000 --> 00:04:21.000]  真的很憎恨他
[00:04:21.000 --> 00:04:23.000]  但因為工作的緣故
[00:04:23.000 --> 00:04:24.000]  或者生活的緣故
[00:04:24.000 --> 00:04:25.000]  你對著他
[00:04:25.000 --> 00:04:27.000]  是要笑著說話
[00:04:27.000 --> 00:04:29.000]  心裏已經有幾句粗口去冷他
[00:04:29.000 --> 00:04:32.000]  我不是說這是不對
[00:04:32.000 --> 00:04:34.000]  我想我們在社會生活
[00:04:34.000 --> 00:04:36.000]  我們面對很多不同的關係
[00:04:36.000 --> 00:04:38.000]  不是將所有情緒丟出來
[00:04:38.000 --> 00:04:40.000]  就代表是成熟的表現
[00:04:40.000 --> 00:04:43.000]  但就算我們有些方法也好
[00:04:43.000 --> 00:04:45.000]  都是要處理那個情感
[00:04:45.000 --> 00:04:47.000]  為何這幾次都想說關於這件事
[00:04:47.000 --> 00:04:48.000]  就是因為
[00:04:48.000 --> 00:04:50.000]  就算我們有這樣的表達方法
[00:04:50.000 --> 00:04:55.000]  我們仍然要面對內心處理的情感
[00:04:55.000 --> 00:05:00.000]  大概憤怒和上次我們說的傷心或者悲傷
[00:05:00.000 --> 00:05:02.000]  有些共通的根源
[00:05:02.000 --> 00:05:04.000]  就是我們內心的需要
[00:05:04.000 --> 00:05:06.000]  或者沒有被滿足
[00:05:06.000 --> 00:05:08.000]  或者甚至是一種失望
[00:05:08.000 --> 00:05:09.000]  特別憤怒就是那種
[00:05:09.000 --> 00:05:10.000]  我很有道理
[00:05:10.000 --> 00:05:12.000]  明不明白我對的
[00:05:12.000 --> 00:05:14.000]  為何這件事不是這樣
[00:05:14.000 --> 00:05:18.000]  今天第一部分會看一點詩篇的部分
[00:05:18.000 --> 00:05:22.000]  但今天可以預告我們會看兩段不同的經文
[00:05:22.000 --> 00:05:24.000]  一段是舊約一段是新約
[00:05:24.000 --> 00:05:27.000]  舊約我們先看詩篇第367篇
[00:05:27.000 --> 00:05:31.000]  這是我們會看的第一段經文
[00:05:31.000 --> 00:05:33.000]  第一段經文是這樣說的
[00:05:33.000 --> 00:05:34.000]  它說甚麼呢
[00:05:34.000 --> 00:05:36.000]  它第一節是這樣說的
[00:05:36.000 --> 00:05:37.000]  詩篇367篇
[00:05:37.000 --> 00:05:40.000]  不要為作惡的心懷不平
[00:05:40.000 --> 00:05:43.000]  也不要向那行不義的伸出疾度
[00:05:43.000 --> 00:05:46.000]  因為他們如草快被割下
[00:05:46.000 --> 00:05:49.000]  猶如青菜快要枯乾
[00:05:49.000 --> 00:05:52.000]  你當倚靠耶和華而行善
[00:05:52.000 --> 00:05:53.000]  住在地上
[00:05:53.000 --> 00:05:55.000]  以他的信實為糧
[00:05:55.000 --> 00:05:57.000]  又要以耶和華為樂
[00:05:57.000 --> 00:06:00.000]  他就將你心裡所求的賜給你
[00:06:00.000 --> 00:06:02.000]  當將你的事交給耶和華
[00:06:02.000 --> 00:06:04.000]  並倚靠他
[00:06:04.000 --> 00:06:06.000]  他就必成全
[00:06:06.000 --> 00:06:10.000]  我估計有些人可能對第五節有聽過
[00:06:10.000 --> 00:06:13.000]  我們說將事情交給耶和華
