
[00:00:00.000 --> 00:00:02.000]  弟兄姐妹好
[00:00:02.000 --> 00:00:04.000]  又見面了
[00:00:04.000 --> 00:00:06.000]  每年的時候我很幸運
[00:00:06.000 --> 00:00:08.000]  要給我的母校中文大學請回來
[00:00:08.000 --> 00:00:11.000]  教一個屬雞的特別課
[00:00:11.000 --> 00:00:13.000]  所以這個機會就來給
[00:00:13.000 --> 00:00:17.000]  大家很難得可以跟大家再見面
[00:00:17.000 --> 00:00:20.000]  今天跟大家分享的題目是很有趣的
[00:00:20.000 --> 00:00:22.000]  剛才主席談了
[00:00:22.000 --> 00:00:24.000]  就是兩個家族
[00:00:24.000 --> 00:00:28.000]  他們兩百年後的有很大對比
[00:00:28.000 --> 00:00:30.000]  除了中文
[00:00:30.000 --> 00:00:32.000]  剛才主席也帶你們讀了
[00:00:32.000 --> 00:00:37.000]  就是《生命記》的第五章一到第十節
[00:00:37.000 --> 00:00:40.000]  我們中國人很注重家庭
[00:00:40.000 --> 00:00:44.000]  我們很希望我們下一代很蒙福
[00:00:44.000 --> 00:00:47.000]  不但是我們希望我們下一代蠻蒙福
[00:00:47.000 --> 00:00:51.000]  我們希望我們下一代的下一代也蒙福
[00:00:51.000 --> 00:00:55.000]  我現在告訴你
[00:00:55.000 --> 00:01:01.000]  你下一代蒙福其實有個秘訣
[00:01:01.000 --> 00:01:04.000]  你想知道這個秘訣嗎
[00:01:04.000 --> 00:01:07.000]  聖經有說的不是我說的
[00:01:07.000 --> 00:01:10.000]  聖經有說是說你怎麼會
[00:01:10.000 --> 00:01:13.000]  你自己所做的你一生所做的
[00:01:13.000 --> 00:01:15.000]  怎麼祝福你下一代
[00:01:15.000 --> 00:01:16.000]  不但是你下一代
[00:01:16.000 --> 00:01:20.000]  你孫子曾孫子一起下去
[00:01:20.000 --> 00:01:24.000]  這個我相信很多人都希望
[00:01:24.000 --> 00:01:25.000]  如果希望的話
[00:01:25.000 --> 00:01:27.000]  今天就跟大家說
[00:01:27.000 --> 00:01:31.000]  聖經怎麼教導的
[00:01:31.000 --> 00:01:33.000]  經文是從《生命記》
[00:01:33.000 --> 00:01:34.000]  什麼《生命記》呢?
[00:01:34.000 --> 00:01:37.000]  英文叫做Deuteronomy
[00:01:37.000 --> 00:01:41.000]  《生命記》顧名思義就是重生命令的意思
[00:01:41.000 --> 00:01:45.000]  大家知道當時候摩西奉神的命令
[00:01:45.000 --> 00:01:49.000]  將那些猶太人從埃及地走出來
[00:01:49.000 --> 00:01:50.000]  離開埃及
[00:01:50.000 --> 00:01:53.000]  但是很可惜以色列人就犯了罪
[00:01:53.000 --> 00:01:55.000]  結果神懲罰他們
[00:01:55.000 --> 00:01:57.000]  那麼這一代的話
[00:01:57.000 --> 00:01:59.000]  沒有一個人可以進迦南地
[00:01:59.000 --> 00:02:01.000]  除了兩個
[00:02:01.000 --> 00:02:02.000]  考你們
[00:02:02.000 --> 00:02:04.000]  哪兩個可以進迦南地?
[00:02:04.000 --> 00:02:06.000]  除了一個是約瑟
[00:02:06.000 --> 00:02:07.000]  一個呢?迦勒
[00:02:07.000 --> 00:02:08.000]  很好
[00:02:08.000 --> 00:02:10.000]  你們都很好
[00:02:10.000 --> 00:02:13.000]  連摩西也不可以進去
[00:02:13.000 --> 00:02:15.000]  所以他們在曠野裡面
[00:02:15.000 --> 00:02:18.000]  徘徊了大概流亡了大概四十年之後
[00:02:18.000 --> 00:02:19.000]  好了
[00:02:19.000 --> 00:02:21.000]  舊一代快要死掉了
[00:02:21.000 --> 00:02:22.000]  新一代要起來了
[00:02:22.000 --> 00:02:24.000]  所以摩西就說
[00:02:24.000 --> 00:02:26.000]  我要重生命令
[00:02:26.000 --> 00:02:29.000]  以前神吩咐你們祖先
[00:02:29.000 --> 00:02:30.000]  他們犯了很大罪
[00:02:30.000 --> 00:02:32.000]  所以神懲罰他們
[00:02:32.000 --> 00:02:34.000]  不可以進迦南美地
[00:02:34.000 --> 00:02:35.000]  但是呢
[00:02:35.000 --> 00:02:37.000]  現在是你們新的機會
[00:02:37.000 --> 00:02:40.000]  所以我將神的命令重新告訴你一次
[00:02:40.000 --> 00:02:42.000]  你們再犯
[00:02:42.000 --> 00:02:44.000]  所以生命記就是這個意思
[00:02:44.000 --> 00:02:46.000]  重生命令
[00:02:46.000 --> 00:02:49.000]  準備他們進迦南美地
[00:02:49.000 --> 00:02:52.000]  這邊就是第五章所說的
[00:02:52.000 --> 00:02:53.000]  好不好
[00:02:53.000 --> 00:02:56.000]  我們就請弟兄姊妹再讀一下
[00:02:56.000 --> 00:02:57.000]  一起來
[00:02:58.000 --> 00:03:01.000]  我心將以慈烈眾人招來
[00:03:01.000 --> 00:03:03.000]  對你們說
[00:03:03.000 --> 00:03:04.000]  慈烈人啊
[00:03:04.000 --> 00:03:07.000]  我今日上與你們的禮儀
[00:03:07.000 --> 00:03:08.000]  天啊
[00:03:08.000 --> 00:03:09.000]  你們要聽
[00:03:09.000 --> 00:03:10.000]  可以學習
[00:03:10.000 --> 00:03:12.000]  聽受真心
[00:03:12.000 --> 00:03:15.000]  也要把我們的神帶回來
[00:03:15.000 --> 00:03:17.000]  賞與我們的音樂
[00:03:17.000 --> 00:03:18.000]  這樂如是父
[00:03:18.000 --> 00:03:19.000]  我的樂如是爺
[00:03:19.000 --> 00:03:21.000]  乃是修我平靜
[00:03:21.000 --> 00:03:24.000]  現在這裡我成為你的
[00:03:24.000 --> 00:03:26.000]  因為我擺在山上
[00:03:26.000 --> 00:03:29.000]  從火中面對天人與你們說話
[00:03:29.000 --> 00:03:33.000]  那時我站在葉和華和你們中間
[00:03:33.000 --> 00:03:36.000]  要將葉和華的話傳給你們
[00:03:36.000 --> 00:03:39.000]  因為你們的吉他大大我
[00:03:39.000 --> 00:03:40.000]  沒有善善
[00:03:40.000 --> 00:03:41.000]  所以弟弟姊姊說
[00:03:41.000 --> 00:03:44.000]  我心將以慈烈眾人招來
