
[00:00:00.000 --> 00:00:02.000]  等姐妹早晨
[00:00:02.000 --> 00:00:08.680]  今日和大家繼續思考文素記給我們的訊息
[00:00:08.680 --> 00:00:15.000]  今早我回來講九點鐘的崇拜
[00:00:15.000 --> 00:00:18.680]  之前發生了一個小小的插曲
[00:00:18.680 --> 00:00:24.480]  插曲是我明明記得帶了手提電話回來
[00:00:24.480 --> 00:00:35.400]  和他們祈願土 之後發覺回到辦公室拿了講章
[00:00:35.400 --> 00:00:40.960]  發覺周圍都不見了手提電話
[00:00:40.960 --> 00:00:47.760]  同工又幫我在洗手間找 前台 到處都找不到
[00:00:47.760 --> 00:00:51.680]  然後又打電話給我的手機
[00:00:51.680 --> 00:00:56.520]  但我跟他們說我的手機應該調校了靜音
[00:00:56.520 --> 00:01:02.320]  因為崇拜 調校了靜音 真是糟糕了
[00:01:02.320 --> 00:01:07.680]  怎麼辦呢 當時又要進來講道
[00:01:07.680 --> 00:01:11.040]  所以懷了一個很高度的焦慮
[00:01:11.040 --> 00:01:13.840]  但心裡默默的祈禱
[00:01:13.840 --> 00:01:16.680]  在辦公室一直祈禱 祈禱出來
[00:01:16.680 --> 00:01:23.440]  求主憐憫 因為我今天整天都有聚會 直到晚上
[00:01:23.440 --> 00:01:28.080]  沒有手機怎麼辦 現在沒有手機比沒有錢包更慘
[00:01:28.080 --> 00:01:32.960]  因為所有的資訊 人家如果找你又找不到
[00:01:32.960 --> 00:01:37.280]  又不知道你去了哪裡 這樣就很大件事
[00:01:37.280 --> 00:01:42.880]  這種的焦慮 我就覺得和我今天要講的經文
[00:01:42.880 --> 00:01:46.800]  也都真是很有一個關聯性在這裡
[00:01:46.800 --> 00:01:50.960]  其實我們是你信不信得過上帝的應許
[00:01:50.960 --> 00:01:54.480]  聖經有沒有應許 告訴我們你祈禱就得著
[00:01:54.480 --> 00:01:58.680]  尋找就尋見 叩門就給你門開門
[00:01:58.680 --> 00:02:00.840]  如果上帝的應許又是這麼真實
[00:02:00.840 --> 00:02:03.960]  你今天怎樣向神去依靠
[00:02:03.960 --> 00:02:07.760]  有時上帝給我們的回覆是立時
[00:02:07.760 --> 00:02:11.040]  好像給得 跌下水 主啊救我
[00:02:11.040 --> 00:02:16.480]  主耶穌會不會說 等你多喝幾口鹹水
[00:02:16.480 --> 00:02:23.240]  我們看其實整件事 當時我心裡頭雖然是焦慮
[00:02:23.240 --> 00:02:26.760]  但是我求神真的幫我 再找我
[00:02:26.760 --> 00:02:30.040]  因為我不是第一次 留下電話
[00:02:30.040 --> 00:02:34.120]  我真的在教會洗手間又留下過
[00:02:34.120 --> 00:02:38.040]  去七仔買東西又留下過
[00:02:38.040 --> 00:02:42.280]  放手機在人家桌面 給完八達通卡
[00:02:42.280 --> 00:02:47.560]  我安然地離開了 為什麼會這樣呢
[00:02:47.560 --> 00:02:54.240]  原來我發覺原來都是人年紀大了可能論盡一點
[00:02:54.240 --> 00:02:59.600]  我們仍然是要繼續依靠神
[00:02:59.600 --> 00:03:03.760]  也都是最近看到一個報告
[00:03:03.760 --> 00:03:08.600]  是香港心理衛生會在26年3月 很新的
[00:03:08.600 --> 00:03:12.480]  全港抑鬱和焦慮的指數調查
[00:03:12.480 --> 00:03:17.040]  港人的情緒健康正處於關鍵的時刻
[00:03:17.040 --> 00:03:23.680]  歷年的新高 屬於中度至重度的焦慮受訪者比例
[00:03:23.680 --> 00:03:30.600]  顯著上升了22.6% 上升至22.6%
[00:03:30.600 --> 00:03:38.400]  即是說每4-5個人就有一個人在默默承受著嚴重的焦慮
[00:03:38.400 --> 00:03:41.880]  在去年25年的時候
[00:03:41.880 --> 00:03:46.160]  香港樹人大學做了一個四代香港市民研究
[00:03:46.160 --> 00:03:55.440]  也都指出Z世代18-27歲的焦慮比率是高達30.5%
[00:03:55.440 --> 00:04:00.960]  是所有年齡層壓力最大的群體
[00:04:00.960 --> 00:04:05.760]  大家有沒有想過 為什麼我們年輕人的焦慮這麼大
[00:04:05.760 --> 00:04:12.000]  因為我相信可能就是他們面對讀書壓力
[00:04:12.000 --> 00:04:16.840]  戀愛的壓力 或者要結婚
[00:04:16.840 --> 00:04:21.000]  結婚你說有什麼壓力 我有 現在的人結婚
[00:04:21.000 --> 00:04:27.000]  結婚以前就說要買樓 現在的年輕一輩就不一定要買樓
[00:04:27.000 --> 00:04:29.200]  他說要躺平
[00:04:29.200 --> 00:04:32.720]  所以我們看到他有不同的焦慮
[00:04:32.720 --> 00:04:40.560]  甚至現在AI整個浪潮在接下來的5年間是很明顯的
[00:04:40.560 --> 00:04:45.760]  是我們整個世界的社會都會有改變
[00:04:45.760 --> 00:04:48.200]  有很多的統計都告訴我們
[00:04:48.200 --> 00:04:52.760]  AI是會取代很多的工作
[00:04:52.760 --> 00:04:57.240]  但同時間AI是會產生一些新的工作
[00:04:57.240 --> 00:04:59.160]  問題就在這裡
[00:04:59.160 --> 00:05:03.000]  你說沒有問題 每一個時代都會變
[00:05:03.000 --> 00:05:07.040]  失業的就去找一些新的工作就可以了
[00:05:07.040 --> 00:05:09.000]  講就很容易的
[00:05:09.000 --> 00:05:13.000]  在數據來講你可以講得通的
[00:05:13.000 --> 00:05:15.640]  但在人來講我們不是機器
[00:05:15.640 --> 00:05:19.600]  你可能做的那個工作 要你去做另外一些工作
[00:05:19.600 --> 00:05:23.800]  其實是有壓力的 有很多不同的困難
[00:05:23.800 --> 00:05:28.400]  我們看到你今天是為了明天的優蕾
[00:05:28.400 --> 00:05:32.600]  為了你的家庭 為了你的兒女
[00:05:32.600 --> 00:05:37.600]  或者為了你要成立的家庭來去優蕾
[00:05:37.600 --> 00:05:40.600]  今天你信不信得過上帝
[00:05:40.600 --> 00:05:47.600]  就是文訴記13到14章 你信神的什麼 是神的應許
[00:05:47.600 --> 00:05:51.960]  這兩章的聖經其實給我們一個很清楚的思路
[00:05:51.960 --> 00:05:56.760]  你不只是信有神 你是信神的每一句話
[00:05:56.760 --> 00:06:01.200]  神的吩咐 神的命令的背後是他的應許
[00:06:01.200 --> 00:06:06.000]  他與你同在要帶領你進去得著這個迦南美地
[00:06:06.000 --> 00:06:09.600]  但問題是你信心要有行動
[00:06:09.600 --> 00:06:13.200]  你不可以只是說我信 你一點行動都沒有
[00:06:13.200 --> 00:06:16.400]  你用行動去領受上帝的恩典
[00:06:16.400 --> 00:06:21.200]  但你不相信的時候 你就變成很多的焦慮
[00:06:21.200 --> 00:06:28.000]  很多的懼怕 很多的埋怨 你就錯失神的恩典
[00:06:28.000 --> 00:06:33.200]  我們一起來看看13章開場的情況是怎樣
[00:06:33.200 --> 00:06:34.800]  我們一起來讀
[00:06:34.800 --> 00:06:41.600]  耶和華吩咐摩西說 你要派人去窺探我所賜給以色列人的迦南地
[00:06:41.600 --> 00:06:47.600]  每個父系之派要派一個人是他們中間的族長
[00:06:47.600 --> 00:06:53.600]  我們在這裡可以看到聖經是很清楚告訴我們
[00:06:53.600 --> 00:06:56.600]  是神賜的給以色列
[00:06:56.600 --> 00:07:01.600]  這個是明明上帝說是給過你們的
[00:07:01.600 --> 00:07:05.600]  給過你們 但聖經也在這裡說
[00:07:05.600 --> 00:07:13.200]  耶和華吩咐摩西 你要派人去窺探 去視察
[00:07:13.200 --> 00:07:15.600]  他們沒有去過那個地方
[00:07:15.600 --> 00:07:19.800]  等於你今天如果買一層樓 你不只是看圖跡
[00:07:19.800 --> 00:07:22.000]  起碼都看看示範單位
[00:07:22.000 --> 00:07:28.000]  或者起碼都看到那個電腦的模型 裡面好像進去了
[00:07:28.000 --> 00:07:31.000]  昔日他們沒有這些東西
[00:07:31.000 --> 00:07:34.800]  但他可以也要實地去看一看
[00:07:34.800 --> 00:07:37.400]  問題來了 在生命記裡面
[00:07:37.400 --> 00:07:40.600]  當摩西複述回這段歷史的時候
[00:07:40.600 --> 00:07:46.800]  是給那些新生代那一輩 那些年輕一輩 那些是以色列人
[00:07:46.800 --> 00:07:50.000]  唯有他們才能夠進入這個迦南美地
[00:07:50.000 --> 00:07:52.800]  我們這兩張聖經會交代
[00:07:52.800 --> 00:07:57.600]  為什麼這些新生代的爸爸媽媽 個個都進不來呢
[00:07:57.600 --> 00:07:59.800]  除了約書亞和迦納
[00:07:59.800 --> 00:08:02.600]  就是因為他們不信神的應許
[00:08:02.600 --> 00:08:08.400]  他們是十二個探子去 十個探子都說不行的
[00:08:08.400 --> 00:08:16.800]  結果他們就來支持那十個報這個壞消息的
[00:08:16.800 --> 00:08:18.400]  這十個探子
[00:08:18.400 --> 00:08:22.800]  我們看到究竟是哪一個對呢 哪個版本對呢
[00:08:22.800 --> 00:08:24.800]  其實兩個版本都對的
[00:08:24.800 --> 00:08:30.400]  其實聖經有時這些不是衝突的一些地方 不是前後矛盾
[00:08:30.400 --> 00:08:33.600]  其實很肯定就是說那件事
[00:08:33.600 --> 00:08:35.800]  就是如果是以色列人
[00:08:35.800 --> 00:08:39.000]  他們說我們要去得地為業了
[00:08:39.000 --> 00:08:41.000]  我們都要先看一下
[00:08:41.000 --> 00:08:45.200]  他們來到要求摩西 但摩西作為他們的領袖
[00:08:45.200 --> 00:08:47.800]  摩西不會就這樣去答應他們
[00:08:47.800 --> 00:08:51.000]  摩西是凡事都去求問上帝
[00:08:51.000 --> 00:08:55.000]  而上帝也都吩咐摩西 你就派人去
[00:08:55.000 --> 00:08:58.600]  所以兩者沒有衝突的 沒有矛盾的
[00:08:58.600 --> 00:09:01.800]  我們去看看這十二個探子的名字
[00:09:01.800 --> 00:09:05.400]  我們看到有兩個在這裡特別highlight出來
[00:09:05.400 --> 00:09:07.800]  就是迦納和約書亞
[00:09:07.800 --> 00:09:10.200]  唯獨這兩個探子
[00:09:10.200 --> 00:09:15.600]  他們是用信心去扣得上神的應許
[00:09:15.600 --> 00:09:22.000]  他們就是可以作出一個是完全正確的一個報告
[00:09:22.000 --> 00:09:23.600]  這個報告是什麼呢
[00:09:23.600 --> 00:09:28.600]  這個報告帶來是可以令人
[00:09:28.600 --> 00:09:31.800]  是你很雀躍還是很沮喪
[00:09:31.800 --> 00:09:33.800]  同一個的事件
[00:09:33.800 --> 00:09:37.400]  原來是很視乎那個人的眼光和他的解讀
[00:09:37.400 --> 00:09:41.200]  帶出來是有不同的一個結論
[00:09:41.200 --> 00:09:44.000]  那摩西叫那些探子去做什麼呢
[00:09:44.000 --> 00:09:45.600]  我們又看看下文
[00:09:45.600 --> 00:09:48.200]  由十七節去到二十節
[00:09:48.200 --> 00:09:50.600]  其實是一個線型的結構
[00:09:50.600 --> 00:09:53.600]  在文學上就是前呼後應
[00:09:53.600 --> 00:09:55.200]  就好像吃漢堡包
