
[00:00:00.000 --> 00:00:02.960]  靜姐妹早安
[00:00:02.960 --> 00:00:05.480]  真的很感恩
[00:00:05.480 --> 00:00:08.180]  神的很大恩典和憐憫
[00:00:08.180 --> 00:00:13.780]  給我經過三個星期的感冒
[00:00:13.780 --> 00:00:15.300]  也咳嗽
[00:00:15.300 --> 00:00:21.520]  都是剛剛好 即是痊癒
[00:00:21.520 --> 00:00:24.760]  其實人世間很多事情
[00:00:24.760 --> 00:00:29.760]  現實世界有很多是不似預期的
[00:00:29.760 --> 00:00:34.000]  原來我們人有幾好的準備或計劃
[00:00:34.000 --> 00:00:39.840]  一切其實需要神去成就
[00:00:39.840 --> 00:00:43.440]  我由九月尾開始不舒服
[00:00:43.440 --> 00:00:47.560]  所以我錯過了無論是國慶或中秋節
[00:00:47.560 --> 00:00:50.280]  很多的活動聚會
[00:00:50.280 --> 00:00:55.240]  和靜姐妹一起在KFCC接觸街坊
[00:00:55.240 --> 00:00:58.440]  我都沒有辦法出席
[00:00:58.440 --> 00:01:03.120]  我還有一個帶著兩個同工要去北京
[00:01:03.120 --> 00:01:05.520]  我們參加一個課程
[00:01:05.520 --> 00:01:08.360]  完結之後我會留在那裏
[00:01:08.360 --> 00:01:11.040]  有四堂的培靈會
[00:01:11.040 --> 00:01:15.080]  所以當時我雖然身體已經有軟弱
[00:01:15.080 --> 00:01:17.080]  但我一直都在用心
[00:01:17.080 --> 00:01:20.040]  預備好那些講章
[00:01:20.040 --> 00:01:21.440]  PowerPoint
[00:01:21.440 --> 00:01:26.240]  到臨出發前的星期五
[00:01:26.240 --> 00:01:30.840]  我懷著疲乏的身體回到家
[00:01:30.840 --> 00:01:33.440]  師母看到我這樣
[00:01:33.440 --> 00:01:35.840]  還在咳嗽
[00:01:35.840 --> 00:01:38.560]  接著她對著我說
[00:01:38.560 --> 00:01:41.680]  你是不是一定要去
[00:01:41.680 --> 00:01:44.720]  師母其實很有智慧
[00:01:44.720 --> 00:01:47.600]  她從來知道我是侍奉
[00:01:47.600 --> 00:01:49.800]  她不會阻礙我
[00:01:49.800 --> 00:01:52.400]  不過師母有一樣很厲害的
[00:01:52.400 --> 00:01:54.320]  她知道我不懂得停
[00:01:54.320 --> 00:01:56.320]  她會幫我煞車
[00:01:56.320 --> 00:01:58.960]  無謂車毀人亡
[00:01:58.960 --> 00:02:01.120]  所以師母當時
[00:02:01.120 --> 00:02:03.320]  她是很有智慧地
[00:02:03.320 --> 00:02:05.000]  叮一聲告訴我
[00:02:05.000 --> 00:02:07.320]  你是不是一定要去
[00:02:07.320 --> 00:02:10.000]  你這樣的情況你怎麼去
[00:02:10.000 --> 00:02:13.720]  當時我看一看自己這樣的環境
[00:02:13.720 --> 00:02:15.880]  我突然間有一個醒覺
[00:02:15.880 --> 00:02:18.840]  我馬上打電話給環基佬教聯會的總幹事
[00:02:18.840 --> 00:02:20.240]  我告訴他
[00:02:20.240 --> 00:02:23.200]  他在電話裏聽到我的聲音已經很不妥
[00:02:23.200 --> 00:02:25.200]  他說牧師你多多休息
[00:02:25.200 --> 00:02:27.200]  你叫醫生寫張紙
[00:02:27.200 --> 00:02:29.200]  說你不能出門就行了
[00:02:29.200 --> 00:02:31.200]  這樣
[00:02:31.200 --> 00:02:33.200]  很感謝神
[00:02:33.200 --> 00:02:36.720]  整件事就是這樣發生
[00:02:36.720 --> 00:02:39.280]  我回頭看
[00:02:39.280 --> 00:02:41.280]  原來是上帝出手
[00:02:41.280 --> 00:02:43.680]  是上帝要我停下來
[00:02:43.680 --> 00:02:47.600]  給我一個徹底翻身的機會
[00:02:47.600 --> 00:02:51.680]  讓我身體可以在接下來的星期
[00:02:51.680 --> 00:02:55.680]  真的好好地休息
[00:02:55.680 --> 00:02:57.680]  我有三天
[00:02:57.680 --> 00:02:59.680]  差不多由早到晚
[00:02:59.680 --> 00:03:01.680]  我吃藥 吃中藥
[00:03:01.680 --> 00:03:05.680]  為了 因為原本想去北京
[00:03:05.680 --> 00:03:07.680]  我是三輪的西藥
[00:03:07.680 --> 00:03:10.680]  接著都還沒行
[00:03:10.680 --> 00:03:13.680]  就想找中藥補一補
[00:03:13.680 --> 00:03:17.680]  星期天要走 星期三才看中醫
[00:03:17.680 --> 00:03:20.680]  中醫說不夠時間了
[00:03:20.680 --> 00:03:23.680]  不過我都開著七劑藥給你
[00:03:23.680 --> 00:03:25.680]  我初頭不知道原來
[00:03:25.680 --> 00:03:28.680]  一劑藥是應該一天吃的
[00:03:28.680 --> 00:03:30.680]  你翻身就兩次了
[00:03:30.680 --> 00:03:32.680]  我竟然三天半
[00:03:32.680 --> 00:03:34.680]  吃了七天的藥
[00:03:34.680 --> 00:03:36.680]  即是十四次
[00:03:36.680 --> 00:03:39.680]  想著 鞠躬
[00:03:39.680 --> 00:03:42.680]  誰知你都知道欲速則不達
[00:03:42.680 --> 00:03:46.680]  我們的身體是很奇妙的
[00:03:46.680 --> 00:03:48.680]  神做我們的身體
[00:03:48.680 --> 00:03:50.680]  就是你要聽話
[00:03:50.680 --> 00:03:53.680]  你不單要聆聽聖靈在你
[00:03:53.680 --> 00:03:55.680]  透過聖經提醒我們
[00:03:55.680 --> 00:03:58.680]  你都要聽聽你的身體的聲音
[00:03:58.680 --> 00:04:01.680]  原來不舒服是會有警號的
[00:04:01.680 --> 00:04:03.680]  你不要硬來
[00:04:03.680 --> 00:04:06.680]  所以我這次很感謝師母
[00:04:06.680 --> 00:04:09.680]  你看到師母幫我感謝她
[00:04:09.680 --> 00:04:12.680]  我其實已經感謝了她
[00:04:12.680 --> 00:04:15.680]  不過我看到 真是
[00:04:15.680 --> 00:04:17.680]  神很大恩典
[00:04:17.680 --> 00:04:19.680]  我們都要感謝神
[00:04:19.680 --> 00:04:22.680]  在這裡和大家做一個見證
[00:04:22.680 --> 00:04:24.680]  我其中有一晚
[00:04:24.680 --> 00:04:26.680]  其實那三個星期
[00:04:26.680 --> 00:04:29.680]  我大部分的晚上是睡得不好的
[00:04:29.680 --> 00:04:30.680]  我和大家說過
[00:04:30.680 --> 00:04:32.680]  其實很多時候
[00:04:32.680 --> 00:04:34.680]  我一覺睡天降
[00:04:34.680 --> 00:04:36.680]  我就算晚上要起床
[00:04:36.680 --> 00:04:38.680]  去洗澡
[00:04:38.680 --> 00:04:40.680]  但我都可以睡
[00:04:40.680 --> 00:04:43.680]  但那時候是每一個多小時就醒一次
[00:04:43.680 --> 00:04:45.680]  是咳醒那種
[00:04:45.680 --> 00:04:49.680]  有一次是咳到四點鐘 凌晨
[00:04:49.680 --> 00:04:52.680]  我不想叫醒師母
[00:04:52.680 --> 00:04:54.680]  她第二天要上班
[00:04:54.680 --> 00:04:59.680]  我當時真的家裡沒有其他人
[00:04:59.680 --> 00:05:02.680]  除了小狗在我旁邊
[00:05:02.680 --> 00:05:04.680]  牠都睡得很熟
[00:05:04.680 --> 00:05:07.680]  我就和神說
[00:05:07.680 --> 00:05:10.680]  因為我記得中醫跟我說過
[00:05:10.680 --> 00:05:11.680]  我問過他
[00:05:11.680 --> 00:05:13.680]  為什麼我晚上都會咳
[00:05:13.680 --> 00:05:19.680]  他說因為你的肺不夠氣
[00:05:19.680 --> 00:05:23.680]  我就很大膽的向主耶穌呼求
[00:05:23.680 --> 00:05:27.680]  主耶穌啊 求你呼一口氣
[00:05:27.680 --> 00:05:33.680]  在我肺裡給我充滿你的氣
[00:05:33.680 --> 00:05:37.680]  我看你們好像在笑
[00:05:37.680 --> 00:05:39.680]  你不要笑
[00:05:39.680 --> 00:05:41.680]  神是誰聽祈禱
[00:05:41.680 --> 00:05:43.680]  當晚我一這樣祈禱
[00:05:43.680 --> 00:05:44.680]  我告訴你
[00:05:44.680 --> 00:05:46.680]  神跡出現
[00:05:46.680 --> 00:05:49.680]  四點鐘我一直大覺睡
[00:05:49.680 --> 00:05:51.680]  睡到天黑九點半
[00:05:51.680 --> 00:05:54.680]  一聲咳都沒有
[00:05:54.680 --> 00:05:57.680]  真是感謝神
[00:05:57.680 --> 00:06:00.680]  這是我個人的一個體驗
[00:06:00.680 --> 00:06:02.680]  所以我第二次見中醫師
[00:06:02.680 --> 00:06:04.680]  我跟他講見證
[00:06:04.680 --> 00:06:06.680]  中醫師在我面前
[00:06:06.680 --> 00:06:08.680]  其實他是中醫的博士
[00:06:08.680 --> 00:06:10.680]  他看著我
[00:06:10.680 --> 00:06:12.680]  什麼都沒有
[00:06:12.680 --> 00:06:16.680]  他知道你的神很偉大 很奇
[00:06:16.680 --> 00:06:19.680]  我希望有一天帶上中醫師信主
[00:06:19.680 --> 00:06:21.680]  這件事讓我看到
[00:06:21.680 --> 00:06:24.680]  人生真的有很多不似預期的事
[00:06:24.680 --> 00:06:27.680]  但是我們要相信
[00:06:27.680 --> 00:06:29.680]  聖經所啟示的歷史終局
[00:06:29.680 --> 00:06:34.680]  必然照著神的時間表和計劃去成就
[00:06:34.680 --> 00:06:37.680]  所以今天我們要和大家重溫一下
[00:06:37.680 --> 00:06:39.680]  啟示錄十二到二十章
[00:06:39.680 --> 00:06:43.680]  其實是一個圓滿成就前的意象
[00:06:43.680 --> 00:06:45.680]  而二十一到二十二章
[00:06:45.680 --> 00:06:47.680]  就是我們下一節會講的
[00:06:47.680 --> 00:06:50.680]  圓滿成就的意象
[00:06:50.680 --> 00:06:52.680]  我們會進入新天新地
[00:06:52.680 --> 00:06:55.680]  究竟這個圓滿成就是什麼意思呢
[00:06:55.680 --> 00:06:59.680]  因為我們在講救恩終極
[00:06:59.680 --> 00:07:02.680]  是要體償在新天新地
[00:07:02.680 --> 00:07:04.680]  俗稱的天堂 天家
[00:07:04.680 --> 00:07:07.680]  就是這個新的聖神耶路撒冷
[00:07:07.680 --> 00:07:12.680]  這是在神學上很常見的一個用語
[00:07:12.680 --> 00:07:15.680]  就是已然 未然
[00:07:15.680 --> 00:07:17.680]  Already but not yet
[00:07:17.680 --> 00:07:19.680]  我們的救恩已經成就了
[00:07:19.680 --> 00:07:23.680]  不過我們仍然活在這個苦難和罪惡的世界
[00:07:23.680 --> 00:07:27.680]  直到將來在新天新地再沒有罪
[00:07:27.680 --> 00:07:29.680]  叫我們與上帝左隔
[00:07:29.680 --> 00:07:33.680]  我們面對面的晝夜可以敬拜神
[00:07:33.680 --> 00:07:35.680]  我們成為基督的祭司
[00:07:35.680 --> 00:07:38.680]  我們可以一起侍奉永末的神
[00:07:38.680 --> 00:07:42.680]  直到永遠
[00:07:42.680 --> 00:07:44.680]  Hallelujah 讚美主
[00:07:44.680 --> 00:07:45.680]  感謝神
[00:07:45.680 --> 00:07:47.680]  請姐妹們給上帝掌聲
[00:07:47.680 --> 00:07:51.680]  這是上帝必然得勝的終局
[00:07:51.680 --> 00:07:53.680]  是沒有人能夠改變的
[00:07:53.680 --> 00:07:57.680]  魔鬼多次想攔阻神的旨意去成就
[00:07:57.680 --> 00:07:59.680]  注定失敗
[00:07:59.680 --> 00:08:01.680]  在聖經上的預言
[00:08:01.680 --> 00:08:03.680]  在歷史上的證明
[00:08:03.680 --> 00:08:07.680]  魔鬼永遠是注定失敗
[00:08:07.680 --> 00:08:09.680]  我們不需要懼怕
[00:08:09.680 --> 00:08:13.680]  所以在這裡我參考過麥兆輝博士的一本《釋經書》
[00:08:13.680 --> 00:08:15.680]  我覺得很有用
[00:08:15.680 --> 00:08:19.680]  在這裡他用了一個希伯來文學的結構
[00:08:19.680 --> 00:08:21.680]  和我們分析一下
[00:08:21.680 --> 00:08:23.680]  由十二章
[00:08:23.680 --> 00:08:27.680]  其實那次亦都是輪到我講到
[00:08:27.680 --> 00:08:29.680]  我是在說這個大熊龍就是魔鬼
[00:08:29.680 --> 00:08:34.680]  他要來到見到婦人將孩子生下來
[00:08:34.680 --> 00:08:36.680]  他就要追殺她
[00:08:36.680 --> 00:08:41.680]  這是表著耶穌在新約時代來的時候
[00:08:41.680 --> 00:08:43.680]  他在瑪利亞要生的時候
[00:08:43.680 --> 00:08:46.680]  他就想摧毀神的心意
[00:08:46.680 --> 00:08:48.680]  但他都是失敗
[00:08:48.680 --> 00:08:52.680]  他被天使掌將他拋到地上
[00:08:52.680 --> 00:08:54.680]  和那些墮落的天使
[00:08:54.680 --> 00:08:56.680]  而我們今天二十章要看到
[00:08:56.680 --> 00:08:59.680]  這條大熊龍就是魔鬼
[00:08:59.680 --> 00:09:02.680]  他要發動第二次的最後攻擊
[00:09:02.680 --> 00:09:04.680]  但都是失敗
[00:09:04.680 --> 00:09:07.680]  他最後被冰在永遠的火湖就是地獄
[00:09:07.680 --> 00:09:09.680]  這是大結局
[00:09:09.680 --> 00:09:14.680]  前夫後應都是在說他的失敗
[00:09:14.680 --> 00:09:17.680]  但是在預表著基督的特性
[00:09:17.680 --> 00:09:22.680]  中間在說海獸和地上的獸
[00:09:22.680 --> 00:09:26.680]  迪基督海獸 賈鮮之 地上的獸
[00:09:26.680 --> 00:09:28.680]  是要迷惑列國的
[00:09:28.680 --> 00:09:32.680]  十三章和十九章都有提及
[00:09:32.680 --> 00:09:36.680]  中間的餡是說拜這個獸
[00:09:36.680 --> 00:09:38.680]  拜迪基督的
[00:09:38.680 --> 00:09:40.680]  和那三個巫靈
[00:09:40.680 --> 00:09:43.680]  與及大淫婦 與及巴比倫城
[00:09:43.680 --> 00:09:47.680]  他們一夜之間被摧毀
[00:09:47.680 --> 00:09:50.680]  他們要接受神的審判
[00:09:50.680 --> 00:09:53.680]  十四章到十九章是第十節提到
[00:09:53.680 --> 00:09:56.680]  所以這個餡就是漢堡包
[00:09:56.680 --> 00:10:01.680]  前夫後應是表示基督的特性
[00:10:01.680 --> 00:10:05.680]  而中間是神的烈路審判
[00:10:05.680 --> 00:10:08.680]  神的審判是可怕的
[00:10:08.680 --> 00:10:12.680]  但你今天忠心跟隨神的心意
[00:10:12.680 --> 00:10:14.680]  活在這個世上
[00:10:14.680 --> 00:10:17.680]  你不需要懼怕將來永生神的審判
[00:10:17.680 --> 00:10:21.680]  因為你已經靠著基督的勝有餘
[00:10:21.680 --> 00:10:25.680]  作者仕途約翰是以希伯來文學結構
[00:10:25.680 --> 00:10:29.680]  顯示神對全世界的主權 治權 審判
[00:10:29.680 --> 00:10:32.680]  和拯救人類的歷史藍圖
[00:10:32.680 --> 00:10:37.680]  耶穌基督頭一次和再來
[00:10:37.680 --> 00:10:39.680]  這個世界這兩次
[00:10:39.680 --> 00:10:42.680]  他降臨地上都遇到大雄龍魔鬼
[00:10:42.680 --> 00:10:45.680]  很猛烈的攻擊和對抗
[00:10:45.680 --> 00:10:48.680]  但他兩次都是戰敗的
[00:10:48.680 --> 00:10:50.680]  魔鬼最後要受到刑罰
[00:10:50.680 --> 00:10:53.680]  他不單止帶領反叛的天使
[00:10:53.680 --> 00:10:58.680]  他也興起了迪基督和賈先知去迷惑列國
[00:10:58.680 --> 00:11:00.680]  這個就是大圖畫
[00:11:00.680 --> 00:11:03.680]  整個脈絡如果你明白了之後
[00:11:03.680 --> 00:11:05.680]  你不會被一些細節
[00:11:05.680 --> 00:11:09.680]  令你讀啟示錄亂了
[00:11:09.680 --> 00:11:12.680]  所以這個分析是很有用的
[00:11:12.680 --> 00:11:14.680]  你要首先明白
[00:11:14.680 --> 00:11:18.680]  在啟示錄20章我們今天要看的15節
[00:11:18.680 --> 00:11:24.680]  頭10節裏面又是可以和12-22章有一個對比
[00:11:24.680 --> 00:11:28.680]  撒旦第一次他也是戰敗的
[00:11:28.680 --> 00:11:31.680]  他要被捆綁起來 頭3節
[00:11:31.680 --> 00:11:35.680]  預備千禧年國度20章4-6節
[00:11:35.680 --> 00:11:37.680]  信徒與基督作王
[00:11:37.680 --> 00:11:39.680]  撒旦第二次戰敗
[00:11:39.680 --> 00:11:41.680]  在千禧年國完的時候
[00:11:41.680 --> 00:11:44.680]  他又要被釋放
[00:11:44.680 --> 00:11:46.680]  從無底坑上來的時候
[00:11:46.680 --> 00:11:48.680]  他就要迷惑列國
[00:11:48.680 --> 00:11:51.680]  最後他也是要被神摧毀
[00:11:51.680 --> 00:11:55.680]  最後他被永遠的火壺地獄
[00:11:55.680 --> 00:12:01.680]  19章的迪基督和賈先知
[00:12:01.680 --> 00:12:05.680]  這兩隻獸已經在19章被審判
[00:12:05.680 --> 00:12:07.680]  已經被扔進火壺了
[00:12:07.680 --> 00:12:10.680]  所以20章你見不到他們的蹤影
[00:12:10.680 --> 00:12:14.680]  我們看回12-22章也是一樣
[00:12:14.680 --> 00:12:18.680]  基督第一次來他以小孩子的身份降生
[00:12:18.680 --> 00:12:20.680]  成就了這個救恩
[00:12:20.680 --> 00:12:22.680]  到第二次來的時候
[00:12:22.680 --> 00:12:24.680]  19-22章他是以戰士
[00:12:24.680 --> 00:12:28.680]  19章形容他是騎在白色的馬上
[00:12:28.680 --> 00:12:30.680]  他的名字叫做什麼
[00:12:30.680 --> 00:12:32.680]  誠信真實
[00:12:32.680 --> 00:12:35.680]  他的審判是絕對公義聖潔
[00:12:35.680 --> 00:12:38.680]  沒有任何的你可以抵賴
[00:12:38.680 --> 00:12:40.680]  所以我們這位主耶穌
[00:12:40.680 --> 00:12:42.680]  他第二次要再來
[00:12:42.680 --> 00:12:44.680]  是要審判列國
[00:12:44.680 --> 00:12:48.680]  而中間的餡是七碗的審判
[00:12:48.680 --> 00:12:51.680]  這個對比你也再一次看見
[00:12:51.680 --> 00:12:53.680]  經文的重點
[00:12:53.680 --> 00:12:56.680]  基督的德性、作望和審判
[00:12:56.680 --> 00:12:58.680]  所以我今天的主題
[00:12:58.680 --> 00:13:01.680]  是用這個題目和大家來分析一下
[00:13:01.680 --> 00:13:04.680]  在20章我們一起來看
[00:13:04.680 --> 00:13:06.680]  我們一起先讀頭三節
