
[00:00:00.000 --> 00:00:01.080]  靜容姐妹平安
[00:00:01.080 --> 00:00:04.480]  感謝神我們又能夠一起聽祂的話語
[00:00:04.480 --> 00:00:05.760]  我們一起同心禱告
[00:00:05.760 --> 00:00:10.760]  主啊 我們真的是感謝您
[00:00:10.760 --> 00:00:13.840]  到底到什麼時候
[00:00:13.840 --> 00:00:16.960]  我們才能夠體會到祢話語的寶貴
[00:00:16.960 --> 00:00:19.520]  主啊 我們但願我們的心
[00:00:19.520 --> 00:00:22.440]  就根本上的被祢改化
[00:00:22.440 --> 00:00:25.960]  以致我們真的是能夠愛上祢的話語
[00:00:25.960 --> 00:00:28.040]  從祢的話語得著真理
[00:00:28.240 --> 00:00:31.760]  使到我們人生充滿著喜樂平安跟智慧
[00:00:31.760 --> 00:00:33.440]  求祢與我們同在
[00:00:33.440 --> 00:00:35.560]  禱告奉耶穌的名祈求
[00:00:35.560 --> 00:00:36.280]  Amen
[00:00:36.280 --> 00:00:39.520]  那麼我不知道大家有沒有
[00:00:39.520 --> 00:00:42.280]  被忠言逆耳過
[00:00:42.280 --> 00:00:44.160]  我們常說忠言逆耳
[00:00:44.160 --> 00:00:46.560]  你有沒有被忠言逆耳過呢
[00:00:46.560 --> 00:00:47.800]  別人跟你講的
[00:00:47.800 --> 00:00:49.920]  你明明聽到是很有道理
[00:00:49.920 --> 00:00:51.840]  但是你聽了很不舒服
[00:00:51.840 --> 00:00:53.240]  不想聽下去
[00:00:53.240 --> 00:00:55.080]  有些時候你控制不住
[00:00:55.080 --> 00:00:56.480]  還會反駁呢
[00:00:57.840 --> 00:00:59.040]  我記得我小時候
[00:00:59.040 --> 00:01:00.440]  肯定很多次
[00:01:00.440 --> 00:01:02.560]  常常發現的一件事情
[00:01:02.560 --> 00:01:04.720]  可能你們有些人猜也沒有猜到
[00:01:04.720 --> 00:01:05.480]  是什麼事情
[00:01:05.480 --> 00:01:07.000]  就是什麼呢
[00:01:07.000 --> 00:01:09.840]  就是我常常遲到
[00:01:09.840 --> 00:01:16.880]  然後我媽就特別緊張
[00:01:16.880 --> 00:01:19.160]  看到我應該出門了還不出門
[00:01:19.160 --> 00:01:22.000]  所以她常常說的一句話是什麼話呢
[00:01:22.000 --> 00:01:25.200]  給自己多一點空間
[00:01:26.200 --> 00:01:28.440]  常常就說給自己多一點空間
[00:01:28.440 --> 00:01:32.040]  年少無知幼稚的我
[00:01:32.040 --> 00:01:35.040]  就常常覺得很不喜歡聽到這句話
[00:01:35.040 --> 00:01:36.760]  給自己多一點空間
[00:01:36.760 --> 00:01:40.560]  但是當我人成熟了大了
[00:01:40.560 --> 00:01:43.200]  慢慢發現這樣的叮嚀
[00:01:43.200 --> 00:01:47.040]  這樣的關心是充滿了智慧
[00:01:47.040 --> 00:01:51.160]  當我能夠享受到自己
[00:01:51.160 --> 00:01:53.040]  控制自己的時間的時候
[00:01:53.040 --> 00:01:56.080]  很多事情都能夠很負責任的
[00:01:56.080 --> 00:01:57.280]  去完成
[00:01:57.280 --> 00:01:59.720]  那麼就很享受
[00:01:59.720 --> 00:02:01.560]  然後當我成為基督徒之後
[00:02:01.560 --> 00:02:02.720]  我就發現
[00:02:02.720 --> 00:02:04.800]  如果我要尊主為大
[00:02:04.800 --> 00:02:07.240]  我的生命也要管理好
[00:02:07.240 --> 00:02:09.080]  上帝給我的時間
[00:02:09.080 --> 00:02:11.560]  於是我尊重別人的時間
[00:02:11.560 --> 00:02:13.200]  我尊重自己的時間
[00:02:13.200 --> 00:02:15.760]  我尊重上帝給我們的時間
[00:02:15.760 --> 00:02:18.400]  但是忠言總是逆耳的
[00:02:18.400 --> 00:02:20.520]  所以我們都不想聽
[00:02:20.520 --> 00:02:24.160]  那麼這是一個怎麼樣的時代呢
[00:02:24.640 --> 00:02:27.080]  我覺得這是魔鬼
[00:02:27.080 --> 00:02:31.880]  使得我們從互相關懷的時代
[00:02:31.880 --> 00:02:33.920]  慢慢的轉化成一個
[00:02:33.920 --> 00:02:35.840]  自管自己事的時代
[00:02:35.840 --> 00:02:38.840]  自管自事的時代
[00:02:38.840 --> 00:02:40.400]  我們怎麼樣
[00:02:40.400 --> 00:02:42.400]  不知道什麼時候開始
[00:02:42.400 --> 00:02:43.800]  我們的人際關係
[00:02:43.800 --> 00:02:45.280]  有了手機
[00:02:45.280 --> 00:02:47.160]  但是人際關係卻疏遠了
[00:02:47.160 --> 00:02:49.560]  我們怕冒犯人
[00:02:49.560 --> 00:02:54.080]  我們就開始有些事情也漠不關心了
[00:02:54.920 --> 00:02:56.320]  自己管好自己就好了
[00:02:56.320 --> 00:02:59.920]  當然過分的關心變成了八卦
[00:02:59.920 --> 00:03:01.240]  變成給人家煩惱
[00:03:01.240 --> 00:03:02.080]  那是不對的
[00:03:02.080 --> 00:03:04.520]  但是去到另外一個極端
[00:03:04.520 --> 00:03:06.240]  我們就怎麼樣
[00:03:06.240 --> 00:03:09.920]  變成一個破碎關係的時代
[00:03:09.920 --> 00:03:11.520]  相當破碎的
[00:03:11.520 --> 00:03:15.520]  連去關心都猶豫不決
[00:03:15.520 --> 00:03:19.120]  擔心我會不會侵犯了你的個人空間
[00:03:19.120 --> 00:03:20.840]  這是一個怎麼樣
[00:03:21.720 --> 00:03:25.360]  背後其實是一個個人主義的文化
[00:03:25.360 --> 00:03:28.960]  一直在推崇著這樣的一個文化
[00:03:28.960 --> 00:03:30.000]  我們都不察覺
[00:03:30.000 --> 00:03:31.600]  慢慢的
[00:03:31.600 --> 00:03:33.480]  由我們住的地方
[00:03:33.480 --> 00:03:37.000]  慢慢變成從大家都能夠看見
[00:03:37.000 --> 00:03:39.120]  大家的家裡是怎樣的
[00:03:39.120 --> 00:03:41.480]  那個門是不關起來的
[00:03:41.480 --> 00:03:43.480]  大家都知道去隔壁
[00:03:43.480 --> 00:03:48.080]  接鹽米都是很習慣的事情
[00:03:48.080 --> 00:03:51.200]  到現在誰住在我的隔壁
[00:03:51.200 --> 00:03:53.360]  我都不知道那種情況
[00:03:53.360 --> 00:03:55.760]  我看我是住在我家那一層
[00:03:55.760 --> 00:03:58.960]  認識最多單位的其中一個
[00:03:58.960 --> 00:04:01.600]  那麼基本上
[00:04:01.600 --> 00:04:05.200]  個人主義的文化在影響著
[00:04:05.200 --> 00:04:07.840]  上帝給我們的人際關係
[00:04:07.840 --> 00:04:11.600]  那麼今天要跟大家分享的
[00:04:11.600 --> 00:04:13.880]  是從路加福音這段經文
[00:04:13.880 --> 00:04:17.800]  跟大家分享一下願意對峙的愛
[00:04:20.320 --> 00:04:23.120]  我們的關係因為個人主義的影響
[00:04:23.120 --> 00:04:25.320]  因為尊重
[00:04:25.320 --> 00:04:27.880]  尊重美其名的尊重的
[00:04:27.880 --> 00:04:30.840]  彼此尊重的前提下
[00:04:30.840 --> 00:04:35.440]  都好像關心變成冒犯
