
[00:00:00.000 --> 00:00:03.000]  丁子妹早晨
[00:00:03.000 --> 00:00:06.000]  我們繼續看啟示錄
[00:00:06.000 --> 00:00:09.000]  看之前想和大家讀一次
[00:00:09.000 --> 00:00:13.000]  讀給我聽好嗎?因為我看這裡我腦花不是太多
[00:00:13.000 --> 00:00:16.000]  大家幫我讀好嗎?我們讀完十二節經文好嗎?
[00:00:16.000 --> 00:00:19.000]  請大家讀一二三
[00:00:19.000 --> 00:00:21.000]  好,不可失大家
[00:00:21.000 --> 00:00:28.000]  我想讀一次讓我們對這段經文有少少的了解
[00:00:28.000 --> 00:00:31.000]  或者有少少的認知認識
[00:00:31.000 --> 00:00:35.000]  啟示錄第一到第三章告訴我們
[00:00:35.000 --> 00:00:38.000]  斯諾約翰說神叫他寫信給當時七間教會
[00:00:38.000 --> 00:00:42.000]  向他們宣告神的稱讚、鼓勵和斥責
[00:00:42.000 --> 00:00:46.000]  然後在啟示錄第四第五章我們見到約翰向我們展示
[00:00:46.000 --> 00:00:51.000]  在將來永恆的時刻所有屬於神的人都要聚集在天上
[00:00:51.000 --> 00:00:53.000]  在神面前一同的歡欣敬拜
[00:00:53.000 --> 00:00:57.000]  讚頌那位滿有榮耀的三一真神
[00:00:57.000 --> 00:01:00.000]  然後到啟示錄第六章我們開始見到
[00:01:00.000 --> 00:01:04.000]  我們常常說的七印七號七碗的開始
[00:01:04.000 --> 00:01:08.000]  啟示錄第六章出現了代表災難來臨的七印
[00:01:08.000 --> 00:01:11.000]  然後在啟示錄第七章是一個插曲
[00:01:11.000 --> 00:01:14.000]  提到那些在末後災難中受苦的基督徒
[00:01:14.000 --> 00:01:16.000]  他們始終會得勝
[00:01:16.000 --> 00:01:19.000]  並且好像啟示錄第四第五章的描述一樣
[00:01:19.000 --> 00:01:23.000]  會和所有歷世歷代來自各民各族各方的信徒
[00:01:23.000 --> 00:01:25.000]  一同敬拜那位愛他們的神
[00:01:25.000 --> 00:01:28.000]  在末後很多災難中仍然有很多基督徒堅持信仰
[00:01:28.000 --> 00:01:29.000]  他們是得勝的
[00:01:29.000 --> 00:01:31.000]  於是他們從歷世歷代
[00:01:31.000 --> 00:01:34.000]  可能在災難或順暢的環境中信主的人
[00:01:34.000 --> 00:01:38.000]  我們一同在天上敬拜這位主
[00:01:38.000 --> 00:01:40.000]  然後上星期
[00:01:40.000 --> 00:01:42.000]  應該是前一個星期
[00:01:42.000 --> 00:01:43.000]  因為上星期是科林崇拜
[00:01:43.000 --> 00:01:46.000]  前一個星期我們進入啟示錄第七號
[00:01:46.000 --> 00:01:50.000]  在啟示錄第八章第六節是這樣記載
[00:01:50.000 --> 00:01:55.000]  我們拿著七支號筒的七位天使預備好要吹號
[00:01:55.000 --> 00:01:57.000]  前面我們看到已經說了
[00:01:57.000 --> 00:02:01.000]  第一到第四支號筒吹響的時候出現的災難
[00:02:01.000 --> 00:02:02.000]  如果我們記得
[00:02:02.000 --> 00:02:06.000]  一至四號的災難說的是自然界的災難
[00:02:06.000 --> 00:02:07.000]  今天我們看這段經文
[00:02:07.000 --> 00:02:08.000]  如果我們讀的時候
[00:02:08.000 --> 00:02:12.000]  我們發覺第五支號筒吹響的時候
[00:02:12.000 --> 00:02:15.000]  當中的災難不再是大自然
[00:02:15.000 --> 00:02:17.000]  不再是我們身外
[00:02:17.000 --> 00:02:22.000]  而是說的是跟我們人有關
[00:02:22.000 --> 00:02:27.000]  當日聽到第五支號筒吹響之後
[00:02:27.000 --> 00:02:32.000]  他就看見一顆星從天上墜落到地上
[00:02:32.000 --> 00:02:35.000]  關於這顆星歷史上有不同的解英家
[00:02:35.000 --> 00:02:37.000]  不同的學者有不同的看法
[00:02:37.000 --> 00:02:40.000]  但我只選擇最多人
[00:02:40.000 --> 00:02:41.000]  或者最有說服力
[00:02:41.000 --> 00:02:42.000]  或者普遍比較接受的
[00:02:42.000 --> 00:02:46.000]  都認為這顆星是像墮落的天使
[00:02:46.000 --> 00:02:48.000]  當然我們聽過的
[00:02:48.000 --> 00:02:50.000]  有些人覺得沒理由是撒旦
[00:02:50.000 --> 00:02:52.000]  沒理由給他鑰匙開無底坑
[00:02:52.000 --> 00:02:53.000]  應該是天使
[00:02:53.000 --> 00:02:55.000]  但普遍大部分人都接受
[00:02:55.000 --> 00:02:57.000]  這是說墜落的天使
[00:02:57.000 --> 00:02:59.000]  因為墜落這個詞
[00:02:59.000 --> 00:03:01.000]  說的不是一次過
[00:03:01.000 --> 00:03:03.000]  是一種持續性的墜落
[00:03:03.000 --> 00:03:04.000]  即是說它掉下來
[00:03:04.000 --> 00:03:07.000]  它是繼續在墮落當中
[00:03:07.000 --> 00:03:10.000]  因此這顆星指到一切邪惡勢力
[00:03:10.000 --> 00:03:14.000]  代表撒旦相對地可以接受
[00:03:14.000 --> 00:03:16.000]  我們知道撒旦如果按
[00:03:16.000 --> 00:03:17.000]  《倚創亞書》所說
[00:03:17.000 --> 00:03:19.000]  他曾經是天使長
[00:03:19.000 --> 00:03:21.000]  原本住在天上
[00:03:21.000 --> 00:03:23.000]  但因為他自嬌自大
[00:03:23.000 --> 00:03:25.000]  於是得罪神被驅逐
[00:03:25.000 --> 00:03:27.000]  不過他仍然在地上
[00:03:27.000 --> 00:03:28.000]  行使他邪惡的力量
[00:03:28.000 --> 00:03:31.000]  繼續成為我們所有信主的人
[00:03:31.000 --> 00:03:33.000]  或者成為這個世界的人的魔咒
[00:03:33.000 --> 00:03:34.000]  他不斷誘惑我們
[00:03:34.000 --> 00:03:36.000]  不斷用很多方法
[00:03:36.000 --> 00:03:38.000]  希望將人從神的身邊拿走
[00:03:38.000 --> 00:03:41.000]  或者令人不願意來相信耶穌
[00:03:41.000 --> 00:03:43.000]  不明白耶穌的愛
