
[00:00:00.000 --> 00:00:03.000]  好 各位弟兄姐妹 大家主內平安
[00:00:03.000 --> 00:00:06.300]  感謝父神啊 讓我們在
[00:00:06.300 --> 00:00:09.400]  2024年的最後一個主日
[00:00:09.400 --> 00:00:12.000]  依舊相聚在他的殿中
[00:00:12.000 --> 00:00:15.700]  而且跟隨我們國語區的講道系列
[00:00:15.700 --> 00:00:18.900]  今天呢 會來到第20章啊
[00:00:18.900 --> 00:00:21.800]  也講到了在約書亞紀裡面的
[00:00:21.800 --> 00:00:23.800]  設立陶城
[00:00:23.800 --> 00:00:26.800]  那麼按照之前的經文呢
[00:00:26.800 --> 00:00:29.000]  大家如果跟著我們的講道系列呢
[00:00:29.000 --> 00:00:31.000]  就會發現
[00:00:31.000 --> 00:00:33.000]  開始奪地了
[00:00:33.000 --> 00:00:35.000]  開始遇到困阻了
[00:00:35.000 --> 00:00:37.000]  而且依靠神呢
[00:00:37.000 --> 00:00:39.000]  順利地把那地
[00:00:39.000 --> 00:00:42.000]  迦南美地啊 都已經得到
[00:00:42.000 --> 00:00:45.000]  得到以後呢 就要開始分地了啊
[00:00:45.000 --> 00:00:47.000]  分地了
[00:00:47.000 --> 00:00:49.000]  分完地以後呢
[00:00:49.000 --> 00:00:53.000]  並不是像所有童話故事的結尾啊
[00:00:53.000 --> 00:00:55.000]  童話故事的結尾怎麼說啊
[00:00:55.000 --> 00:00:57.000]  從此以後
[00:00:57.000 --> 00:00:59.000]  王子和公主
[00:00:59.000 --> 00:01:03.000]  就這樣幸福快樂的生活下去了啊
[00:01:03.000 --> 00:01:05.000]  分完地以後
[00:01:05.000 --> 00:01:07.000]  還有重要的事情要做
[00:01:07.000 --> 00:01:10.000]  就講述到今天的內容
[00:01:10.000 --> 00:01:12.000]  設立陶城
[00:01:12.000 --> 00:01:15.000]  那麼設立陶城這件事呢
[00:01:15.000 --> 00:01:18.000]  不單是之前的一個歷史記載
[00:01:18.000 --> 00:01:20.000]  不單是神吩咐在
[00:01:20.000 --> 00:01:22.000]  當時的以色列群體當中
[00:01:22.000 --> 00:01:24.000]  要做的一件事情
[00:01:24.000 --> 00:01:27.000]  這樣一種屬靈的功課
[00:01:27.000 --> 00:01:30.000]  對於今天的你和我來說
[00:01:30.000 --> 00:01:33.000]  都是很值得借鑒
[00:01:33.000 --> 00:01:36.000]  都是很值得要去學習的
[00:01:36.000 --> 00:01:39.000]  我們也在進入到這個內容的時候呢
[00:01:39.000 --> 00:01:40.000]  要一起來禱告
[00:01:40.000 --> 00:01:43.000]  求神讓我們打開我們的內心
[00:01:43.000 --> 00:01:45.000]  領受要學習的功課
[00:01:45.000 --> 00:01:48.000]  弟兄姊妹我們一起來禱告
[00:01:48.000 --> 00:01:51.000]  天父我們感謝你
[00:01:51.000 --> 00:01:54.000]  你從歲首到年終都帶領並看顧
[00:01:54.000 --> 00:01:57.000]  我們的所有屬靈的家人們
[00:01:57.000 --> 00:02:01.000]  在2024年的最後一個主日的時候
[00:02:01.000 --> 00:02:03.000]  你讓我們一起來學習
[00:02:03.000 --> 00:02:06.000]  陶城之愛的功課
[00:02:06.000 --> 00:02:08.000]  主啊就求你的話語
[00:02:08.000 --> 00:02:12.000]  充充滿滿的澆灌在我們的心田當中
[00:02:12.000 --> 00:02:14.000]  讓我們聽到
[00:02:14.000 --> 00:02:17.000]  主你要對我們所說的教導
[00:02:17.000 --> 00:02:20.000]  以至於我們生命得以更新
[00:02:20.000 --> 00:02:22.000]  活出主的樣式
[00:02:22.000 --> 00:02:24.000]  我們要恭敬的將以下
[00:02:24.000 --> 00:02:28.000]  聆聽主你真道和話語的時間
[00:02:28.000 --> 00:02:30.000]  交託在主你的手中
[00:02:30.000 --> 00:02:33.000]  求主你帶領並親自
[00:02:33.000 --> 00:02:36.000]  向我們每一位弟兄姊妹說話
[00:02:36.000 --> 00:02:38.000]  我們這樣同心合一的禱告
[00:02:38.000 --> 00:02:42.000]  奉主耶穌基督得勝的名而求
[00:02:42.000 --> 00:02:43.000]  Amen
[00:02:43.000 --> 00:02:44.000]  好
[00:02:44.000 --> 00:02:47.000]  講到了分完弟以後啊
[00:02:47.000 --> 00:02:50.000]  就要開始設立陶城
[00:02:50.000 --> 00:02:52.000]  這裡設立陶城的時候呢
[00:02:52.000 --> 00:02:57.000]  又來自於耶和華對於約書亞的吩咐
[00:02:57.000 --> 00:02:59.000]  從第一節就說了
[00:02:59.000 --> 00:03:02.000]  耶和華就小禦約書亞說了
[00:03:02.000 --> 00:03:03.000]  這樣說啊
[00:03:03.000 --> 00:03:05.000]  這樣的一個做法呢
[00:03:05.000 --> 00:03:08.000]  不是按照一個蜀士領袖
[00:03:08.000 --> 00:03:10.000]  他自己的想法
[00:03:10.000 --> 00:03:12.000]  也不是靠著一個
[00:03:12.000 --> 00:03:14.000]  酒精沙產的一個將軍啊
[00:03:14.000 --> 00:03:17.000]  約書亞自己慣用的做法
[00:03:17.000 --> 00:03:19.000]  而是從神而來
[00:03:19.000 --> 00:03:22.000]  小禦了約書亞
[00:03:22.000 --> 00:03:24.000]  你要吩咐以色列人說
[00:03:24.000 --> 00:03:30.000]  你們要藉著摩西小禦做的一件事情
[00:03:30.000 --> 00:03:31.000]  所以呢
[00:03:31.000 --> 00:03:34.000]  看到這樣一種的生命功課啊
[00:03:34.000 --> 00:03:36.000]  從摩西開始
[00:03:36.000 --> 00:03:38.000]  一直到了約書亞
[00:03:38.000 --> 00:03:41.000]  到了現在的以色列民
[00:03:41.000 --> 00:03:43.000]  奪得了迦南帝的時候
[00:03:43.000 --> 00:03:45.000]  得以實踐的時候
[00:03:45.000 --> 00:03:47.000]  要在群體當中
[00:03:47.000 --> 00:03:50.000]  要做的一件重要的事情啊
[00:03:50.000 --> 00:03:51.000]  陶城
[00:03:51.000 --> 00:03:55.000]  陶城剛才要多謝主席帶領大家讀啊
[00:03:55.000 --> 00:03:58.000]  有幾座城池啊
[00:03:58.000 --> 00:04:00.000]  不記得啊
[00:04:00.000 --> 00:04:01.000]  讀的時候呢
[00:04:01.000 --> 00:04:03.000]  他描述的很仔細
[00:04:03.000 --> 00:04:07.000]  有六座的城池
[00:04:07.000 --> 00:04:09.000]  如果大家可以看到地圖的話呢
[00:04:09.000 --> 00:04:11.000]  就可以看得很明顯啊
[00:04:11.000 --> 00:04:15.000]  如果按照約旦河在中間來劃分的話呢
[00:04:15.000 --> 00:04:21.000]  可以看到約旦河的東西兩邊呢
[00:04:21.000 --> 00:04:24.000]  各有三座城池
[00:04:24.000 --> 00:04:25.000]  也就可以說呢
[00:04:25.000 --> 00:04:30.000]  均勻地分佈在了以色列民的當中
[00:04:30.000 --> 00:04:31.000]  以至於呢
[00:04:31.000 --> 00:04:33.000]  在群體當中
[00:04:33.000 --> 00:04:36.000]  遇到一些特定的事情的時候
[00:04:36.000 --> 00:04:38.000]  陶城的功用呢
[00:04:38.000 --> 00:04:41.000]  就可以發揮它的作用了
[00:04:41.000 --> 00:04:44.000]  為什麼要建立陶城呢
[00:04:44.000 --> 00:04:47.000]  其實在裡面就可以發現到啊
[00:04:47.000 --> 00:04:50.000]  是神要在以色列民群體當中
[00:04:50.000 --> 00:04:52.000]  要讓他們學習
[00:04:52.000 --> 00:04:56.000]  直面會出現的各樣傷害
[00:04:56.000 --> 00:04:59.000]  以及紛爭
[00:04:59.000 --> 00:05:01.000]  哪怕是屬神的群體
[00:05:01.000 --> 00:05:02.000]  對嗎
[00:05:02.000 --> 00:05:06.000]  都會發生有傷害
[00:05:06.000 --> 00:05:07.000]  誤殺
[00:05:07.000 --> 00:05:10.000]  各樣的紛爭的出現
[00:05:10.000 --> 00:05:11.000]  所以呢
[00:05:11.000 --> 00:05:12.000]  當時的人要學習啊
[00:05:12.000 --> 00:05:14.000]  以色列民要學習
[00:05:14.000 --> 00:05:16.000]  現在的我們呢
[00:05:16.000 --> 00:05:18.000]  都是屬神的群體
[00:05:18.000 --> 00:05:19.000]  回到家當中
[00:05:19.000 --> 00:05:22.000]  都是已經信主的家人們
[00:05:22.000 --> 00:05:26.000]  還是要學習陶城的功課
[00:05:26.000 --> 00:05:28.000]  設立陶城呢
[00:05:28.000 --> 00:05:30.000]  首先有兩個區分啊
[00:05:30.000 --> 00:05:33.000]  有兩種區分分別開來啊
[00:05:33.000 --> 00:05:35.000]  首先呢就是
[00:05:35.000 --> 00:05:39.000]  要把罪惡和百姓分開
[00:05:39.000 --> 00:05:40.000]  對嗎
[00:05:40.000 --> 00:05:42.000]  百姓分開 對嗎
[00:05:42.000 --> 00:05:45.000]  要使那些誤殺人的
[00:05:45.000 --> 00:05:47.000]  可以逃到那裡
[00:05:47.000 --> 00:05:50.000]  以至於大家的這種糾葛
[00:05:50.000 --> 00:05:52.000]  這種芥蒂
[00:05:52.000 --> 00:05:53.000]  這種仇恨
[00:05:53.000 --> 00:05:55.000]  以至於這種罪啊
[00:05:55.000 --> 00:05:57.000]  不在群體當中
[00:05:57.000 --> 00:06:00.000]  繼續延伸和蔓延下去
[00:06:00.000 --> 00:06:03.000]  哪怕是誤殺的
[00:06:03.000 --> 00:06:05.000]  都要把它分別開來
[00:06:05.000 --> 00:06:08.000]  逃到陶城裡面去
[00:06:08.000 --> 00:06:10.000]  因為屬神的群體
[00:06:10.000 --> 00:06:13.000]  是一個聖潔的群體
[00:06:13.000 --> 00:06:17.000]  出現了這些爭端和爭議的時候
[00:06:17.000 --> 00:06:20.000]  神要把罪惡和百姓
[00:06:20.000 --> 00:06:23.000]  把它分開出來
[00:06:23.000 --> 00:06:24.000]  第二個分別呢
[00:06:24.000 --> 00:06:26.000]  這裡講的第一個分別啊
[00:06:26.000 --> 00:06:28.000]  接下來的第二個分別呢
[00:06:28.000 --> 00:06:30.000]  是要講到的是要把
[00:06:30.000 --> 00:06:34.000]  誤殺和謀殺分開 對嗎
[00:06:34.000 --> 00:06:37.000]  誤殺和謀殺分開
[00:06:37.000 --> 00:06:40.000]  陶城是給哪一種情況的啊
[00:06:40.000 --> 00:06:42.000]  誤殺的啊
[00:06:42.000 --> 00:06:46.000]  誤殺的一種來設立的
[00:06:46.000 --> 00:06:50.000]  使那些無心而誤殺人的
[00:06:50.000 --> 00:06:52.000]  可以逃到那裡去
[00:06:52.000 --> 00:06:55.000]  那如果是有心的謀殺呢
[00:06:55.000 --> 00:06:57.000]  就要被處死的
[00:06:57.000 --> 00:07:00.000]  犯了血仇的就要被處死
[00:07:00.000 --> 00:07:02.000]  但是呢 這裡就有一種
[00:07:02.000 --> 00:07:04.000]  一定會遇到的情況
[00:07:04.000 --> 00:07:07.000]  神讓以色列民可以直面它
[00:07:07.000 --> 00:07:10.000]  哪怕是屬神的群體
[00:07:10.000 --> 00:07:14.000]  還是會出現有一種無心的過犯
[00:07:14.000 --> 00:07:18.000]  結下了這種的仇怨啊 冤仇啊
[00:07:18.000 --> 00:07:20.000]  以至於叫他離開
[00:07:20.000 --> 00:07:22.000]  不再當時的群體啊
[00:07:22.000 --> 00:07:25.000]  以至於處理一個問題啊
[00:07:25.000 --> 00:07:28.000]  不要以冤來抱怨啊
[00:07:28.000 --> 00:07:30.000]  以冤來抱怨啊
[00:07:30.000 --> 00:07:33.000]  如果熟悉看這個武俠小說啊
[00:07:33.000 --> 00:07:35.000]  各樣一些的弟兄姐妹會發現啊
[00:07:35.000 --> 00:07:37.000]  在武俠小說裡面
[00:07:37.000 --> 00:07:39.000]  經常說到一句話
[00:07:39.000 --> 00:07:41.000]  冤冤相報
[00:07:41.000 --> 00:07:44.000]  大家都是經常看的啊
[00:07:44.000 --> 00:07:47.000]  電視劇也會有啊
[00:07:47.000 --> 00:07:50.000]  不讓這樣一種的因為愛
[00:07:50.000 --> 00:07:53.000]  而產生的仇恨
[00:07:53.000 --> 00:07:56.000]  我愛的家人被人所誤殺了
[00:07:56.000 --> 00:07:58.000]  傷害了
[00:07:58.000 --> 00:08:01.000]  我愛就轉化成莫大的仇恨
[00:08:01.000 --> 00:08:03.000]  要在群體當中
[00:08:03.000 --> 00:08:07.000]  再有這樣一種的仇恨發生
[00:08:07.000 --> 00:08:10.000]  仇恨 再有仇恨
[00:08:10.000 --> 00:08:12.000]  再有更大的仇恨
[00:08:12.000 --> 00:08:14.000]  這個罪呢 大家就會發現啊
[00:08:14.000 --> 00:08:16.000]  越來越大
[00:08:16.000 --> 00:08:18.000]  所以呢 神就讓他們啊
[00:08:18.000 --> 00:08:21.000]  設立幾個層次的陶城啊
[00:08:21.000 --> 00:08:24.000]  六個層次的陶城
[00:08:24.000 --> 00:08:27.000]  要去處理這樣一種的問題
[00:08:27.000 --> 00:08:29.000]  而陶城當中呢
[00:08:29.000 --> 00:08:31.000]  進入陶城的時候呢
[00:08:31.000 --> 00:08:33.000]  要經歷一些的步驟的啊
[00:08:33.000 --> 00:08:37.000]  如果大家當時讀經的時候有留意
[00:08:37.000 --> 00:08:40.000]  或者是平時有靈修看過這段經文的
[00:08:40.000 --> 00:08:42.000]  就會發現到啊
[00:08:42.000 --> 00:08:46.000]  這裡還要處理兩個問題啊
[00:08:46.000 --> 00:08:49.000]  什麼叫做無心而誤殺呢
[00:08:49.000 --> 00:08:51.000]  非蓄意去殺害
[00:08:51.000 --> 00:08:54.000]  不是當事人所能事先
[00:08:54.000 --> 00:08:57.000]  防範的人命的事故啊
[00:08:57.000 --> 00:09:00.000]  防範而且去仇化的人命的事故
[00:09:00.000 --> 00:09:03.000]  而且另外一個什麼叫報血仇呢
[00:09:03.000 --> 00:09:05.000]  講的就是呢
[00:09:05.000 --> 00:09:07.000]  以命償命的原則
[00:09:07.000 --> 00:09:09.000]  本著以命償命的選擇
