
[00:00:00.000 --> 00:00:05.000]  今日都好想同大家黎到去透過貼索
[00:00:05.000 --> 00:00:09.000]  落黎加前書,我地認識真實信仰嘅力量
[00:00:09.000 --> 00:00:14.000]  真嘅嘢我諗我地都好情願要真嘢都唔要假嘢
[00:00:14.000 --> 00:00:16.000]  大家買包包都係想要真
[00:00:16.000 --> 00:00:19.000]  你用嘅銀紙都係好介意係咪真
[00:00:19.000 --> 00:00:23.000]  我記得我有次係兌換人民幣嘅時候
[00:00:23.000 --> 00:00:25.000]  應該係內地買嘢
[00:00:25.000 --> 00:00:27.000]  人地唱錢唱返比我
[00:00:27.000 --> 00:00:30.000]  但係我發現居然有一張係假幣
[00:00:30.000 --> 00:00:33.000]  當我唔知再要佢使用嘅時候
[00:00:33.000 --> 00:00:36.000]  就唔被接納
[00:00:36.000 --> 00:00:38.000]  嗰張大拿拿50蚊
[00:00:38.000 --> 00:00:41.000]  好彩唔係再多啲嘅面額
[00:00:41.000 --> 00:00:44.000]  但係心裏面都覺得都好激氣
[00:00:44.000 --> 00:00:46.000]  點解會咁樣
[00:00:46.000 --> 00:00:50.000]  好,而家臨近農曆新年
[00:00:50.000 --> 00:00:53.000]  我估大家好可能都會唱錢
[00:00:53.000 --> 00:00:55.000]  換啲新銀紙新鈔
[00:00:55.000 --> 00:00:58.000]  去銀行兌換就都唔需擔心
[00:00:58.000 --> 00:01:00.000]  入利是封牌畀人
[00:01:00.000 --> 00:01:03.000]  但係如果我地係日常生活
[00:01:03.000 --> 00:01:07.000]  有機會都去接觸啲銀紙
[00:01:07.000 --> 00:01:12.000]  唔知你又識唔識得分辨真鈔同埋偽鈔
[00:01:12.000 --> 00:01:15.000]  知唔知得點分辨
[00:01:15.000 --> 00:01:21.000]  原來好多銀行都會知道
[00:01:21.000 --> 00:01:24.000]  好多人都會想印
[00:01:24.000 --> 00:01:26.000]  尤其是犯罪集團印假銀紙
[00:01:26.000 --> 00:01:28.000]  嘩咁就發啦係咪
[00:01:28.000 --> 00:01:29.000]  你唔使印一千蚊
[00:01:29.000 --> 00:01:31.000]  你印十蚊咁都發啦
[00:01:31.000 --> 00:01:32.000]  印好多張咁樣
[00:01:32.000 --> 00:01:34.000]  所以佢哋喺做銀紙
[00:01:34.000 --> 00:01:36.000]  銀行化銀紙
[00:01:36.000 --> 00:01:40.000]  要確保係好難畀人偽逐
[00:01:40.000 --> 00:01:43.000]  就要確保佢哋買嘅紙料係特別啲
[00:01:43.000 --> 00:01:46.000]  特別啲唔係普通我哋呢啲A4紙
[00:01:46.000 --> 00:01:47.000]  咁你又想去印銀紙
[00:01:47.000 --> 00:01:50.000]  一摸上手就知唔對路
[00:01:50.000 --> 00:01:52.000]  另外就有啲水印
[00:01:52.000 --> 00:01:55.000]  原來哪怕想模型啲水印
[00:01:55.000 --> 00:01:57.000]  原來佢哋又有好特別
[00:01:57.000 --> 00:01:59.000]  好專業嘅技術
[00:01:59.000 --> 00:02:00.000]  要確保佢哋嘅水印
[00:02:00.000 --> 00:02:03.000]  個線條係分明啲
[00:02:03.000 --> 00:02:06.000]  即係嗰個立體感係好唔同
[00:02:06.000 --> 00:02:08.000]  跟住印落嗰啲字
[00:02:08.000 --> 00:02:10.000]  原來又會有啲甩疊感
[00:02:10.000 --> 00:02:12.000]  嗰種手感係唔同嘅
[00:02:12.000 --> 00:02:13.000]  你揉落去
[00:02:13.000 --> 00:02:15.000]  你就感受到假嘅同埋真嘅
[00:02:15.000 --> 00:02:18.000]  嗰種嘅甩疊感就係好唔同
[00:02:18.000 --> 00:02:22.000]  呢一切呢一切呢其實都好想去確保
[00:02:22.000 --> 00:02:26.000]  啲真鈔係有呢啲嘅防偽嘅特徵
[00:02:26.000 --> 00:02:29.000]  就好難呢就畀人模型
[00:02:29.000 --> 00:02:32.000]  而呢點樣我哋去提防
[00:02:32.000 --> 00:02:35.000]  大家好似Jenny傳到咁倫盡
[00:02:35.000 --> 00:02:38.000]  收咗槍揀銀紙都唔知呢
[00:02:38.000 --> 00:02:41.000]  原來最能夠最能夠去做到呢
[00:02:41.000 --> 00:02:43.000]  你唔係去學乜嘢係假
[00:02:43.000 --> 00:02:46.000]  反而你對於乜嘢為之真
[00:02:46.000 --> 00:02:49.000]  真銀紙嘅防偽特徵係乜嘢
[00:02:49.000 --> 00:02:50.000]  你越熟悉
[00:02:50.000 --> 00:02:53.000]  所以如果你喺銀行做呢數慣銀紙
[00:02:53.000 --> 00:02:55.000]  好大機會你係專家
[00:02:55.000 --> 00:02:58.000]  即係話一摸上手就好快分到真假
[00:02:58.000 --> 00:03:02.000]  越熟悉真嘅防偽嘅特徵
[00:03:02.000 --> 00:03:06.000]  就越能夠幫我哋去辨認到
[00:03:06.000 --> 00:03:08.000]  邊啲係假貨
[00:03:08.000 --> 00:03:11.000]  銀紙收到偽鈔
[00:03:11.000 --> 00:03:14.000]  我哋都會覺得好倫盡
[00:03:14.000 --> 00:03:17.000]  因為你會知道雖然佢個樣好似
[00:03:17.000 --> 00:03:20.000]  但係佢嘅價值
[00:03:20.000 --> 00:03:23.000]  佢嘅效用呢係唔被承認
[00:03:23.000 --> 00:03:25.000]  你明我意思
[00:03:25.000 --> 00:03:27.000]  香港政府唔承認佢
[00:03:27.000 --> 00:03:33.000]  冇任何一個國家嘅體制承認佢
[00:03:33.000 --> 00:03:35.000]  咁係冇效用
[00:03:35.000 --> 00:03:39.000]  我哋會好重視銀紙真係要真
[00:03:39.000 --> 00:03:42.000]  但係我哋又有冇重視
[00:03:42.000 --> 00:03:46.000]  我哋都有一份真實嘅信仰呢
[00:03:46.000 --> 00:03:48.000]  我哋又有冇重視
[00:03:48.000 --> 00:03:51.000]  我哋都有一份真實嘅信仰呢
[00:03:51.000 --> 00:03:54.000]  信仰都會有唔真實嘅
[00:03:54.000 --> 00:03:58.000]  主耶穌基督好清楚知道
[00:03:58.000 --> 00:04:02.000]  唔係每一個稱呼佢主呀主呀嘅人
[00:04:02.000 --> 00:04:06.000]  都係真正跟隨緊佢嘅門徒
[00:04:06.000 --> 00:04:09.000]  都係有住一份真實嘅信仰
[00:04:09.000 --> 00:04:11.000]  所以佢講得好白
[00:04:11.000 --> 00:04:13.000]  我哋多次用比喻呢
[00:04:13.000 --> 00:04:15.000]  佢話當佢再嚟嘅時候
[00:04:15.000 --> 00:04:17.000]  其實亦都係嗰個時間
[00:04:17.000 --> 00:04:20.000]  佢要分辨信仰嘅真偽
[00:04:20.000 --> 00:04:23.000]  究竟邊啲真係物質
[00:04:23.000 --> 00:04:25.000]  邊啲真係綿羊
[00:04:25.000 --> 00:04:31.000]  今日好想透過貼薩羅尼加前書嘅第一章
[00:04:31.000 --> 00:04:34.000]  我哋都從裏面嘅經文
[00:04:34.000 --> 00:04:37.000]  我哋一齊嚟到去確認一下
[00:04:37.000 --> 00:04:42.000]  信仰係咪都係不折不扣嘅真實無偽呢
[00:04:42.000 --> 00:04:45.000]  因為唯有一份真實嘅信仰
[00:04:45.000 --> 00:04:49.000]  原來先喺主嘅面前被承認
[00:04:49.000 --> 00:04:52.000]  先至係被認可
[00:04:52.000 --> 00:04:56.000]  並且亦都唯有一份真實嘅信仰
[00:04:56.000 --> 00:04:59.000]  先真係能夠讓我哋有動力
[00:04:59.000 --> 00:05:03.000]  活出真係頭先我哋詩歌所唱
[00:05:03.000 --> 00:05:09.000]  信望愛嘅人生並且經歷主所應許嘅
[00:05:09.000 --> 00:05:11.000]  嗰份豐盛嘅生命
[00:05:11.000 --> 00:05:16.000]  貼薩羅尼加前書亦都係我哋今年門訓系列開展嘅
[00:05:16.000 --> 00:05:18.000]  第一卷嘅書卷
[00:05:18.000 --> 00:05:23.000]  都係值得我哋花少少時間認識下呢卷書嘅背景
[00:05:23.000 --> 00:05:30.000]  貼薩羅尼加教會其實就喺保羅第二節嘅宣教旅程當中
[00:05:30.000 --> 00:05:32.000]  建立嘅其中一個嘅教會
[00:05:32.000 --> 00:05:34.000]  有關宣教旅程
[00:05:34.000 --> 00:05:35.000]  保羅嘅宣教旅程
[00:05:35.000 --> 00:05:38.000]  其實基本上我哋可以喺《使徒行傳》
[00:05:38.000 --> 00:05:41.000]  就能夠有一個鐘覽知道
[00:05:41.000 --> 00:05:45.000]  保羅係幾時去到第一次第二次
[00:05:45.000 --> 00:05:47.000]  而關於第二次嘅宣教旅程
[00:05:47.000 --> 00:05:52.000]  就喺16至18章《使徒行傳》裏面我哋會睇到
[00:05:52.000 --> 00:05:55.000]  而裏面尤其係17章嘅上半部
[00:05:55.000 --> 00:05:59.000]  就係寄述到保羅去到貼薩羅尼加嘅時候
