
[00:00:00.000 --> 00:00:04.000]  那麼我上個星期五就發現確診了,
[00:00:04.000 --> 00:00:07.000]  所以上個星期天的崇拜就沒來。
[00:00:07.000 --> 00:00:09.000]  那麼,
[00:00:09.000 --> 00:00:10.000]  感謝神,
[00:00:10.000 --> 00:00:12.000]  在星期三,
[00:00:12.000 --> 00:00:14.000]  我就開始轉陰了,
[00:00:14.000 --> 00:00:18.000]  然後就一直轉陰到今天。
[00:00:18.000 --> 00:00:22.000]  沒有把任何一個細節當作是理所當然,
[00:00:22.000 --> 00:00:24.000]  然後就一直轉陰到今天,
[00:00:24.000 --> 00:00:26.000]  然後就一直轉陰到今天,
[00:00:26.000 --> 00:00:30.000]  沒有把任何一個細節當作是理所當然,
[00:00:30.000 --> 00:00:33.000]  很多弟兄姐妹的關愛、禱告,
[00:00:33.000 --> 00:00:36.000]  真的是神也聽禱告,
[00:00:36.000 --> 00:00:38.000]  那麼不當理所當然,
[00:00:38.000 --> 00:00:40.000]  一切都是恩典,
[00:00:40.000 --> 00:00:42.000]  要感謝贊美神,
[00:00:42.000 --> 00:00:46.000]  也祝福大家繼續有健康平安,
[00:00:46.000 --> 00:00:48.000]  我們能夠同心是主,
[00:00:48.000 --> 00:00:51.000]  我們一起同心禱告。
[00:00:51.000 --> 00:00:54.000]  聽物上帝,我們滿心感謝贊美禰,
[00:00:54.000 --> 00:00:57.000]  在我們的生命中有許多的恩典,
[00:00:57.000 --> 00:00:59.000]  有時候我們看得見,
[00:00:59.000 --> 00:01:00.000]  有時候我們看不見,
[00:01:00.000 --> 00:01:03.000]  但是主啊,我們真的是要數算,
[00:01:03.000 --> 00:01:05.000]  然後我們要感恩,
[00:01:05.000 --> 00:01:09.000]  我們也不把生命中的一切當作理所當然,
[00:01:09.000 --> 00:01:10.000]  感謝贊美禰,
[00:01:10.000 --> 00:01:11.000]  在這個群體,
[00:01:11.000 --> 00:01:13.000]  我們像一個家庭,
[00:01:13.000 --> 00:01:14.000]  有很多的弟兄姐妹,
[00:01:14.000 --> 00:01:16.000]  就像我們的家人,
[00:01:16.000 --> 00:01:17.000]  一有什麼事情,
[00:01:17.000 --> 00:01:19.000]  就有很多的關愛,
[00:01:19.000 --> 00:01:20.000]  很多的禱告,
[00:01:20.000 --> 00:01:21.000]  我們感謝禰。
[00:01:21.000 --> 00:01:23.000]  今天我們感恩,
[00:01:23.000 --> 00:01:26.000]  我們眾人能夠聚集在這裡,
[00:01:26.000 --> 00:01:29.000]  來參加這個崇拜,
[00:01:29.000 --> 00:01:31.000]  帶著健康的身體來參加,
[00:01:31.000 --> 00:01:33.000]  我們知道也不是理所當然,
[00:01:33.000 --> 00:01:35.000]  我們感謝贊美禰。
[00:01:35.000 --> 00:01:40.000]  我們也為那些三年沒有回家,
[00:01:40.000 --> 00:01:42.000]  在錦羅密谷籌備,
[00:01:42.000 --> 00:01:43.000]  不管是工作的安排,
[00:01:43.000 --> 00:01:45.000]  還是家庭的安排,
[00:01:45.000 --> 00:01:47.000]  還是已經回到家了,
[00:01:47.000 --> 00:01:51.000]  我們就求上帝祝福我們這些弟兄姐妹,
[00:01:51.000 --> 00:01:54.000]  求禰與他們,還有他們的家人同在,
[00:01:54.000 --> 00:01:55.000]  我們感謝禰,
[00:01:55.000 --> 00:01:57.000]  禱告奉主耶穌基督的聖名祈求。
[00:01:57.000 --> 00:01:59.000]  Amen。
[00:01:59.000 --> 00:02:02.000]  我們繼續回到馬可福音講道系列,
[00:02:02.000 --> 00:02:05.000]  今天是去到第46講,
[00:02:05.000 --> 00:02:08.000]  是講耶穌預言門徒跌倒。
[00:02:08.000 --> 00:02:13.000]  我們上一次是講到耶穌最後的晚餐,
[00:02:13.000 --> 00:02:15.000]  這個是在聖誕節之前,
[00:02:15.000 --> 00:02:18.000]  不過我相信大家都有點印象,
[00:02:18.000 --> 00:02:21.000]  我們記得那時候看到,
[00:02:21.000 --> 00:02:23.000]  那裡有講到三篇,
[00:02:23.000 --> 00:02:25.000]  第一篇是預備,
