
[00:00:00.000 --> 00:00:02.000]  弟兄姐妹好
[00:00:02.000 --> 00:00:04.000]  今天跟大家分享的題目呢
[00:00:04.000 --> 00:00:08.000]  就是生命喜樂的秘訣
[00:00:08.000 --> 00:00:12.000]  我不知道你們喜不喜歡有一個喜樂的人生呢?
[00:00:12.000 --> 00:00:16.000]  當然,美國弟兄姐妹都很希望有一個喜樂的人生
[00:00:16.000 --> 00:00:18.000]  但你曉不曉得
[00:00:18.000 --> 00:00:24.000]  其實呢,在聖經裡就隱含了一個人生喜樂的秘訣
[00:00:24.000 --> 00:00:28.000]  而這隱含的經文呢,就是我們熟悉的
[00:00:28.000 --> 00:00:32.000]  就是剛才Mac姐妹帶領我們讀的那段經文
[00:00:32.000 --> 00:00:34.000]  就在裡面
[00:00:34.000 --> 00:00:39.000]  這個經文是講到耶穌所說的兩個最大的界面
[00:00:39.000 --> 00:00:42.000]  當時有一個文士來的時候
[00:00:42.000 --> 00:00:44.000]  聽見他們辯論的時候
[00:00:44.000 --> 00:00:47.000]  就曉得耶穌回答得非常好
[00:00:47.000 --> 00:00:49.000]  就問他說了
[00:00:49.000 --> 00:00:53.000]  界面中哪一個是第一要緊的呢?
[00:00:53.000 --> 00:00:55.000]  大家也知道
[00:00:55.000 --> 00:00:58.000]  第一要緊的就是說
[00:00:58.000 --> 00:01:00.000]  以色列啊,你要聽
[00:01:00.000 --> 00:01:03.000]  主我們神是獨一的主
[00:01:03.000 --> 00:01:05.000]  所以第一個我們相信
[00:01:05.000 --> 00:01:07.000]  宇宙是有神的
[00:01:07.000 --> 00:01:10.000]  而且祂是創造我們的偉大的父
[00:01:10.000 --> 00:01:11.000]  創造主
[00:01:11.000 --> 00:01:14.000]  首先你要知道這個事情
[00:01:14.000 --> 00:01:16.000]  而且下來了是什麼呢?
[00:01:16.000 --> 00:01:17.000]  三世界說
[00:01:17.000 --> 00:01:22.000]  你要盡信,盡信,盡義,盡念,愛主你的神
[00:01:22.000 --> 00:01:26.000]  我們對神,就是創造我們父的反應是什麼呢?
[00:01:26.000 --> 00:01:29.000]  就是盡信,盡信,盡義,盡念,愛他
[00:01:29.000 --> 00:01:31.000]  尊主偉大
[00:01:31.000 --> 00:01:33.000]  下來是什麼呢?
[00:01:33.000 --> 00:01:36.000]  其次就是說要愛人
[00:01:36.000 --> 00:01:38.000]  愛人,然後怎麼樣?
[00:01:38.000 --> 00:01:39.000]  如己
[00:01:39.000 --> 00:01:43.000]  再沒有比這兩個界面更大了
[00:01:43.000 --> 00:01:45.000]  其實這種姐妹啊
[00:01:45.000 --> 00:01:49.000]  一方我們知道這是修約裡面主要界面的
[00:01:49.000 --> 00:01:51.000]  好的總結
[00:01:51.000 --> 00:01:53.000]  耶穌很棒
[00:01:53.000 --> 00:01:55.000]  就像修約很多律法的精神
[00:01:55.000 --> 00:01:59.000]  就是總結的兩個很大的界面
[00:01:59.000 --> 00:02:01.000]  這個很大都很熟悉的
[00:02:01.000 --> 00:02:04.000]  弟兄姐妹都應該很熟悉這方面
[00:02:04.000 --> 00:02:06.000]  但是你現在是曉不曉得
[00:02:06.000 --> 00:02:12.000]  也是這兩個經文就解開了我們人生一個非常重要的奧秘
[00:02:12.000 --> 00:02:14.000]  就是喜樂的奧秘
[00:02:14.000 --> 00:02:16.000]  這喜樂奧秘在哪裡呢?
[00:02:16.000 --> 00:02:20.000]  我相信在座的大部分弟兄姐妹對喜樂
[00:02:20.000 --> 00:02:22.000]  這個英文字都非常清楚的
[00:02:22.000 --> 00:02:23.000]  喜樂是什麼?
[00:02:23.000 --> 00:02:25.000]  就是英文所說的joy
[00:02:25.000 --> 00:02:29.000]  那人生喜樂的秘訣在哪裡呢?
[00:02:29.000 --> 00:02:32.000]  就是JOY的順序
[00:02:32.000 --> 00:02:34.000]  Y是什麼?
[00:02:34.000 --> 00:02:37.000]  Y是你自己,yourself
[00:02:37.000 --> 00:02:38.000]  O是什麼?
[00:02:38.000 --> 00:02:41.000]  O是others,他人
[00:02:41.000 --> 00:02:45.000]  你要將他人的意囑放在你這前面
[00:02:45.000 --> 00:02:48.000]  然後前面J是什麼呢?
[00:02:48.000 --> 00:02:49.000]  大家也曉得
[00:02:49.000 --> 00:02:52.000]  就是耶和華神,就是耶穌
[00:02:52.000 --> 00:02:54.000]  JOY
[00:02:54.000 --> 00:02:57.000]  如果你人生將神放在第一
[00:02:57.000 --> 00:02:59.000]  將人家的意囑放在前面
[00:02:59.000 --> 00:03:02.000]  然後下來才是自己的話
[00:03:02.000 --> 00:03:03.000]  我擔保你
[00:03:03.000 --> 00:03:08.000]  這個順序就迎合到神創造的規律
[00:03:08.000 --> 00:03:11.000]  又是人生喜樂的秘訣
[00:03:11.000 --> 00:03:13.000]  當你擺對的時候
[00:03:13.000 --> 00:03:16.000]  你的生命就非常喜樂
[00:03:16.000 --> 00:03:18.000]  但如果是擺錯了以後
[00:03:18.000 --> 00:03:23.000]  你就發覺好像生命還是差一點點的什麼東西
[00:03:23.000 --> 00:03:25.000]  就是這個JOY
[00:03:25.000 --> 00:03:28.000]  耶穌在前,尊神偉大
[00:03:28.000 --> 00:03:32.000]  下來呢,就將人家的意囑放在你的前面
