
[00:00:00.000 --> 00:00:03.000]  謝謝 晚安
[00:00:04.000 --> 00:00:06.000]  不知道大家看到這個題目的時候
[00:00:06.000 --> 00:00:09.000]  你心裏想想我想說什麼
[00:00:09.000 --> 00:00:13.000]  或者如果你在家花時間看了一段經文
[00:00:13.000 --> 00:00:16.000]  然後你再對應一下這個題目
[00:00:16.000 --> 00:00:19.000]  我不知道你又猜一下我究竟想說什麼
[00:00:19.000 --> 00:00:25.000]  心之所繫一般來說
[00:00:25.000 --> 00:00:28.000]  都應該是說到人的心裏面
[00:00:28.000 --> 00:00:32.000]  對於某個人某一種事某一種物有牽掛
[00:00:32.000 --> 00:00:35.000]  以至於處於無法放下的狀態
[00:00:35.000 --> 00:00:38.000]  即是放在心裏面一直記掛著
[00:00:38.000 --> 00:00:42.000]  情之所願就是說人心裏面不斷的牽掛
[00:00:42.000 --> 00:00:46.000]  而形成了一種特別的行動或者一種行為
[00:00:46.000 --> 00:00:49.000]  所以當兩個詞放在一起
[00:00:49.000 --> 00:00:51.000]  好像就告訴我們
[00:00:51.000 --> 00:00:53.000]  當人心中有所牽掛
[00:00:53.000 --> 00:00:56.000]  自然的會投入了我們的感情在裏面
[00:00:56.000 --> 00:00:59.000]  而這種感情必定會推使我們
[00:00:59.000 --> 00:01:02.000]  作出一種行為或者行動
[00:01:02.000 --> 00:01:05.000]  即是你心裏面有一種的觀念
[00:01:05.000 --> 00:01:08.000]  然後會產生一份感情
[00:01:08.000 --> 00:01:11.000]  推動你要做一些事情
[00:01:11.000 --> 00:01:14.000]  過去星期三是情人節
[00:01:14.000 --> 00:01:17.000]  不知道我們怎樣度過
[00:01:17.000 --> 00:01:20.000]  但我覺得怎樣度過這個節期
[00:01:20.000 --> 00:01:24.000]  其實是反映著我是否心之所繫
[00:01:24.000 --> 00:01:25.000]  情之所願
[00:01:25.000 --> 00:01:28.000]  特別是一些弟兄
[00:01:28.000 --> 00:01:33.000]  如果你此時此刻沒有什麼特別人是你心之所繫
[00:01:33.000 --> 00:01:36.000]  我相信這個節期對你來說沒有什麼特別
[00:01:36.000 --> 00:01:39.000]  但如果此時此刻
[00:01:39.000 --> 00:01:42.000]  當然可能是你的配偶或者你的情人
[00:01:42.000 --> 00:01:44.000]  如果特別剛剛有了情人
[00:01:44.000 --> 00:01:47.000]  那你應該是心之所繫
[00:01:47.000 --> 00:01:49.000]  如果是的話
[00:01:49.000 --> 00:01:51.000]  我就猜
[00:01:51.000 --> 00:01:54.000]  哪怕玫瑰花加上情人節大餐
[00:01:54.000 --> 00:01:56.000]  所以花費都不少的錢
[00:01:56.000 --> 00:01:59.000]  我仍然會情之所願地
[00:01:59.000 --> 00:02:02.000]  拿錢出來花掉
[00:02:02.000 --> 00:02:05.000]  但我想其實不只是錢
[00:02:05.000 --> 00:02:07.000]  很多時候都是我們的時間和心機
[00:02:07.000 --> 00:02:08.000]  找地方吃
[00:02:08.000 --> 00:02:09.000]  這間好像貴一點
[00:02:09.000 --> 00:02:10.000]  這間好像划算一點
[00:02:10.000 --> 00:02:14.000]  這間好像食物好吃一點
[00:02:14.000 --> 00:02:17.000]  我記得當我剛剛回來香港的末會時
[00:02:17.000 --> 00:02:18.000]  當時很多年前
[00:02:18.000 --> 00:02:20.000]  仍然單身一人
[00:02:20.000 --> 00:02:22.000]  期待另一半的出現
[00:02:22.000 --> 00:02:24.000]  沒多久當我知道
[00:02:24.000 --> 00:02:26.000]  我所服侍的教會裏面
[00:02:26.000 --> 00:02:27.000]  聽頂曲說
[00:02:27.000 --> 00:02:30.000]  有一位剛剛去外地
[00:02:30.000 --> 00:02:33.000]  短孫一年回來的姐妹
[00:02:33.000 --> 00:02:34.000]  當時就想
[00:02:34.000 --> 00:02:35.000]  好吧
[00:02:35.000 --> 00:02:37.000]  又是我的心
[00:02:37.000 --> 00:02:39.000]  會不會適合我呢
[00:02:39.000 --> 00:02:42.000]  她是誰呢
[00:02:42.000 --> 00:02:44.000]  其實那時候教會不是很大
[00:02:44.000 --> 00:02:45.000]  只有百多人
[00:02:45.000 --> 00:02:46.000]  但不知為什麼
[00:02:46.000 --> 00:02:48.000]  在我負責的工作範圍裏面
[00:02:48.000 --> 00:02:51.000]  我總是遇不到她
[00:02:51.000 --> 00:02:55.000]  心裏面想知道
[00:02:55.000 --> 00:02:56.000]  但又遇不到
[00:02:56.000 --> 00:02:58.000]  但我沒有放棄
[00:02:58.000 --> 00:02:59.000]  我便跟神祈禱
[00:02:59.000 --> 00:03:01.000]  神可否讓我知道是誰呢
[00:03:01.000 --> 00:03:03.000]  看看是否適合
[00:03:03.000 --> 00:03:05.000]  因為仍然單身
[00:03:05.000 --> 00:03:08.000]  我就是這樣祈禱
[00:03:08.000 --> 00:03:10.000]  可能我覺得當時
[00:03:10.000 --> 00:03:12.000]  我已經心有所繫
[00:03:12.000 --> 00:03:13.000]  日思夜想
[00:03:13.000 --> 00:03:14.000]  你又搞錯
[00:03:14.000 --> 00:03:16.000]  你都不知道她是誰
[00:03:16.000 --> 00:03:17.000]  又未遇見過她
[00:03:17.000 --> 00:03:20.000]  你的心裏面已經是這樣想
[00:03:20.000 --> 00:03:21.000]  我就是那時候開始
[00:03:21.000 --> 00:03:23.000]  每一天都為這件事祈禱
[00:03:23.000 --> 00:03:24.000]  求神讓我知道她是誰
[00:03:24.000 --> 00:03:25.000]  終於有一天
[00:03:25.000 --> 00:03:27.000]  在一個偶然的機會下
[00:03:27.000 --> 00:03:31.000]  我知道原來就是這位姐妹
[00:03:31.000 --> 00:03:32.000]  我見完她之後
[00:03:32.000 --> 00:03:34.000]  我心裏面有更多問題
[00:03:34.000 --> 00:03:35.000]  第一個問題
[00:03:35.000 --> 00:03:39.000]  我問她有沒有男朋友
[00:03:39.000 --> 00:03:40.000]  然後我心想
[00:03:40.000 --> 00:03:42.000]  她對我有什麼印象呢
[00:03:42.000 --> 00:03:44.000]  真麻煩
[00:03:44.000 --> 00:03:46.000]  後來很快我知道她沒有男朋友
[00:03:46.000 --> 00:03:48.000]  心裏面很開心
[00:03:48.000 --> 00:03:49.000]  心頭大石
[00:03:49.000 --> 00:03:50.000]  覺得可以追求
