
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 大家主內平安
[00:00:03.000 --> 00:00:05.000]  感謝上帝的恩典
[00:00:05.000 --> 00:00:08.000]  今天我們可以齊聚在主的殿中
[00:00:08.000 --> 00:00:11.000]  一起來思想 主給我們的話語
[00:00:11.000 --> 00:00:14.000]  今天要和大家分享的題目叫做
[00:00:14.000 --> 00:00:16.000]  生命的根性
[00:00:16.000 --> 00:00:19.000]  那麼如果大家經常來
[00:00:19.000 --> 00:00:21.000]  那麼有印象的話
[00:00:21.000 --> 00:00:24.000]  就會記得在本月我的前一次講道當中
[00:00:24.000 --> 00:00:27.000]  和大家分享了一件事
[00:00:27.000 --> 00:00:31.000]  和大家分享了一個相關的主題
[00:00:31.000 --> 00:00:34.000]  上次和大家分享的題目叫做
[00:00:34.000 --> 00:00:36.000]  關係的根性
[00:00:36.000 --> 00:00:38.000]  從上次的內容當中
[00:00:38.000 --> 00:00:40.000]  我們就可以體會得到
[00:00:40.000 --> 00:00:42.000]  其實這種關係
[00:00:42.000 --> 00:00:45.000]  人與人之間的關係
[00:00:45.000 --> 00:00:50.000]  背後蘊含著人和神之間的關係
[00:00:50.000 --> 00:00:52.000]  我們和神的關係好
[00:00:52.000 --> 00:00:55.000]  我們自然也可以和人的關係
[00:00:55.000 --> 00:00:57.000]  建立得更好
[00:00:57.000 --> 00:00:59.000]  更加能夠得到根性
[00:00:59.000 --> 00:01:03.000]  那麼究竟如何能夠根性和突破
[00:01:03.000 --> 00:01:05.000]  我們和神的關係
[00:01:05.000 --> 00:01:07.000]  以至於我們和人的關係也不一樣呢
[00:01:07.000 --> 00:01:10.000]  就涉及到今天的內容
[00:01:10.000 --> 00:01:13.000]  所以兩篇的講道它是相關的
[00:01:13.000 --> 00:01:15.000]  可以說也是一個噤聲
[00:01:15.000 --> 00:01:19.000]  就講到了今天的生命的根性
[00:01:19.000 --> 00:01:22.000]  那麼求主幫助和帶領我們
[00:01:22.000 --> 00:01:23.000]  透過今天的經文
[00:01:23.000 --> 00:01:25.000]  一起來思考這個主題
[00:01:25.000 --> 00:01:27.000]  我們一起先來禱告
[00:01:27.000 --> 00:01:32.000]  天父上帝感謝你的愛和恩典
[00:01:32.000 --> 00:01:34.000]  你不斷的祝福我們
[00:01:34.000 --> 00:01:35.000]  賜福我們
[00:01:35.000 --> 00:01:38.000]  也一起不斷的來淘造我們
[00:01:38.000 --> 00:01:42.000]  盼望我們關係不斷的改變和有根性
[00:01:42.000 --> 00:01:44.000]  也盼望我們生命可以有突破
[00:01:44.000 --> 00:01:45.000]  主啊
[00:01:45.000 --> 00:01:46.000]  我們今天一起來思考的
[00:01:46.000 --> 00:01:48.000]  這個生命的根性
[00:01:48.000 --> 00:01:51.000]  也就交託在主的手中
[00:01:51.000 --> 00:01:53.000]  盼望主的話語
[00:01:53.000 --> 00:01:54.000]  真道和教導
[00:01:54.000 --> 00:01:57.000]  就交灌在我們的心田當中
[00:01:57.000 --> 00:01:58.000]  有安慰
[00:01:58.000 --> 00:02:00.000]  有勸戒
[00:02:00.000 --> 00:02:02.000]  也有鼓勵和引導
[00:02:02.000 --> 00:02:04.000]  幫助我們能更好的
[00:02:04.000 --> 00:02:07.000]  來同行我們的人生道路
[00:02:07.000 --> 00:02:09.000]  願我口中的言語
[00:02:09.000 --> 00:02:11.000]  眾弟兄姊妹的心懷意念
[00:02:11.000 --> 00:02:14.000]  都得蒙天父上帝你的約納
[00:02:14.000 --> 00:02:15.000]  同心禱告
[00:02:15.000 --> 00:02:16.000]  奉主明求
[00:02:16.000 --> 00:02:18.000]  Amen
[00:02:18.000 --> 00:02:20.000]  那麼今天盼望思考
[00:02:20.000 --> 00:02:22.000]  這樣一個主題的時候
[00:02:22.000 --> 00:02:24.000]  我就會結合經文
[00:02:24.000 --> 00:02:27.000]  用四種心的特質
[00:02:27.000 --> 00:02:29.000]  心的特質
[00:02:29.000 --> 00:02:31.000]  來和大家分享這樣一個主題
[00:02:31.000 --> 00:02:32.000]  首先呢
[00:02:32.000 --> 00:02:34.000]  我們看到生命的根性
[00:02:34.000 --> 00:02:35.000]  經文裡面提醒我們
[00:02:35.000 --> 00:02:37.000]  要有第一種心
[00:02:37.000 --> 00:02:39.000]  這種心呢
[00:02:39.000 --> 00:02:42.000]  就叫做要有謙卑的心
[00:02:42.000 --> 00:02:44.000]  那麼在今天的經文
[00:02:44.000 --> 00:02:45.000]  菲利比書二章三節裡面
[00:02:45.000 --> 00:02:47.000]  就告訴我們
[00:02:47.000 --> 00:02:49.000]  存心謙卑
[00:02:49.000 --> 00:02:52.000]  個人看別人比自己強
[00:02:52.000 --> 00:02:54.000]  有這樣一種的生命特質
[00:02:54.000 --> 00:02:57.000]  相信大家很多也會做得到
[00:02:57.000 --> 00:02:59.000]  但是有的時候呢
[00:02:59.000 --> 00:03:01.000]  卻做得不是那麼太好
[00:03:01.000 --> 00:03:04.000]  甚至誤解了其中經文的意思
[00:03:04.000 --> 00:03:06.000]  那麼這樣一個圖片也是
[00:03:06.000 --> 00:03:07.000]  提醒我們
[00:03:07.000 --> 00:03:09.000]  成熟的麥子
[00:03:09.000 --> 00:03:11.000]  頭總是低垂著的
[00:03:11.000 --> 00:03:14.000]  有一種這樣的生命態度
[00:03:14.000 --> 00:03:16.000]  那麼很多時候用錯了
[00:03:16.000 --> 00:03:18.000]  誤解錯了的話呢
[00:03:18.000 --> 00:03:20.000]  會把謙卑呢
[00:03:20.000 --> 00:03:25.000]  以為成是推脫的藉口
[00:03:25.000 --> 00:03:27.000]  當神已經要使用你了
[00:03:27.000 --> 00:03:29.000]  聖靈都在感動你了
[00:03:29.000 --> 00:03:33.000]  這個侍奉你應該要擺上
[00:03:33.000 --> 00:03:36.000]  你那個時候卻出來這一句經文
[00:03:36.000 --> 00:03:39.000]  看別人總比自己強
[00:03:39.000 --> 00:03:41.000]  誰誰誰你用他吧
[00:03:41.000 --> 00:03:43.000]  特別是用在一些
[00:03:43.000 --> 00:03:45.000]  自己不大願意的一些的侍奉上面
[00:03:45.000 --> 00:03:47.000]  擺上的時候
[00:03:47.000 --> 00:03:49.000]  總是看別人比自己強
[00:03:49.000 --> 00:03:52.000]  總是找到很多推脫的藉口
[00:03:52.000 --> 00:03:55.000]  這種不是真正的謙卑
[00:03:55.000 --> 00:03:57.000]  還有第二點呢
[00:03:57.000 --> 00:04:00.000]  更加不是輕看自己
[00:04:00.000 --> 00:04:01.000]  因為我們知道
[00:04:01.000 --> 00:04:03.000]  雖然我們真的是不配
[00:04:03.000 --> 00:04:05.000]  我們都是罪人
[00:04:05.000 --> 00:04:07.000]  但是我們在神的眼中
[00:04:07.000 --> 00:04:09.000]  堪為寶貴
[00:04:09.000 --> 00:04:11.000]  他願意來使用我們
[00:04:11.000 --> 00:04:13.000]  也盼望我們
[00:04:13.000 --> 00:04:17.000]  透過各樣生命的侍奉擺上
[00:04:17.000 --> 00:04:19.000]  就一點一點的把老我
[00:04:19.000 --> 00:04:22.000]  把血氣移出去
[00:04:22.000 --> 00:04:23.000]  慢慢的更新
[00:04:23.000 --> 00:04:27.000]  學會這種謙卑的特質以後呢
[00:04:27.000 --> 00:04:30.000]  就活出了主的形象來了
[00:04:30.000 --> 00:04:32.000]  所以我們再來看
[00:04:32.000 --> 00:04:35.000]  真正的謙卑又是什麼呢
[00:04:35.000 --> 00:04:37.000]  首先我們看到
[00:04:37.000 --> 00:04:39.000]  真正的謙卑
[00:04:39.000 --> 00:04:42.000]  要認識到人的本質
[00:04:42.000 --> 00:04:43.000]  首先呢
[00:04:43.000 --> 00:04:45.000]  我們沒有什麼可以自誇的
[00:04:45.000 --> 00:04:47.000]  沒有什麼厲害的
[00:04:47.000 --> 00:04:49.000]  所以叫有謙卑
[00:04:49.000 --> 00:04:52.000]  我們都是蒙恩得救的
[00:04:52.000 --> 00:04:53.000]  罪人
[00:04:53.000 --> 00:04:54.000]  對了
[00:04:54.000 --> 00:04:55.000]  都是罪人
[00:04:55.000 --> 00:04:57.000]  是上帝的恩典
[00:04:57.000 --> 00:04:59.000]  讓我們可以有這樣一個機會
[00:04:59.000 --> 00:05:01.000]  能夠聚在一起
[00:05:01.000 --> 00:05:02.000]  能夠侍奉
[00:05:02.000 --> 00:05:04.000]  越侍奉就越體會到
[00:05:04.000 --> 00:05:06.000]  神安排的美好
[00:05:06.000 --> 00:05:08.000]  越侍奉就越看到
[00:05:08.000 --> 00:05:12.000]  上帝擺在我們生命中的大圖畫
