
[00:00:00.000 --> 00:00:12.000]  今天輪到我跟大家分享約翰一書最後一章聖經的訊息
[00:00:12.000 --> 00:00:15.000]  在過去這段日子
[00:00:15.000 --> 00:00:17.000]  我們在今年年初開始
[00:00:17.000 --> 00:00:23.000]  已經和弟兄姊妹一齊查考約翰一書
[00:00:23.000 --> 00:00:28.000]  約翰一書讓我們看到這位很愛上帝
[00:00:28.000 --> 00:00:33.000]  亦很愛弟兄姊妹的這位仕徒約翰
[00:00:33.000 --> 00:00:39.000]  他如何將上帝的心意和我們一一傳明
[00:00:39.000 --> 00:00:43.000]  不單止約翰寫了約翰福音
[00:00:43.000 --> 00:00:48.000]  是很想把耶穌基督介紹給人認識
[00:00:48.000 --> 00:00:50.000]  祂就是神的兒子
[00:00:50.000 --> 00:00:52.000]  在約翰一書裏我們也看到
[00:00:52.000 --> 00:00:55.000]  他同樣有這份熱情
[00:00:55.000 --> 00:01:03.000]  他的心很想人認識他所愛慕的這位主耶穌基督
[00:01:03.000 --> 00:01:10.000]  他亦很想弟兄姊妹不要跟隨那些假教師
[00:01:10.000 --> 00:01:12.000]  那些假先知所說的
[00:01:12.000 --> 00:01:18.000]  去歪曲了耶穌的身份和十字架所成就的工作
[00:01:18.000 --> 00:01:20.000]  所以在這個背景下
[00:01:20.000 --> 00:01:23.000]  我們回看約翰一書裏面
[00:01:23.000 --> 00:01:25.000]  我今天說的題目是
[00:01:25.000 --> 00:01:30.000]  「勝過自我的愛,勝過世界的信」
[00:01:30.000 --> 00:01:34.000]  在約翰一書裏我們可以分成兩大部分
[00:01:34.000 --> 00:01:38.000]  由第一章到第三章十節
[00:01:38.000 --> 00:01:40.000]  可以說一個主題就是
[00:01:40.000 --> 00:01:42.000]  神就是光
[00:01:42.000 --> 00:01:45.000]  我們說我們是跟隨神的人
[00:01:45.000 --> 00:01:48.000]  我們信靠神的兒子之名的人
[00:01:48.000 --> 00:01:50.000]  我們要活在光下
[00:01:50.000 --> 00:01:54.000]  我們要知罪亦要認罪
[00:01:54.000 --> 00:01:57.000]  我們沒有人可以這樣說我們沒有犯過罪
[00:01:57.000 --> 00:01:59.000]  這是福音來的
[00:01:59.000 --> 00:02:02.000]  一個真正的信息
[00:02:02.000 --> 00:02:05.000]  福音是包含著真理
[00:02:05.000 --> 00:02:08.000]  真理是叫人不要落在黑暗裏面
[00:02:08.000 --> 00:02:10.000]  真理是叫人走正路
[00:02:10.000 --> 00:02:12.000]  走義路
[00:02:12.000 --> 00:02:14.000]  不是走自我中心
[00:02:14.000 --> 00:02:18.000]  自毀自己前程的道路
[00:02:18.000 --> 00:02:25.000]  真理是讓我們能夠去進行神的心意誡命的時候
[00:02:25.000 --> 00:02:27.000]  我們就常在主的愛中
[00:02:27.000 --> 00:02:29.000]  神亦是這個愛
[00:02:29.000 --> 00:02:33.000]  我們本身不懂得去愛別人
[00:02:33.000 --> 00:02:35.000]  在三章十一節到五章十二節
[00:02:35.000 --> 00:02:41.000]  提到上帝用他的兒子耶穌基督為我們犧牲贖罪
[00:02:41.000 --> 00:02:43.000]  這份大愛帶來的
[00:02:43.000 --> 00:02:46.000]  是讓我們整個生命都有改變
[00:02:46.000 --> 00:02:50.000]  所以我們是靠藉神的恩典
[00:02:50.000 --> 00:02:52.000]  藉著祂的光
[00:02:52.000 --> 00:02:54.000]  藉著祂給我們的愛
[00:02:54.000 --> 00:02:57.000]  我們可以學習彼此相愛
[00:02:57.000 --> 00:03:02.000]  在第五章是接觸前民的討論
[00:03:02.000 --> 00:03:06.000]  有關愛神和愛人的關係
[00:03:06.000 --> 00:03:09.000]  在第四章結尾的部分
[00:03:09.000 --> 00:03:15.000]  他亦有提及我們要愛神的
[00:03:15.000 --> 00:03:16.000]  亦要愛弟兄
[00:03:16.000 --> 00:03:19.000]  這是我們從神所授的命令
[00:03:19.000 --> 00:03:23.000]  在四章二十一節的結尾裏面
[00:03:23.000 --> 00:03:29.000]  我們看見當時約翰要處理他們教會所面對的
[00:03:29.000 --> 00:03:33.000]  一個複雜的心靈上的交戰問題
[00:03:33.000 --> 00:03:38.000]  因為他們所牧養的爾伏所教會
[00:03:38.000 --> 00:03:43.000]  當時被一群假師父、假先知、假弟兄
[00:03:43.000 --> 00:03:51.000]  他們引領弟兄姐妹走來這個真道
[00:03:51.000 --> 00:03:56.000]  我們看見他們在他們的講論下
[00:03:56.000 --> 00:04:02.000]  上星期Andy傳道亦有和大家分享過
[00:04:02.000 --> 00:04:05.000]  在諾斯底主義下的幻影派
[00:04:05.000 --> 00:04:09.000]  他們以為耶穌只是一個幻象
[00:04:09.000 --> 00:04:13.000]  不是帶著一個真正的肉身的生命
[00:04:13.000 --> 00:04:15.000]  在這個世界上存活
[00:04:15.000 --> 00:04:18.000]  這是一個很嚴重的錯誤
[00:04:18.000 --> 00:04:23.000]  因為主耶穌確實是千真萬確地成為肉身
[00:04:23.000 --> 00:04:25.000]  來到這個世界
[00:04:25.000 --> 00:04:30.000]  而祂來到這個世界為我們去捨棄祂的生命
[00:04:30.000 --> 00:04:32.000]  流血贖罪
[00:04:32.000 --> 00:04:34.000]  這是歷史的真相
[00:04:34.000 --> 00:04:36.000]  亦是真實的事情
[00:04:36.000 --> 00:04:41.000]  這帶來給我們永生的確據
[00:04:41.000 --> 00:04:43.000]  是一個很重要的
[00:04:43.000 --> 00:04:46.000]  我們一定要不可以混亂
[00:04:46.000 --> 00:04:48.000]  在這個過程裏
[00:04:48.000 --> 00:04:51.000]  我們今天會繼續看下去
[00:04:51.000 --> 00:04:53.000]  在第五章一開始
[00:04:53.000 --> 00:04:55.000]  是要讓我們明白
[00:04:55.000 --> 00:04:59.000]  我們怎樣能夠真正愛別人
[00:04:59.000 --> 00:05:01.000]  愛我們的弟兄姐妹
[00:05:01.000 --> 00:05:04.000]  這就是要勝過我們的自我
[00:05:04.000 --> 00:05:06.000]  然後在第五到十二節
[00:05:06.000 --> 00:05:10.000]  我們怎樣能夠勝過世界的所謂信心
