
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:05.340]   - What an intro, that's amazing.
[00:00:05.340 --> 00:00:06.880]   Just one more thing on the fast,
[00:00:06.880 --> 00:00:09.720]   and you know I'm very excited about this fast.
[00:00:09.720 --> 00:00:11.640]   There will be a three-day devotional,
[00:00:11.640 --> 00:00:18.100]   and Pastor Peter will write Thursday's devotional,
[00:00:18.100 --> 00:00:20.480]   Pastor Paul, Friday's, and I'll write Saturday's.
[00:00:20.480 --> 00:00:22.800]   It'll be mailed to you this week,
[00:00:22.800 --> 00:00:25.360]   so if you're wondering what to do when you're not eating,
[00:00:25.360 --> 00:00:27.480]   there'll be a devotional there for you.
[00:00:27.480 --> 00:00:28.320]   Good.
[00:00:29.160 --> 00:00:34.160]   I can't tell you how excited I am to be preaching to you,
[00:00:34.160 --> 00:00:37.160]   rather than preaching to a camera this week.
[00:00:37.160 --> 00:00:41.880]   I think there's something of God's timing in this.
[00:00:41.880 --> 00:00:46.220]   I think this is a really important message
[00:00:46.220 --> 00:00:49.160]   for our church, for our city today,
[00:00:49.160 --> 00:00:52.440]   and it's not by chance.
[00:00:52.440 --> 00:00:56.560]   A few weeks ago, I felt God impress on me,
[00:00:57.800 --> 00:00:59.560]   and it was this.
[00:00:59.560 --> 00:01:02.160]   I believe God said to me, "Call a fast.
[00:01:02.160 --> 00:01:05.920]   "Call a fast for the church,
[00:01:05.920 --> 00:01:07.560]   "and call a fast for the city."
[00:01:07.560 --> 00:01:12.320]   I found that actually God had actually been speaking
[00:01:12.320 --> 00:01:14.460]   to a number of other people across the city
[00:01:14.460 --> 00:01:15.960]   on this very, very same thing,
[00:01:15.960 --> 00:01:20.120]   and we were able to come together at very short notice,
[00:01:20.120 --> 00:01:25.120]   and actually so much of the city is fasting together
[00:01:26.740 --> 00:01:29.080]   at an important time for this.
[00:01:29.080 --> 00:01:32.220]   The other thing I felt that God said to me was this.
[00:01:32.220 --> 00:01:35.020]   I want you to preach the book of Esther,
[00:01:35.020 --> 00:01:37.480]   and that's why we've got Esther tonight.
[00:01:37.480 --> 00:01:39.780]   We'd actually planned a series in Judges,
[00:01:39.780 --> 00:01:41.500]   which we'll have next month,
[00:01:41.500 --> 00:01:45.900]   and I felt God also say,
[00:01:45.900 --> 00:01:49.140]   "Would you please tell them that they were born
[00:01:49.140 --> 00:01:51.280]   "for such a time as this?"
[00:01:51.280 --> 00:01:53.380]   And you've heard that expression quite a lot
[00:01:53.380 --> 00:01:56.420]   the last few months, but that comes from Esther 4.14,
[00:01:56.420 --> 00:01:58.620]   James will be preaching on it next week.
[00:01:58.620 --> 00:02:02.420]   So it's so important that we're doing this at this time,
[00:02:02.420 --> 00:02:04.120]   and we're doing this together.
[00:02:04.120 --> 00:02:08.500]   So why are we looking at Esther?
[00:02:08.500 --> 00:02:13.800]   Well, the book of Esther is very counter-cultural.
[00:02:13.800 --> 00:02:18.700]   The book of Esther is a book about social justice,
[00:02:18.700 --> 00:02:23.440]   social justice actually done by a woman,
[00:02:24.660 --> 00:02:28.480]   social justice in a hostile society.
[00:02:28.480 --> 00:02:33.420]   It reminds us, doesn't it, of being in Hong Kong
[00:02:33.420 --> 00:02:37.860]   for such a time as this, 2020.
[00:02:37.860 --> 00:02:43.380]   So what I did, I immersed myself in the book of Esther,
[00:02:43.380 --> 00:02:46.780]   and I wanna just honour here some of the people
[00:02:46.780 --> 00:02:48.580]   that I used in my research
[00:02:48.580 --> 00:02:51.140]   'cause they're particular favourites of mine,
