
[00:00:00.000 --> 00:00:05.680]  今天我想跟大家說「遺失愛」
[00:00:05.680 --> 00:00:07.840]  亦很感謝剛才的Workshop Team
[00:00:07.840 --> 00:00:14.320]  最後那首老套的歌是我叫他們唱的
[00:00:14.320 --> 00:00:19.480]  因為愛是捉不到的
[00:00:19.480 --> 00:00:22.440]  我們經常掛在嘴邊
[00:00:22.440 --> 00:00:25.240]  今天是母親節的時間
[00:00:25.240 --> 00:00:29.480]  我也很想用這份愛跟大家分享
[00:00:29.480 --> 00:00:33.600]  就正如這幅圖畫
[00:00:33.600 --> 00:00:37.680]  為何我要放一個這麼大的月亮在這裏呢?
[00:00:37.680 --> 00:00:40.680]  還記得有一首歌
[00:00:40.680 --> 00:00:43.240]  「月亮代表我的心」
[00:00:43.240 --> 00:00:44.160]  對了
[00:00:44.160 --> 00:00:46.520]  月亮代表我的心
[00:00:46.520 --> 00:00:53.960]  這是遺失愛,不是我的遺言
[00:00:53.960 --> 00:00:56.960]  很想跟大家分享
[00:00:56.960 --> 00:00:59.280]  其實在我們生命裏面
[00:00:59.280 --> 00:01:00.640]  有很多時候
[00:01:00.640 --> 00:01:03.640]  我們覺得很多事情是必然的
[00:01:03.640 --> 00:01:06.640]  我們會覺得我們的家庭
[00:01:06.640 --> 00:01:08.640]  是應該最有愛
[00:01:08.640 --> 00:01:12.600]  我們的家庭應該是最安全
[00:01:12.600 --> 00:01:16.480]  但其實在這個世界裏面
[00:01:16.480 --> 00:01:21.280]  我們以為的事情並不一定
[00:01:21.280 --> 00:01:25.120]  在新聞裏面有很多人告訴我們
[00:01:25.120 --> 00:01:29.080]  我們以為很安全的家庭
[00:01:29.080 --> 00:01:32.080]  其實並不安全
[00:01:32.080 --> 00:01:35.000]  正正就是因為這樣
[00:01:35.000 --> 00:01:39.680]  這些愛一步一步地被遺失
[00:01:39.680 --> 00:01:41.880]  我以前作為一個老師
[00:01:41.880 --> 00:01:43.560]  作為一個副校長
[00:01:43.560 --> 00:01:47.120]  我經常以為學校也是給學生
[00:01:47.120 --> 00:01:50.200]  一個最安全的環境
[00:01:50.200 --> 00:01:52.520]  但卻是很多時候
[00:01:52.520 --> 00:01:56.760]  學校也不能給我的學生安全
[00:01:56.760 --> 00:02:02.080]  所以這個愛其實是甚麼呢?
[00:02:02.080 --> 00:02:04.080]  但聖經告訴我們
[00:02:04.080 --> 00:02:07.200]  這份愛是很特別的
[00:02:07.200 --> 00:02:09.200]  特別是我們中國人
[00:02:09.200 --> 00:02:13.200]  這個愛字是甚麼呢?
[00:02:13.200 --> 00:02:14.480]  我們來看看
[00:02:14.480 --> 00:02:18.000]  我們將這個愛字拆成三個部分
[00:02:18.000 --> 00:02:19.680]  第一個部分
[00:02:19.680 --> 00:02:22.760]  這個部分是代表甚麼呢?
[00:02:22.760 --> 00:02:25.800]  是代表手
[00:02:25.800 --> 00:02:27.400]  代表我們的手
[00:02:27.400 --> 00:02:29.080]  好像爪
[00:02:29.080 --> 00:02:30.560]  爪的部分
[00:02:30.560 --> 00:02:32.800]  第二部分
[00:02:32.800 --> 00:02:36.920]  是一個心
[00:02:36.920 --> 00:02:41.080]  心在古代的書本裏面
[00:02:41.080 --> 00:02:45.640]  這個心代表頭腦
[00:02:45.640 --> 00:02:47.880]  最後的部分
[00:02:47.880 --> 00:02:50.480]  是一個朋友
[00:02:50.480 --> 00:02:52.000]  即是說
[00:02:52.000 --> 00:02:56.080]  你能不能夠將你
[00:02:56.080 --> 00:02:58.240]  捉住你的心
[00:02:58.240 --> 00:03:00.640]  去交給你的朋友呢?
[00:03:00.640 --> 00:03:03.440]  這個叫做愛
[00:03:03.440 --> 00:03:05.560]  你敢不敢跟你隔壁的人說
[00:03:05.560 --> 00:03:10.400]  我將我的心交給你
[00:03:10.400 --> 00:03:13.920]  我將我的心交給你
[00:03:13.920 --> 00:03:15.920]  有人不敢說
[00:03:15.920 --> 00:03:19.000]  因為他不敢將他的心交出來
[00:03:19.000 --> 00:03:24.560]  所以這份愛是很特別的
[00:03:24.560 --> 00:03:28.760]  所以我們一起透過經文裏面
[00:03:28.760 --> 00:03:33.520]  去找回這份從上帝而來的愛
[00:03:33.520 --> 00:03:35.520]  從上帝而來的愛
[00:03:35.520 --> 00:03:37.200]  首先就是
[00:03:37.200 --> 00:03:39.200]  我給了一個題目
[00:03:39.200 --> 00:03:42.200]  愛你亦愛他
[00:03:42.200 --> 00:03:46.640]  在約翰一書第四節裏面這樣說
[00:03:46.640 --> 00:03:48.080]  親愛的弟兄
[00:03:48.080 --> 00:03:51.200]  我們應該彼此相愛
[00:03:51.200 --> 00:03:53.760]  因為愛是從神來的
[00:03:53.760 --> 00:03:55.320]  凡有愛心的
[00:03:55.320 --> 00:03:57.320]  都是由神而生
[00:03:57.320 --> 00:03:58.960]  並且認識神
[00:03:58.960 --> 00:04:01.200]  從來沒有人見過神
[00:04:01.200 --> 00:04:03.400]  我們若彼此相愛
[00:04:03.400 --> 00:04:07.640]  神就住在我們裏面
[00:04:07.640 --> 00:04:09.040]  愛他的心
[00:04:09.040 --> 00:04:10.480]  在我們裏面
[00:04:10.480 --> 00:04:12.480]  得以完全
[00:04:12.480 --> 00:04:15.480]  如果我們能夠像剛才所說
[00:04:15.480 --> 00:04:17.480]  我們能夠將我們的心
[00:04:17.480 --> 00:04:19.480]  去交給別人
[00:04:19.480 --> 00:04:22.720]  能夠給予這份愛人的時候
[00:04:22.720 --> 00:04:25.720]  神就住在我們裏面
[00:04:25.720 --> 00:04:27.400]  在你的生命裏面
[00:04:27.400 --> 00:04:29.400]  在你的日常生活裏面
[00:04:29.400 --> 00:04:31.400]  有沒有試過
[00:04:31.400 --> 00:04:33.400]  交心給別人?
[00:04:33.400 --> 00:04:37.400]  跟別人做過一個交心的朋友
[00:04:37.400 --> 00:04:41.400]  又或者將你的心交給別人之後
[00:04:41.400 --> 00:04:44.400]  有沒有被傷害過?
[00:04:44.400 --> 00:04:47.400]  有啊 有人點頭
[00:04:47.400 --> 00:04:49.400]  其實去愛人
[00:04:49.400 --> 00:04:51.400]  我相信是很難的
[00:04:51.400 --> 00:04:53.400]  為什麼呢?
[00:04:53.400 --> 00:04:55.400]  因為你真的要很信任這個人
[00:04:55.400 --> 00:05:00.400]  然後你才可以將你的心交給他
[00:05:00.400 --> 00:05:02.400]  拿出來交給他
[00:05:02.400 --> 00:05:05.400]  坦蕩蕩地交出來給他
[00:05:05.400 --> 00:05:10.400]  其實教會裏面
[00:05:10.400 --> 00:05:12.400]  給我的感覺就是
[00:05:12.400 --> 00:05:16.400]  可以將心交出來給別人
[00:05:16.400 --> 00:05:18.400]  但我告訴大家
[00:05:18.400 --> 00:05:21.400]  真的要大眼識人
[00:05:21.400 --> 00:05:23.400]  教會 記住
[00:05:23.400 --> 00:05:25.400]  教會是甚麼?
[00:05:25.400 --> 00:05:29.400]  教會是聚人聚集的地方
[00:05:29.400 --> 00:05:34.400]  所以不一定每個人都是好人
[00:05:34.400 --> 00:05:38.400]  所以我們要學會提高警覺
[00:05:38.400 --> 00:05:40.400]  提高警惕
[00:05:40.400 --> 00:05:41.400]  為什麼?
[00:05:41.400 --> 00:05:44.400]  當你交出心的時候
[00:05:44.400 --> 00:05:50.400]  你很容易受傷害
[00:05:50.400 --> 00:05:53.400]  但受傷害的時候
[00:05:53.400 --> 00:05:57.400]  上帝教我們要好好地
[00:05:57.400 --> 00:05:59.400]  去強大我們自己的心
[00:06:03.400 --> 00:06:06.400]  我在想要不要舉一個例子
[00:06:06.400 --> 00:06:13.400]  既然大家鼓勵我就舉一個例子
[00:06:13.400 --> 00:06:15.400]  在教會裏面
[00:06:15.400 --> 00:06:18.400]  你覺得我們作牧者的有沒有被傷害?
[00:06:18.400 --> 00:06:20.400]  有啊
[00:06:20.400 --> 00:06:22.400]  你很激動
[00:06:22.400 --> 00:06:28.400]  其實我猜當我們作牧者的
[00:06:28.400 --> 00:06:31.400]  很相信某些弟兄姊妹的時候
[00:06:31.400 --> 00:06:35.400]  我們都會當朋友去聊天
[00:06:35.400 --> 00:06:38.400]  當你當朋友去聊天的時候
[00:06:38.400 --> 00:06:42.400]  我記得前一陣子
[00:06:42.400 --> 00:06:46.400]  我很認定某一個人是我的朋友
[00:06:46.400 --> 00:06:50.400]  我將一些重要的事情跟他講
[00:06:50.400 --> 00:06:53.400]  是跟他唯一一個人講
[00:06:53.400 --> 00:06:57.400]  結果就發現
[00:06:57.400 --> 00:07:02.400]  德萊讓我很難過
[00:07:02.400 --> 00:07:04.400]  我的難過是
[00:07:04.400 --> 00:07:06.400]  我跟他講完之後
[00:07:06.400 --> 00:07:10.400]  我以為我只是當朋友去講
[00:07:10.400 --> 00:07:15.400]  但竟然他會去跟其他人講
[00:07:15.400 --> 00:07:16.400]  不僅如此
[00:07:16.400 --> 00:07:19.400]  其他人回來的評語是
[00:07:19.400 --> 00:07:22.400]  你作為一個牧師
[00:07:22.400 --> 00:07:25.400]  為什麼你可以這麼多口?
[00:07:25.400 --> 00:07:27.400]  我很難過
[00:07:27.400 --> 00:07:29.400]  我難過的是
[00:07:29.400 --> 00:07:31.400]  我當這個是我的好朋友
[00:07:31.400 --> 00:07:33.400]  我跟他分享
[00:07:33.400 --> 00:07:38.400]  結果換來一個對我這樣的評價
[00:07:38.400 --> 00:07:40.400]  所以我想說
[00:07:40.400 --> 00:07:42.400]  其實愛是很艱難的
[00:07:42.400 --> 00:07:46.400]  愛裏面蘊含了一個很重要的元素
[00:07:46.400 --> 00:07:48.400]  是信任
[00:07:48.400 --> 00:07:51.400]  所以我鼓勵大家
[00:07:51.400 --> 00:07:59.400]  當你身邊的教會朋友跟你說話的時候
[00:07:59.400 --> 00:08:03.400]  當他們認為是秘密的時候
[00:08:03.400 --> 00:08:06.400]  他真的像我剛才所說
[00:08:06.400 --> 00:08:10.400]  將他的心拿出來交給你
[00:08:10.400 --> 00:08:16.400]  你就不用去跟別人宣傳他的秘密
[00:08:16.400 --> 00:08:21.400]  正如誰現在跟誰在拍拖
[00:08:21.400 --> 00:08:23.400]  我們自己看到的
[00:08:23.400 --> 00:08:28.400]  你不用告訴我誰在拍拖
[00:08:28.400 --> 00:08:30.400]  你知不知道?
[00:08:30.400 --> 00:08:32.400]  我們知道的
[00:08:32.400 --> 00:08:36.400]  所以不用做這些事情
[00:08:36.400 --> 00:08:39.400]  我們要學習
[00:08:39.400 --> 00:08:44.400]  雖然我剛才所說的這個例子之後
[00:08:44.400 --> 00:08:46.400]  我也有問自己
[00:08:46.400 --> 00:08:49.400]  我還要不要繼續相信這個人呢?
[00:08:49.400 --> 00:08:53.400]  我還要不要繼續去愛他呢?
[00:08:53.400 --> 00:08:55.400]  其實是有點難的
[00:08:55.400 --> 00:08:59.400]  我們經常說愛通常是愛可愛的人
[00:08:59.400 --> 00:09:01.400]  不可愛的人
[00:09:01.400 --> 00:09:05.400]  留給主耶穌愛吧
[00:09:05.400 --> 00:09:08.400]  但是不行的
[00:09:08.400 --> 00:09:11.400]  在生活上你不可以這樣做
[00:09:11.400 --> 00:09:14.400]  所以這是一個很大的學習
[00:09:14.400 --> 00:09:17.400]  讓我們一起去學習
[00:09:17.400 --> 00:09:19.400]  接下來我們說
[00:09:19.400 --> 00:09:22.400]  愛是要有行動的
[00:09:22.400 --> 00:09:24.400]  要有什麼行動呢?
[00:09:24.400 --> 00:09:25.400]  經文告訴我們
[00:09:25.400 --> 00:09:28.400]  神差他的獨生子來到世間
[00:09:28.400 --> 00:09:31.400]  是藉著他得神
[00:09:31.400 --> 00:09:36.400]  神愛我們的心就此顯明了
[00:09:36.400 --> 00:09:38.400]  不是我們愛神
[00:09:38.400 --> 00:09:40.400]  乃是神愛我們
[00:09:40.400 --> 00:09:42.400]  神差他的兒子
[00:09:42.400 --> 00:09:45.400]  為我們的罪作了挽回
[00:09:45.400 --> 00:09:46.400]  就是在裡面
[00:09:46.400 --> 00:09:48.400]  這就是愛
[00:09:48.400 --> 00:09:51.400]  這個愛是很簡單的
[00:09:51.400 --> 00:09:54.400]  他派了人來愛我們
[00:09:54.400 --> 00:09:57.400]  有時候你說愛是什麼呢?
[00:09:57.400 --> 00:10:00.400]  愛就是要有行動
[00:10:00.400 --> 00:10:02.400]  行動是什麼行動呢?
[00:10:02.400 --> 00:10:04.400]  你有沒有看到
[00:10:04.400 --> 00:10:06.400]  其實在你們在座的中間
[00:10:06.400 --> 00:10:08.400]  有一群人
[00:10:08.400 --> 00:10:10.400]  他們真的很愛這個社群
[00:10:10.400 --> 00:10:12.400]  很愛這個群體
[00:10:12.400 --> 00:10:15.400]  他們花了很多時間
[00:10:15.400 --> 00:10:19.400]  就是欽著去愛大家
[00:10:19.400 --> 00:10:22.400]  就好像我剛才所說的
[00:10:22.400 --> 00:10:24.400]  一直以來
[00:10:24.400 --> 00:10:26.400]  由年頭
[00:10:26.400 --> 00:10:27.400]  不止年頭
[00:10:27.400 --> 00:10:29.400]  好像由九月開始
[00:10:29.400 --> 00:10:31.400]  這群大專的同學
[00:10:31.400 --> 00:10:34.400]  圍到6月28日的Worship Night
[00:10:34.400 --> 00:10:37.400]  圍到這個Camp
[00:10:37.400 --> 00:10:43.400]  一直都是用愛去做這個行動
[00:10:43.400 --> 00:10:44.400]  去慰藉
[00:10:44.400 --> 00:10:48.400]  就是要大家更加認識主耶穌
[00:10:48.400 --> 00:10:50.400]  慰藉你們
[00:10:50.400 --> 00:10:53.400]  而去做更加多的事
[00:10:53.400 --> 00:10:55.400]  當中可能
