
[00:00:00.000 --> 00:00:01.880]  好,大家好
[00:00:01.880 --> 00:00:04.680]  原來我們看肥辣比書
[00:00:04.680 --> 00:00:07.480]  這本書已經到達一半了
[00:00:07.480 --> 00:00:08.880]  我們先給自己一點掌聲
[00:00:08.880 --> 00:00:12.200]  我們回來看一半
[00:00:12.200 --> 00:00:14.080]  今天我們看第三章
[00:00:14.080 --> 00:00:16.680]  肥辣比書有四章
[00:00:16.680 --> 00:00:17.680]  我想問一下
[00:00:17.680 --> 00:00:23.200]  誰已經比以前經歷多了喜樂?
[00:00:23.200 --> 00:00:26.800]  有沒有人敢舉手?
[00:00:26.800 --> 00:00:30.880]  如果你覺得自己開心了
[00:00:30.880 --> 00:00:33.400]  可以不介意
[00:00:33.400 --> 00:00:37.560]  Sin姐說她一向都很開心
[00:00:37.560 --> 00:00:43.120]  我們今天繼續看
[00:00:43.120 --> 00:00:46.080]  我們喜樂的目標是什麼
[00:00:46.080 --> 00:00:47.520]  上一次Pastor Johnny
[00:00:47.520 --> 00:00:48.880]  我們看了我們要什麼
[00:00:48.880 --> 00:00:50.280]  我們要祈求基督
[00:00:50.280 --> 00:00:52.400]  我們不要抱怨
[00:00:52.400 --> 00:00:53.800]  當我們願意在主裡面
[00:00:53.800 --> 00:00:57.080]  我們真的會真正為基督而光明
[00:00:57.080 --> 00:00:58.480]  不是shine
[00:00:58.480 --> 00:01:00.080]  稍後再說
[00:01:00.080 --> 00:01:02.160]  不好意思,先不要說出來
[00:01:02.160 --> 00:01:05.480]  我們一起讀一下
[00:01:05.480 --> 00:01:09.600]  今天的經文的頭六節
[00:01:09.600 --> 00:01:11.360]  1、2、3
[00:01:11.360 --> 00:01:13.960]  沒了我的弟兄們
[00:01:13.960 --> 00:01:16.760]  你們要靠主喜樂
[00:01:16.760 --> 00:01:20.160]  我把這些話在寫給你們
[00:01:20.160 --> 00:01:22.440]  對我並不困難
[00:01:22.440 --> 00:01:25.240]  對你們卻是妥當的
[00:01:25.240 --> 00:01:27.640]  應當防備犬類
[00:01:27.640 --> 00:01:29.440]  防備作惡的
[00:01:29.440 --> 00:01:32.000]  防備妄自行各的
[00:01:32.000 --> 00:01:34.440]  因為真受各禮的
[00:01:34.440 --> 00:01:38.560]  就是我們這席著神的靈敬拜
[00:01:38.560 --> 00:01:41.680]  以基督耶穌為誇耀
[00:01:41.680 --> 00:01:43.880]  不依靠肉體的
[00:01:43.880 --> 00:01:47.200]  其實我也可以靠肉體
[00:01:47.200 --> 00:01:50.800]  若是別人以為他可以依靠肉體
[00:01:50.800 --> 00:01:52.360]  我更可以
[00:01:52.360 --> 00:01:55.440]  我出生後第八天受各禮
[00:01:55.440 --> 00:01:57.200]  我是以色列族
[00:01:57.200 --> 00:01:59.280]  便雅文之派的人
[00:01:59.280 --> 00:02:02.760]  是希伯來人所生的希伯來人
[00:02:02.760 --> 00:02:04.200]  就律法說
[00:02:04.200 --> 00:02:06.200]  我是法理錯人
[00:02:06.200 --> 00:02:07.640]  就熱心說
[00:02:07.640 --> 00:02:09.960]  我是迫害教會的
[00:02:09.960 --> 00:02:12.400]  就律法上的義說
[00:02:12.400 --> 00:02:15.440]  我是無可指責的
[00:02:15.440 --> 00:02:16.440]  是
[00:02:16.440 --> 00:02:21.320]  保羅在這裡叫我們要靠主喜樂
[00:02:21.320 --> 00:02:24.120]  為什麼我們要靠主喜樂
[00:02:24.120 --> 00:02:26.240]  因為如果我們
[00:02:26.240 --> 00:02:30.760]  不是去踢一場球
[00:02:30.760 --> 00:02:33.240]  或者吃一些我們很喜歡吃的東西
[00:02:33.240 --> 00:02:36.240]  或者我們去迪士尼玩
[00:02:36.240 --> 00:02:37.480]  就可以很喜樂
[00:02:37.480 --> 00:02:38.880]  我相信大家都記得
[00:02:38.880 --> 00:02:40.800]  其實這個是快樂
[00:02:40.800 --> 00:02:42.200]  不是喜樂
[00:02:42.200 --> 00:02:45.520]  喜樂是我們心的狀態
[00:02:45.520 --> 00:02:48.000]  無論我們面對什麼情況
[00:02:48.000 --> 00:02:49.560]  無論在困難當中
[00:02:49.560 --> 00:02:52.600]  我們都可以有那種喜樂
[00:02:52.600 --> 00:02:55.720]  因為當我們跟神緊連的時候
[00:02:55.720 --> 00:02:58.320]  我們知道神怎樣看待我們
[00:02:58.320 --> 00:02:59.840]  我們的價值在神裡面
[00:02:59.840 --> 00:03:02.240]  我們知道神想我們怎樣去做
[00:03:02.240 --> 00:03:05.880]  例如神要我們在中學
[00:03:05.880 --> 00:03:09.680]  為我們身邊有需要的人祈禱
[00:03:09.680 --> 00:03:14.120]  我們在大學裡邀請人去信主
[00:03:14.120 --> 00:03:16.440]  其實這些都是我們在當中
[00:03:16.440 --> 00:03:19.240]  我們跟神一起去同宮的時候
[00:03:19.240 --> 00:03:21.920]  我們可以得到那份喜樂
[00:03:21.920 --> 00:03:24.680]  並且當我們謙卑去依靠神的時候
[00:03:24.680 --> 00:03:27.240]  我們可以有那份喜樂
[00:03:27.240 --> 00:03:29.160]  特別今天我們提到
[00:03:29.160 --> 00:03:34.680]  我們要放下我們自己的人類努力
[00:03:34.680 --> 00:03:37.280]  誰覺得自己很勤力、很努力的
[00:03:37.280 --> 00:03:39.480]  先舉手
[00:03:39.480 --> 00:03:42.040]  OK
[00:03:42.040 --> 00:03:43.720]  只有兩個人努力的
[00:03:43.720 --> 00:03:44.640]  OK
