
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 大家平安
[00:00:03.000 --> 00:00:06.000]  經歷了八號的颱風 大家都好嗎
[00:00:06.000 --> 00:00:09.000]  好 感恩見到大家
[00:00:09.000 --> 00:00:12.000]  我們又相聚在一起了
[00:00:12.000 --> 00:00:15.000]  雖經歷風雨 但是主讓我們
[00:00:15.000 --> 00:00:18.000]  風雨同行
[00:00:18.000 --> 00:00:21.000]  那麼今天要和大家一起來思想的題目
[00:00:21.000 --> 00:00:24.000]  是建立進前的下一代
[00:00:24.000 --> 00:00:27.000]  為什麼會有這個題目呢
[00:00:27.000 --> 00:00:30.000]  如果熟悉我們中學生 大學生團契的話
[00:00:30.000 --> 00:00:33.000]  或者是參與我們夜晚禱告的弟兄姐妹
[00:00:33.000 --> 00:00:36.000]  留意的話你就會看到
[00:00:36.000 --> 00:00:39.000]  本來在原計劃當中
[00:00:39.000 --> 00:00:42.000]  昨天和前天
[00:00:42.000 --> 00:00:45.000]  就是七月的一號和二號
[00:00:45.000 --> 00:00:48.000]  是我們特別的暑期盈會
[00:00:48.000 --> 00:00:51.000]  那後來為什麼沒有了
[00:00:51.000 --> 00:00:54.000]  颱風來了
[00:00:54.000 --> 00:00:57.000]  颱風來了
[00:00:57.000 --> 00:01:00.000]  那麼大家一直在其中去等候
[00:01:00.000 --> 00:01:03.000]  聽求上帝的引領的時候
[00:01:03.000 --> 00:01:06.000]  也在學習其中的功課
[00:01:06.000 --> 00:01:09.000]  當然本來預計講這篇到的時候
[00:01:09.000 --> 00:01:12.000]  是我們導師們在盈會的當中
[00:01:12.000 --> 00:01:15.000]  設立了各種特別的環節
[00:01:15.000 --> 00:01:19.000]  也想藉由孩子們直接的一些表現
[00:01:19.000 --> 00:01:23.000]  加入在今天的講道當中和大家分享
[00:01:23.000 --> 00:01:26.000]  當然知道這個盈會要取消的時候
[00:01:26.000 --> 00:01:29.000]  大家都很不捨
[00:01:29.000 --> 00:01:32.000]  我知道我們的弟兄姐妹 孩子們 導師們很不捨
[00:01:32.000 --> 00:01:35.000]  在不捨之餘
[00:01:35.000 --> 00:01:38.000]  我還有一點擔心
[00:01:38.000 --> 00:01:41.000]  擔心今天的講道怎麼辦
[00:01:41.000 --> 00:01:44.000]  本來想盈會當中大家的表現
[00:01:44.000 --> 00:01:47.000]  作為大家的分享
[00:01:47.000 --> 00:01:50.000]  但是在過程裡面我們給孩子們
[00:01:50.000 --> 00:01:53.000]  盈會當中的鼓勵
[00:01:53.000 --> 00:01:56.000]  尋求神 依照神給我們的引領
[00:01:56.000 --> 00:01:59.000]  即使盈會不能進行
[00:01:59.000 --> 00:02:02.000]  也看到我們要學習什麼樣的功課
[00:02:02.000 --> 00:02:05.000]  這個功課領導我 我也在去學習
[00:02:05.000 --> 00:02:08.000]  怎麼樣來做這樣一個安排
[00:02:08.000 --> 00:02:11.000]  怎麼樣就算在盈會取消的時候
[00:02:11.000 --> 00:02:14.000]  來分享這個主題
[00:02:14.000 --> 00:02:17.000]  建立進前的下一代
[00:02:17.000 --> 00:02:20.000]  這個經文相信大家都不會陌生
[00:02:20.000 --> 00:02:26.000]  它記載在保羅所寫的提摩泰前書當中
[00:02:26.000 --> 00:02:30.000]  這一段落其實大家都很熟悉
[00:02:30.000 --> 00:02:36.000]  也是保羅對他屬靈的兒子提摩泰
[00:02:36.000 --> 00:02:39.000]  要拆他到彝福所的教會去
[00:02:39.000 --> 00:02:43.000]  處理各樣信仰的問題 偏差的理解
[00:02:43.000 --> 00:02:46.000]  在經文當中我們可以看到一個
[00:02:46.000 --> 00:02:49.000]  屬靈慈愛的父親的形象
[00:02:49.000 --> 00:02:55.000]  對他屬靈的孩子有鼓勵 有教導 有指引
[00:02:55.000 --> 00:02:57.000]  那麼在這樣一個前提下
[00:02:57.000 --> 00:03:00.000]  我們一起來進入今天的主題
[00:03:00.000 --> 00:03:03.000]  我們一起先來禱告
[00:03:03.000 --> 00:03:07.000]  天父我們感謝你
[00:03:07.000 --> 00:03:12.000]  不論颳風下雨 主你都與我們同在
[00:03:12.000 --> 00:03:15.000]  當我們各樣的交托的時候
[00:03:15.000 --> 00:03:18.000]  我們就安然跟隨
[00:03:18.000 --> 00:03:20.000]  主啊 感謝你帶領我們群體
[00:03:20.000 --> 00:03:24.000]  你不但建立我們孩子們自己的群體
[00:03:24.000 --> 00:03:27.000]  更建立我們這樣一個屬靈的大家庭
[00:03:27.000 --> 00:03:30.000]  願意我們怎麼樣來看待
[00:03:30.000 --> 00:03:32.000]  主你所賜給我們的產業
[00:03:32.000 --> 00:03:35.000]  更加明白透過主
[00:03:35.000 --> 00:03:39.000]  如何來建立進前的下一代
[00:03:39.000 --> 00:03:43.000]  我們也把今天聆聽主你話語的時間
[00:03:43.000 --> 00:03:46.000]  恭敬交托在主你的手中
[00:03:46.000 --> 00:03:49.000]  求主你親自的賜福和引領
[00:03:49.000 --> 00:03:51.000]  同心合一的禱告
[00:03:51.000 --> 00:03:55.000]  奉主耶穌基督的名而求 阿們
[00:03:55.000 --> 00:04:00.000]  好 那麼其中這段經文大家不會陌生
[00:04:00.000 --> 00:04:03.000]  其中還有第十二節
[00:04:03.000 --> 00:04:06.000]  也是大家經常津津樂道
[00:04:06.000 --> 00:04:10.000]  這一段經文對於中學生團體來說
[00:04:10.000 --> 00:04:12.000]  非常的重要
[00:04:12.000 --> 00:04:14.000]  甚至重要到一個程度
[00:04:14.000 --> 00:04:17.000]  它是我們的團企的團訓
[00:04:17.000 --> 00:04:19.000]  其中就看到了
[00:04:19.000 --> 00:04:22.000]  不可叫人小看你年輕
[00:04:22.000 --> 00:04:28.000]  總要在言語 行為 愛心 信心 親潔上
[00:04:28.000 --> 00:04:31.000]  都做信徒的榜樣
[00:04:31.000 --> 00:04:36.000]  這則經文不單是作為團企如此的重要
[00:04:36.000 --> 00:04:39.000]  在我們設計團體的時候
[00:04:39.000 --> 00:04:43.000]  大家有沒有見過中學生團體的團體
[00:04:43.000 --> 00:04:44.000]  有沒有
[00:04:44.000 --> 00:04:46.000]  有的見過 有的沒見過
[00:04:46.000 --> 00:04:50.000]  我們在一些縣市
[00:04:50.000 --> 00:04:53.000]  我們一些活動的時候會集體的穿著
[00:04:53.000 --> 00:04:54.000]  有沒有見過呢
[00:04:54.000 --> 00:04:56.000]  今天也有一張照片
[00:04:56.000 --> 00:04:58.000]  大家可以看到
[00:04:58.000 --> 00:05:01.000]  這是我們團企的團體
[00:05:01.000 --> 00:05:03.000]  當然在你看到正面的時候
[00:05:03.000 --> 00:05:06.000]  有一個十字架在胸口位
[00:05:06.000 --> 00:05:08.000]  如果你看到背後
[00:05:08.000 --> 00:05:10.000]  你就會發現
[00:05:10.000 --> 00:05:12.000]  哇 不得了了
[00:05:12.000 --> 00:05:14.000]  還有一個大的十字架
