
[00:00:00.000 --> 00:00:02.720]  今日我地去講《路加福音》第三章
[00:00:02.720 --> 00:00:04.920]  係講身心相稱嘅生命
[00:00:04.920 --> 00:00:06.720]  喺度我想問下大家
[00:00:06.720 --> 00:00:08.720]  有冇人係好鍾意睇戲㗎?
[00:00:08.720 --> 00:00:11.720]  有Uncle Maurice XY
[00:00:11.720 --> 00:00:13.520]  好 YY都係
[00:00:13.520 --> 00:00:15.520]  有冇人有睇過《無間道》呀?
[00:00:15.520 --> 00:00:18.120]  Wow 係喇《無間道》
[00:00:18.120 --> 00:00:19.120]  Good 呀
[00:00:19.120 --> 00:00:20.920]  係喇《無間道》係講乜嘢呢?
[00:00:20.920 --> 00:00:21.920]  我簡單講下
[00:00:21.920 --> 00:00:24.920]  《無間道》就係講一邊警察啦
[00:00:24.920 --> 00:00:26.120]  一邊黑社會
[00:00:26.120 --> 00:00:27.720]  好搞笑喎
[00:00:27.720 --> 00:00:29.720]  佢哋兩個都派臥底
[00:00:29.720 --> 00:00:31.720]  過去對方陣營呢
[00:00:31.720 --> 00:00:33.320]  去攞料啦
[00:00:33.320 --> 00:00:34.720]  佢哋要去
[00:00:34.720 --> 00:00:38.920]  你知啦黑社會就係想知道警察嘅路線啦
[00:00:38.920 --> 00:00:40.120]  想知道佢哋啲資料
[00:00:40.120 --> 00:00:41.520]  咁佢哋就可以避開啦
[00:00:41.520 --> 00:00:43.920]  咁警察同時呢就係想要去搗破
[00:00:43.920 --> 00:00:45.920]  佢哋陣營嘅所有嘅壞事啦
[00:00:45.920 --> 00:00:47.920]  即係販毒呀打交呀
[00:00:47.920 --> 00:00:49.520]  Gilligull 呀 Killikalak
[00:00:49.520 --> 00:00:51.320]  咁呢入面好有趣
[00:00:51.320 --> 00:00:52.320]  有一個
[00:00:52.320 --> 00:00:53.320]  如果大家記得
[00:00:53.320 --> 00:00:55.120]  杜汶澤係飾演咩角色
[00:00:55.120 --> 00:00:56.320]  係傻強
[00:00:56.320 --> 00:00:57.720]  咁佢名已經好搞笑
[00:00:57.720 --> 00:00:58.720]  傻強
[00:00:58.720 --> 00:01:00.720]  跟住呢佢同佢個friend就話
[00:01:00.720 --> 00:01:02.120]  你知唔知
[00:01:02.120 --> 00:01:04.120]  點樣分辨個人係差人呀
[00:01:04.120 --> 00:01:05.520]  就係當佢
[00:01:05.520 --> 00:01:08.720]  好唔專心咁做自己嘢嘅時候
[00:01:08.720 --> 00:01:10.120]  仲係咁望住你呢
[00:01:10.120 --> 00:01:12.120]  嗰個就係差人呀
[00:01:12.120 --> 00:01:13.520]  呢個呢就係講緊
[00:01:13.520 --> 00:01:15.920]  點解我要今日去講身心傷情嘅生命
[00:01:15.920 --> 00:01:17.920]  我而講呢一番嘅說話呢
[00:01:17.920 --> 00:01:19.320]  就係可能我哋日常入面
[00:01:19.320 --> 00:01:21.720]  我哋都會好想扮演一啲身份
[00:01:21.720 --> 00:01:23.920]  我哋好想做好一個角色
[00:01:23.920 --> 00:01:25.120]  我哋會覺得
[00:01:25.120 --> 00:01:26.520]  嗯我做到呢樣嘢
[00:01:26.520 --> 00:01:27.920]  我做緊呢樣嘢呢
[00:01:27.920 --> 00:01:29.120]  就會冇人知
[00:01:29.120 --> 00:01:31.520]  其實我唔係嗰個身份
[00:01:31.520 --> 00:01:34.520]  當嗰個警察好想去
[00:01:34.520 --> 00:01:36.520]  去夾住啲黑社會
[00:01:36.520 --> 00:01:38.520]  佢就當然要扮睇下報紙啦
[00:01:38.520 --> 00:01:41.120]  咁但係佢隻眼可能又唔係望報紙
[00:01:41.120 --> 00:01:42.320]  係望緊嗰個人
[00:01:42.320 --> 00:01:45.120]  嘅時候究竟我哋嘅生命有冇好似
[00:01:45.120 --> 00:01:47.120]  我哋好想扮演一啲嘢呢
[00:01:47.120 --> 00:01:50.120]  而今日盧家福音去講嘅呢個
[00:01:50.120 --> 00:01:51.320]  即係想提醒我哋
[00:01:51.320 --> 00:01:52.520]  若項想提醒我哋嘅
[00:01:52.520 --> 00:01:53.720]  係啲乜嘢呢
[00:01:53.720 --> 00:01:54.520]  咁呢喺呢度呢
[00:01:54.520 --> 00:01:56.520]  我想同大家一齊去睇下喇喎
[00:01:56.520 --> 00:01:58.720]  咁我哋畀啲前提大家啦
[00:01:58.720 --> 00:01:59.920]  我哋recap一下
[00:01:59.920 --> 00:02:02.120]  我哋喺二章嘅第二章嘅結尾
[00:02:02.120 --> 00:02:04.520]  我哋會知道耶穌嘅智慧同埋新娘
[00:02:04.520 --> 00:02:07.120]  佢哋都並上帝和人喜愛
[00:02:07.120 --> 00:02:08.720]  他嘅心一齊增長
[00:02:08.720 --> 00:02:09.920]  即係喺第二節
[00:02:09.920 --> 00:02:11.720]  大家記得Pastor Carmen講嘅
[00:02:11.720 --> 00:02:13.120]  就係有唔同嘅先知
[00:02:13.120 --> 00:02:14.920]  有唔同嘅人呢都好渴望住
[00:02:14.920 --> 00:02:16.120]  耶穌嘅降臨
[00:02:16.120 --> 00:02:18.720]  甚至乎一二章我哋臨近聖誕
[00:02:18.720 --> 00:02:19.520]  我哋都知道
[00:02:19.520 --> 00:02:21.320]  耶穌基督嘅降生
[00:02:21.320 --> 00:02:23.520]  對於我對於嗯
[00:02:23.520 --> 00:02:25.720]  嗰啲人嚟講係幾咁
[00:02:25.720 --> 00:02:27.520]  嗯幾咁榮耀嘅一樣嘢
[00:02:27.520 --> 00:02:29.720]  因為佢哋知道救主要嚟啦
[00:02:29.720 --> 00:02:34.120]  救主要嚟到佢哋嘅嘅嘅身邊去救佢哋啦
[00:02:34.120 --> 00:02:35.720]  咁但係耶穌
[00:02:35.720 --> 00:02:36.920]  咁耶穌其實係人嚟㗎喎
[00:02:36.920 --> 00:02:38.720]  咁佢同住我哋一齊去成長
[00:02:38.720 --> 00:02:39.720]  咁如果大家去睇
[00:02:39.720 --> 00:02:40.920]  盧家福音都一樣
[00:02:40.920 --> 00:02:42.120]  即係耶穌都同我一樣嘅
[00:02:42.120 --> 00:02:43.320]  會經歷一個童年
[00:02:43.320 --> 00:02:45.320]  不過耶穌嘅童年好特別嘅啫
[00:02:45.320 --> 00:02:46.520]  冇好特別嘅
[00:02:46.520 --> 00:02:47.320]  相對特別啲啦
[00:02:47.320 --> 00:02:48.320]  不過耶穌都會返教會喎
[00:02:48.320 --> 00:02:50.520]  如果你睇第二章嘅結尾
[00:02:50.520 --> 00:02:51.720]  佢喺聖殿入面呢
[00:02:51.720 --> 00:02:53.720]  去聽住唔同教師去講
[00:02:53.720 --> 00:02:54.520]  佢去
[00:02:54.520 --> 00:02:56.520]  嗯佢一邊聽一邊問嘅時候
[00:02:56.520 --> 00:02:57.520]  耶穌嗰個智慧
[00:02:57.520 --> 00:03:00.120]  同埋從聖靈而來嗰個能力呢
[00:03:00.120 --> 00:03:01.920]  就喺嗰度開始我哋會見到
[00:03:01.920 --> 00:03:03.920]  而耶穌都將會進入
[00:03:03.920 --> 00:03:05.920]  去人群入面去講道
[00:03:05.920 --> 00:03:07.720]  而第三章嘅開頭呢
[00:03:07.720 --> 00:03:08.920]  就去講
[00:03:08.920 --> 00:03:11.520]  佢去搵施洗約翰
[00:03:11.520 --> 00:03:12.920]  去為佢施洗
[00:03:12.920 --> 00:03:16.320]  咁呢我哋係由鏡頭去返返去約翰嗰度啦
